player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Caleb Rogers,123157,T,TEXAS TECH,1,0,315,68.0,1,2,57,100.0,100.0,97.4,1,3,0,61,61,66.4,0,2,28,100.0,100.0,96.4,2,0,31,31
Davion Carter,158004,G,TEXAS TECH,1,0,315,82.8,0,0,57,100.0,100.0,100.0,0,0,0,61,61,77.9,0,0,28,100.0,100.0,100.0,0,0,31,31
Sheridan Wilson,157336,C,TEXAS TECH,1,0,315,86.4,0,0,57,100.0,100.0,100.0,0,0,0,61,61,85.3,0,0,28,100.0,100.0,100.0,0,0,31,31
Ty Buchanan,146417,T,TEXAS TECH,1,0,315,48.6,1,1,57,100.0,100.0,98.2,0,2,0,61,61,30.6,1,1,28,100.0,100.0,96.4,2,0,31,31
Saveyon Henderson,152603,T,COLO STATE,1,0,144,63.1,1,2,53,100.0,100.0,97.2,0,3,0,58,58,60.7,1,1,21,100.0,100.0,95.2,2,0,23,23
Jacob Gardner,128229,C,COLO STATE,1,0,144,79.4,0,0,53,100.0,100.0,100.0,0,0,0,58,58,83.6,0,0,21,100.0,100.0,100.0,0,0,23,23
Drew Moss,150351,G,COLO STATE,1,0,144,72.7,0,2,53,100.0,100.0,98.1,0,2,0,58,58,53.8,0,2,21,100.0,100.0,95.2,2,0,23,23
Tanner Morley,173498,G,COLO STATE,1,0,144,55.2,0,2,53,100.0,100.0,96.2,0,3,1,58,58,24.3,0,2,21,100.0,100.0,90.5,3,1,23,23
Aaron Karas,163326,T,COLO STATE,1,0,144,63.6,0,4,53,100.0,100.0,96.2,0,4,0,58,58,52.5,0,4,21,100.0,100.0,90.5,4,0,23,23
Johnny Dickson III,157660,G,N TEXAS,1,0,251,84.1,0,0,54,100.0,100.0,100.0,0,0,0,57,57,82.6,0,0,10,100.0,100.0,100.0,0,0,11,11
Paula Vaipulu,122500,G,N TEXAS,1,0,251,53.3,0,1,54,100.0,100.0,97.2,0,2,1,57,57,28.6,0,0,10,100.0,100.0,90.0,1,1,11,11
Braydon Nelson,190617,G,N TEXAS,1,0,251,52.7,1,2,54,100.0,100.0,97.2,0,3,0,57,57,20.7,1,2,10,100.0,100.0,85.0,3,0,11,11
Landon Peterson,99457,T,N TEXAS,1,0,251,65.0,1,3,54,100.0,100.0,96.3,0,4,0,57,57,41.9,1,1,10,100.0,100.0,90.0,2,0,11,11
Tyler Mercer,183479,C,N TEXAS,1,0,251,79.2,0,0,54,100.0,100.0,100.0,0,0,0,57,57,68.9,0,0,10,100.0,100.0,100.0,0,0,11,11
Dorion Strawn,150063,T,TEXAS ST,1,0,314,78.8,0,1,51,100.0,100.0,97.1,0,2,1,54,54,63.0,0,0,12,100.0,100.0,91.7,1,1,12,12
Chayse Todd,97851,C,TEXAS ST,1,0,314,67.9,0,1,51,100.0,100.0,99.0,1,1,0,54,54,80.5,0,0,12,100.0,100.0,100.0,0,0,12,12
Nate Kalepo,100522,G,OLE MISS,1,0,226,49.9,1,0,53,100.0,100.0,97.2,0,2,1,54,54,45.9,0,0,18,100.0,100.0,94.4,1,1,19,19
Rush Reimer,147657,G,CAL,1,0,130,87.8,0,0,48,100.0,100.0,100.0,0,0,0,54,54,83.2,0,0,13,100.0,100.0,100.0,0,0,13,13
Nash Jones,133226,G,TEXAS ST,1,0,314,31.2,0,3,51,100.0,100.0,97.1,0,3,0,54,54,54.2,0,0,12,100.0,100.0,100.0,0,0,12,12
Sterling Porcher,156590,G,TEXAS TECH,1,0,315,60.3,1,2,52,100.0,100.0,97.1,0,3,0,54,54,42.3,1,2,25,100.0,100.0,94.0,3,0,26,26
Will McDonald,97835,C,CAL,1,0,130,75.2,0,2,48,100.0,100.0,97.9,0,2,0,54,54,61.2,0,2,13,100.0,100.0,92.3,2,0,13,13
Diego Pounds,143976,T,OLE MISS,1,0,226,62.4,0,5,53,100.0,100.0,95.3,0,5,0,54,54,44.2,0,3,18,100.0,100.0,91.7,3,0,19,19
Alex Harkey,157695,T,TEXAS ST,1,0,314,72.2,0,2,51,100.0,100.0,96.1,0,3,1,54,54,75.3,0,1,12,100.0,100.0,95.8,1,0,12,12
T.J. Session,102316,T,CAL,1,0,130,80.4,0,1,48,100.0,100.0,99.0,0,1,0,54,54,76.5,0,1,13,100.0,100.0,96.2,1,0,13,13
Bastian Swinney,146294,G,CAL,1,1,130,69.6,0,1,48,100.0,100.0,96.9,1,2,1,54,54,57.3,0,1,13,100.0,100.0,96.2,1,0,13,13
Gerquan Scott,100792,G,OLE MISS,1,0,226,60.6,0,3,53,100.0,100.0,95.3,0,4,1,54,54,68.4,0,1,18,100.0,100.0,91.7,2,1,19,19
Chad Lindberg,124029,G,RICE,1,1,275,55.1,0,2,52,100.0,100.0,98.1,1,2,0,53,53,23.4,0,2,19,100.0,100.0,94.7,2,0,20,20
Alexander Doost,176507,G,ARIZONA,1,0,109,79.3,0,1,52,100.0,100.0,99.0,0,1,0,53,53,65.3,0,1,17,100.0,100.0,97.1,1,0,17,17
David Stickle,122419,C,RICE,1,0,275,85.2,0,0,52,100.0,100.0,100.0,0,0,0,53,53,82.3,0,0,19,100.0,100.0,100.0,0,0,20,20
Josh Baker,131560,C,ARIZONA,1,0,109,76.2,0,0,52,100.0,100.0,100.0,0,0,0,53,53,75.3,0,0,17,100.0,100.0,100.0,0,0,17,17
Brant Banks,101581,T,RICE,1,0,275,77.5,0,2,52,100.0,100.0,98.1,0,2,0,53,53,84.1,0,0,19,100.0,100.0,100.0,0,0,20,20
Joey Capra,98230,T,ARIZONA,1,0,109,54.5,1,2,52,100.0,100.0,95.2,0,4,1,53,53,54.8,0,2,17,100.0,100.0,88.2,3,1,17,17
Wendell Moe Jr.,158736,G,ARIZONA,1,0,109,75.6,0,1,52,100.0,100.0,99.0,0,1,0,53,53,57.0,0,1,17,100.0,100.0,97.1,1,0,17,17
Ethan Onianwa,155966,T,RICE,1,0,275,53.9,0,1,52,100.0,100.0,99.0,0,1,0,53,53,86.9,0,0,19,100.0,100.0,100.0,0,0,20,20
Corey Stewart,130349,T,PURDUE,1,0,273,73.0,0,4,50,100.0,100.0,96.0,0,4,0,52,52,60.5,0,3,17,100.0,100.0,91.2,3,0,18,18
Savion Washington,130505,T,SYRACUSE,1,0,304,69.9,0,1,49,100.0,100.0,96.9,0,2,1,52,52,46.4,0,1,15,100.0,100.0,90.0,2,1,16,16
Hayden Christman,170453,T,LA TECH,1,0,208,83.6,0,0,50,100.0,100.0,100.0,0,0,0,52,52,74.6,0,0,2,100.0,100.0,100.0,0,0,2,2
Marcus Mbow,145113,T,PURDUE,1,0,273,68.7,1,4,50,100.0,100.0,95.0,0,5,0,52,52,59.3,1,1,17,100.0,100.0,94.1,2,0,18,18
Mahamane Moussa,145114,G,PURDUE,1,0,273,50.6,0,4,50,100.0,100.0,96.0,0,4,0,52,52,36.8,0,2,17,100.0,100.0,94.1,2,0,18,18
Simon Wilson,170493,C,MIDDLE TN,1,0,224,77.1,0,0,48,100.0,100.0,100.0,0,0,0,52,52,80.6,0,0,11,100.0,100.0,100.0,0,0,12,12
DJ Wingfield,157230,G,PURDUE,1,0,273,74.2,0,3,50,100.0,100.0,97.0,0,3,0,52,52,77.3,0,0,17,100.0,100.0,100.0,0,0,18,18
Marcus Miller,128363,T,MIDDLE TN,1,0,224,62.2,1,3,48,100.0,100.0,95.8,1,4,0,52,52,85.9,0,0,11,100.0,100.0,100.0,0,0,12,12
Gus Hartwig,129814,C,PURDUE,1,0,273,79.6,1,0,50,100.0,100.0,99.0,0,1,0,52,52,82.4,0,0,17,100.0,100.0,100.0,0,0,18,18
Ellis Adams,104742,G,MIDDLE TN,1,0,224,69.2,0,1,48,100.0,100.0,99.0,0,1,0,52,52,83.4,0,0,11,100.0,100.0,100.0,0,0,12,12
Mark Petry,123053,G,SYRACUSE,1,0,304,49.5,0,2,49,100.0,100.0,98.0,0,2,0,52,52,22.9,0,2,15,100.0,100.0,93.3,2,0,16,16
Mateo Guevara,156598,G,MIDDLE TN,1,0,224,64.4,0,0,48,100.0,100.0,100.0,0,0,0,52,52,26.7,0,0,11,100.0,100.0,100.0,0,0,12,12
Gavin Gerhardt,123561,C,CINCINNATI,1,0,138,68.7,1,2,45,100.0,100.0,96.7,1,3,0,51,51,70.3,0,1,11,100.0,100.0,95.5,1,0,12,12
Luke Kandra,52487,G,CINCINNATI,1,0,138,73.1,0,1,45,100.0,100.0,98.9,0,1,0,51,51,72.4,0,0,11,100.0,100.0,100.0,0,0,12,12
Braelin Moore,157655,C,VA TECH,1,0,337,74.2,0,1,45,100.0,100.0,98.9,0,1,0,50,50,53.9,0,1,14,100.0,100.0,96.4,1,0,16,16
Chase Lundt,98515,T,UCONN,1,0,146,74.5,0,0,49,100.0,100.0,100.0,0,0,0,50,50,79.6,0,0,21,100.0,100.0,100.0,0,0,21,21
Elijah Prather,172362,T,TROY,1,0,318,70.8,1,1,46,100.0,100.0,97.8,0,2,0,50,50,49.8,0,1,14,100.0,100.0,96.4,1,0,14,14
Eli Russ,122987,G,TROY,1,0,318,63.4,0,3,46,100.0,100.0,96.7,0,3,0,50,50,34.4,0,2,14,100.0,100.0,92.9,2,0,14,14
Ar'maj Reed-Adams,122543,G,TEXAS A&M,1,0,312,85.8,0,0,48,100.0,100.0,100.0,0,0,0,50,50,79.9,0,0,25,100.0,100.0,100.0,0,0,25,25
Daniel King,156877,T,TROY,1,0,318,72.8,0,1,46,100.0,100.0,96.7,1,2,1,50,50,52.0,0,1,14,100.0,100.0,89.3,2,1,14,14
Wes Hoeh,144049,C,UCONN,1,0,146,59.0,0,3,49,100.0,100.0,96.9,0,3,0,50,50,59.8,0,1,21,100.0,100.0,97.6,1,0,21,21
Kaden Moore,123357,G,VA TECH,1,0,337,55.9,0,3,45,100.0,100.0,96.7,0,3,0,50,50,18.0,0,3,14,100.0,100.0,89.3,3,0,16,16
Boaz Stanley,172366,C,TROY,1,0,318,86.8,0,0,46,100.0,100.0,100.0,0,0,0,50,50,81.4,0,0,14,100.0,100.0,100.0,0,0,14,14
Trey Zuhn III,147019,T,TEXAS A&M,1,0,312,73.6,0,2,48,100.0,100.0,97.9,0,2,0,50,50,58.6,0,2,25,100.0,100.0,96.0,2,0,25,25
Valentin Senn,100533,T,UCONN,1,0,146,44.0,0,3,49,100.0,100.0,96.9,0,3,0,50,50,38.5,0,3,21,100.0,100.0,92.9,3,0,21,21
Matt Henry,190689,G,TROY,1,0,318,78.8,0,0,46,100.0,100.0,100.0,0,0,0,50,50,59.1,0,0,14,100.0,100.0,100.0,0,0,14,14
Christopher Fortin,147384,G,UCONN,1,0,146,63.5,0,0,49,100.0,100.0,100.0,0,0,0,50,50,46.4,0,0,21,100.0,100.0,100.0,0,0,21,21
Carsten Casady,171035,C,UCONN,1,0,146,50.6,0,4,49,100.0,100.0,95.9,0,4,0,50,50,52.0,0,2,21,100.0,100.0,95.2,2,0,21,21
Kolinu'u Faaiu,146438,C,TEXAS A&M,1,0,312,72.1,0,2,48,100.0,100.0,97.9,0,2,0,50,50,64.0,0,1,25,100.0,100.0,98.0,1,0,25,25
Broderick Roman,100253,C,E MICHIGAN,1,0,160,77.9,0,2,47,100.0,100.0,97.9,0,2,0,49,49,75.5,0,1,18,100.0,100.0,97.2,1,0,19,19
Mickey Rewolinski,130473,G,E MICHIGAN,1,0,160,83.5,0,0,47,100.0,100.0,100.0,0,0,0,49,49,85.5,0,0,18,100.0,100.0,100.0,0,0,19,19
Blake Bustard,184042,T,E MICHIGAN,1,0,160,63.1,0,2,47,100.0,100.0,97.9,0,2,0,49,49,55.5,0,2,18,100.0,100.0,94.4,2,0,19,19
Isaiah Jatta,171896,T,BYU,1,0,128,41.8,1,3,42,100.0,100.0,95.2,0,4,0,49,49,29.3,0,2,15,100.0,100.0,93.3,2,0,17,17
Jonah Savaiinaea,158742,T,ARIZONA,1,0,109,79.4,1,0,48,100.0,100.0,96.9,0,2,1,49,49,65.7,1,0,16,100.0,100.0,90.6,2,1,16,16
Caleb Etienne,144643,T,BYU,1,0,128,60.8,2,2,42,100.0,100.0,95.2,0,4,0,49,49,74.5,0,1,15,100.0,100.0,96.7,1,0,17,17
Weylin Lapuaho,157628,G,BYU,1,0,128,84.0,1,0,42,100.0,100.0,98.8,0,1,0,49,49,85.5,0,0,15,100.0,100.0,100.0,0,0,17,17
Carson Lee,86142,G,E MICHIGAN,1,0,160,77.5,0,0,47,100.0,100.0,100.0,0,0,0,49,49,66.3,0,0,18,100.0,100.0,100.0,0,0,19,19
Connor Pay,122073,C,BYU,1,0,128,56.1,1,1,42,100.0,100.0,97.6,0,2,0,49,49,43.8,0,1,15,100.0,100.0,96.7,1,0,17,17
Mack Indestad,157468,T,E MICHIGAN,1,0,160,59.9,2,3,47,100.0,100.0,92.6,0,6,1,49,49,47.4,2,3,18,100.0,100.0,80.6,6,1,19,19
Chris Hood,163085,T,BALL ST,1,0,117,72.2,1,3,44,100.0,100.0,95.5,0,4,0,48,48,46.6,1,3,17,100.0,100.0,88.2,4,0,17,17
Brennan Smith,149139,G,UTEP,1,0,330,37.8,0,5,46,100.0,100.0,94.6,0,5,0,48,48,13.7,0,3,14,100.0,100.0,89.3,3,0,14,14
Dametrious Crownover,146990,T,TEXAS A&M,1,0,312,60.5,0,5,46,100.0,100.0,94.6,0,5,0,48,48,75.8,0,2,23,100.0,100.0,95.7,2,0,23,23
Ethan Crowe,130330,C,BALL ST,1,0,117,86.9,0,0,44,100.0,100.0,100.0,0,0,0,48,48,82.4,0,0,17,100.0,100.0,100.0,0,0,17,17
Jon Mucciolo,108593,G,BALL ST,1,0,117,51.8,1,0,44,100.0,100.0,94.3,0,3,2,48,48,55.0,0,0,17,100.0,100.0,94.1,1,1,17,17
Taran Tyo,163098,T,BALL ST,1,0,117,81.7,0,1,44,100.0,100.0,98.9,0,1,0,48,48,86.8,0,0,17,100.0,100.0,100.0,0,0,17,17
Micah Pettus,146812,T,OLE MISS,1,0,226,70.4,0,3,47,100.0,100.0,96.8,0,3,0,48,48,58.1,0,3,15,100.0,100.0,90.0,3,0,16,16
Isaiah Wright,164040,T,UTEP,1,0,330,52.1,0,2,46,100.0,100.0,95.7,0,3,1,48,48,0.0,0,2,14,100.0,100.0,85.7,3,1,14,14
Joseph Immediato,145493,G,UTEP,1,0,330,21.9,1,1,46,100.0,100.0,97.8,0,2,0,48,48,0.0,0,1,14,100.0,100.0,96.4,1,0,14,14
Tellek Lockette,163512,G,TEXAS ST,1,0,314,55.9,1,2,46,100.0,100.0,96.7,0,3,0,48,48,49.0,1,0,10,100.0,100.0,95.0,1,0,10,10
BJ Williams,170127,G,PITTSBURGH,1,0,268,54.8,0,1,43,100.0,100.0,98.8,0,1,0,47,47,35.5,0,1,22,100.0,100.0,97.7,1,0,23,23
Terrence Moore,144032,C,PITTSBURGH,1,0,268,77.0,0,0,43,100.0,100.0,100.0,0,0,0,47,47,68.3,0,0,22,100.0,100.0,100.0,0,0,23,23
Isaiah Montgomery,162771,T,PITTSBURGH,1,0,268,8.5,1,5,43,100.0,100.0,90.7,0,7,1,47,47,0.0,1,4,22,100.0,100.0,84.1,6,1,23,23
Ryan Baer,156362,T,PITTSBURGH,1,0,268,72.4,0,1,43,100.0,100.0,96.5,0,2,1,47,47,73.2,0,1,22,100.0,100.0,97.7,1,0,23,23
Cole Best,144473,C,USF,1,0,327,79.9,0,1,43,100.0,100.0,98.8,0,1,0,46,46,80.4,0,0,11,100.0,100.0,100.0,0,0,11,11
Derek Bowman,123654,T,USF,1,0,327,61.0,1,1,43,100.0,100.0,97.7,0,2,0,46,46,82.8,0,0,11,100.0,100.0,100.0,0,0,11,11
Gus Zilinskas,145132,C,RUTGERS,1,0,278,36.2,1,3,43,100.0,100.0,95.3,0,4,0,46,46,23.4,1,3,27,100.0,100.0,92.6,4,0,30,30
Kwabena Asamoah,156503,G,RUTGERS,1,0,278,68.9,0,1,43,100.0,100.0,98.8,0,1,0,46,46,62.1,0,1,27,100.0,100.0,98.1,1,0,30,30
Taj White,162921,G,RUTGERS,1,0,278,55.1,0,4,43,100.0,100.0,95.3,1,4,0,46,46,53.9,0,4,27,100.0,100.0,92.6,4,0,30,30
John Champe,130545,G,N ILLINOIS,1,0,254,78.5,0,0,42,100.0,100.0,100.0,0,0,0,46,46,68.2,0,0,16,100.0,100.0,100.0,0,0,18,18
Evan Malcore,158043,T,N ILLINOIS,1,0,254,38.1,0,0,42,100.0,100.0,97.6,1,1,1,46,46,4.9,0,0,16,100.0,100.0,93.7,1,1,18,18
Logan Zschernitz,100262,C,N ILLINOIS,1,0,254,67.0,1,2,42,100.0,100.0,96.4,0,3,0,46,46,76.4,0,1,16,100.0,100.0,96.9,1,0,18,18
Dantae Chin,156504,G,RUTGERS,1,0,278,36.4,0,3,43,100.0,100.0,96.5,0,3,0,46,46,23.8,0,3,27,100.0,100.0,94.4,3,0,30,30
John Williams,123585,T,CINCINNATI,1,0,138,85.5,0,1,41,100.0,100.0,98.8,0,1,0,46,46,74.6,0,0,8,100.0,100.0,100.0,0,0,9,9
Hollin Pierce,129899,T,RUTGERS,1,0,278,69.0,0,2,43,100.0,100.0,97.7,0,2,0,46,46,62.4,0,2,27,100.0,100.0,96.3,2,0,30,30
Matt Schooley,130578,C,N ILLINOIS,1,0,254,54.6,1,2,42,100.0,100.0,94.0,0,4,1,46,46,38.0,1,2,16,100.0,100.0,90.6,3,0,18,18
J.J. Lippe,98426,G,N ILLINOIS,1,0,254,82.7,0,0,42,100.0,100.0,100.0,0,0,0,46,46,78.9,0,0,16,100.0,100.0,100.0,0,0,18,18
RJ Perry,124292,T,USF,1,0,327,64.8,1,1,42,100.0,100.0,97.6,1,2,0,45,45,50.8,1,1,10,100.0,100.0,90.0,2,0,10,10
Christian Jones,146145,T,S DIEGO ST,1,0,284,16.6,2,2,41,100.0,100.0,90.2,0,6,2,45,45,0.0,1,1,7,100.0,100.0,71.4,3,1,8,8
Otis Pitts III,145492,G,UTEP,1,0,330,34.8,0,1,44,100.0,100.0,98.9,0,1,0,45,45,58.3,0,0,13,100.0,100.0,100.0,0,0,13,13
Nate Williams,130322,T,S DIEGO ST,1,0,284,71.2,0,2,41,100.0,100.0,95.1,1,3,1,45,45,49.3,0,2,7,100.0,100.0,85.7,2,0,8,8
Bert Hale,122675,G,LA TECH,1,0,208,86.8,0,0,44,100.0,100.0,100.0,0,0,0,45,45,71.8,0,0,1,100.0,100.0,100.0,0,0,1,1
Ross Ulugalu-Maseuli,146155,G,S DIEGO ST,1,0,284,85.4,0,0,41,100.0,100.0,100.0,0,0,0,45,45,80.5,0,0,7,100.0,100.0,100.0,0,0,8,8
Tanner Morris,102305,C,JAMES MAD,1,0,197,72.7,0,0,43,100.0,100.0,100.0,0,0,0,44,44,72.5,0,0,14,100.0,100.0,100.0,0,0,14,14
Jalen Rivers,122221,T,MIAMI FL,1,0,220,69.4,0,0,40,100.0,100.0,100.0,0,0,0,44,44,71.2,0,0,9,100.0,100.0,100.0,0,0,10,10
Zach Carpenter,101539,C,MIAMI FL,1,0,220,79.4,0,0,40,100.0,100.0,100.0,0,0,0,44,44,79.6,0,0,9,100.0,100.0,100.0,0,0,10,10
Anez Cooper,162732,G,MIAMI FL,1,0,220,62.1,0,1,40,100.0,100.0,98.7,0,1,0,44,44,21.5,0,1,9,100.0,100.0,94.4,1,0,10,10
Francis Mauigoa,170088,T,MIAMI FL,1,0,220,80.1,0,1,40,100.0,100.0,98.7,0,1,0,44,44,72.2,0,1,9,100.0,100.0,94.4,1,0,10,10
Jalen Travis,155412,T,IOWA STATE,1,0,193,81.8,1,0,41,100.0,100.0,98.8,0,1,0,43,43,71.4,1,0,18,100.0,100.0,97.2,1,0,18,18
Dominic Boyd,150802,T,GA SOUTHRN,1,0,174,79.5,0,1,43,100.0,100.0,98.8,0,1,0,43,43,85.7,0,0,12,100.0,100.0,100.0,0,0,12,12
E'Marion Harris,157022,G,ARKANSAS,1,0,111,62.5,0,1,42,100.0,100.0,98.8,0,1,0,43,43,32.7,0,0,10,100.0,100.0,100.0,0,0,11,11
Eric King,173275,G,TEMPLE,1,0,306,41.8,1,2,40,100.0,100.0,93.7,0,4,1,43,43,9.1,1,1,11,100.0,100.0,81.8,3,1,11,11
Andrew Kilfoyl,144486,G,USF,1,0,327,38.6,0,2,40,100.0,100.0,97.5,0,2,0,43,43,2.9,0,2,11,100.0,100.0,90.9,2,0,11,11
Zane Herring,122402,G,USF,1,0,327,47.0,0,3,40,100.0,100.0,96.2,0,3,0,43,43,40.7,0,2,11,100.0,100.0,90.9,2,0,11,11
Keyshawn Blackstock,174044,T,ARKANSAS,1,0,111,64.2,0,0,42,100.0,100.0,97.6,1,1,1,43,43,53.5,0,0,10,100.0,100.0,100.0,0,0,11,11
Kasen Carpenter,173292,C,TULSA,1,0,320,60.2,0,1,38,100.0,100.0,98.7,0,1,0,43,43,54.9,0,0,14,100.0,100.0,100.0,0,0,14,14
Brian Stevens,108439,C,VIRGINIA,1,0,335,58.0,0,2,42,100.0,100.0,95.2,0,3,1,43,43,29.0,0,2,16,100.0,100.0,87.5,3,1,17,17
Jarrod Hufford,99440,C,IOWA STATE,1,0,193,85.6,0,0,41,100.0,100.0,100.0,0,0,0,43,43,82.1,0,0,18,100.0,100.0,100.0,0,0,18,18
Fernando Carmona,146185,T,ARKANSAS,1,0,111,88.7,0,0,42,100.0,100.0,100.0,0,0,0,43,43,85.2,0,0,10,100.0,100.0,100.0,0,0,11,11
Pichon Wimbley,158371,G,GA SOUTHRN,1,0,174,86.5,0,0,43,100.0,100.0,100.0,0,0,0,43,43,83.2,0,0,12,100.0,100.0,100.0,0,0,12,12
Tyler Miller,122526,T,IOWA STATE,1,0,193,73.5,0,3,41,100.0,100.0,96.3,0,3,0,43,43,60.4,0,3,18,100.0,100.0,91.7,3,0,18,18
Chris Smith,173282,C,TEMPLE,1,0,306,35.6,1,1,40,100.0,100.0,97.5,0,2,0,43,43,3.3,1,1,11,100.0,100.0,90.9,2,0,11,11
Joshua Braun,124371,G,ARKANSAS,1,0,111,86.8,0,0,42,100.0,100.0,100.0,0,0,0,43,43,82.7,0,0,10,100.0,100.0,100.0,0,0,11,11
Trevor Buhr,174661,G,IOWA STATE,1,0,193,52.7,0,1,41,100.0,100.0,98.8,0,1,0,43,43,47.7,0,1,18,100.0,100.0,97.2,1,0,18,18
Diego Barajas,173257,T,TEMPLE,1,0,306,38.0,0,3,40,100.0,100.0,88.7,0,6,3,43,43,22.4,0,2,11,100.0,100.0,81.8,3,1,11,11
Bryson Broadway,137997,T,GA SOUTHRN,1,0,174,68.5,0,2,43,100.0,100.0,97.7,0,2,0,43,43,52.4,0,1,12,100.0,100.0,95.8,1,0,12,12
Parker Clements,123345,T,VA TECH,1,0,337,49.1,0,2,38,100.0,100.0,94.7,0,3,1,43,43,49.1,0,2,13,100.0,100.0,84.6,3,1,15,15
McKale Boley,156387,T,VIRGINIA,1,0,335,36.7,0,5,41,100.0,100.0,91.5,0,6,1,42,42,74.0,0,2,16,100.0,100.0,93.7,2,0,17,17
Brayden Bryant,162162,C,S DIEGO ST,1,0,284,75.1,0,0,38,100.0,100.0,97.4,0,1,1,42,42,78.1,0,0,6,100.0,100.0,100.0,0,0,7,7
Jack Tanner,190749,T,TULSA,1,0,320,57.9,1,4,38,100.0,100.0,93.4,0,5,0,42,42,48.5,1,2,14,100.0,100.0,89.3,3,0,14,14
Dillon Wade,123265,T,AUBURN,1,0,115,50.7,0,1,37,100.0,100.0,98.6,0,1,0,42,42,38.5,0,1,15,100.0,100.0,96.7,1,0,17,17
Connor Lew,172456,C,AUBURN,1,0,115,77.0,0,0,37,100.0,100.0,100.0,0,0,0,42,42,74.8,0,0,15,100.0,100.0,100.0,0,0,17,17
Frank Poso,128243,T,NEVADA,1,0,239,61.9,0,5,40,100.0,100.0,93.7,0,5,0,42,42,54.1,0,4,24,100.0,100.0,91.7,4,0,25,25
Addison Nichols,157622,C,ARKANSAS,1,0,111,76.3,0,1,41,100.0,100.0,98.8,0,1,0,42,42,68.2,0,1,9,100.0,100.0,94.4,1,0,10,10
Greg Nunnery,184781,T,SO MISS,1,0,296,85.7,0,0,39,100.0,100.0,100.0,0,0,0,42,42,76.2,0,0,11,100.0,100.0,100.0,0,0,11,11
Izavion Miller,172459,T,AUBURN,1,0,115,57.3,0,4,37,100.0,100.0,94.6,0,4,0,42,42,31.4,0,4,15,100.0,100.0,86.7,4,0,17,17
Bradyn Joiner,172454,G,AUBURN,1,0,115,82.5,0,1,37,100.0,100.0,98.6,0,1,0,42,42,76.1,0,1,15,100.0,100.0,96.7,1,0,17,17
Rey Burnett,102277,T,TULSA,1,0,320,52.9,1,4,37,100.0,100.0,90.5,0,6,1,42,42,42.6,1,2,14,100.0,100.0,82.1,4,1,14,14
Spencer Lovell,81559,G,NEVADA,1,0,239,75.0,0,2,40,100.0,100.0,97.5,0,2,0,42,42,79.8,0,1,24,100.0,100.0,97.9,1,0,25,25
Andrew Madrigal,71502,C,NEVADA,1,0,239,39.7,0,4,40,100.0,100.0,95.0,0,4,0,42,42,22.2,0,4,24,100.0,100.0,91.7,4,0,25,25
Isaiah World,158252,T,NEVADA,1,0,239,68.7,0,3,40,100.0,100.0,96.2,0,3,0,42,42,74.4,0,3,24,100.0,100.0,93.7,3,0,25,25
Jeremiah Wright,124008,G,AUBURN,1,0,115,71.0,0,1,37,100.0,100.0,98.6,0,1,0,41,41,63.2,0,1,15,100.0,100.0,96.7,1,0,17,17
Flavio Gonzalez,162473,G,OREGON ST,1,0,265,57.3,0,3,38,100.0,100.0,96.1,0,3,0,41,41,55.9,0,2,13,100.0,100.0,92.3,2,0,14,14
Walter Young Bear,133127,G,TULSA,1,1,320,87.6,0,0,37,100.0,100.0,100.0,1,0,0,41,41,84.7,0,0,14,100.0,100.0,100.0,0,0,14,14
Jesse Ramil,151251,T,JAMES MAD,1,0,197,70.5,0,1,40,100.0,100.0,96.2,0,2,1,41,41,77.8,0,0,13,100.0,100.0,100.0,0,0,13,13
Drew Lawson,145423,C,SO MISS,1,0,296,79.1,0,0,38,100.0,100.0,100.0,0,0,0,41,41,80.5,0,0,10,100.0,100.0,100.0,0,0,10,10
Cody Smith,176132,T,BALL ST,1,0,117,22.4,0,6,37,100.0,100.0,89.2,0,7,1,41,41,4.7,0,3,14,100.0,100.0,89.3,3,0,14,14
Joshua Gray,98252,G,OREGON ST,1,0,265,71.5,1,0,38,100.0,100.0,98.7,0,1,0,41,41,84.9,0,0,13,100.0,100.0,100.0,0,0,14,14
Ethan Ellis,156588,G,MIDDLE TN,1,0,224,50.4,0,3,37,100.0,100.0,95.9,2,3,0,41,41,56.4,0,1,10,100.0,100.0,95.0,1,0,11,11
Gerad Christian-Lichtenhan,131673,T,OREGON ST,1,0,265,86.1,0,0,38,100.0,100.0,100.0,0,0,0,41,41,87.3,0,0,13,100.0,100.0,100.0,0,0,14,14
