player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Shiyazh Pete,147455,T,NEW MEX ST,1,0,242,86.3,0,0,65,100.0,100.0,100.0,0,0,0,69,69,83.4,0,0,36,100.0,100.0,100.0,0,0,39,39
Canaan Yarro,72292,C,NEW MEX ST,1,0,242,71.7,0,0,65,100.0,100.0,100.0,0,0,0,69,69,72.4,0,0,36,100.0,100.0,100.0,0,0,39,39
AJ Vaipulu,74652,G,NEW MEX ST,1,0,242,73.2,0,1,65,100.0,100.0,97.7,0,2,1,69,69,69.3,0,1,36,100.0,100.0,95.8,2,1,39,39
Josh Thompson,145039,G,NWESTERN,1,0,256,77.3,1,1,64,100.0,100.0,98.4,0,2,0,68,68,68.3,1,1,33,100.0,100.0,97.0,2,0,37,37
Ben Wrather,129740,T,NWESTERN,1,0,256,67.7,0,2,64,100.0,100.0,98.4,0,2,0,68,68,77.0,0,0,33,100.0,100.0,100.0,0,0,37,37
Jackson Carsello,145040,C,NWESTERN,1,1,256,76.3,0,1,64,100.0,100.0,99.2,1,1,0,68,68,78.0,0,1,33,100.0,100.0,98.5,1,0,37,37
Caleb Tiernan,145042,T,NWESTERN,1,0,256,83.5,0,1,64,100.0,100.0,99.2,0,1,0,68,68,76.6,0,1,33,100.0,100.0,98.5,1,0,37,37
Cooper Lovelace,158460,G,NWESTERN,1,0,256,66.8,1,1,64,100.0,100.0,98.4,0,2,0,68,68,56.9,0,1,33,100.0,100.0,98.5,1,0,37,37
Luke Felix-Fualalo,71382,T,HAWAII,1,0,180,87.4,0,0,65,100.0,100.0,100.0,0,0,0,67,67,84.0,0,0,15,100.0,100.0,100.0,0,0,17,17
Ka'ena Decambra,146066,T,HAWAII,1,0,180,90.6,0,1,65,100.0,100.0,99.2,0,1,0,67,67,87.6,0,0,15,100.0,100.0,100.0,0,0,17,17
Sergio Muasau,86114,C,HAWAII,1,0,180,56.3,0,1,65,100.0,100.0,99.2,0,1,0,67,67,29.2,0,1,15,100.0,100.0,96.7,1,0,17,17
Kuao Peihopa,146489,G,HAWAII,1,0,180,68.3,0,1,65,100.0,100.0,99.2,0,1,0,67,67,40.3,0,1,15,100.0,100.0,96.7,1,0,17,17
James Milovale,175703,T,HAWAII,1,0,180,72.6,0,1,65,100.0,100.0,99.2,1,1,0,67,67,75.6,0,0,15,100.0,100.0,100.0,0,0,17,17
Kasen Carpenter,173292,C,TULSA,1,0,320,70.5,0,1,59,100.0,100.0,97.5,0,2,1,60,60,63.9,0,1,31,100.0,100.0,95.2,2,1,31,31
Rey Burnett,102277,T,TULSA,1,1,320,58.8,0,2,59,100.0,100.0,96.6,1,3,1,60,60,47.2,0,2,31,100.0,100.0,93.5,3,1,31,31
Malik Williams,128441,T,S JOSE ST,1,0,285,37.4,1,1,53,100.0,100.0,98.1,0,2,0,59,59,22.2,1,1,21,100.0,100.0,95.2,2,0,23,23
Peseti Lapuaho,159070,T,S JOSE ST,1,0,285,26.7,1,3,53,100.0,100.0,92.5,1,6,2,59,59,45.3,0,3,21,100.0,100.0,92.9,3,0,23,23
Marist Talavou,72200,G,S JOSE ST,1,0,285,79.3,0,1,53,100.0,100.0,99.1,0,1,0,59,59,63.4,0,1,21,100.0,100.0,97.6,1,0,23,23
Joseph Harbert,157842,C,S JOSE ST,1,0,285,61.8,0,2,53,100.0,100.0,98.1,1,2,0,59,59,44.5,0,2,21,100.0,100.0,95.2,2,0,23,23
BJ Williams,170127,G,PITTSBURGH,1,0,268,76.2,2,0,54,100.0,100.0,98.1,0,2,0,58,58,72.6,1,0,32,100.0,100.0,98.4,1,0,33,33
Ryan Baer,156362,T,PITTSBURGH,1,0,268,41.6,2,4,54,100.0,100.0,94.4,0,6,0,58,58,55.3,1,3,32,100.0,100.0,93.7,4,0,33,33
Lyndon Cooper,143987,C,PITTSBURGH,1,0,268,53.4,1,2,54,100.0,100.0,97.2,0,3,0,58,58,42.3,1,1,32,100.0,100.0,96.9,2,0,33,33
Monroe Freeling,173548,T,GEORGIA,1,0,173,73.4,0,2,49,100.0,100.0,98.0,0,2,0,57,57,56.1,0,2,21,100.0,100.0,95.2,2,0,25,25
Xavier Truss,99082,T,GEORGIA,1,1,173,80.7,0,0,49,100.0,100.0,98.0,1,1,1,57,57,76.6,0,0,21,100.0,100.0,100.0,0,0,25,25
Jared Wilson,146717,C,GEORGIA,1,0,173,79.1,0,1,49,100.0,100.0,99.0,0,1,0,57,57,69.7,0,1,21,100.0,100.0,97.6,1,0,25,25
Tate Ratledge,124034,G,GEORGIA,1,0,173,68.5,0,0,49,100.0,100.0,100.0,0,0,0,57,57,80.2,0,0,21,100.0,100.0,100.0,0,0,25,25
Evan Wibberley,156645,C,W KENTUCKY,1,0,346,74.8,0,1,51,100.0,100.0,99.0,0,1,0,56,56,65.1,0,1,17,100.0,100.0,97.1,1,0,18,18
Quantavious Leslie,123456,G,W KENTUCKY,1,0,346,85.0,0,1,51,100.0,100.0,99.0,1,1,0,56,56,86.2,0,0,17,100.0,100.0,100.0,0,0,18,18
Cash Cleveland,190781,C,COLORADO,1,0,143,86.5,0,0,51,100.0,100.0,100.0,0,0,0,56,56,83.8,0,0,21,100.0,100.0,100.0,0,0,23,23
Justin Mayers,100808,G,COLORADO,1,0,143,90.0,0,0,51,100.0,100.0,100.0,0,0,0,56,56,87.5,0,0,21,100.0,100.0,100.0,0,0,23,23
Jordan Seaton,183886,T,COLORADO,1,0,143,79.5,0,1,51,100.0,100.0,99.0,1,1,0,56,56,89.9,0,0,21,100.0,100.0,100.0,0,0,23,23
Rodney Newsom Jr.,121781,G,W KENTUCKY,1,0,346,85.0,0,0,51,100.0,100.0,100.0,0,0,0,56,56,66.2,0,0,17,100.0,100.0,100.0,0,0,18,18
Marshall Jackson,72689,T,W KENTUCKY,1,0,346,87.0,0,0,51,100.0,100.0,100.0,0,0,0,56,56,86.7,0,0,17,100.0,100.0,100.0,0,0,18,18
