player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Adam Klein,77395,C,TEMPLE,1,0,306,83.8,0,1,62,100.0,100.0,99.2,0,1,0,67,67,81.8,0,0,15,100.0,100.0,100.0,0,0,17,17
Isaac Moore,77495,T,TEMPLE,1,0,306,42.8,0,1,62,100.0,100.0,97.6,0,2,1,67,67,52.0,0,1,15,100.0,100.0,96.7,1,0,17,17
Victor Stoffel,98528,T,TEMPLE,1,0,306,53.6,0,2,62,100.0,100.0,98.4,0,2,0,67,67,27.8,0,2,15,100.0,100.0,93.3,2,0,17,17
Dwayne Allick,123530,G,BOSTON COL,1,0,121,43.1,0,5,60,100.0,100.0,95.8,1,5,0,63,63,19.3,0,3,19,100.0,100.0,92.1,3,0,20,20
Asim Richards,99674,T,N CAROLINA,1,0,245,76.4,1,1,62,100.0,100.0,98.4,0,2,0,63,63,68.5,1,0,17,100.0,100.0,97.1,1,0,17,17
Corey Gaynor,59844,C,N CAROLINA,1,0,245,60.9,0,3,62,100.0,100.0,97.6,0,3,0,63,63,43.0,0,2,17,100.0,100.0,94.1,2,0,17,17
Jack Conley,98524,T,BOSTON COL,1,1,121,59.3,1,2,60,100.0,100.0,95.8,1,4,1,63,63,52.1,0,1,19,100.0,100.0,97.4,1,0,20,20
Drew Kendall,143829,C,BOSTON COL,1,0,121,32.4,0,3,60,100.0,100.0,97.5,0,3,0,63,63,76.2,0,1,19,100.0,100.0,97.4,1,0,20,20
Jackson Ness,98451,G,BOSTON COL,1,0,121,50.1,0,4,60,100.0,100.0,95.0,0,5,1,63,63,41.2,0,2,19,100.0,100.0,89.5,3,1,20,20
Ozzy Trapilo,123552,T,BOSTON COL,1,0,121,63.5,0,4,60,100.0,100.0,96.7,0,4,0,63,63,49.7,0,2,19,100.0,100.0,94.7,2,0,20,20
