player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Eavan Gibbons,85696,S,NAVY,1,6,0,50.0,0,0,237,0,0,44.2,68.0,77.2,,85.0,84.5,0,0,0,0,8,0.0,0,0,0,60.4,1,0,0,34,0,15,61,1,0,0,1,0,19,60,0,46,7,1,4,0,2,0,0,8,2,8.0
Quindrelin Hammonds,102679,S,ARMY,1,4,0,33.3,0,0,114,0,0,64.6,68.2,79.7,,72.9,82.8,0,0,0,0,11,0.0,0,1,0,45.1,1,0,0,14,0,35,65,1,0,0,1,0,26,64,0,30,24,0,2,0,3,0,0,11,7,11.0
Jabari Moore,102681,CB,ARMY,1,0,0,50.0,0,0,114,0,0,65.1,64.6,76.5,,59.4,77.1,0,0,0,0,9,0.0,0,0,0,62.5,1,0,0,3,51,29,55,1,0,0,1,0,0,54,0,26,0,1,2,0,2,0,0,9,4,9.0
Darius Richardson,102716,DI,ARMY,1,0,0,,0,0,114,0,0,,59.9,75.9,55.1,62.2,22.1,0,1,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,21,21,19,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,0,
Chris Frey,102720,DI,ARMY,1,1,0,,0,0,114,0,0,,48.5,67.7,59.6,59.5,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
Nathaniel Smith,102783,ED,ARMY,1,1,0,,0,0,114,0,0,,62.1,74.8,60.5,61.6,75.5,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,37,37,0,12,4,21,0,0,18,19,0,2,2,1,0,1,0,0,0,
Jimmy Ciarlo,121563,LB,ARMY,1,2,0,80.0,0,0,114,0,0,63.9,61.6,79.6,56.2,58.3,83.6,0,0,0,0,28,0.0,0,0,0,105.8,4,0,0,18,0,27,65,29,0,0,29,0,0,36,8,30,18,4,7,1,5,0,0,47,24,11.8
Austin Hill,121576,ED,ARMY,1,1,0,,0,0,114,0,0,62.5,51.6,76.1,57.0,44.1,49.4,0,0,0,0,,16.7,1,0,0,0.0,0,1,0,0,0,0,50,50,0,6,9,35,0,0,27,23,0,2,4,0,0,1,0,0,0,
Cameron Jones,121581,CB,ARMY,1,1,0,100.0,0,0,114,0,0,53.0,51.5,74.8,,52.5,37.2,0,0,0,0,20,33.3,1,0,0,118.8,1,0,0,3,26,11,31,0,0,0,0,0,0,31,0,20,2,0,1,0,1,0,0,20,3,20.0
Leo Lowin,121586,LB,ARMY,1,2,0,33.3,0,0,114,0,0,59.9,60.5,76.8,57.3,61.3,56.7,0,0,0,0,14,16.7,2,0,0,88.9,1,0,0,64,0,31,65,0,0,0,0,0,1,65,4,30,0,2,8,0,3,0,1,14,6,14.0
Bo Nicolas-Paul,121595,CB,ARMY,1,0,0,50.0,0,0,114,0,0,69.2,69.4,75.5,,62.4,79.1,0,0,0,0,13,0.0,0,0,0,70.8,1,0,0,4,40,30,44,0,0,0,0,0,0,44,0,14,0,0,4,0,2,0,0,13,8,13.0
Jackson Powell,121602,ED,ARMY,1,1,0,100.0,0,0,114,0,0,55.0,65.4,82.0,54.7,75.1,78.9,0,0,0,0,10,0.0,0,0,0,106.3,2,0,0,1,0,9,65,61,0,0,61,0,0,4,26,30,3,3,4,1,2,0,0,19,7,9.5
Donald Berniard Jr.,121832,DI,NAVY,1,1,0,,0,0,237,0,0,60.0,49.4,78.7,56.9,48.0,75.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,61,61,22,39,0,0,0,0,15,46,0,2,5,0,0,0,0,0,0,
Jacob Busic,121837,ED,NAVY,1,0,0,,0,0,237,0,0,,59.6,66.6,59.8,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
Clay Cromwell,121840,DI,NAVY,1,1,0,,0,0,237,0,0,60.0,58.6,76.8,56.3,58.7,76.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,61,61,1,49,0,11,0,0,15,46,0,5,6,0,0,0,0,0,0,
Will Harbour,121848,LB,NAVY,1,5,0,100.0,0,0,237,0,0,41.4,55.2,76.1,57.6,64.4,83.6,0,1,0,0,4,0.0,0,0,0,122.9,1,0,0,49,1,12,56,5,0,0,5,0,0,51,2,42,1,4,6,0,1,1,1,4,0,4.0
Xavier McDonald,121857,LB,NAVY,1,0,0,100.0,0,0,237,0,0,67.0,47.7,80.2,56.0,37.5,39.1,0,0,0,0,9,25.0,2,0,0,93.8,2,0,0,11,0,8,56,27,0,0,27,0,0,29,6,42,18,2,6,0,2,0,0,13,7,6.5
Rayuan Lane III,144326,S,NAVY,1,1,0,0.0,0,0,237,0,0,75.2,73.3,76.4,,67.8,80.4,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,28,6,15,61,0,0,0,0,0,6,61,0,46,21,1,3,0,1,0,0,0,0,
Dashaun Peele,144335,CB,NAVY,1,2,0,0.0,0,0,237,0,0,62.5,64.9,77.4,60.0,67.7,78.5,0,1,0,0,,0.0,0,0,0,39.6,0,0,0,5,51,14,61,3,0,0,3,0,0,58,1,46,2,0,1,0,2,1,0,0,0,
Colin Ramos,144338,LB,NAVY,1,4,0,100.0,0,0,237,0,0,55.5,57.4,78.2,58.9,59.1,49.5,0,0,0,0,5,21.4,3,0,0,87.5,1,0,0,50,1,13,61,7,0,0,7,0,0,54,2,46,3,7,7,1,1,0,0,5,9,5.0
Justin Reed,144339,ED,NAVY,1,2,0,,0,0,237,0,0,60.0,54.7,78.0,55.3,54.3,77.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,59,59,0,5,36,18,0,0,14,45,0,3,4,0,0,0,0,0,0,
Jordan Sanders,144342,ED,NAVY,1,0,0,,0,0,237,0,0,,61.4,73.0,60.0,60.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,
