player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,CB,OREGON ST,1,0,0,100.0,0,0,265,0,0,54.8,57.7,74.3,,63.3,72.5,0,0,0,0,8,0.0,0,0,0,100.0,1,0,0,1,6,6,24,0,0,0,0,0,1,24,0,18,15,0,1,0,1,0,0,8,4,8.0
Zaid Hamdan,52925,DI,KENT STATE,1,1,0,,0,0,201,0,0,60.0,67.3,75.4,60.5,67.9,73.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,37,37,1,26,0,10,0,0,21,16,0,0,2,0,0,0,0,0,0,
DeShawn Pace,53549,LB,UCF,1,1,0,100.0,0,0,323,0,0,59.8,50.8,75.5,61.8,44.2,21.2,1,0,0,0,9,57.1,4,0,0,104.2,1,0,0,43,0,23,56,7,0,0,7,0,1,49,5,28,5,2,2,0,1,1,0,9,2,9.0
Eric Phillips,53572,ED,CINCINNATI,1,1,0,,0,0,138,0,0,,65.1,77.0,64.0,62.5,73.6,0,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,0,0,29,5,0,0,18,16,0,1,1,0,0,4,0,0,0,
Jaheim Thomas,54193,LB,WISCONSIN,1,1,0,50.0,0,0,349,0,0,62.3,75.5,76.0,55.3,84.4,81.4,0,0,0,0,1,0.0,0,0,0,56.3,1,0,0,33,0,14,40,7,0,0,7,0,0,33,6,20,0,3,6,0,2,0,0,1,4,1.0
Cheikhsaliou Fall,54240,ED,CAL,1,0,1,,0,0,130,0,0,,58.8,74.8,59.0,58.9,73.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,21,21,0,0,12,9,0,0,15,6,0,1,2,0,0,0,0,0,0,
Jaiden Cameron,62277,ED,NWESTERN,1,0,0,,0,0,256,0,0,60.0,50.7,73.1,63.1,54.0,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,1,12,12,0,0,11,1,0,0,8,3,0,0,0,0,0,1,0,0,0,
Barry Brown,62724,LB,COAST CAR,1,2,0,100.0,0,0,141,0,0,61.2,57.3,74.0,59.2,55.0,60.2,0,0,0,0,4,16.7,1,0,0,83.3,1,0,0,22,0,10,23,1,0,0,1,0,0,22,1,12,0,1,3,0,1,0,0,4,6,4.0
Kam Butler,63872,ED,VIRGINIA,1,0,0,,0,0,335,0,0,,63.7,78.1,70.1,54.9,75.2,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,0,51,49,0,3,42,4,0,2,27,24,0,2,3,0,0,3,0,0,0,
Will Whitson,64470,DI,COAST CAR,1,2,0,,0,0,141,0,0,60.0,72.5,76.0,72.8,65.0,76.8,1,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,47,47,0,34,0,13,0,0,28,19,0,3,3,0,0,3,0,0,0,
Josh Minkins,66051,S,CINCINNATI,1,2,0,50.0,0,0,138,0,0,69.7,69.1,75.6,,65.0,84.7,0,0,0,0,12,0.0,0,1,0,68.8,1,0,0,36,1,32,60,0,0,0,0,0,7,60,0,28,16,2,6,0,2,0,0,12,5,12.0
Ty Hamilton,66298,DI,OHIO STATE,1,0,0,0.0,0,0,260,0,0,58.3,54.8,77.1,55.2,58.0,49.2,0,0,0,0,,20.0,1,0,0,39.6,0,0,0,0,0,2,51,50,4,46,0,0,0,1,22,27,0,4,4,0,1,0,0,0,0,
Korey Foreman,70831,ED,FRESNO ST,1,0,0,0.0,0,1,169,0,0,60.0,58.9,0.0,51.5,77.8,29.9,0,1,0,0,,50.0,1,0,1,39.6,0,0,0,0,0,1,29,29,0,0,29,0,0,0,18,10,0,1,1,0,1,1,0,0,0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,1,0,50.0,0,0,169,0,0,49.6,52.4,74.7,55.0,61.6,79.5,0,0,0,0,9,0.0,0,0,0,61.5,2,0,0,56,0,38,65,0,0,0,0,0,0,65,3,24,9,2,2,0,4,0,0,17,11,8.5
Keyon Ware-Hudson,71322,DI,OREGON,1,0,0,,0,0,264,0,0,,58.4,72.8,57.8,59.1,70.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,17,17,1,10,0,6,0,0,8,9,0,0,1,0,0,0,0,0,0,
Domani Jackson,71370,CB,ALABAMA,1,1,0,40.0,0,0,103,0,0,64.3,65.8,75.9,,65.6,77.0,0,0,0,1,31,0.0,0,1,0,70.4,2,0,0,0,26,20,32,2,0,0,2,0,3,30,0,12,1,1,1,0,5,0,1,42,0,21.0
William Nimmo Jr.,71391,S,S DIEGO ST,1,0,0,0.0,0,0,284,0,0,64.4,64.5,74.4,,62.1,,0,0,0,0,,,0,0,0,39.6,0,0,0,7,0,15,28,0,0,0,0,0,16,28,0,13,5,0,0,0,1,0,0,0,0,
Akili Arnold,71406,S,USC,1,3,0,100.0,0,0,326,0,0,61.9,65.9,81.1,57.9,74.7,69.9,0,0,0,0,25,10.0,1,0,0,118.8,3,0,0,16,0,38,66,3,0,0,3,0,33,63,2,26,14,2,6,0,3,0,0,39,5,13.0
Easton Mascarenas-Arnold,71410,LB,USC,1,3,0,100.0,0,0,326,0,0,39.5,55.6,75.9,68.5,78.1,69.0,0,1,0,1,17,8.3,1,0,0,118.8,4,0,0,66,1,38,71,1,0,0,1,0,0,70,6,27,3,3,8,0,4,1,1,54,39,13.5
DJ Harvey,72089,CB,S JOSE ST,1,0,0,60.0,0,0,285,1,1,76.1,78.8,76.3,55.4,81.6,82.0,0,2,0,1,12,0.0,0,0,0,35.0,3,0,0,9,43,28,57,0,0,0,0,0,0,57,2,27,5,1,6,0,5,2,0,27,2,9.0
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,0,66.7,0,0,340,0,0,47.0,51.7,75.1,57.2,59.6,58.6,0,0,0,0,11,16.7,1,0,0,81.3,2,0,0,26,0,10,41,4,0,0,4,0,6,37,2,29,5,1,5,0,3,0,0,17,11,8.5
Raider Damuni,72338,S,BYU,1,0,0,100.0,0,0,128,0,0,51.3,52.9,74.5,,61.6,21.8,0,0,0,0,17,100.0,1,0,0,104.2,3,0,0,10,0,24,30,0,0,0,0,0,12,30,0,6,8,0,0,0,3,0,0,27,26,9.0
