player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,CB,OREGON ST,1,3,0,,0,0,265,0,0,64.3,71.8,75.4,,76.1,57.6,0,0,0,0,,16.7,1,0,0,0.0,0,0,0,21,42,8,66,3,0,0,3,0,0,63,0,58,0,1,2,1,0,0,0,0,0,
Zaid Hamdan,52925,DI,KENT STATE,1,0,0,,0,0,201,0,0,,45.3,75.4,60.3,42.6,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,1,32,0,6,0,0,12,27,0,1,2,0,0,0,0,0,0,
Eric Phillips,53572,ED,CINCINNATI,1,1,0,,0,0,138,0,0,,62.8,76.5,60.7,62.5,74.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,43,43,0,4,24,15,0,0,22,21,0,1,1,0,0,1,0,0,0,
Jaheim Thomas,54193,LB,WISCONSIN,1,0,0,,0,0,349,0,0,62.0,65.1,71.6,,62.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,9,0,5,10,0,0,0,0,0,0,10,0,5,1,0,0,0,0,0,0,0,0,
Cheikhsaliou Fall,54240,ED,CAL,1,1,0,,1,0,130,0,0,,40.0,0.0,54.6,55.9,72.2,0,0,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,0,33,33,0,3,19,11,0,0,25,8,0,0,0,0,0,0,0,0,0,
Malik Denkins,55516,ED,C MICHIGAN,1,1,0,,0,0,134,0,0,,66.2,71.1,57.5,66.3,71.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,3,4,0,0,0,0,0,0,0,0,0,
Jaiden Cameron,62277,ED,NWESTERN,1,0,0,,0,0,256,0,0,,48.2,72.5,65.0,43.8,71.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,15,15,0,0,10,5,0,0,6,9,0,1,1,0,0,1,0,0,0,
Barry Brown,62724,LB,COAST CAR,1,3,0,,0,0,141,0,0,64.2,77.3,73.1,68.6,76.9,60.0,1,0,0,0,,14.3,1,0,0,0.0,0,0,0,30,0,12,31,0,0,0,0,0,0,31,3,16,1,3,3,1,0,1,0,0,0,
Kam Butler,63872,ED,VIRGINIA,1,2,0,,0,0,335,0,0,60.5,61.2,79.4,66.9,53.5,54.7,0,3,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,1,71,71,0,6,64,1,0,0,39,31,0,1,2,0,0,3,0,0,0,
Josh Minkins,66051,S,CINCINNATI,1,1,0,100.0,0,0,138,1,0,59.1,63.8,75.4,,71.0,80.7,0,0,0,0,26,0.0,0,0,0,158.3,1,0,0,25,0,26,45,0,0,0,0,0,10,45,0,19,10,1,3,0,1,0,1,26,8,26.0
