player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,CB,OREGON ST,1,0,0,50.0,0,0,265,0,0,65.4,66.2,70.7,,60.0,75.1,0,0,0,0,5,0.0,0,0,0,56.3,1,0,0,1,3,6,8,0,0,0,0,0,0,8,0,2,4,0,1,0,2,0,0,5,-1,5.0
Noah Taylor,52348,LB,NWESTERN,1,0,0,,0,0,256,0,0,60.0,55.6,65.1,,56.2,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,1,4,0,0,0,0,0,0,4,0,3,0,1,1,0,0,0,0,0,0,
Zaid Hamdan,52925,DI,KENT STATE,1,0,0,,0,0,201,0,0,,56.5,74.6,54.2,59.4,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,4,21,0,4,0,0,15,14,0,1,1,0,0,0,0,0,0,
DeShawn Pace,53549,LB,UCF,1,0,0,,0,0,323,0,0,66.9,68.6,79.6,55.7,70.4,58.7,0,1,0,0,,25.0,1,0,0,0.0,0,0,0,15,0,23,73,8,0,0,8,0,1,65,6,44,48,1,3,0,0,1,0,0,0,
Eric Phillips,53572,ED,CINCINNATI,1,0,0,,0,0,138,0,0,,50.0,0.0,59.0,52.8,73.7,1,2,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,48,48,0,2,32,14,0,0,24,24,0,2,2,0,0,3,0,0,0,
Jaheim Thomas,54193,LB,WISCONSIN,1,2,0,100.0,0,0,349,0,0,65.7,64.4,75.4,73.8,56.5,67.4,0,2,0,0,5,10.0,1,0,0,85.4,2,0,0,48,1,19,50,1,0,0,1,0,0,49,4,27,0,4,7,1,2,2,0,9,15,4.5
Cheikhsaliou Fall,54240,ED,CAL,1,1,0,,0,0,130,0,0,,60.7,76.3,53.4,66.2,75.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,0,0,18,8,0,0,15,11,0,1,1,1,0,1,0,0,0,
Malik Denkins,55516,ED,C MICHIGAN,1,1,0,,0,0,134,0,0,,61.3,72.5,,60.8,71.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,10,10,0,1,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,
Jaiden Cameron,62277,ED,NWESTERN,1,1,0,,0,0,256,0,0,,71.3,70.5,58.5,70.1,71.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,8,8,0,0,5,3,0,0,2,6,0,0,0,0,0,0,0,0,0,
Alex Howard,62494,LB,DUKE,1,2,0,66.7,0,0,154,0,0,65.5,55.6,0.0,47.3,59.0,70.1,0,1,0,0,16,12.5,1,0,1,85.4,2,0,0,47,0,19,58,7,0,0,7,0,0,51,3,36,4,3,5,0,3,1,0,20,19,10.0
Kam Butler,63872,ED,VIRGINIA,1,1,0,100.0,0,0,335,0,0,50.7,63.7,78.6,63.8,73.2,50.0,2,1,0,0,25,25.0,1,0,0,118.8,1,0,0,0,0,4,63,63,0,11,46,6,0,0,29,30,0,2,2,0,1,3,0,25,26,25.0
Josh Minkins,66051,S,CINCINNATI,1,4,0,100.0,0,0,138,0,0,51.2,56.4,76.6,,65.7,64.0,0,0,0,0,6,22.2,2,0,0,91.7,1,0,0,28,0,25,49,0,0,0,0,0,8,49,0,24,13,0,3,0,1,0,0,6,0,6.0
Ty Hamilton,66298,DI,OHIO STATE,1,1,0,,0,0,260,0,0,60.1,62.0,76.7,58.6,63.0,75.5,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,60,60,2,50,0,8,0,0,37,22,0,4,3,0,0,1,0,0,0,
Ben Florentine,70644,DI,WYOMING,1,1,0,,0,0,351,0,0,68.0,64.4,73.5,57.0,58.9,34.9,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,19,19,7,11,0,1,0,0,9,10,0,1,1,0,0,0,0,0,0,
Korey Foreman,70831,ED,FRESNO ST,1,0,0,,0,0,169,0,0,61.1,57.9,76.9,58.3,56.5,19.3,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,3,27,27,0,0,27,0,0,0,20,4,0,0,0,0,0,0,0,0,0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,1,0,0.0,0,0,169,0,0,60.8,62.4,75.7,53.3,69.2,82.3,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,29,0,24,41,1,0,0,1,0,0,40,7,10,11,1,6,0,2,0,0,0,0,
Keyon Ware-Hudson,71322,DI,OREGON,1,3,0,,0,0,264,0,0,,61.3,72.4,56.5,63.5,74.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,16,16,0,7,0,9,0,0,9,7,0,0,0,0,0,0,0,0,0,
