player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jahsen Wint,42914,S,MARSHALL,1,0,0,,0,0,214,1,0,64.7,68.7,74.9,,70.4,74.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,1,9,19,0,0,0,0,0,0,19,0,10,17,0,1,0,0,0,0,0,0,
Mason White,43872,CB,TCU,1,0,0,100.0,0,0,305,0,0,60.2,61.2,72.0,,62.1,73.5,0,0,0,0,14,0.0,0,0,0,112.5,2,0,0,5,15,14,21,0,0,0,0,0,0,21,0,7,1,0,1,0,2,0,0,22,5,11.0
Malik Vann,52555,ED,CINCINNATI,1,1,1,,0,0,138,0,0,,70.8,73.8,60.1,74.1,71.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,24,24,0,0,4,20,0,0,16,8,0,0,0,0,0,0,0,0,0,
Tyler Bentley,52790,DI,PITTSBURGH,1,0,0,,0,0,268,0,0,60.0,53.7,74.8,56.5,52.9,73.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,2,23,1,0,0,0,12,14,0,1,1,0,0,1,0,0,0,
Xavier Peters,52819,ED,FAU,1,1,0,,0,1,165,0,0,60.0,59.8,75.1,67.4,48.3,73.7,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,25,25,0,1,16,8,0,0,17,8,0,1,0,0,0,2,0,0,0,
Zaid Hamdan,52925,DI,TULSA,1,1,0,,0,0,320,0,0,,58.4,72.9,61.8,56.6,70.2,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,19,19,0,16,1,2,0,0,8,11,0,0,0,0,0,1,0,0,0,
Cole Pearce,52970,LB,BALL ST,1,1,0,100.0,0,0,117,0,0,71.7,56.5,76.9,48.1,29.3,63.7,0,1,0,0,17,18.2,2,0,0,100.0,6,0,0,54,0,46,69,1,0,0,1,0,0,68,5,18,14,3,8,0,6,1,0,48,46,8.0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,,0,0,138,0,0,,52.0,75.6,61.0,46.7,,1,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,44,44,0,0,7,37,0,0,24,20,0,0,0,0,0,2,0,0,0,
Jaheim Thomas,54193,LB,ARKANSAS,1,5,0,100.0,0,0,111,0,0,57.4,66.4,77.5,76.8,64.3,84.3,0,0,0,0,8,0.0,0,0,0,139.6,1,1,0,49,0,26,55,2,0,0,2,0,0,53,7,22,4,5,6,0,1,1,1,8,4,8.0
Jordan Strachan,55198,ED,S CAROLINA,1,0,0,,0,1,289,0,0,60.0,67.5,79.5,68.2,59.7,75.9,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,55,55,0,0,54,1,0,0,40,14,0,3,2,2,0,2,0,0,0,
Zachary Ford,55353,S,TOLEDO,1,0,0,33.3,0,0,316,0,0,62.5,60.6,80.9,59.5,56.1,46.4,0,0,0,0,6,25.0,1,0,0,42.4,1,0,0,17,3,33,82,9,0,0,9,0,3,73,1,48,50,1,3,0,3,0,0,6,0,6.0
Korey Hernandez,55796,CB,E MICHIGAN,1,0,0,,0,0,160,0,0,60.9,68.5,71.9,,70.2,75.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,2,12,0,0,0,0,0,0,12,0,10,10,0,1,0,0,0,0,0,0,
Taijh Alston,56348,ED,COLORADO,1,0,0,,0,0,143,0,0,,61.9,75.2,60.5,61.3,71.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,30,30,0,1,14,15,0,0,17,13,0,1,1,1,0,0,0,0,0,
Demetrice Lofton,56355,ED,W GEORGIA,1,1,0,,0,0,1177,0,0,,66.2,0.0,81.0,55.2,72.6,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,46,46,0,27,6,13,0,0,28,18,0,0,1,0,0,1,0,0,0,
Popo Aumavae,56803,DI,OREGON,1,0,0,,0,0,264,0,0,61.7,64.3,75.2,54.4,66.1,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,24,24,8,16,0,0,0,0,19,5,0,1,1,0,0,0,0,0,0,
Jacob Lichtenstein,56912,DI,MIAMI FL,1,0,0,,0,0,220,0,0,,90.7,73.8,86.1,73.8,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,22,22,1,15,0,6,0,0,17,5,0,0,0,0,0,2,0,0,0,
JB Brown,57701,ED,UMASS,1,0,0,,0,0,216,0,0,,60.1,76.7,66.9,55.2,32.2,1,1,0,0,,33.3,1,0,0,0.0,0,1,0,0,0,0,43,43,0,10,19,14,0,0,16,27,0,3,2,0,0,3,0,0,0,
Bryson Jackson,57738,S,BAYLOR,1,1,0,100.0,0,0,118,0,0,45.2,50.5,76.8,58.6,62.7,19.3,0,0,0,0,49,50.0,1,0,0,118.8,2,0,0,5,0,8,24,14,0,0,14,0,0,10,5,11,5,0,0,0,2,0,0,62,51,31.0
Jerry Roberts,57759,LB,UMASS,1,4,0,100.0,0,0,216,0,0,55.1,67.0,77.6,,73.2,39.3,0,0,0,0,17,33.3,3,0,0,118.8,1,0,0,49,0,16,50,1,0,0,1,0,0,49,0,34,0,2,2,0,1,0,0,17,26,17.0
Isaac Ukwu,57888,ED,OLE MISS,1,0,0,,0,0,226,0,0,71.5,70.1,79.3,59.2,66.3,72.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,6,41,38,0,1,36,1,0,3,9,26,1,1,1,0,0,1,0,0,0,
