player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,S,OREGON ST,1,2,0,100.0,0,1,265,0,0,88.8,90.2,74.6,62.6,75.0,79.9,0,0,0,0,6,0.0,0,0,0,91.7,1,0,0,22,0,16,36,0,0,0,0,0,6,36,1,19,8,2,2,1,1,0,0,6,2,6.0
Ben Florentine,70644,DI,WYOMING,1,1,0,,0,0,351,0,0,,69.7,76.3,65.0,68.4,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,51,51,0,50,0,1,0,0,9,42,0,0,0,0,0,0,0,0,0,
Calvin Pitcher,70877,LB,UAB,1,0,0,,0,0,321,0,0,52.5,50.8,72.6,59.6,57.5,26.5,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,15,0,9,17,1,0,0,1,0,0,16,1,7,1,1,1,0,0,0,0,0,0,
Tate Romney,70946,LB,ARIZONA ST,1,0,0,100.0,0,0,110,0,0,45.2,48.1,72.7,,66.0,73.1,0,0,0,0,30,0.0,0,0,0,158.3,2,0,0,8,0,7,11,0,0,0,0,0,1,11,0,4,2,0,1,0,2,0,1,41,11,20.5
Domani Jackson,71370,CB,ALABAMA,1,0,0,100.0,0,0,103,0,0,57.8,58.2,76.8,,60.7,80.3,0,0,0,0,19,0.0,0,0,2,95.1,6,0,0,0,47,38,48,1,0,0,1,0,0,47,0,10,0,3,4,1,6,0,0,41,18,6.8
Keanu Tanuvasa,71398,DI,BYU,1,0,1,,0,0,128,0,0,60.0,67.0,78.2,65.8,63.5,45.0,0,1,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,54,54,37,14,0,3,0,0,31,23,0,2,3,1,0,1,0,0,0,
Solomone Langi,72318,DI,S JOSE ST,1,0,0,,0,0,285,0,0,70.9,70.0,74.6,57.7,62.4,70.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,22,22,11,11,0,0,0,0,12,10,0,1,1,0,0,0,0,0,0,
Justin Flowe,72388,LB,UNLV,1,0,0,,0,0,325,0,0,,60.9,64.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Marco Notarainni,73389,LB,BOISE ST,1,2,0,,0,0,120,0,0,55.0,64.8,77.5,55.8,79.1,47.0,0,1,0,0,,30.8,4,0,0,0.0,0,1,0,49,2,20,58,5,0,0,5,0,0,53,16,22,2,7,7,0,0,2,0,0,0,
Trent Whalen,73609,LB,ARKANSAS,1,0,0,,0,0,111,0,0,60.2,71.6,69.6,,67.9,74.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,2,5,1,0,0,1,0,0,4,0,3,0,1,1,0,0,0,0,0,0,
Cory Hall,73699,DI,UNLV,1,0,0,,0,0,325,0,0,,61.2,68.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,
Justin Sinclair,74258,S,HAWAII,1,0,0,,0,0,180,0,0,62.3,62.6,71.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,5,7,1,0,0,1,0,2,6,0,2,3,0,0,0,0,0,0,0,0,
Silas Walters,75263,S,MIAMI OH,1,3,0,75.0,0,0,221,0,0,62.0,66.4,78.1,,77.0,62.1,0,0,0,0,23,14.3,1,1,0,150.0,3,0,0,2,0,24,35,0,0,0,0,0,2,35,0,11,31,1,3,0,4,0,1,44,10,14.7
Aneesh Vyas,75285,DI,WYOMING,1,0,0,,0,0,351,0,0,,65.5,72.5,59.3,65.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,16,16,0,16,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,
Bam Booker,76122,ED,BOWL GREEN,1,0,0,,0,0,122,0,0,,48.3,74.2,58.1,48.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,23,23,0,12,5,6,0,0,4,19,0,0,0,0,0,0,0,0,0,
Gracen Halton,85774,DI,OKLAHOMA,1,0,0,,0,0,261,0,0,,72.3,74.0,72.2,62.9,74.3,0,4,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,24,24,6,12,2,4,0,0,17,7,0,3,2,1,0,5,0,0,0,
Kalib Perry,86267,LB,LOUISVILLE,1,0,1,,0,0,210,0,0,66.1,75.5,72.4,78.7,66.3,77.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,22,0,12,25,1,0,0,1,0,0,24,2,11,2,1,2,0,0,1,0,0,0,
Jalil Tucker,86578,CB,OREGON ST,1,0,0,33.3,1,0,265,0,0,49.3,50.9,77.4,,64.2,21.4,0,0,0,0,17,100.0,1,0,3,49.3,2,0,0,3,61,41,64,0,0,0,0,0,0,64,0,23,0,0,0,0,6,0,0,28,17,14.0
Ceyair Wright,86877,CB,NEBRASKA,1,1,0,75.0,0,0,238,0,0,74.1,72.5,80.5,,62.7,58.1,0,0,0,0,10,16.7,1,1,0,87.5,3,0,0,5,4,22,52,0,0,0,0,0,0,52,0,30,43,0,4,0,4,0,0,22,17,7.3
David Reese,90079,ED,SYRACUSE,1,1,0,,0,0,304,0,0,58.6,58.4,0.0,61.4,63.6,47.5,0,3,0,0,,33.3,1,0,1,0.0,0,1,0,2,0,3,47,45,0,1,42,2,0,2,23,21,0,2,1,0,0,4,0,0,0,
Ose Egbase,90529,ED,UNLV,1,0,0,,0,0,325,0,0,,54.8,73.8,56.0,56.7,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,18,18,0,5,10,3,0,0,11,7,0,0,0,0,0,1,0,0,0,
Solomon Brown,97386,S,BUFFALO,1,0,0,50.0,0,0,126,0,0,76.9,67.9,76.2,59.7,53.7,45.9,0,1,0,0,1,25.0,1,0,0,56.3,1,0,0,13,0,17,42,2,0,0,2,0,18,40,1,24,9,3,3,0,2,1,0,1,1,1.0
Marvae Myers,97517,CB,MARSHALL,1,1,0,66.7,0,0,214,0,0,56.1,59.9,78.1,73.8,65.7,81.3,0,0,0,0,66,16.7,1,0,0,109.7,4,1,0,9,71,47,82,1,0,0,1,0,1,81,2,33,0,1,4,0,6,1,0,175,83,43.8
Jett Elad,97543,S,RUTGERS,1,0,0,50.0,0,1,278,0,0,73.8,49.9,77.0,67.9,22.8,23.1,0,0,0,0,5,33.3,2,0,0,95.8,1,0,0,30,2,24,53,0,0,0,0,0,16,53,2,27,5,1,4,0,2,0,1,5,0,5.0
Mohamed Toure,97751,LB,MIAMI FL,1,2,0,80.0,0,0,220,0,0,50.1,48.9,74.2,57.1,52.6,47.3,0,0,0,0,36,20.0,2,0,0,148.8,4,0,0,46,0,26,52,0,0,0,0,0,0,52,3,23,6,3,6,0,5,0,1,51,47,12.8
