player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Malik Vann,52555,ED,CINCINNATI,1,0,0,,0,0,138,0,0,,78.8,73.4,69.0,75.4,75.1,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,21,21,0,3,4,14,0,0,13,8,0,2,1,0,0,2,0,0,0,
Tyler Bentley,52790,DI,PITTSBURGH,1,2,0,,0,0,268,0,0,,54.6,75.4,57.4,54.6,72.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,1,33,0,0,0,0,9,25,0,0,0,0,0,0,0,0,0,
Xavier Peters,52819,ED,FAU,1,0,0,,0,0,165,0,0,,67.9,74.4,55.0,71.8,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,16,16,0,0,15,1,0,0,7,9,0,1,1,0,0,0,0,0,0,
Zaid Hamdan,52925,DI,TULSA,1,0,0,,0,0,320,0,0,,71.8,74.1,73.5,63.5,,1,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,24,24,3,18,1,2,0,0,14,10,0,0,0,0,0,1,0,0,0,
Cole Pearce,52970,LB,BALL ST,1,1,0,50.0,0,0,117,0,0,70.0,73.2,0.0,54.7,82.5,80.5,0,1,0,0,1,0.0,0,0,1,56.3,1,0,0,48,0,28,49,1,0,0,1,0,0,48,4,17,0,3,4,0,2,1,0,1,7,1.0
DeShawn Pace,53549,S,CINCINNATI,1,1,0,75.0,0,0,138,1,0,45.2,51.5,80.1,55.0,69.1,42.2,0,0,0,0,8,25.0,1,0,0,87.5,3,0,0,9,0,24,50,12,0,0,12,0,0,38,5,21,29,2,2,1,4,0,0,22,17,7.3
Eric Phillips,53572,ED,CINCINNATI,1,0,0,,0,0,138,0,0,,59.9,75.4,60.4,58.6,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,34,34,0,1,9,24,0,0,19,15,0,0,0,0,0,2,0,0,0,
Ryan Mullaney,53704,ED,CINCINNATI,1,0,0,,0,0,138,0,0,,62.2,67.3,,60.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Jaheim Thomas,54193,LB,ARKANSAS,1,3,0,100.0,0,0,111,0,0,56.3,67.5,77.3,80.6,65.6,37.9,0,1,0,0,11,33.3,5,0,0,89.6,2,1,0,47,0,23,54,3,0,0,3,0,0,51,6,25,4,8,7,0,2,2,0,11,16,5.5
Jordan Strachan,55198,ED,S CAROLINA,1,1,0,,0,0,289,0,0,62.8,45.6,79.7,55.8,37.5,42.5,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,1,0,4,56,54,0,0,54,0,0,2,24,28,1,0,1,0,0,1,0,0,0,
Zachary Ford,55353,S,TOLEDO,1,3,0,75.0,0,0,316,0,0,65.2,63.4,75.9,65.9,54.0,65.2,0,2,0,0,8,12.5,1,0,0,84.4,3,0,0,42,1,52,76,0,0,0,0,0,16,76,3,21,17,2,4,0,4,2,0,19,7,6.3
Korey Hernandez,55796,CB,E MICHIGAN,1,0,0,0.0,0,0,160,0,0,59.0,59.2,73.2,,60.0,,0,0,0,0,,,0,0,0,39.6,0,0,0,0,7,14,17,0,0,0,0,0,0,17,0,3,10,0,0,0,2,0,0,0,0,
Tavyn Jackson,56164,CB,COAST CAR,1,0,0,,0,0,141,0,0,,60.0,64.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,
Myles Jones,56220,CB,DUKE,1,0,0,25.0,0,0,154,0,0,87.9,89.1,75.0,,69.8,76.7,0,0,0,1,9,0.0,0,1,0,0.0,1,0,0,2,36,27,38,0,0,0,0,0,0,38,0,11,0,1,2,1,4,0,0,9,2,9.0
John Davis,56230,CB,N TEXAS,1,0,0,,0,0,251,0,0,,60.0,61.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Taijh Alston,56348,ED,COLORADO,1,5,1,,0,0,143,0,0,,50.1,76.4,72.5,36.5,57.9,0,3,0,0,,16.7,1,0,0,0.0,0,0,0,1,0,0,44,43,0,0,22,21,0,1,22,22,0,0,0,0,0,3,0,0,0,
Demetrice Lofton,56355,ED,W GEORGIA,1,2,0,,0,0,1177,0,0,,69.8,0.0,80.4,69.3,73.6,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,37,37,0,30,0,7,0,0,5,32,0,1,1,0,0,0,0,0,0,
Phil Paea,56717,DI,OKLAHOMA,1,0,0,,0,0,261,0,0,,60.5,64.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Popo Aumavae,56803,DI,OREGON,1,0,0,,0,0,264,0,0,,71.6,74.1,67.4,66.0,71.3,0,3,0,0,,,0,0,0,0.0,0,1,0,0,0,0,22,22,5,16,0,1,0,0,18,4,0,1,0,0,0,4,0,0,0,
Jacob Lichtenstein,56912,DI,MIAMI FL,1,0,0,,0,0,220,1,0,,71.1,71.5,61.4,69.5,27.8,0,1,0,0,,100.0,1,0,0,0.0,0,1,0,0,0,0,10,10,0,10,0,0,0,0,6,4,0,1,0,0,0,2,0,0,0,
JB Brown,57701,ED,UMASS,1,2,1,,0,0,216,0,0,,67.2,75.8,60.7,69.9,75.5,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,44,44,0,14,15,15,0,0,29,15,0,2,2,0,0,2,0,0,0,
Bryson Jackson,57738,S,BAYLOR,1,1,0,75.0,0,0,118,0,0,44.3,41.2,79.1,59.2,42.5,64.8,0,0,0,0,35,12.5,1,0,0,104.2,3,0,0,2,0,14,39,6,0,0,6,0,1,33,1,24,30,3,6,1,4,0,0,38,6,12.7
Jerry Roberts,57759,LB,UMASS,1,2,0,0.0,0,0,216,0,0,65.2,68.8,76.1,65.7,65.5,79.4,0,1,0,0,,20.0,1,0,0,39.6,0,0,0,46,0,23,46,0,0,0,0,0,0,46,3,20,0,1,2,0,1,1,0,0,0,
Isaac Ukwu,57888,ED,OLE MISS,1,2,0,,0,0,226,0,0,62.4,75.5,79.7,77.0,68.8,61.4,0,1,0,0,,20.0,1,0,0,0.0,0,1,0,0,0,6,51,50,0,0,47,3,0,1,18,27,1,3,2,0,0,2,0,0,0,
Malik Robinson,58044,LB,HOUSTON,1,2,0,100.0,0,0,182,0,0,57.2,47.7,78.2,67.9,38.1,51.4,1,0,0,0,9,18.2,2,0,1,95.8,2,0,0,74,0,34,80,4,0,0,4,0,0,76,7,39,2,2,7,0,2,1,0,14,20,7.0
Monty Montgomery,58203,LB,OLE MISS,1,0,0,100.0,0,0,226,0,0,42.3,38.3,76.1,60.4,42.1,24.5,0,2,0,0,16,50.0,2,0,0,113.9,3,0,0,38,0,22,44,6,0,0,6,0,0,38,8,14,0,0,2,0,3,2,0,34,41,11.3
Londyn Craft,60689,LB,E MICHIGAN,1,0,0,100.0,0,0,160,0,0,61.2,61.9,66.5,,60.0,74.3,0,0,0,0,23,0.0,0,0,0,118.8,1,0,0,4,0,4,6,0,0,0,0,0,0,6,0,2,2,1,1,0,1,0,0,23,8,23.0
Eddie Heckard,63024,CB,BYU,1,1,0,71.4,0,1,128,0,0,55.4,63.3,79.5,91.6,67.3,54.1,0,0,0,0,13,20.0,1,0,1,83.0,5,1,0,10,19,47,79,0,0,0,0,0,0,79,2,30,50,2,3,1,7,1,0,36,20,7.2
Kam Butler,63872,ED,VIRGINIA,1,0,0,100.0,0,0,335,0,0,47.7,67.6,80.2,73.2,63.5,49.4,0,2,0,0,15,25.0,1,0,0,118.8,1,1,0,0,0,3,61,61,0,1,53,7,0,0,33,25,0,4,3,1,1,3,0,15,18,15.0
Will Whitson,64470,ED,COAST CAR,1,0,0,,0,0,141,0,0,,61.1,71.3,57.2,62.3,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,9,9,0,7,0,2,0,0,3,6,0,0,0,0,0,1,0,0,0,
Ty Hamilton,66298,DI,OHIO STATE,1,1,0,,0,0,260,0,0,60.0,61.2,75.2,55.2,65.1,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,31,31,2,29,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,
Ben Florentine,70644,DI,WYOMING,1,2,0,,0,0,351,0,0,,67.6,74.2,56.3,70.1,73.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,13,13,6,5,0,2,0,0,7,6,0,1,1,0,0,0,0,0,0,
Tate Romney,70946,LB,ARIZONA ST,1,0,0,100.0,0,0,110,0,0,51.0,41.6,75.1,52.1,37.5,78.1,0,0,0,0,15,0.0,0,0,0,118.1,3,0,0,47,0,33,53,0,0,0,0,0,0,53,6,14,6,0,2,0,3,0,0,37,8,12.3
Keyon Ware-Hudson,71322,DI,OREGON,1,0,0,,0,0,264,0,0,59.3,64.8,73.1,59.4,70.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,19,19,0,18,0,1,0,0,13,5,0,0,0,0,0,0,0,0,0,
William Nimmo Jr.,71391,S,UCLA,1,1,0,,0,0,324,0,0,66.4,67.4,73.2,,64.7,77.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,10,0,15,30,0,0,0,0,0,16,30,0,15,4,1,1,0,0,0,0,0,0,
Keanu Tanuvasa,71398,DI,UTAH,1,0,0,,0,0,328,0,0,61.8,64.1,75.3,58.7,62.0,74.2,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,43,43,4,31,0,8,0,0,26,17,0,4,4,1,0,1,0,0,0,
Akili Arnold,71406,S,OREGON ST,1,0,0,50.0,0,0,265,0,0,70.0,70.2,76.8,64.7,64.5,48.6,0,1,0,1,24,33.3,2,0,0,54.2,1,1,0,27,0,42,67,0,0,0,0,0,29,67,2,23,11,2,4,0,2,2,0,24,21,24.0
