player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,CB,OREGON ST,1,0,0,,0,0,265,0,0,60.0,61.3,66.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,
Zaid Hamdan,52925,DI,KENT STATE,1,0,0,,0,0,201,0,0,,75.1,75.8,55.1,78.4,48.3,0,0,0,0,,12.5,1,0,0,0.0,0,0,0,0,0,0,35,35,3,28,1,3,0,0,13,22,0,7,7,3,0,0,0,0,0,
DeShawn Pace,53549,LB,UCF,1,4,0,100.0,0,0,323,0,0,68.4,76.2,77.6,59.0,82.2,72.8,0,0,0,0,2,11.1,1,0,0,79.2,1,0,0,21,0,24,55,6,0,0,6,0,0,49,1,30,28,2,4,0,1,0,0,2,0,2.0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,,0,0,138,0,0,61.3,58.7,77.8,52.1,59.3,70.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,51,51,0,1,38,12,0,0,28,23,0,1,1,1,0,0,0,0,0,
Jaheim Thomas,54193,LB,WISCONSIN,1,1,0,,0,0,349,0,0,62.6,45.2,73.1,59.3,39.6,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,29,0,7,29,0,0,0,0,0,0,29,1,21,0,0,0,0,0,0,0,0,0,
Cheikhsaliou Fall,54240,ED,CAL,1,0,0,,0,0,130,0,0,60.0,65.6,76.0,65.2,61.3,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,1,20,20,1,2,15,2,0,0,10,9,0,0,0,0,0,1,0,0,0,
Jaiden Cameron,62277,ED,NWESTERN,1,0,0,,0,0,256,0,0,,60.0,67.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Alex Howard,62494,LB,DUKE,1,0,0,0.0,0,0,154,0,0,66.4,67.9,73.6,72.3,59.8,46.7,0,1,0,0,,28.6,2,0,0,39.6,0,2,0,61,0,29,64,2,0,0,2,0,0,62,7,28,1,4,5,1,1,3,0,0,0,
Barry Brown,62724,LB,COAST CAR,1,4,0,100.0,0,0,141,0,0,70.3,62.2,76.7,54.4,52.0,53.9,0,0,0,0,10,21.4,3,0,0,86.1,3,0,0,66,0,35,68,0,0,0,0,0,0,68,5,28,2,6,7,0,3,0,0,14,9,4.7
Kam Butler,63872,ED,VIRGINIA,1,0,0,,0,0,335,0,0,60.0,57.2,78.9,59.6,54.7,54.8,1,2,0,0,,25.0,1,0,0,0.0,0,1,0,0,0,0,62,62,0,8,50,4,0,0,26,36,0,3,3,0,0,4,0,0,0,
Josh Minkins,66051,S,CINCINNATI,1,1,0,0.0,0,0,138,0,0,71.0,68.2,75.3,59.1,62.2,58.6,0,0,0,0,,20.0,1,0,0,39.6,0,0,0,37,1,22,45,0,0,0,0,0,0,45,1,22,7,1,3,0,1,0,0,0,0,
Ty Hamilton,66298,DI,OHIO STATE,1,4,0,,0,0,260,0,0,,56.5,76.8,55.0,57.3,48.8,0,0,0,0,,12.5,1,0,0,0.0,0,0,0,1,0,0,53,52,2,48,1,1,0,1,14,39,0,3,3,0,0,0,0,0,0,
Ben Florentine,70644,DI,WYOMING,1,0,0,,0,0,351,0,0,,70.8,74.1,55.6,78.4,68.7,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,28,28,5,19,0,4,0,0,19,9,0,1,1,0,0,1,0,0,0,
Korey Foreman,70831,ED,FRESNO ST,1,0,0,100.0,0,0,169,0,0,41.4,61.0,79.3,66.2,66.8,60.9,1,1,0,0,8,16.7,1,0,0,97.9,2,0,0,0,0,7,49,49,0,0,48,1,0,0,25,17,0,2,5,0,2,2,0,15,10,7.5
Tuasivi Nomura,70879,LB,FRESNO ST,1,6,0,50.0,0,0,169,0,0,63.8,55.0,0.0,51.5,55.5,60.1,0,0,0,0,13,15.4,2,1,1,63.5,2,0,0,61,0,35,69,7,0,0,7,0,0,62,9,25,1,2,5,0,4,0,0,19,7,9.5
Tate Romney,70946,LB,ARIZONA ST,1,1,0,100.0,0,0,110,0,0,52.5,45.7,71.3,,50.1,49.2,0,0,0,0,9,33.3,1,0,0,104.2,1,0,0,12,0,6,12,0,0,0,0,0,0,12,0,6,0,0,1,0,1,0,0,9,4,9.0
Domani Jackson,71370,CB,ALABAMA,1,1,0,75.0,0,0,103,0,0,68.4,69.5,77.4,54.4,73.2,58.7,0,0,0,0,19,20.0,2,1,0,96.9,6,0,0,1,59,42,61,1,0,0,1,0,0,60,3,16,0,4,7,0,8,0,0,62,24,10.3
William Nimmo Jr.,71391,S,S DIEGO ST,1,0,0,,0,0,284,0,0,,53.4,73.0,,51.6,79.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,30,0,0,31,0,0,0,0,0,0,31,0,31,1,0,3,0,0,0,0,0,0,
Akili Arnold,71406,S,USC,1,1,0,100.0,0,0,326,0,0,74.5,70.0,74.7,,55.7,84.1,0,0,0,0,5,0.0,0,0,0,79.2,3,0,0,19,0,27,55,0,0,0,0,0,25,55,0,28,11,1,5,0,3,0,0,9,8,3.0
