player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,S,OREGON ST,1,0,0,,0,0,265,0,0,82.0,60.7,73.8,,30.8,27.2,0,0,0,0,,50.0,2,1,0,0.0,0,0,0,16,0,11,25,0,0,0,0,0,7,25,0,14,2,1,2,0,0,0,0,0,0,
James Camden,53418,LB,W MICHIGAN,1,1,0,50.0,0,0,347,0,0,48.8,59.6,73.3,65.6,72.7,42.2,0,0,0,0,4,25.0,1,0,0,56.3,1,0,0,25,0,17,32,1,0,0,1,0,0,31,2,13,6,1,2,0,2,0,0,4,7,4.0
Shaun Myers,62235,LB,COLORADO,1,0,0,,0,0,143,0,0,,68.8,68.2,,64.3,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,0,2,1,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,
Mister Williams,70521,LB,S DIEGO ST,1,1,0,100.0,0,0,284,0,0,64.6,68.3,73.9,59.3,70.8,81.1,0,0,0,0,3,0.0,0,0,0,79.2,2,0,0,36,1,26,47,2,0,0,2,0,0,45,2,19,8,3,4,0,2,0,0,3,8,1.5
Ben Florentine,70644,DI,WYOMING,1,1,0,,0,0,351,0,0,60.0,67.4,77.8,61.6,70.1,72.2,1,1,0,0,,0.0,0,0,0,0.0,0,1,0,1,0,1,60,59,9,38,1,11,0,1,44,15,0,1,0,0,0,3,0,0,0,
Korey Foreman,70831,ED,FRESNO ST,1,1,0,,0,0,169,0,0,,70.0,75.5,66.4,66.6,74.4,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,9,11,0,1,1,0,0,2,0,0,0,
Calvin Pitcher,70877,LB,UAB,1,1,0,0.0,0,0,321,0,0,53.9,47.7,73.5,60.0,49.7,51.9,0,0,0,0,,33.3,1,0,0,39.6,0,0,0,8,0,6,12,2,0,0,2,0,0,10,1,5,2,0,1,0,1,0,0,0,0,
Tate Romney,70946,LB,ARIZONA ST,1,0,0,,0,0,110,0,0,63.3,49.7,0.0,57.1,57.0,49.1,0,0,0,0,,20.0,1,0,1,0.0,0,0,0,16,0,4,18,2,0,0,2,0,0,16,2,12,0,2,4,0,0,0,0,0,0,
Domani Jackson,71370,CB,ALABAMA,1,0,0,50.0,0,0,103,0,0,52.6,52.8,73.6,,58.5,60.1,0,0,0,0,25,25.0,1,0,0,95.8,1,0,0,0,21,17,22,0,0,0,0,0,1,22,0,5,0,0,3,0,2,0,0,25,2,25.0
Keanu Tanuvasa,71398,DI,BYU,1,0,0,,0,0,128,0,0,,40.9,0.0,63.0,50.5,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,15,15,8,5,0,2,0,0,8,7,0,0,0,0,0,0,0,0,0,
Aaron Smith,71596,CB,NEW MEXICO,1,0,0,,0,0,241,0,0,,60.0,66.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Solomone Langi,72318,DI,S JOSE ST,1,0,0,,0,0,285,0,0,,60.8,72.2,57.6,62.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,11,11,5,6,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,
Raider Damuni,72338,S,BYU,1,1,0,100.0,0,0,128,0,0,77.6,83.8,65.3,,62.8,77.7,0,0,0,0,0,0.0,0,0,0,79.2,1,0,0,2,0,3,4,0,0,0,0,0,2,4,0,1,0,1,1,0,1,0,0,0,1,0.0
Justin Flowe,72388,LB,UNLV,1,1,0,,0,0,325,0,0,,61.0,66.3,,60.5,73.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Jadon Pearson,72538,LB,FRESNO ST,1,3,0,66.7,0,0,169,0,0,56.2,46.6,76.7,59.9,42.6,34.2,0,0,0,0,41,28.6,2,0,0,109.7,2,0,0,31,0,17,39,7,0,0,7,0,0,32,1,21,1,2,2,0,3,0,0,45,54,22.5
