player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Kyle Pugh,35900,LB,N ILLINOIS,1,1,0,,0,0,254,0,0,60.4,73.3,68.3,,70.9,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,5,0,2,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,
Jordan Carmouche,39951,LB,ARK STATE,1,2,0,,0,0,113,0,0,65.1,54.2,77.6,58.7,49.0,79.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,53,0,12,53,0,0,0,0,0,0,53,2,39,0,0,3,0,0,0,0,0,0,
Bricen Garner,42520,S,W MICHIGAN,1,1,0,33.3,0,0,347,0,0,61.2,64.5,79.4,65.3,67.3,84.0,1,0,0,1,21,0.0,0,0,0,10.4,2,0,0,28,0,59,84,0,0,0,0,0,45,84,1,24,11,0,4,0,6,1,0,29,3,14.5
Clifford Chattman,42657,S,UTSA,1,1,0,20.0,0,0,331,0,0,56.8,64.8,80.2,60.0,73.1,79.7,0,1,0,1,56,0.0,0,0,0,34.2,1,0,0,24,1,29,72,2,0,0,2,0,23,70,1,42,22,0,1,0,5,1,0,56,25,56.0
Anthony Watts,42807,DI,MARSHALL,1,0,0,,0,0,214,0,0,55.4,61.8,76.2,54.4,72.5,33.3,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,4,44,44,3,41,0,0,0,0,22,18,0,4,4,0,0,0,0,0,0,
Ryan McWood,43189,LB,MIAMI OH,1,3,0,83.3,0,0,221,0,0,50.7,58.4,75.9,56.7,67.4,56.6,0,0,0,0,23,8.3,1,1,0,114.6,5,0,0,68,0,31,72,0,0,0,0,0,0,72,2,39,4,4,8,0,6,0,0,69,61,13.8
Jaydon Grant,43354,S,OREGON ST,1,0,0,100.0,0,0,265,0,0,68.0,70.7,78.3,57.9,73.6,85.5,0,0,0,0,16,0.0,0,0,0,118.8,1,0,0,27,0,38,73,2,0,0,2,0,17,71,2,33,27,3,8,1,1,0,0,16,-1,16.0
Jon-Michael Terry,43635,LB,TULSA,1,1,0,100.0,0,0,320,0,0,56.9,56.7,77.9,52.9,61.3,59.8,1,2,0,0,20,14.3,1,0,0,118.8,3,0,0,44,0,49,71,11,0,0,11,0,0,60,8,14,16,1,5,0,3,3,0,44,17,14.7
Sione Tupou,44093,LB,TEXAS ST,1,1,0,100.0,0,0,314,0,0,53.3,47.9,76.6,59.4,45.8,77.8,0,1,0,0,18,0.0,0,0,0,157.3,4,0,0,64,0,33,67,1,0,0,1,0,0,66,2,32,2,0,2,0,4,1,1,49,27,12.3
Semisi Fakasiieiki,44340,LB,PURDUE,1,0,0,66.7,0,0,273,0,0,69.6,73.6,68.7,,68.0,79.8,0,0,0,0,3,0.0,0,0,0,70.1,2,0,0,10,0,7,13,0,0,0,0,0,0,13,0,6,3,4,4,0,3,0,0,4,10,2.0
Penei Pavihi,52079,LB,HAWAII,1,0,0,,0,0,180,0,0,61.1,57.2,75.9,59.5,52.7,37.5,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,56,0,32,67,1,0,0,1,0,0,66,1,34,10,0,1,0,0,0,0,0,0,
George Nyakwol,52203,S,RICE,1,2,0,66.7,0,0,275,0,0,58.2,66.8,76.2,66.3,76.3,88.2,0,0,0,0,11,0.0,0,0,0,88.2,2,0,0,15,1,24,52,0,0,0,0,0,31,52,2,26,5,2,10,0,3,0,0,22,1,11.0
