player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Dru Prox,23093,LB,UTSA,1,0,0,,0,0,331,0,0,60.9,61.8,68.5,59.7,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,7,0,4,7,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,
Colby Reeder,30285,LB,IOWA STATE,1,0,0,,0,0,193,0,0,66.3,74.3,73.1,64.0,80.3,80.4,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,18,0,18,36,0,0,0,0,0,0,36,3,15,18,4,4,0,0,1,0,0,0,
Kyle Pugh,35900,LB,N ILLINOIS,1,2,0,,0,0,254,0,0,65.8,51.9,73.2,58.6,44.5,80.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,28,0,9,29,0,0,0,0,0,0,29,2,18,0,2,4,0,0,0,0,0,0,
Monte McGary,42477,CB,KANSAS,1,0,0,,0,0,198,0,0,62.5,70.3,70.0,60.0,60.0,,1,0,0,0,,,0,0,0,0.0,0,0,0,1,0,4,6,0,0,0,0,0,0,6,1,1,5,0,0,0,0,1,0,0,0,
Bricen Garner,42520,S,W MICHIGAN,1,1,0,83.3,0,0,347,0,0,57.0,53.4,76.9,58.3,47.6,64.0,0,0,0,0,26,16.7,2,0,0,100.7,5,0,0,21,0,35,65,0,0,0,0,0,30,65,1,29,14,5,9,0,6,0,0,49,13,9.8
Brandon Bouyer-Randle,42637,LB,UCONN,1,3,0,100.0,0,0,146,0,0,59.4,63.9,77.7,54.2,72.0,82.6,0,0,0,0,17,0.0,0,0,0,112.5,2,0,0,44,0,17,66,19,0,0,19,0,0,47,24,25,3,2,4,2,2,0,0,22,7,11.0
Clifford Chattman,42657,S,UTSA,1,0,0,0.0,0,0,331,0,0,82.0,75.3,80.5,60.0,56.9,59.0,0,0,0,0,,20.0,2,1,0,39.6,0,0,0,23,0,46,80,0,0,0,0,0,30,80,1,33,27,3,8,0,2,0,0,0,0,
Anthony Watts,42807,DI,MARSHALL,1,0,0,,0,0,214,0,0,,61.3,72.9,59.6,60.8,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,19,19,1,17,0,1,0,0,17,2,0,0,0,0,0,1,0,0,0,
Justin Clark,43185,CB,WISCONSIN,1,0,0,,0,0,349,0,0,66.6,67.1,75.1,,62.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,31,20,35,0,0,0,0,0,0,35,0,15,2,0,0,0,0,0,0,0,0,
Jaydon Grant,43354,S,OREGON ST,1,0,0,50.0,0,0,265,0,0,70.7,67.3,79.2,58.7,53.0,61.7,0,0,0,0,16,20.0,1,1,0,66.7,2,0,0,12,2,55,79,2,0,0,2,0,41,77,2,22,22,1,4,0,4,0,0,22,16,11.0
Jon-Michael Terry,43635,LB,TULSA,1,4,0,66.7,0,0,320,0,0,60.6,65.5,75.2,,66.6,75.0,0,0,0,0,13,5.6,1,0,0,84.0,2,0,0,64,0,24,72,4,0,0,3,1,0,68,0,48,3,11,13,0,3,0,0,19,9,9.5
Tyrone Hopper,43714,ED,MISSOURI,1,0,0,,0,0,229,0,0,,59.3,73.5,57.0,60.7,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,12,12,0,1,10,1,0,0,5,7,0,1,1,0,0,0,0,0,0,
Sione Tupou,44093,LB,TEXAS ST,1,6,0,66.7,0,1,314,0,0,70.0,79.2,74.9,76.7,76.5,84.2,0,1,0,0,17,0.0,0,1,0,81.3,2,1,0,53,0,33,56,1,0,0,1,0,0,55,4,19,2,1,2,0,3,2,0,17,8,8.5
Semisi Fakasiieiki,44340,LB,PURDUE,1,2,0,0.0,0,0,273,0,0,64.5,43.4,70.6,78.2,27.4,25.1,0,1,0,0,,50.0,2,0,0,39.6,0,0,0,26,0,14,30,1,0,0,1,0,0,29,2,14,3,0,0,0,1,1,0,0,0,
Penei Pavihi,52079,LB,HAWAII,1,2,0,100.0,0,0,180,0,0,66.6,62.9,75.6,55.4,57.9,62.3,0,1,0,0,13,20.0,1,0,0,118.8,1,0,0,55,1,26,61,1,0,0,1,0,0,60,3,32,4,2,2,0,1,1,0,13,10,13.0
Kenneth Orji,52209,ED,RICE,1,2,0,,0,0,275,0,0,60.4,63.6,74.4,63.0,61.4,73.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,2,16,14,0,0,12,2,0,2,5,9,1,0,0,0,0,1,0,0,0,
Trey Schuman,52216,ED,RICE,1,0,0,,0,0,275,0,0,60.0,69.7,74.7,54.5,74.0,76.6,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,24,24,0,1,18,5,0,0,10,14,0,4,5,2,0,2,0,0,0,
Alii Matau,52219,LB,S JOSE ST,1,0,0,,0,0,285,0,0,53.2,62.6,80.4,82.7,48.0,33.6,1,4,0,0,,50.0,3,0,0,0.0,0,3,0,18,0,29,63,32,0,0,32,0,0,31,20,14,13,4,3,0,0,8,0,0,0,
Gabe Reid,52273,ED,UTAH,1,0,0,,0,0,328,0,0,68.5,76.5,76.2,79.7,52.7,73.4,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,3,30,28,0,2,22,4,0,2,18,9,0,1,2,0,0,2,0,0,0,
Darrien Grant,52293,DI,USF,1,0,0,,0,0,327,0,0,,61.0,75.2,55.5,63.8,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,35,35,1,32,0,2,0,0,17,18,0,1,1,0,0,0,0,0,0,
Mekhi LaPointe,52315,S,USF,1,2,0,0.0,0,0,327,0,0,30.8,44.1,73.9,58.6,70.9,55.2,0,0,0,0,,20.0,1,0,0,39.6,0,0,0,25,0,18,39,0,0,0,0,0,13,39,1,20,1,2,2,0,1,0,0,0,0,
Nick Roberts,52318,S,SMU,1,0,0,72.7,0,0,287,0,0,43.1,42.5,78.9,60.0,45.4,54.0,0,0,0,2,41,25.0,2,0,1,114.8,8,0,0,23,1,60,72,1,0,0,1,0,21,71,1,11,26,1,6,0,11,0,2,143,51,17.9
Bryce Dugan,52425,DI,OHIO,1,2,0,,0,0,259,0,0,58.9,61.5,77.3,64.6,56.7,41.4,0,5,0,0,,16.7,1,0,0,0.0,0,0,0,4,0,4,56,52,4,29,8,11,0,4,41,11,0,3,3,0,0,5,0,0,0,
Cole Pearce,52970,LB,BALL ST,1,4,0,75.0,0,0,117,0,0,60.0,60.5,77.0,80.3,53.8,76.1,0,1,0,0,6,5.9,1,0,0,77.1,3,1,0,88,1,45,93,1,0,0,1,0,0,92,5,43,3,10,12,2,4,2,0,4,19,1.3
DeShawn Pace,53549,LB,CINCINNATI,1,1,0,,0,0,138,0,0,65.1,64.9,77.1,,62.7,77.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,29,6,11,57,11,0,0,11,0,1,46,0,46,10,0,1,0,0,0,0,0,0,
Ja'von Hicks,53569,S,CINCINNATI,1,1,0,,0,0,138,0,0,48.7,54.5,76.7,,59.4,49.8,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,20,2,11,59,0,0,0,0,0,35,59,0,48,2,1,2,0,0,0,0,0,0,
Eric Phillips,53572,ED,CINCINNATI,1,1,0,,0,0,138,0,0,,75.1,77.8,60.9,75.7,78.8,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,54,54,0,4,16,34,0,0,10,44,0,4,6,1,0,2,0,0,0,
Ivan Pace Jr.,53587,LB,CINCINNATI,1,4,0,,0,0,138,0,0,49.3,90.1,76.2,75.6,92.0,60.7,0,2,0,0,,23.1,3,0,0,0.0,0,1,0,44,0,5,44,0,0,0,0,0,0,44,3,36,0,4,6,0,0,3,0,0,0,
Ryan Mullaney,53704,ED,CINCINNATI,1,1,0,,0,0,138,0,0,,74.4,70.3,59.6,70.0,70.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,6,6,0,0,2,4,0,0,1,5,0,0,0,0,0,0,0,0,0,
