player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,CB,OREGON ST,1,0,0,0.0,0,0,265,0,0,42.8,40.8,69.0,,,27.3,0,0,0,0,,100.0,1,0,0,39.6,0,0,0,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,
Zaid Hamdan,52925,DI,KENT STATE,1,0,0,,0,0,201,0,0,,33.8,72.9,55.9,34.1,16.6,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,18,18,0,16,0,2,0,0,7,11,0,0,0,0,0,0,0,0,0,
DeShawn Pace,53549,LB,UCF,1,0,0,66.7,0,0,323,0,0,57.8,62.8,79.9,62.6,72.4,66.9,0,1,0,0,10,16.7,1,0,0,82.6,2,0,0,5,1,25,55,8,0,0,8,0,1,47,8,22,40,1,5,0,3,1,0,18,19,9.0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,,0,0,138,0,0,,58.3,75.8,53.3,62.8,71.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,0,1,17,11,0,0,14,15,0,1,1,1,0,0,0,0,0,
Cheikhsaliou Fall,54240,ED,CAL,1,0,0,,0,0,130,0,0,59.1,56.5,76.4,61.3,57.5,43.4,2,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,26,26,0,0,20,6,0,0,20,6,0,1,2,0,0,2,0,0,0,
Malik Denkins,55516,ED,C MICHIGAN,1,0,0,,0,0,134,0,0,,50.6,68.8,69.7,50.9,71.3,0,0,0,0,,,0,0,0,0.0,0,1,0,0,0,0,4,4,0,0,3,1,0,0,1,3,0,1,0,0,0,1,0,0,0,
Alex Howard,62494,LB,DUKE,1,0,0,100.0,0,0,154,0,0,46.1,47.2,74.7,56.0,58.4,79.1,0,0,0,0,26,0.0,0,0,1,118.8,2,0,0,15,0,14,27,3,0,0,3,0,0,24,3,10,9,2,3,0,2,0,0,34,6,17.0
Barry Brown,62724,LB,COAST CAR,1,0,0,,0,0,141,0,0,60.6,54.7,68.7,59.9,54.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,2,7,0,0,0,0,0,0,7,1,4,1,0,0,0,0,0,0,0,0,
Kam Butler,63872,ED,VIRGINIA,1,1,0,,0,0,335,0,0,71.5,78.0,1.3,80.6,60.4,74.8,2,5,0,0,,0.0,0,1,1,0.0,0,0,0,2,0,3,64,62,0,1,53,8,0,2,43,18,0,0,2,0,0,7,0,0,0,
Josh Minkins,66051,S,CINCINNATI,1,0,0,100.0,0,0,138,0,0,71.2,70.1,73.4,,63.8,77.9,0,0,0,0,-1,0.0,0,0,0,79.2,1,0,0,22,0,13,30,1,0,0,1,0,1,29,0,17,6,3,3,1,1,0,0,-1,2,-1.0
