player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,1,0,100.0,0,0,289,0,0,77.6,79.0,74.1,,71.3,81.1,0,0,0,1,4,0.0,0,0,0,43.8,1,0,0,11,0,19,29,0,0,0,0,0,15,29,0,10,3,0,2,0,1,0,0,4,5,4.0
Mark Williams,21922,CB,LA MONROE,1,0,0,100.0,0,0,209,1,0,65.3,64.4,75.2,60.0,59.3,44.5,0,0,0,0,5,25.0,1,0,0,85.4,2,0,0,7,34,26,43,2,0,0,2,0,0,41,1,16,0,2,3,0,2,0,0,9,2,4.5
Devin Taylor,22317,CB,BOWL GREEN,1,0,0,0.0,0,0,122,0,0,88.7,86.0,77.9,61.4,67.5,42.6,0,1,0,0,,50.0,1,4,0,39.6,0,0,0,0,73,30,75,0,0,0,0,0,2,75,1,44,0,0,1,0,5,1,0,0,0,
Cortez Davis,22974,CB,HAWAII,1,0,0,58.3,0,0,180,0,0,56.7,59.4,79.2,67.1,65.9,77.9,0,0,0,0,38,0.0,0,3,1,111.8,7,0,0,3,65,48,75,6,0,0,6,0,0,69,2,25,1,0,3,0,12,0,1,96,33,13.7
Dru Prox,23093,LB,UTSA,1,1,0,,0,0,331,0,0,63.9,60.5,70.1,56.4,58.5,77.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,19,0,7,19,0,0,0,0,0,0,19,3,9,0,0,2,0,0,0,0,0,0,
Reggie Stubblefield,23441,S,KANSAS ST,1,0,0,50.0,0,0,199,0,0,66.4,70.4,74.0,,66.5,28.2,0,0,0,0,6,50.0,1,1,0,56.3,1,0,0,0,0,9,11,1,0,0,1,0,0,10,0,2,10,1,1,0,2,0,0,6,5,6.0
Darion Dunn,23963,CB,TEXAS,1,0,0,75.0,0,1,311,0,0,71.8,72.1,74.4,,60.0,77.9,0,0,0,0,8,0.0,0,0,0,84.4,3,0,0,0,26,22,26,0,0,0,0,0,0,26,0,4,0,1,3,0,4,0,0,19,8,6.3
Luc Bequette,25776,DI,CAL,1,0,0,,0,0,130,0,0,,72.9,75.8,72.7,65.1,32.3,1,2,0,0,,40.0,2,0,0,0.0,0,1,0,0,0,0,52,52,6,36,0,10,0,0,34,18,0,4,3,0,0,4,0,0,0,
Jeremiah Moon,26453,LB,FLORIDA,1,0,0,,0,0,163,0,0,65.5,75.6,74.9,64.1,75.8,63.7,0,2,0,0,,16.7,1,0,0,0.0,0,0,0,20,0,9,27,5,0,0,5,0,0,22,6,12,2,2,5,0,0,2,0,0,0,
Demario McCall,28012,CB,OHIO STATE,1,0,0,,0,0,260,0,0,63.9,64.6,72.1,,60.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,13,7,15,0,0,0,0,0,0,15,0,8,2,0,0,0,0,0,0,0,0,
Brenden Schooler,28253,S,TEXAS,1,1,0,,0,0,311,0,0,64.9,66.7,74.4,,65.6,76.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,1,10,25,0,0,0,0,0,18,25,0,15,4,0,0,0,0,0,0,0,0,
Richard Moore,28853,LB,SMU,1,1,0,0.0,0,0,287,0,0,50.9,66.2,70.8,72.8,71.0,81.1,4,0,0,0,,0.0,0,0,0,39.6,0,1,0,28,0,12,29,0,0,0,0,0,0,29,8,9,1,4,3,1,1,5,0,0,0,
