player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,S,OREGON ST,1,0,0,100.0,0,0,265,0,0,69.1,66.1,72.3,,57.2,79.8,0,0,0,0,18,0.0,0,0,0,118.8,1,0,0,8,0,7,17,0,0,0,0,0,3,17,0,10,6,0,3,0,1,0,0,18,8,18.0
James Camden,53418,LB,W MICHIGAN,1,0,0,50.0,0,0,347,0,0,75.4,76.0,75.9,52.6,74.9,81.3,0,0,0,0,3,0.0,0,0,0,56.3,1,0,0,42,0,32,54,4,0,0,4,0,0,50,7,15,8,2,5,0,2,0,0,3,2,3.0
Shaun Myers,62235,LB,COLORADO,1,0,0,0.0,0,0,143,0,0,76.0,79.5,75.2,57.1,75.4,42.7,0,0,0,0,,40.0,2,1,0,39.6,0,0,0,48,0,11,51,1,0,0,1,0,0,50,4,36,2,3,3,0,2,0,0,0,0,
Mister Williams,70521,LB,S DIEGO ST,1,0,0,50.0,0,0,284,0,0,62.5,63.6,74.5,71.2,58.0,79.2,0,1,0,0,3,0.0,0,0,0,56.3,1,0,0,56,0,34,63,2,0,0,2,0,0,61,6,23,5,3,4,0,2,1,0,3,5,3.0
Ben Florentine,70644,DI,WYOMING,1,1,0,,0,0,351,0,0,60.0,61.1,76.4,49.5,76.6,28.1,0,3,0,0,,33.3,2,0,0,0.0,0,0,0,0,0,0,36,36,6,26,1,3,0,0,17,19,0,3,3,0,0,3,0,0,0,
Korey Foreman,70831,ED,FRESNO ST,1,0,0,,1,0,169,0,0,68.0,68.7,0.0,71.1,62.8,32.0,1,0,0,0,,50.0,1,1,1,0.0,0,0,0,0,0,4,29,29,0,0,29,0,0,0,18,7,0,1,1,0,0,1,0,0,0,
Calvin Pitcher,70877,LB,UAB,1,0,0,0.0,0,0,321,0,0,78.4,90.6,72.3,,81.5,78.1,0,1,0,0,,0.0,0,1,0,39.6,0,0,0,18,0,7,18,0,0,0,0,0,0,18,0,11,0,1,3,0,1,1,0,0,0,
Tate Romney,70946,LB,ARIZONA ST,1,0,0,,0,0,110,0,0,60.0,48.3,73.9,57.6,49.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,1,10,3,0,0,3,0,0,7,2,7,1,0,0,0,0,0,0,0,0,
Domani Jackson,71370,CB,ALABAMA,1,0,0,,0,0,103,0,0,65.2,65.7,69.7,,,74.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,
Keanu Tanuvasa,71398,DI,BYU,1,1,0,,0,0,128,0,0,,58.8,76.3,58.0,59.2,69.7,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,41,41,20,18,0,3,0,0,27,14,0,0,0,0,0,3,0,0,0,
