player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,S,OREGON ST,1,0,0,,0,0,265,0,0,62.3,62.6,68.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,5,7,0,0,0,0,0,4,7,0,2,0,0,0,0,0,0,0,0,0,
James Camden,53418,LB,W MICHIGAN,1,1,0,100.0,0,0,347,0,0,65.7,73.3,75.7,55.1,81.0,82.3,0,1,0,0,9,0.0,0,0,0,93.8,2,0,0,34,0,24,47,0,0,0,0,0,0,47,4,19,13,2,6,0,2,1,0,13,6,6.5
Shaun Myers,62235,LB,COLORADO,1,0,0,,0,0,143,0,0,60.0,49.2,70.5,59.4,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,4,4,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,
Mister Williams,70521,LB,S DIEGO ST,1,0,0,100.0,0,0,284,0,0,54.3,65.0,73.9,79.4,66.4,76.7,1,0,0,0,35,0.0,0,0,0,118.8,1,0,0,28,0,19,41,1,0,0,1,0,0,40,6,16,12,1,2,0,1,1,0,35,21,35.0
Ben Florentine,70644,DI,WYOMING,1,2,0,,0,0,351,0,0,60.0,72.9,77.1,59.1,74.9,75.2,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,44,44,7,31,0,6,0,0,19,25,0,1,3,1,0,2,0,0,0,
Korey Foreman,70831,ED,FRESNO ST,1,0,0,,0,0,169,0,0,60.3,64.5,75.6,63.0,62.2,71.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,19,19,0,0,19,0,0,0,6,11,0,1,1,0,0,1,0,0,0,
Calvin Pitcher,70877,LB,UAB,1,2,0,,0,0,321,0,0,63.2,77.4,80.2,59.7,78.5,82.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,37,0,8,68,27,0,0,26,1,0,41,1,59,4,6,7,0,0,0,0,0,0,
Domani Jackson,71370,CB,ALABAMA,1,1,0,100.0,0,0,103,0,0,61.2,63.6,74.3,,68.7,79.6,0,0,0,0,9,0.0,0,0,0,95.8,3,0,0,8,29,30,37,0,0,0,0,0,0,37,0,7,0,1,3,1,3,0,0,21,2,7.0
Keanu Tanuvasa,71398,DI,BYU,1,0,0,,0,0,128,0,0,,64.9,0.0,61.2,71.5,69.7,0,2,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,32,32,8,19,0,5,0,0,12,20,0,1,1,1,0,2,0,0,0,
Solomone Langi,72318,DI,S JOSE ST,1,1,0,,0,0,285,0,0,,68.5,73.6,65.0,65.2,70.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,13,13,12,1,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,
Raider Damuni,72338,S,BYU,1,2,0,100.0,0,0,128,0,0,58.3,59.8,74.0,,61.5,80.3,0,0,0,0,14,0.0,0,0,0,118.8,1,0,0,22,0,15,46,0,0,0,0,0,13,46,0,31,11,1,1,0,1,0,0,14,0,14.0
Jadon Pearson,72538,LB,FRESNO ST,1,4,0,,0,0,169,0,0,64.7,78.7,76.7,56.7,83.9,83.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,41,0,17,47,4,0,0,4,0,0,43,3,27,2,5,6,2,0,0,0,0,0,
