player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,0,0,100.0,0,0,289,0,0,57.6,53.4,75.2,59.5,48.7,36.3,0,0,0,0,5,33.3,2,0,0,87.5,1,0,0,23,1,24,51,0,0,0,0,0,18,51,1,26,9,4,4,0,1,0,0,5,0,5.0
Devin Taylor,22317,CB,BOWL GREEN,1,0,0,60.0,0,0,122,0,0,56.7,58.9,76.5,59.3,68.5,53.6,0,0,0,0,20,20.0,1,0,0,84.6,3,0,0,5,53,34,61,0,0,0,0,0,0,61,1,26,3,2,4,0,5,0,0,39,3,13.0
Cortez Davis,22974,CB,HAWAII,1,1,0,85.7,0,0,180,0,0,53.4,55.9,77.6,74.9,55.8,57.2,1,0,0,0,24,0.0,0,0,0,146.7,6,0,0,9,64,34,76,3,0,0,3,0,0,73,2,40,0,1,4,0,7,1,1,68,24,11.3
Dru Prox,23093,LB,UTSA,1,0,0,0.0,0,0,331,0,0,60.0,55.1,68.0,,70.0,73.1,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,6,0,1,6,0,0,0,0,0,0,6,0,5,0,1,1,0,1,0,0,0,0,
Reggie Stubblefield,23441,S,KANSAS ST,1,0,0,100.0,0,0,199,0,0,65.7,66.1,76.2,57.0,63.3,39.0,0,0,0,0,14,33.3,1,0,0,118.8,1,0,0,2,0,19,25,1,0,0,1,0,1,24,2,4,21,1,2,0,1,0,0,14,4,14.0
Darion Dunn,23963,CB,TEXAS,1,1,0,100.0,0,0,311,0,0,66.2,69.8,69.2,,66.6,80.1,0,0,0,0,7,0.0,0,0,0,93.8,2,0,0,3,7,4,10,0,0,0,0,0,0,10,0,6,0,0,3,0,2,0,0,13,9,6.5
Darren Evans,24171,CB,LSU,1,0,0,0.0,0,0,211,0,0,64.4,61.5,74.1,,53.6,,0,0,0,0,,,0,0,0,39.6,0,0,0,1,23,11,26,0,0,0,0,0,1,26,0,15,1,0,0,0,1,0,0,0,0,
Luc Bequette,25776,DI,CAL,1,2,0,,0,0,130,0,0,60.0,62.7,75.8,59.7,62.5,77.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,60,60,1,42,1,16,0,0,26,34,0,3,5,0,0,1,0,0,0,
Jeremiah Moon,26453,LB,FLORIDA,1,1,0,100.0,0,0,163,0,0,67.4,66.4,76.3,68.4,55.0,82.6,1,1,0,0,2,0.0,0,0,0,79.2,1,1,0,21,0,13,35,8,0,0,8,0,0,27,7,15,6,2,4,0,1,3,0,2,6,2.0
Brenden Schooler,28253,S,TEXAS,1,1,0,100.0,0,0,311,0,0,63.1,48.6,72.4,,35.2,48.7,0,0,0,0,20,25.0,1,0,0,114.6,2,0,0,4,0,8,20,0,0,0,0,0,12,20,0,12,4,1,2,0,2,0,0,23,4,11.5
