player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Colby Reeder,30285,LB,IOWA STATE,1,2,0,33.3,0,0,193,0,0,75.7,71.3,77.9,57.3,57.2,47.5,0,0,0,1,6,0.0,0,0,0,2.8,2,0,0,13,0,24,39,5,0,0,5,0,0,34,3,12,21,0,1,0,6,0,0,12,8,6.0
Kyle Pugh,35900,LB,N ILLINOIS,1,5,0,,0,0,254,0,0,73.3,71.9,77.4,69.6,62.3,76.4,1,1,0,0,,7.1,1,0,0,0.0,0,0,0,64,0,23,68,2,0,0,2,0,1,66,7,38,1,3,8,0,0,2,0,0,0,
Jordan Carmouche,39951,LB,ARK STATE,1,5,0,66.7,0,0,113,0,0,43.4,49.3,78.3,53.4,61.1,84.1,0,1,0,0,17,0.0,0,0,0,143.1,2,0,0,75,0,32,77,2,0,0,2,0,0,75,6,39,0,4,7,0,3,1,1,33,20,16.5
Bricen Garner,42520,S,W MICHIGAN,1,2,0,100.0,0,0,347,0,0,33.9,41.3,75.9,58.6,46.9,67.5,0,0,0,0,37,15.4,2,0,0,118.8,1,0,0,44,0,12,65,0,0,0,0,0,21,65,2,51,0,2,9,0,1,0,0,37,17,37.0
Brandon Moore,42620,CB,NEBRASKA,1,0,0,,0,0,238,0,0,65.0,65.2,71.5,60.0,60.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,12,8,13,0,0,0,0,0,0,13,1,4,0,0,0,0,0,0,0,0,0,
Brandon Bouyer-Randle,42637,LB,UCONN,1,2,0,100.0,0,0,146,0,0,64.8,67.1,73.4,70.8,61.8,81.5,0,2,0,0,6,0.0,0,0,0,87.5,2,1,0,38,0,19,50,10,0,0,10,0,0,40,4,27,2,2,3,1,2,3,0,10,8,5.0
Clifford Chattman,42657,S,UTSA,1,0,0,,0,0,331,0,0,64.4,58.0,76.7,,46.8,54.0,0,0,0,0,,22.2,2,0,0,0.0,0,0,0,19,0,20,43,0,0,0,0,0,8,43,0,23,16,1,7,0,0,0,0,0,0,
Anthony Watts,42807,DI,MARSHALL,1,1,0,,0,0,214,0,0,60.0,69.9,76.2,64.3,69.4,72.8,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,10,16,0,13,0,0,30,9,0,1,1,0,0,2,0,0,0,
Justin Clark,43185,CB,WISCONSIN,1,0,0,0.0,0,0,349,0,0,64.2,64.6,73.6,,60.2,,0,0,0,0,,,0,0,0,39.6,0,0,0,0,20,14,20,0,0,0,0,0,0,20,0,6,0,0,0,0,2,0,0,0,0,
Ryan McWood,43189,LB,MIAMI OH,1,3,0,100.0,0,0,221,0,0,45.1,52.0,75.3,56.4,64.4,58.3,0,0,0,0,19,14.3,2,0,0,118.8,5,0,0,63,0,40,71,4,0,0,4,0,0,67,2,29,4,5,9,0,5,0,0,76,18,15.2
Jaydon Grant,43354,S,OREGON ST,1,2,0,50.0,0,0,265,0,0,68.6,73.4,75.8,59.2,77.3,81.7,1,0,0,1,8,0.0,0,0,0,20.8,1,0,0,12,0,15,39,0,0,0,0,0,17,39,1,23,10,1,2,0,2,1,0,8,8,8.0
Jon-Michael Terry,43635,LB,TULSA,1,3,0,,0,0,320,0,0,60.7,71.2,75.8,57.0,79.2,64.2,0,0,0,0,,16.7,1,0,0,0.0,0,0,0,23,0,13,38,6,0,0,6,0,0,32,3,22,9,1,2,0,0,0,0,0,0,
Tyrone Hopper,43714,ED,MISSOURI,1,0,0,,0,0,229,0,0,,55.4,74.8,56.1,57.0,23.9,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,18,18,0,0,17,1,0,0,8,10,0,0,0,0,0,0,0,0,0,
Sione Tupou,44093,LB,TEXAS ST,1,1,0,66.7,0,0,314,0,0,74.1,68.8,76.3,59.3,59.4,80.7,0,0,0,1,45,0.0,0,1,0,109.7,4,0,0,64,0,29,68,1,0,0,1,0,0,67,1,38,3,3,5,0,6,0,1,97,50,24.3
Antwaine Richardson,49364,S,KENT STATE,1,0,0,0.0,0,0,201,0,0,45.6,50.6,77.0,,65.6,73.1,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,8,0,22,46,0,0,0,0,0,15,46,0,24,23,1,1,0,1,0,0,0,0,
Todd Bradley-Glenn,49811,LB,GA SOUTHRN,1,1,0,100.0,0,0,174,0,0,41.6,51.9,72.1,56.3,63.5,55.2,0,1,0,0,10,16.7,1,0,0,97.9,2,0,0,46,0,15,46,0,0,0,0,0,0,46,3,28,0,2,4,1,2,1,0,15,13,7.5
Penei Pavihi,52079,LB,HAWAII,1,1,0,100.0,0,0,180,0,0,49.7,55.7,76.2,76.3,56.0,48.9,0,1,1,1,32,25.0,1,0,0,79.2,5,1,0,47,0,21,49,1,0,0,1,0,0,48,4,24,1,2,2,0,5,2,0,78,56,15.6
George Nyakwol,52203,S,RICE,1,1,0,50.0,0,0,275,0,0,73.1,75.5,74.8,75.2,64.6,78.8,2,0,0,1,16,0.0,0,1,0,37.5,1,0,0,17,0,29,42,1,0,0,1,0,21,41,2,11,3,0,1,0,2,2,0,16,0,16.0
Trey Schuman,52216,ED,RICE,1,0,0,,0,0,275,0,0,62.6,84.6,75.7,73.3,73.0,73.6,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,23,23,0,0,20,3,0,0,12,10,0,2,2,0,0,3,0,0,0,
Gabe Reid,52273,ED,UTAH,1,2,0,,0,0,328,0,0,60.0,85.7,76.6,76.6,80.6,77.5,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,32,32,0,0,32,0,0,0,15,16,0,4,4,1,0,3,0,0,0,
Ryan Johnson,52282,ED,NWESTERN,1,0,1,,0,0,256,0,0,59.5,61.9,75.6,65.3,59.1,70.2,1,0,0,0,,,0,0,0,0.0,0,1,0,0,0,1,34,34,0,6,17,11,0,0,21,12,0,1,0,0,0,2,0,0,0,
Bentlee Sanders,52291,S,NEVADA,1,0,0,50.0,0,0,239,0,0,57.8,58.1,77.8,,58.8,45.2,0,0,0,0,10,33.3,2,0,1,58.3,2,0,0,21,1,31,58,0,0,0,0,0,16,58,0,27,20,2,4,0,4,0,0,14,1,7.0
Darrien Grant,52293,DI,USF,1,0,0,,0,0,327,0,0,,46.7,71.0,66.4,44.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,
Mekhi LaPointe,52315,S,USF,1,1,0,100.0,0,0,327,0,0,77.9,70.8,76.4,64.5,53.3,68.5,0,0,0,0,4,12.5,1,0,0,83.3,1,1,0,17,1,20,44,0,0,0,0,0,17,44,0,24,9,6,6,1,1,1,0,4,3,4.0
Nick Roberts,52318,S,SMU,1,1,0,50.0,0,0,287,0,0,41.7,43.5,76.7,,51.1,78.7,0,0,0,0,25,0.0,0,0,0,95.8,1,0,0,26,1,29,56,0,0,0,0,0,14,56,0,27,15,0,2,0,2,0,0,25,9,25.0
Bryce Dugan,52425,DI,OHIO,1,0,0,,0,0,259,0,0,60.0,51.7,72.9,55.9,61.9,23.8,0,1,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,11,11,0,0,9,2,0,0,7,4,0,0,0,0,0,1,0,0,0,
Tyler Bentley,52790,DI,PITTSBURGH,1,0,0,,0,0,268,0,0,,55.5,72.0,54.6,58.6,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,14,14,0,13,0,1,0,0,7,7,0,1,1,0,0,0,0,0,0,
Xavier Peters,52819,ED,FAU,1,0,0,,0,0,165,0,0,60.0,51.6,0.0,58.1,65.7,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,9,9,0,0,9,0,0,0,3,5,0,0,0,0,0,0,0,0,0,
Cole Pearce,52970,LB,BALL ST,1,3,0,0.0,0,0,117,0,0,64.2,80.8,74.5,67.6,84.0,80.9,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,50,0,17,51,1,0,0,1,0,0,50,4,30,0,3,3,2,1,0,0,0,0,
DeShawn Pace,53549,LB,CINCINNATI,1,1,0,33.3,0,0,138,0,0,68.6,69.8,69.6,72.6,60.7,81.5,1,1,0,0,4,0.0,0,1,0,42.4,1,0,0,27,0,17,33,1,0,0,1,0,0,32,2,14,5,2,4,0,3,2,0,4,7,4.0
Ja'von Hicks,53569,S,CINCINNATI,1,2,0,33.3,0,0,138,0,0,68.3,69.6,77.8,,68.2,80.0,0,0,0,0,7,0.0,0,0,0,42.4,1,0,0,6,0,28,55,0,0,0,0,0,35,55,0,27,14,1,2,0,3,0,0,7,8,7.0
