player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Kyle Pugh,35900,LB,N ILLINOIS,1,0,0,,0,0,254,0,0,52.3,52.4,72.6,58.4,58.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,20,0,9,23,1,0,0,1,0,0,22,2,12,2,0,0,0,0,0,0,0,0,
Jordan Carmouche,39951,LB,ARK STATE,1,1,0,50.0,0,0,113,0,0,56.2,47.2,78.8,59.4,40.8,49.0,0,0,0,0,11,20.0,1,0,0,66.7,1,0,0,75,0,42,78,2,0,0,2,0,0,76,1,35,1,2,3,0,2,0,0,11,8,11.0
Monte McGary,42477,CB,KANSAS,1,0,0,,0,0,198,0,0,61.9,56.3,70.4,,53.7,27.4,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,3,0,3,9,0,0,0,0,0,0,9,0,6,6,0,0,0,0,0,0,0,0,
Bricen Garner,42520,S,W MICHIGAN,1,3,0,75.0,0,0,347,0,0,53.2,61.6,78.8,,77.4,83.5,0,0,0,0,30,0.0,0,1,0,116.7,3,0,0,30,0,37,71,0,0,0,0,0,20,71,0,34,21,1,3,0,4,0,0,68,10,22.7
Brandon Moore,42620,CB,NEBRASKA,1,1,0,66.7,0,0,238,0,0,61.1,61.8,75.4,,62.3,77.0,0,0,0,0,13,0.0,0,0,0,91.0,2,0,0,1,44,30,45,0,0,0,0,0,0,45,0,15,0,0,1,0,3,0,0,24,5,12.0
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,0,66.7,0,0,146,0,0,65.4,56.2,77.4,59.6,47.3,61.5,1,0,0,0,7,14.3,1,0,0,75.7,2,0,0,73,0,38,88,15,0,0,15,0,0,73,9,41,0,2,6,1,3,1,0,13,14,6.5
Clifford Chattman,42657,S,UTSA,1,1,0,100.0,0,0,331,0,0,52.1,45.1,77.9,60.0,30.4,27.9,0,0,0,0,55,42.9,3,0,0,118.8,1,0,0,5,0,34,50,0,0,0,0,0,29,50,1,15,16,0,3,0,1,0,0,55,48,55.0
Anthony Watts,42807,DI,MARSHALL,1,0,0,,0,0,214,0,0,,42.5,75.4,56.6,40.4,72.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,9,17,1,2,0,0,13,16,0,2,2,1,0,0,0,0,0,
Justin Clark,43185,CB,WISCONSIN,1,0,0,,0,0,349,0,0,55.1,55.8,73.4,,60.6,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,18,12,19,0,0,0,0,0,0,19,0,7,1,0,0,0,0,0,0,0,0,
Ryan McWood,43189,LB,MIAMI OH,1,2,0,100.0,0,0,221,0,0,52.6,52.1,74.7,46.7,57.5,51.1,0,1,0,0,17,23.1,3,0,0,104.2,2,0,0,69,0,35,76,1,0,0,1,0,0,75,2,39,6,4,8,2,2,1,0,18,21,9.0
Jaydon Grant,43354,S,OREGON ST,1,1,0,50.0,0,0,265,0,0,66.3,68.8,79.9,68.3,67.3,84.9,0,1,0,0,25,0.0,0,1,0,74.0,2,1,0,7,0,60,71,1,0,0,1,0,52,70,2,9,11,3,6,0,4,2,0,29,22,14.5
Sione Tupou,44093,LB,TEXAS ST,1,2,0,100.0,0,0,314,0,0,53.2,59.9,74.9,75.5,61.9,37.3,1,1,0,0,74,28.6,2,0,0,158.3,2,0,0,58,1,30,61,1,0,0,1,0,1,60,2,29,0,1,3,0,2,2,1,87,70,43.5
