player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Colby Reeder,30285,LB,IOWA STATE,1,0,0,,0,0,193,1,0,70.7,74.2,76.1,64.6,72.7,53.1,0,1,0,0,,33.3,2,0,0,0.0,0,1,0,22,0,15,45,7,0,0,7,0,0,38,8,22,16,4,4,1,0,2,0,0,0,
Kyle Pugh,35900,LB,N ILLINOIS,1,0,0,0.0,0,0,254,0,0,70.6,78.0,71.3,,74.4,79.0,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,22,0,10,22,0,0,0,0,0,0,22,0,12,0,3,4,0,1,0,0,0,0,
Jordan Carmouche,39951,LB,ARK STATE,1,1,0,100.0,0,0,113,0,0,64.8,57.3,78.8,52.9,52.3,82.6,0,0,0,0,41,0.0,0,0,0,118.8,2,0,0,78,0,33,81,3,0,0,3,0,0,78,7,41,0,2,8,0,2,0,0,41,30,20.5
Monte McGary,42477,CB,KANSAS,1,0,0,,0,0,198,0,0,60.0,59.5,68.5,59.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,
Bricen Garner,42520,S,W MICHIGAN,1,4,1,100.0,0,0,347,0,0,55.4,59.3,77.3,66.6,62.6,85.0,0,0,0,0,17,0.0,0,0,0,118.8,2,0,0,37,0,35,74,0,0,0,0,0,24,74,2,37,13,0,4,0,2,0,0,27,22,13.5
Brandon Moore,42620,CB,NEBRASKA,1,0,0,40.0,0,0,238,0,0,77.8,77.4,77.5,,63.9,48.1,0,0,0,1,9,33.3,1,0,0,8.3,2,0,0,1,53,34,59,2,0,0,2,0,2,57,0,25,1,1,2,0,5,0,0,14,13,7.0
Brandon Bouyer-Randle,42637,LB,UCONN,1,1,1,100.0,0,0,146,0,0,63.7,67.5,77.7,62.1,69.0,72.7,0,1,0,0,26,11.1,1,0,0,108.3,4,0,0,39,0,29,61,19,0,0,19,0,0,42,14,18,3,3,7,0,4,1,0,40,12,10.0
Clifford Chattman,42657,S,UTSA,1,1,0,50.0,0,0,331,0,0,50.1,53.5,80.0,,67.3,34.9,0,0,0,0,17,33.3,2,1,1,75.0,2,0,0,15,0,48,67,0,0,0,0,0,26,67,0,19,26,0,3,0,4,0,0,30,17,15.0
Justin Clark,43185,CB,WISCONSIN,1,0,0,100.0,0,0,349,0,0,61.8,62.1,73.2,,60.0,74.2,0,0,0,0,21,0.0,0,0,0,118.8,2,0,0,0,20,16,20,0,0,0,0,0,0,20,0,4,0,0,1,0,2,0,0,26,2,13.0
Ryan McWood,43189,LB,MIAMI OH,1,5,0,66.7,0,1,221,0,0,78.5,77.4,77.4,52.4,70.5,75.3,0,0,0,0,9,8.3,1,0,0,81.3,2,0,0,74,0,45,79,1,0,0,1,0,0,78,6,28,4,2,6,1,3,0,0,17,11,8.5
Jaydon Grant,43354,S,OREGON ST,1,1,0,100.0,0,0,265,0,0,44.6,48.8,78.2,59.2,61.8,40.5,0,0,0,0,31,28.6,2,0,0,118.8,3,0,0,11,0,38,65,0,0,0,0,0,35,65,1,26,19,1,4,0,3,0,0,68,27,22.7
Jon-Michael Terry,43635,LB,TULSA,1,2,0,100.0,0,0,320,1,0,60.0,59.7,82.1,54.3,67.7,78.0,0,0,0,0,26,0.0,0,0,0,158.3,1,0,0,4,0,1,71,66,0,0,66,0,0,5,8,62,1,2,2,0,1,0,1,26,6,26.0
Tyrone Hopper,43714,ED,MISSOURI,1,1,0,,1,0,229,0,0,60.3,49.4,0.0,57.0,62.3,72.2,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,1,0,2,11,10,0,0,9,1,0,1,4,5,0,0,0,0,0,0,0,0,0,
Sione Tupou,44093,LB,TEXAS ST,1,1,0,87.5,0,0,314,0,0,52.3,61.3,76.4,82.9,64.9,60.6,0,1,0,0,9,20.0,1,0,0,86.5,7,0,0,66,0,49,71,0,0,0,0,0,0,71,9,13,5,0,3,0,8,1,0,38,37,5.4
Semisi Fakasiieiki,44340,LB,PURDUE,1,0,0,100.0,0,0,273,0,0,62.1,55.1,0.0,59.2,59.3,31.8,0,0,0,0,11,33.3,1,0,1,152.1,1,0,0,28,0,17,32,0,0,0,0,0,0,32,1,14,4,0,2,0,1,0,1,11,14,11.0
Antwaine Richardson,49364,S,KENT STATE,1,0,0,100.0,0,0,201,0,0,61.9,68.9,77.5,,73.9,70.6,0,0,0,0,15,10.0,1,0,0,118.8,1,0,0,28,0,19,64,1,0,0,1,0,22,63,0,45,13,6,9,1,1,0,0,15,4,15.0
Todd Bradley-Glenn,49811,LB,GA SOUTHRN,1,0,0,,0,0,174,0,0,61.0,71.2,70.9,,70.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,10,0,3,10,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,
Penei Pavihi,52079,LB,HAWAII,1,2,0,33.3,0,0,180,0,0,57.8,61.6,76.1,60.7,64.5,76.8,0,0,0,0,8,9.1,1,0,0,42.4,1,0,0,57,0,28,67,2,0,0,2,0,1,65,7,32,7,7,8,0,3,0,0,8,2,8.0
