player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,S,OREGON ST,1,0,0,50.0,0,0,265,0,0,78.0,76.2,73.2,,60.9,76.2,0,0,0,0,6,0.0,0,1,0,56.3,1,0,0,6,0,11,16,0,0,0,0,0,6,16,0,5,4,1,1,0,2,0,0,6,2,6.0
Shaun Myers,62235,LB,COLORADO,1,1,0,,0,0,143,0,0,58.4,72.2,75.3,55.3,81.2,65.1,0,1,0,0,,10.0,1,0,0,0.0,0,0,0,44,0,17,55,4,0,0,4,0,0,51,5,33,7,6,8,1,0,1,0,0,0,
Mister Williams,70521,LB,S DIEGO ST,1,1,0,66.7,0,0,284,0,0,62.8,62.7,77.8,53.6,63.9,82.3,0,1,0,0,14,0.0,0,0,0,82.6,2,0,0,40,0,29,62,3,0,0,3,0,1,59,6,27,18,1,3,0,3,1,0,18,3,9.0
Calvin Pitcher,70877,LB,UAB,1,2,0,100.0,0,0,321,0,0,57.8,54.8,73.0,59.0,55.3,57.6,0,0,0,0,8,40.0,2,0,0,85.4,2,0,0,16,0,5,22,3,0,0,3,0,0,19,2,15,3,1,1,0,2,0,0,9,20,4.5
Domani Jackson,71370,CB,ALABAMA,1,0,0,,0,0,103,0,0,64.1,64.5,70.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,10,8,11,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,
Keanu Tanuvasa,71398,DI,BYU,1,2,0,,0,0,128,0,0,,67.1,78.8,57.1,70.6,43.3,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,64,64,31,32,0,1,0,0,32,32,0,1,1,0,0,0,0,0,0,
Solomone Langi,72318,DI,S JOSE ST,1,1,0,,0,0,285,0,0,,74.6,73.4,62.0,70.3,74.3,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,5,13,0,0,0,0,2,16,0,3,3,0,0,1,0,0,0,
Raider Damuni,72338,S,BYU,1,2,0,0.0,0,0,128,0,0,73.7,70.9,73.6,,61.4,53.9,0,0,0,0,,25.0,2,1,0,39.6,0,0,0,25,1,22,42,0,0,0,0,0,8,42,0,20,8,2,4,0,2,0,0,0,0,
Justin Flowe,72388,LB,UNLV,1,0,0,100.0,0,0,325,0,0,72.9,59.8,72.5,55.0,60.0,76.5,0,1,0,0,3,0.0,0,0,0,79.2,1,0,0,11,0,8,14,1,0,0,1,0,0,13,4,2,1,2,2,0,1,1,0,3,0,3.0
Justin Sinclair,74258,S,HAWAII,1,0,0,,0,0,180,0,0,65.0,68.3,72.8,,67.9,76.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,9,0,11,21,0,0,0,0,0,11,21,0,10,1,1,2,0,0,0,0,0,0,
Zion Branch,74395,S,GEORGIA,1,0,0,100.0,0,0,173,0,0,60.0,55.1,75.0,,49.6,78.6,0,0,0,0,6,0.0,0,0,0,91.7,1,0,0,11,0,11,29,1,0,0,1,0,14,28,0,18,3,0,3,0,1,0,0,6,0,6.0
Bam Booker,76122,ED,BOWL GREEN,1,0,1,,0,0,122,0,0,,52.7,75.3,65.7,45.7,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,26,26,0,1,22,3,0,0,12,14,0,0,0,0,0,1,0,0,0,
Brendon Harris,83446,S,MIDDLE TN,1,0,0,,0,0,224,0,0,58.5,67.0,76.1,,75.8,30.0,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,13,2,13,35,3,0,0,3,0,3,32,0,22,14,2,2,0,0,0,0,0,0,
Jayden Dunlap,85725,CB,BYU,1,0,0,0.0,0,0,128,0,0,60.7,61.3,70.3,,60.0,74.2,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,3,10,7,13,0,0,0,0,0,0,13,0,6,0,1,1,0,2,0,0,0,0,
Kalib Perry,86267,LB,LOUISVILLE,1,1,0,66.7,0,0,210,0,0,42.8,38.7,76.8,61.6,42.7,76.5,0,0,0,0,23,0.0,0,0,0,109.7,2,0,0,24,0,19,35,4,0,0,4,0,0,31,6,10,7,1,1,0,3,0,0,44,19,22.0
Blake Ruffin,86298,S,LOUISVILLE,1,0,0,,0,0,210,0,0,61.1,61.9,66.2,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,
Jalil Tucker,86578,CB,OREGON ST,1,0,0,40.0,0,0,265,0,0,57.4,56.9,76.1,65.7,47.4,28.3,1,0,0,0,35,50.0,1,1,1,109.2,2,0,0,0,41,22,42,1,0,0,1,0,0,41,1,19,0,1,1,0,5,1,1,41,2,20.5
Jackson Schulz,86773,S,KENTUCKY,1,0,0,,0,0,202,0,0,65.7,65.4,70.7,,60.0,76.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,6,10,0,0,0,0,0,8,10,0,4,1,0,1,0,0,0,0,0,0,
Ceyair Wright,86877,CB,NEBRASKA,1,2,0,50.0,0,0,238,0,0,60.0,64.5,79.1,61.3,75.4,53.3,0,0,0,0,45,25.0,1,0,0,134.4,2,1,0,7,8,35,62,2,0,0,2,0,0,60,2,25,45,2,1,0,4,1,1,49,60,24.5
David Reese,90079,ED,SYRACUSE,1,0,0,100.0,0,0,304,0,0,52.9,44.3,0.0,51.3,57.6,30.8,0,2,0,0,10,33.3,2,0,1,108.3,1,0,0,2,0,1,35,33,0,0,33,0,0,2,19,15,0,2,4,0,1,2,0,10,6,10.0
Ose Egbase,90529,ED,UNLV,1,0,0,100.0,0,0,325,0,0,60.0,60.8,77.1,61.3,67.9,73.6,0,1,0,0,7,0.0,0,0,0,95.8,1,0,0,0,0,1,36,35,11,3,14,7,0,1,23,12,0,0,1,0,1,1,0,7,2,7.0
Jett Elad,97543,S,RUTGERS,1,0,0,50.0,0,0,278,0,0,72.8,68.2,77.4,57.5,56.9,54.2,0,0,0,1,5,20.0,1,0,0,16.7,1,0,0,31,0,30,57,1,0,0,1,0,20,56,2,25,5,0,4,0,2,0,0,5,0,5.0
Mohamed Toure,97751,LB,MIAMI FL,1,0,0,33.3,0,0,220,0,0,52.3,56.3,74.3,56.6,66.1,54.1,0,0,0,0,8,16.7,1,0,0,42.4,1,0,0,38,0,26,40,0,0,0,0,0,0,40,2,12,2,4,5,0,3,0,0,8,0,8.0
Zaylin Wood,97761,DI,VANDERBILT,1,2,0,,0,0,333,0,0,,62.5,76.8,58.1,65.5,28.8,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,2,0,0,47,45,10,13,10,12,0,2,35,12,0,0,0,0,0,0,0,0,0,
Mark Davis,97886,CB,VANDERBILT,1,0,0,100.0,0,1,333,0,0,74.4,75.3,73.3,,63.7,58.6,0,0,0,0,32,16.7,1,0,0,118.8,5,0,0,1,22,16,23,0,0,0,0,0,0,23,0,7,0,1,5,0,5,0,0,83,27,16.6
Shammond Cooper,97918,LB,AKRON,1,0,0,80.0,0,0,102,0,0,33.2,48.0,76.1,75.6,71.3,80.4,0,1,0,0,18,0.0,0,0,0,133.8,4,1,0,24,0,17,30,1,0,0,1,0,0,29,3,10,5,1,4,0,5,2,1,33,28,8.3
Jalar Holley,97977,DI,CHARLOTTE,1,0,0,,0,0,136,0,0,,55.3,73.0,64.7,50.5,28.1,0,0,0,0,,100.0,1,0,0,0.0,0,1,0,0,0,0,18,18,1,16,0,1,0,0,10,8,0,1,0,0,0,1,0,0,0,
Myles Farmer,98122,S,APP STATE,1,0,0,,0,0,108,0,0,52.4,56.7,69.6,,67.1,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,5,0,2,9,2,0,0,2,0,0,7,0,7,2,1,1,1,0,0,0,0,0,
Zukudo Igwenagu,98305,ED,UMASS,1,1,0,,0,0,216,0,0,,56.9,75.4,66.8,52.4,27.7,0,2,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,26,26,0,0,21,5,0,0,8,18,0,1,1,0,0,2,0,0,0,
Jalen Catalon,98867,S,MISSOURI,1,1,0,100.0,0,0,229,0,0,67.3,69.1,74.1,,66.9,80.2,0,0,0,0,6,0.0,0,0,0,89.6,2,0,0,18,0,16,27,0,0,0,0,0,3,27,0,11,6,1,2,0,2,0,0,11,13,5.5
Taurean Carter II,98934,DI,COLORADO,1,0,0,,0,0,143,0,0,,62.9,70.5,58.8,63.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,8,8,0,7,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,
