player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Kwabena Bonsu,82237,DI,ARMY,1,1,0,,0,0,114,0,0,,71.7,73.7,54.9,73.2,73.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,0,10,1,15,0,0,4,22,0,1,1,0,0,0,0,0,0,
Eavan Gibbons,85696,S,NAVY,1,1,0,0.0,0,0,237,0,0,69.8,52.6,76.2,,37.8,52.8,0,0,0,0,,20.0,1,0,0,39.6,0,0,0,44,0,17,62,0,0,0,0,0,13,62,0,45,5,2,3,0,2,0,0,0,0,
Camden O'Gara,86506,LB,ARMY,1,5,0,,0,0,114,0,0,61.2,82.3,75.3,,83.3,51.9,0,1,0,0,,23.1,3,0,0,0.0,0,0,0,50,0,4,50,0,0,0,0,0,0,50,0,46,0,4,5,1,0,1,0,0,0,
Nicholas Straw,100994,ED,NAVY,1,4,0,,0,0,237,0,0,61.9,61.6,82.2,60.2,60.2,38.9,2,1,0,0,,25.0,2,0,0,0.0,0,0,0,1,0,8,62,57,0,0,57,0,0,5,9,45,4,1,2,0,0,3,0,0,0,
John Marshall,101082,S,NAVY,1,3,0,0.0,0,0,237,0,0,62.8,74.5,80.4,68.5,75.1,66.5,1,0,0,0,,11.1,1,0,0,39.6,0,1,0,12,13,5,61,25,0,0,25,0,0,36,11,45,11,4,5,0,1,2,0,0,0,
Taylor Robinson,101083,S,NAVY,1,0,0,,0,0,237,0,0,60.6,59.4,67.2,57.7,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,4,0,0,0,0,0,3,4,1,1,1,0,0,0,0,0,0,0,0,
Marquel Broughton,102671,S,ARMY,1,5,0,,0,0,114,0,0,57.5,71.7,76.7,,79.8,76.1,0,0,0,0,,6.7,1,0,1,0.0,0,0,0,35,0,8,62,0,0,0,0,0,2,62,0,54,25,3,9,2,0,0,0,0,0,
Quindrelin Hammonds,102679,S,ARMY,1,2,0,50.0,0,0,114,0,0,55.4,57.6,78.5,,58.5,49.2,0,0,0,0,25,28.6,2,0,0,135.4,1,0,0,28,1,8,62,1,0,0,1,0,1,61,0,54,31,1,3,0,2,0,1,25,2,25.0
Jabari Moore,102681,CB,ARMY,1,0,0,,0,0,114,0,0,63.9,60.6,75.2,,56.5,21.7,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,14,37,7,52,1,0,0,1,0,0,51,0,45,0,0,0,0,0,0,0,0,0,
Darius Richardson,102716,DI,ARMY,1,0,0,,0,0,114,1,0,,57.9,78.8,58.9,57.4,71.5,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,37,37,34,3,0,0,0,0,3,34,0,1,2,0,0,1,0,0,0,
