player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Dru Prox,23093,LB,UTSA,1,0,0,0.0,0,0,331,0,0,71.5,73.0,74.0,57.1,67.8,77.8,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,16,0,8,19,3,0,0,3,0,0,16,2,9,0,1,3,1,1,0,0,0,0,
Kyle Pugh,35900,LB,N ILLINOIS,1,2,0,0.0,0,0,254,0,0,72.1,79.6,73.1,66.1,72.5,81.8,0,1,0,0,,0.0,0,1,0,39.6,0,0,0,25,0,8,26,1,0,0,1,0,0,25,2,16,0,1,4,0,1,1,0,0,0,
Jordan Carmouche,39951,LB,ARK STATE,1,2,0,66.7,0,0,113,0,0,52.8,64.6,76.3,60.0,76.0,81.9,0,0,0,0,13,0.0,0,0,0,77.1,2,0,0,51,0,23,51,0,0,0,0,0,0,51,1,27,0,2,6,0,3,0,0,14,11,7.0
Bricen Garner,42520,S,W MICHIGAN,1,1,0,50.0,0,0,347,0,0,60.3,69.2,75.6,56.5,81.2,62.2,0,0,0,0,28,50.0,1,0,0,95.8,1,0,0,25,0,17,47,0,0,0,0,0,18,47,2,28,4,0,0,0,2,0,0,28,20,28.0
Brandon Bouyer-Randle,42637,LB,UCONN,1,5,0,,0,0,146,0,0,60.2,70.5,73.3,59.8,70.6,86.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,52,0,2,60,8,0,0,8,0,0,52,1,57,0,4,9,1,0,0,0,0,0,
Clifford Chattman,42657,S,UTSA,1,1,0,50.0,0,0,331,0,0,89.2,89.8,76.5,62.8,67.9,81.4,1,0,0,1,4,0.0,0,1,0,16.7,2,0,0,13,2,28,47,1,0,0,1,0,11,46,1,18,20,3,4,0,4,1,0,3,7,1.5
Anthony Watts,42807,DI,MARSHALL,1,0,0,,0,0,214,0,0,,50.9,76.2,55.7,50.7,28.3,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,32,32,8,24,0,0,0,0,20,12,0,2,3,0,0,0,0,0,0,
Justin Clark,43185,CB,WISCONSIN,1,0,0,100.0,0,0,349,0,0,52.6,50.9,67.8,,60.0,74.2,0,0,0,0,11,0.0,0,0,0,112.5,1,0,0,0,4,2,4,0,0,0,0,0,0,4,0,2,0,0,1,0,1,0,0,11,3,11.0
Ryan McWood,43189,LB,MIAMI OH,1,4,0,0.0,0,0,221,0,0,75.6,66.7,72.6,63.3,54.2,64.4,0,0,0,0,,11.1,1,1,0,39.6,0,0,0,53,0,23,57,2,0,0,2,0,0,55,3,31,1,2,4,0,1,0,0,0,0,
Jon-Michael Terry,43635,LB,TULSA,1,3,0,100.0,0,0,320,0,0,65.0,35.0,77.3,65.8,25.9,34.8,0,0,0,0,13,33.3,3,0,0,91.7,3,1,0,45,0,16,58,10,0,0,10,0,0,48,6,36,3,3,3,0,3,1,0,18,17,6.0
