player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,CB,OREGON ST,1,0,0,,0,0,265,0,0,,45.9,71.7,,46.1,21.4,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,1,4,0,7,2,0,0,2,0,0,5,0,7,0,0,0,0,0,0,0,0,0,
Zaid Hamdan,52925,DI,KENT STATE,1,2,0,,0,0,201,0,0,,72.0,75.7,79.7,64.2,72.8,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,40,40,4,32,0,4,0,0,13,27,0,1,1,0,0,2,0,0,0,
DeShawn Pace,53549,LB,UCF,1,0,0,90.0,0,0,323,0,0,69.3,66.1,75.6,56.3,56.0,75.6,0,0,0,0,18,9.1,1,0,0,88.3,9,0,0,51,0,47,66,6,0,0,6,0,0,60,7,12,9,4,10,1,10,0,0,52,24,5.8
Eric Phillips,53572,ED,CINCINNATI,1,0,0,,0,0,138,0,0,,62.2,0.0,70.2,51.7,74.8,0,1,0,0,,,0,0,1,0.0,0,2,0,1,0,0,37,36,0,0,35,1,0,1,30,7,0,2,0,0,0,3,0,0,0,
Iesa Jarmon,53981,CB,AKRON,1,0,0,,0,0,102,0,0,65.2,69.5,71.3,,69.7,73.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,13,9,16,0,0,0,0,0,0,16,0,7,0,1,1,0,0,0,0,0,0,
Jaheim Thomas,54193,LB,WISCONSIN,1,6,0,,0,0,349,0,0,73.0,66.3,75.8,53.8,61.1,83.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,45,0,16,52,7,0,0,7,0,0,45,7,29,0,0,2,0,0,0,0,0,0,
Cheikhsaliou Fall,54240,ED,CAL,1,0,0,,0,0,130,0,0,,50.7,75.1,54.9,52.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,16,16,0,0,13,3,0,0,8,8,0,0,0,0,0,0,0,0,0,
Alex Howard,62494,LB,DUKE,1,3,0,,0,0,154,0,0,52.2,42.1,76.8,64.3,35.8,28.8,0,0,0,0,,37.5,3,0,0,0.0,0,1,0,53,0,23,62,5,0,0,5,0,0,57,6,33,4,1,2,0,0,1,0,0,0,
Barry Brown,62724,LB,COAST CAR,1,0,0,100.0,0,0,141,0,0,42.8,30.9,71.6,62.3,31.9,26.8,0,0,0,0,14,50.0,1,0,0,100.0,3,0,0,17,0,7,17,0,0,0,0,0,0,17,1,9,0,1,1,0,3,0,0,24,16,8.0
Kam Butler,63872,ED,VIRGINIA,1,2,0,,0,0,335,0,0,62.3,82.8,79.4,84.8,70.2,48.2,1,6,0,0,,28.6,2,0,0,0.0,0,0,0,1,0,3,67,66,0,3,58,5,0,1,36,28,0,0,3,0,0,7,0,0,0,
Ben Florentine,70644,DI,WYOMING,1,2,0,,0,0,351,0,0,,63.4,75.6,54.6,68.2,72.9,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,4,33,2,0,0,0,23,16,0,0,0,0,0,1,0,0,0,
Korey Foreman,70831,ED,FRESNO ST,1,0,1,,0,1,169,0,0,60.3,82.8,74.2,84.2,60.1,73.4,0,1,0,0,,,0,0,0,0.0,0,2,0,0,0,2,12,12,0,0,12,0,0,0,8,2,0,2,0,0,0,3,0,0,0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,3,1,100.0,0,0,169,0,0,58.3,66.0,75.3,77.2,62.5,64.7,0,2,0,0,10,16.7,1,0,0,108.3,1,0,0,38,0,20,43,1,0,0,1,0,0,42,7,16,4,2,2,0,1,2,0,10,0,10.0
