player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,S,OREGON ST,1,0,0,,0,0,265,0,0,63.3,65.0,68.5,,61.8,73.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,6,8,0,0,0,0,0,3,8,0,2,2,1,1,0,0,0,0,0,0,
James Camden,53418,LB,W MICHIGAN,1,1,0,,0,0,347,0,0,62.0,69.0,74.7,55.2,71.7,59.2,0,0,0,0,,16.7,1,0,0,0.0,0,0,0,48,0,11,50,1,0,0,1,0,0,49,5,34,1,3,4,0,0,0,0,0,0,
Shaun Myers,62235,LB,COLORADO,1,0,0,,0,0,143,0,0,64.9,61.6,76.0,54.9,59.9,49.6,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,42,0,17,50,6,0,0,6,0,0,44,7,26,2,3,4,2,0,0,0,0,0,
Mister Williams,70521,LB,S DIEGO ST,1,2,0,100.0,0,0,284,0,0,66.6,84.3,75.7,67.7,90.5,83.7,0,1,0,0,8,0.0,0,0,0,89.6,2,0,0,54,0,30,57,0,0,0,0,0,0,57,2,25,3,4,7,1,2,1,0,11,11,5.5
Ben Florentine,70644,DI,WYOMING,1,1,0,,0,0,351,0,0,60.0,75.7,78.5,70.6,73.6,74.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,50,50,20,29,0,1,0,0,15,34,0,3,4,0,0,1,0,0,0,
Korey Foreman,70831,ED,FRESNO ST,1,0,1,,0,0,169,0,0,,65.9,77.2,72.2,53.0,50.0,0,0,0,0,,33.3,1,0,0,0.0,0,1,0,0,0,0,28,28,0,1,27,0,0,0,18,10,0,2,2,1,0,1,0,0,0,
Calvin Pitcher,70877,LB,UAB,1,0,0,100.0,0,0,321,0,0,52.7,59.1,71.2,,69.7,73.6,0,0,0,0,14,0.0,0,0,0,118.8,1,0,0,13,0,10,14,0,0,0,0,0,0,14,0,4,1,1,1,0,1,0,0,14,8,14.0
Solomone Langi,72318,DI,S JOSE ST,1,0,0,,0,0,285,0,0,,56.0,74.5,56.2,57.9,22.1,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,16,16,14,2,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,
Jadon Pearson,72538,LB,FRESNO ST,1,0,0,75.0,0,0,169,0,0,71.8,74.8,76.9,,71.2,73.0,0,0,0,0,9,10.0,1,0,0,78.1,3,0,0,49,0,31,57,3,0,0,3,0,0,54,0,26,5,8,9,2,4,0,0,13,11,4.3
Marco Notarainni,73389,LB,BOISE ST,1,2,0,0.0,0,0,120,0,0,70.7,65.4,77.2,58.4,60.3,79.8,1,1,0,0,,0.0,0,0,0,39.6,0,0,0,63,0,14,66,2,0,0,2,0,0,64,8,44,1,3,3,0,1,2,0,0,0,
Gio De Leon,73658,LB,BUFFALO,1,0,0,100.0,0,0,126,0,0,61.2,65.3,66.5,,60.4,,0,0,0,0,9,,0,0,0,104.2,1,0,0,7,0,4,7,0,0,0,0,0,0,7,0,3,0,0,0,0,1,0,0,9,8,9.0
Justin Sinclair,74258,S,HAWAII,1,0,0,,0,0,180,0,0,62.5,62.5,68.6,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,1,4,7,0,0,0,0,0,1,7,0,3,1,0,0,0,0,0,0,0,0,
