player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Dru Prox,23093,LB,UTSA,1,1,0,100.0,0,0,331,0,0,46.1,59.7,73.4,59.6,75.9,57.9,0,0,0,0,16,14.3,1,0,0,118.8,2,0,0,29,0,14,29,0,0,0,0,0,0,29,1,14,0,3,5,1,2,0,0,25,13,12.5
Colby Reeder,30285,LB,IOWA STATE,1,2,0,50.0,0,0,193,0,0,70.0,73.6,75.5,64.6,70.3,82.7,0,0,0,0,13,0.0,0,0,0,70.8,1,0,0,18,0,14,38,4,0,0,4,0,0,34,3,21,16,3,3,1,2,0,0,13,1,13.0
Kyle Pugh,35900,LB,N ILLINOIS,1,0,0,,0,0,254,0,0,62.2,61.1,71.5,56.8,60.8,74.3,0,0,0,0,,,0,0,0,0.0,0,0,0,20,0,7,22,1,0,0,1,0,0,21,3,12,0,0,0,0,0,0,0,0,0,
Jordan Carmouche,39951,LB,ARK STATE,1,2,0,100.0,0,0,113,0,0,61.1,72.4,78.3,52.6,85.0,82.3,0,0,0,0,6,0.0,0,0,0,87.5,2,0,0,62,0,32,65,3,0,0,3,0,0,62,6,27,0,3,6,0,2,0,0,10,6,5.0
Monte McGary,42477,CB,KANSAS,1,0,0,,0,0,198,0,0,60.6,62.2,68.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,0,2,5,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,
Bricen Garner,42520,S,W MICHIGAN,1,2,0,50.0,0,0,347,0,0,62.6,61.8,76.7,58.7,61.2,49.0,0,1,0,0,20,23.1,3,1,0,69.8,2,0,0,33,0,17,63,0,0,0,0,0,25,63,1,45,5,3,8,1,4,1,0,25,10,12.5
Brandon Moore,42620,CB,NEBRASKA,1,0,0,,0,0,238,0,0,60.0,61.2,66.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,0,50.0,0,0,146,0,0,47.2,43.8,77.3,53.1,46.3,80.3,0,2,0,0,8,0.0,0,0,0,60.4,1,0,0,35,1,20,62,25,0,0,25,0,0,37,16,26,1,3,5,1,2,2,0,8,13,8.0
Clifford Chattman,42657,S,UTSA,1,0,0,33.3,0,0,331,0,0,49.0,55.4,77.2,,70.9,74.8,0,0,0,1,32,0.0,0,0,0,74.3,1,0,0,4,0,20,35,0,0,0,0,0,18,35,0,15,13,1,1,0,3,0,1,32,15,32.0
Anthony Watts,42807,DI,MARSHALL,1,2,0,,0,0,214,0,0,58.6,44.5,76.0,55.5,43.1,76.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,3,41,41,6,32,1,2,0,0,20,18,0,1,3,0,0,1,0,0,0,
