player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jahsen Wint,42914,S,MARSHALL,1,0,0,,0,0,214,0,0,64.1,64.4,72.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,10,11,0,0,0,0,0,0,11,0,1,8,0,0,0,0,0,0,0,0,
Mason White,43872,CB,TCU,1,0,0,0.0,0,0,305,0,0,60.9,63.6,72.4,,62.5,,0,0,0,0,,,0,0,0,39.6,0,0,0,2,4,2,11,2,0,0,2,0,0,9,0,9,3,0,0,0,1,0,0,0,0,
Zaid Hamdan,52925,DI,TULSA,1,0,0,,1,0,320,0,0,60.3,53.3,74.2,56.4,52.6,22.7,0,1,0,0,,50.0,1,0,1,0.0,0,0,0,1,0,1,26,25,0,23,0,2,0,1,9,16,0,0,1,0,0,1,0,0,0,
Cole Pearce,52970,LB,BALL ST,1,2,0,83.3,0,1,117,0,0,50.0,68.4,76.4,83.0,77.9,85.4,0,0,0,0,16,0.0,0,0,0,97.2,5,2,0,64,0,36,71,3,0,0,3,0,0,68,5,30,4,9,10,1,6,2,0,44,26,8.8
Jaheim Thomas,54193,LB,ARKANSAS,1,4,0,100.0,0,0,111,0,0,48.8,58.7,76.2,75.2,61.0,57.3,1,2,0,0,17,15.4,2,0,0,118.8,2,0,0,43,0,17,53,2,0,0,2,0,0,51,7,29,8,4,7,1,2,3,0,28,9,14.0
Zachary Ford,55353,S,TOLEDO,1,1,0,81.8,0,0,316,0,0,64.7,64.3,81.4,59.7,60.8,68.0,0,0,0,0,24,12.5,1,1,0,95.8,9,0,0,5,0,35,67,2,0,0,2,0,1,65,2,30,59,4,6,0,11,0,0,77,40,8.6
Korey Hernandez,55796,CB,E MICHIGAN,1,0,0,100.0,0,0,160,0,0,45.2,45.3,74.0,60.0,60.0,27.3,0,1,0,0,15,50.0,1,0,0,110.4,2,0,0,0,0,12,15,0,0,0,0,0,1,15,1,2,14,0,1,0,2,1,0,21,3,10.5
John Davis,56230,CB,N TEXAS,1,1,0,50.0,0,0,251,0,0,59.5,43.6,75.6,,28.8,46.5,0,0,0,0,26,25.0,1,0,0,135.4,1,0,0,11,50,12,62,0,0,0,0,0,0,62,0,50,1,0,2,0,2,0,1,26,0,26.0
Taijh Alston,56348,ED,COLORADO,1,1,0,,0,0,143,0,0,61.1,70.6,76.8,65.9,68.1,74.8,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,41,40,0,5,22,13,0,1,26,14,0,1,1,0,0,3,0,0,0,
Demetrice Lofton,56355,ED,W GEORGIA,1,0,0,,0,0,1177,1,0,60.0,69.2,76.0,63.3,63.4,71.1,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,1,0,19,19,0,0,23,16,0,1,1,0,0,3,0,0,0,
