player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jahsen Wint,42914,S,MARSHALL,1,0,0,66.7,0,0,214,0,0,58.6,58.5,75.3,60.0,60.0,,0,1,0,0,7,,0,0,0,70.1,2,0,0,0,0,14,16,0,0,0,0,0,1,16,1,1,15,0,0,0,3,1,0,6,15,3.0
Sinjun Astani,52257,DI,USC,1,0,0,,0,0,326,0,0,,61.2,70.4,53.6,63.5,23.1,0,2,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,5,5,1,1,0,3,0,0,3,2,0,0,0,0,0,2,0,0,0,
Malik Vann,52555,ED,CINCINNATI,1,0,0,,0,0,138,0,0,,65.0,73.5,72.7,53.7,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,20,20,0,3,6,11,0,0,13,7,0,0,0,0,0,1,0,0,0,
Tyler Bentley,52790,DI,PITTSBURGH,1,0,0,,0,0,268,0,0,,68.9,72.7,57.5,70.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,13,13,1,12,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,
Xavier Peters,52819,ED,FAU,1,0,0,,0,0,165,0,0,60.4,60.6,76.2,59.5,59.6,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,2,30,30,0,0,26,4,0,0,21,7,0,0,0,0,0,1,0,0,0,
Zaid Hamdan,52925,DI,TULSA,1,0,0,,0,0,320,0,0,,76.5,73.7,66.0,74.9,27.8,0,1,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,25,25,0,19,1,5,0,0,14,11,0,1,1,0,0,1,0,0,0,
Cole Pearce,52970,LB,BALL ST,1,0,0,80.0,0,0,117,0,0,34.3,42.6,74.2,54.9,66.7,29.3,0,1,0,0,27,33.3,2,0,0,114.2,4,0,0,53,0,31,54,1,0,0,1,0,0,53,4,19,0,4,4,0,5,1,0,57,44,14.3
James Camden,53418,LB,CINCINNATI,1,0,0,,0,0,138,0,0,,38.4,70.1,,39.3,75.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,0,8,0,0,0,0,0,0,8,0,8,2,1,2,0,0,0,0,0,0,
DeShawn Pace,53549,S,CINCINNATI,1,2,0,50.0,0,0,138,0,0,64.9,68.9,80.3,69.3,65.1,55.5,0,1,0,0,21,16.7,1,0,0,87.5,1,0,0,7,0,20,36,10,0,0,10,0,0,26,5,11,19,1,3,0,2,1,0,21,18,21.0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,,0,1,138,0,0,,84.8,74.9,67.9,85.4,74.3,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,1,0,0,23,22,0,0,8,14,0,1,15,8,0,2,1,1,0,3,0,0,0,
