player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,CB,OREGON ST,1,0,0,100.0,0,0,265,0,0,47.8,39.7,67.6,,,,0,0,0,0,31,,0,0,0,118.8,1,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,31,3,31.0
Zaid Hamdan,52925,DI,KENT STATE,1,0,0,,0,0,201,0,0,,51.0,0.0,56.3,62.0,,0,1,0,0,,,0,0,1,0.0,0,0,0,0,0,0,17,17,0,16,0,1,0,0,6,11,0,0,0,0,0,1,0,0,0,
DeShawn Pace,53549,LB,UCF,1,2,0,100.0,0,0,323,0,0,41.1,54.3,0.0,62.2,78.4,32.9,0,1,0,0,18,33.3,2,0,1,149.0,4,0,0,16,0,20,69,10,0,0,10,0,0,59,5,44,43,2,2,1,4,1,1,41,17,10.3
Eric Phillips,53572,ED,CINCINNATI,1,0,0,,0,0,138,0,0,60.0,60.0,76.9,62.6,56.4,73.9,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,0,0,29,5,0,0,14,20,0,1,2,0,0,2,0,0,0,
Iesa Jarmon,53981,CB,AKRON,1,0,0,,0,0,102,0,0,61.3,62.5,66.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,3,2,4,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,
Cheikhsaliou Fall,54240,ED,CAL,1,0,0,,0,0,130,0,0,,59.3,72.9,56.2,61.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,14,14,0,3,6,5,0,0,8,6,0,0,0,0,0,0,0,0,0,
Malik Denkins,55516,ED,C MICHIGAN,1,0,0,,0,0,134,0,0,,66.2,69.3,58.9,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,0,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,
Alex Howard,62494,LB,DUKE,1,3,0,100.0,0,0,154,0,0,48.3,47.0,0.0,67.2,50.1,40.8,0,4,0,0,21,30.0,3,0,1,118.8,2,0,0,46,1,17,62,3,0,0,3,0,0,59,9,36,12,2,4,0,2,4,0,30,10,15.0
Barry Brown,62724,LB,COAST CAR,1,1,0,100.0,0,0,141,0,0,52.1,65.3,75.7,55.7,80.8,64.4,0,0,0,0,15,11.1,1,0,0,118.8,2,0,0,65,0,36,73,1,0,0,1,0,0,72,6,31,7,5,7,2,2,0,0,28,8,14.0
Kam Butler,63872,ED,VIRGINIA,1,2,0,,0,0,335,0,0,60.0,60.3,78.8,57.9,61.1,27.0,2,1,0,0,,40.0,2,0,0,0.0,0,0,0,0,0,1,57,57,2,5,41,9,0,0,30,26,0,1,1,0,0,3,0,0,0,
