player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Michael McMorris,76674,CB,NAVY,1,0,0,0.0,0,0,237,0,0,76.0,70.2,73.2,,60.1,79.2,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,35,12,16,49,1,0,0,1,0,1,48,0,33,0,2,4,0,3,0,0,0,0,
Jamal Glenn,76677,CB,NAVY,1,1,0,100.0,0,0,237,0,0,57.7,56.9,71.0,,56.8,44.5,0,0,0,0,35,25.0,1,0,0,118.8,1,0,0,33,16,16,49,0,0,0,0,0,0,49,0,33,0,2,2,0,1,0,0,35,26,35.0
Diego Fagot,77563,LB,NAVY,1,1,0,100.0,1,0,237,0,0,53.2,48.2,0.0,60.3,55.3,80.0,2,0,0,0,12,0.0,0,0,1,108.3,2,0,0,49,0,9,49,0,0,0,0,0,0,49,7,33,0,3,4,0,2,2,0,20,7,10.0
Kemonte Yow,81189,LB,ARMY,1,2,0,,0,0,114,0,0,63.5,68.3,78.1,60.0,69.1,55.9,0,1,0,0,,25.0,4,0,0,0.0,0,0,0,49,0,7,54,5,0,3,2,0,0,49,0,47,0,6,10,0,0,1,0,0,0,
Arik Smith,81190,LB,ARMY,1,4,0,100.0,0,0,114,0,0,41.9,65.6,76.5,58.4,74.4,73.6,0,1,0,0,24,9.1,1,0,0,118.8,1,0,0,57,0,6,57,0,0,0,0,0,0,57,2,49,0,5,6,0,1,1,0,24,17,24.0
Nolan Cockrill,82232,DI,ARMY,1,3,0,,0,0,114,0,0,,80.0,79.2,64.2,80.2,76.8,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,56,56,52,4,0,0,0,0,8,48,0,3,3,0,0,2,0,0,0,
Ryan Duran III,82233,ED,ARMY,1,0,0,,0,0,114,0,0,,53.4,70.1,60.0,55.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,9,9,0,1,0,8,0,0,1,8,0,0,0,0,0,0,0,0,0,
Kwabena Bonsu,82237,DI,ARMY,1,4,0,,0,0,114,0,0,60.0,75.6,76.4,61.8,75.3,78.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,49,49,0,4,0,45,0,0,7,42,0,3,4,0,0,1,0,0,0,
Malkelm Morrison,83164,LB,ARMY,1,0,0,100.0,0,0,114,0,0,51.5,63.5,79.7,63.1,68.6,76.7,0,0,0,0,12,0.0,0,0,0,116.7,1,0,0,10,0,2,53,28,0,0,25,3,0,25,5,46,14,3,3,1,1,0,0,12,17,12.0
Cedrick Cunningham Jr.,83170,S,ARMY,1,2,0,,0,0,114,0,0,64.6,64.1,76.7,,62.9,83.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,38,0,8,57,1,0,0,1,0,3,56,0,49,15,0,5,0,0,0,0,0,0,
Brandon Walters,83626,HB,ARMY,1,0,0,,0,0,114,0,0,,51.0,60.0,,52.9,26.4,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Eavan Gibbons,85696,S,NAVY,1,0,0,0.0,0,0,237,0,0,84.2,69.5,0.0,,57.3,45.0,0,0,0,0,,25.0,2,1,1,39.6,0,0,0,34,0,16,49,0,0,0,0,0,7,49,0,33,8,2,6,0,2,0,0,0,0,
J'arius Warren,100960,ED,NAVY,1,3,0,,0,0,237,0,0,,78.3,76.2,54.2,83.2,78.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,49,49,0,12,9,28,0,0,16,33,0,4,5,1,0,0,0,0,0,
Nicholas Straw,100994,ED,NAVY,1,4,0,100.0,0,0,237,0,0,54.1,70.2,80.7,55.4,78.4,80.0,0,0,0,0,9,0.0,0,0,0,104.2,1,0,0,1,2,7,48,43,0,0,43,0,0,5,9,32,2,1,2,1,1,0,0,9,1,9.0
Terrell Adams,101080,LB,NAVY,1,0,0,,0,0,237,0,0,,62.1,66.1,59.2,61.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,
John Marshall,101082,LB,NAVY,1,3,0,100.0,0,0,237,0,0,50.9,69.9,76.6,62.8,78.6,81.7,2,1,0,0,23,0.0,0,0,0,118.8,1,0,0,21,3,10,49,21,0,0,21,0,0,28,6,33,4,3,5,0,1,3,0,23,9,23.0
Fabrice Voyne,102669,ED,ARMY,1,0,0,,0,0,114,0,0,,60.3,,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Marquel Broughton,102671,S,ARMY,1,6,0,100.0,0,0,114,0,0,30.0,52.1,78.0,,72.3,72.0,0,0,0,0,18,12.5,1,0,0,118.8,1,0,0,25,0,8,54,1,0,0,1,0,8,53,0,46,20,1,1,0,1,0,0,18,7,18.0
Isaiah Morris,102676,CB,ARMY,1,0,0,,0,0,114,0,0,,61.1,60.0,,60.0,72.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
Quindrelin Hammonds,102679,S,ARMY,1,0,0,,0,0,114,0,0,,61.5,65.8,,61.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,4,0,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,
Jabari Moore,102681,CB,ARMY,1,2,0,,0,0,114,0,0,67.3,74.9,74.2,,79.5,81.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,22,35,8,57,0,0,0,0,0,0,57,0,49,0,3,5,0,0,0,0,0,0,
