player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,1,0,100.0,0,0,289,0,0,50.6,49.4,77.1,59.7,49.1,39.2,0,0,0,1,28,30.0,3,0,0,118.8,3,0,0,29,0,25,70,0,0,0,0,0,27,70,1,44,14,0,6,0,3,0,2,68,49,22.7
Mark Williams,21922,CB,LA MONROE,1,0,0,100.0,0,1,209,1,0,89.4,89.2,73.3,,61.0,66.3,0,0,0,0,55,16.7,1,0,0,118.8,4,0,0,2,23,18,25,0,0,0,0,0,0,25,0,7,0,2,5,0,4,0,0,76,16,19.0
Devin Taylor,22317,CB,BOWL GREEN,1,0,0,66.7,0,0,122,0,0,65.7,65.7,76.1,60.0,62.8,80.0,0,0,0,0,30,0.0,0,0,0,102.1,2,0,0,9,51,32,61,1,0,0,1,0,0,60,1,28,0,1,5,0,3,0,0,32,15,16.0
Cortez Davis,22974,CB,HAWAII,1,2,0,53.8,0,1,180,0,0,64.5,65.6,78.6,,67.9,82.5,0,0,0,0,25,0.0,0,3,0,71.3,7,0,0,5,83,64,91,1,0,0,1,0,0,90,0,27,2,1,5,0,13,0,0,76,22,10.9
Dru Prox,23093,LB,UTSA,1,0,0,,0,0,331,0,0,63.7,66.4,68.7,59.5,65.1,74.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,19,0,11,19,0,0,0,0,0,0,19,1,7,0,1,1,0,0,0,0,0,0,
Reggie Stubblefield,23441,S,KANSAS ST,1,1,0,75.0,0,0,199,0,0,65.3,73.1,73.0,59.7,80.2,81.1,0,0,0,0,12,0.0,0,0,0,81.3,3,0,0,32,0,25,48,2,0,0,2,0,0,46,1,22,14,4,5,1,4,0,0,16,20,5.3
Mikel Horton,23509,DI,CHARLOTTE,1,1,0,,0,0,136,0,0,,62.6,74.5,57.3,63.5,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,27,27,1,26,0,0,0,0,9,18,0,1,1,0,0,0,0,0,0,
Darren Evans,24171,CB,LSU,1,0,0,100.0,0,0,211,0,0,62.2,58.5,76.3,,47.8,76.6,0,0,0,0,12,0.0,0,0,0,104.2,2,0,0,1,47,17,49,0,0,0,0,0,1,49,0,32,0,0,2,0,2,0,0,18,3,9.0
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,0,75.0,0,0,160,0,0,55.4,51.5,73.3,,45.6,22.9,0,0,0,0,44,66.7,2,0,0,115.6,3,0,0,18,6,26,43,0,0,0,0,0,0,43,0,17,19,0,1,0,4,0,0,49,32,16.3
Luc Bequette,25776,DI,CAL,1,0,1,,0,0,130,0,0,,68.5,73.7,72.7,60.6,69.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,2,22,0,2,0,0,13,13,0,0,1,0,0,1,0,0,0,
Demario McCall,28012,CB,OHIO STATE,1,1,0,100.0,0,0,260,0,0,71.6,73.9,69.9,,63.4,78.2,0,0,0,0,3,0.0,0,0,0,79.2,1,0,0,0,7,3,9,0,0,0,0,0,0,9,0,6,1,1,1,0,1,0,0,3,5,3.0
Richard Moore,28853,LB,SMU,1,1,0,100.0,0,0,287,0,0,56.4,52.9,70.1,79.3,42.6,77.6,2,0,0,0,44,0.0,0,0,0,118.8,1,0,0,29,0,8,29,0,0,0,0,0,0,29,4,17,0,2,2,1,1,2,0,44,45,44.0
