player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jacob Sirmon,83590,QB,C MICHIGAN,1,55,63.6,22,27,8.7,2.35,0,0,0.0,51.9,14,19,0.0,32,58.2,0,7,,68.5,53.0,74.3,53.4,54.3,,2,1,34,26.3,66.7,15.6,5,0,0,3,1,1,2.9,159,5.9,0,134,42.0,54.7,54.9,56.9,61.1,18,19,11.6,2.84,0,2,10.5,47.4,9,9,18.2,23,41.8,2,7,,25.5,57.3,73.1,58.8,,57.3,1,1,23,33.3,48.4,13.0,3,1,0,0,0,2,8.7,131,6.9,73.1,26,26,7.4,2.16,0,1,3.8,65.4,17,0,10.5,27,49.1,2,10,,67.9,76.1,73.5,78.4,54.3,57.3,0,0,27,,91.0,0.0,0,1,0,0,0,0,0.0,215,8.3,1,42.9,14,20,14.8,2.94,0,1,4.5,30.0,6,28,0.0,28,50.9,0,4,,28.0,31.3,74.0,31.2,,,3,2,30,28.6,19.8,28.6,8,0,0,3,1,3,10.0,75,3.8
Gunner Cruz,100575,QB,ARIZONA,1,55,85.7,14,16,5.6,2.52,0,0,0.0,75.0,12,10,0.0,19,34.5,0,5,,67.2,55.2,72.5,55.0,,,0,0,21,30.0,119.5,15.8,3,0,0,2,1,0,0.0,131,8.2,0,109,70.9,52.7,50.9,60.9,82.8,29,30,5.1,3.16,0,1,3.1,76.7,23,10,4.2,36,65.5,1,11,,68.9,48.4,74.6,50.6,,53.2,0,1,38,10.0,80.6,2.8,1,5,0,1,0,3,7.9,205,6.8,81.8,33,33,5.9,2.38,0,0,0.0,78.8,26,0,3.7,35,63.6,1,11,,68.7,56.7,74.4,55.7,,61.6,0,1,36,,86.7,0.0,0,2,0,0,0,2,5.6,259,7.8,0,90.0,10,13,3.1,3.92,0,1,6.3,69.2,9,20,0.0,20,36.4,0,5,,67.5,42.8,72.8,47.2,,50.2,0,0,23,20.0,110.1,20.0,4,3,0,3,1,1,4.3,77,5.9
Max Johnson,124099,QB,LSU,1,55,73.3,30,33,8.3,2.26,1,0,0.0,57.6,19,13,13.6,37,67.3,3,14,,30.3,40.9,74.7,39.6,,61.8,0,1,39,15.4,89.3,5.4,2,2,0,2,2,3,7.7,251,7.6,0,211,25.4,50.0,48.5,59.6,72.7,11,13,10.3,3.73,0,0,0.0,53.8,7,8,12.5,18,32.7,1,5,,22.9,61.1,72.0,70.7,,48.3,0,0,18,12.5,97.9,5.6,1,4,0,2,1,1,5.6,79,6.1,86.7,30,32,6.7,2.11,1,0,0.0,68.8,22,0,15.4,34,61.8,4,15,,68.5,70.8,74.2,73.6,,52.8,0,0,34,,125.7,0.0,0,2,0,1,3,0,0.0,269,8.4,0,36.4,11,14,14.5,3.76,0,0,0.0,28.6,4,21,0.0,21,38.2,0,4,,15.1,27.6,72.8,27.1,,55.8,0,1,23,14.3,15.5,14.3,3,4,0,3,0,4,17.4,61,4.4
Holton Ahlers,77651,QB,E CAROLINA,1,52,58.8,17,18,4.4,2.37,0,0,0.0,44.4,8,11,20.0,23,44.2,2,6,,67.5,53.4,72.8,54.5,,57.8,0,0,23,36.4,89.1,17.4,4,1,0,1,1,0,0.0,136,7.6,0,156,70.3,63.3,61.0,63.8,63.6,22,23,9.4,3.33,0,1,4.0,60.9,14,10,0.0,29,55.8,0,10,,68.3,69.7,73.9,66.2,,66.7,0,1,31,0.0,78.0,0.0,0,6,1,0,1,1,3.2,159,6.9,65.4,26,27,7.3,2.83,0,1,3.4,59.3,16,0,5.9,31,59.6,1,12,,68.5,63.9,74.1,62.8,,62.0,0,1,33,,94.1,0.0,0,4,1,0,2,1,3.0,216,8.0,0,53.8,13,14,7.0,3.01,0,0,0.0,42.9,6,21,14.3,21,40.4,1,4,,67.2,60.9,72.5,57.7,,64.2,0,0,21,19.0,61.3,19.0,4,3,0,1,0,0,0.0,79,5.6
Will Rogers,124184,QB,MISS STATE,1,52,100.0,4,4,8.3,2.53,0,0,0.0,100.0,4,1,0.0,4,7.7,0,4,,63.3,84.1,67.4,83.5,,,0,0,4,0.0,118.8,0.0,0,0,0,0,0,0,0.0,60,15.0,0,227,70.0,83.8,83.2,61.6,86.0,43,43,3.2,2.7,0,4,8.5,81.4,35,9,5.4,48,92.3,2,15,,69.7,80.1,75.7,79.5,,61.6,0,1,52,33.3,110.3,6.3,3,2,0,0,3,1,1.9,310,7.2,92.7,41,41,3.7,2.48,0,4,8.9,87.8,36,0,5.3,42,80.8,2,18,,69.4,91.7,75.3,91.1,,64.0,0,0,46,,125.7,0.0,0,1,0,0,3,0,0.0,341,8.3,0,50.0,6,6,3.0,3.56,0,0,0.0,50.0,3,10,0.0,10,19.2,0,1,,65.1,30.0,70.1,31.4,,57.3,0,1,10,30.0,24.3,30.0,3,1,0,0,0,1,10.0,29,4.8
Michael Pratt,123229,QB,TULANE,1,52,90.0,10,10,4.7,2.56,0,0,0.0,70.0,7,6,22.2,13,25.0,2,6,,20.0,42.4,71.0,61.1,,35.2,0,0,13,16.7,93.8,7.7,1,2,0,0,0,2,15.4,80,8.0,0,319,26.6,62.2,73.9,40.2,81.3,32,34,9.8,2.46,0,1,2.8,58.8,20,18,23.1,39,75.0,6,11,,69.1,72.2,75.0,76.1,,49.5,1,0,43,16.7,107.0,7.7,3,2,0,1,3,0,0.0,216,6.4,81.5,27,27,10.9,2.06,0,1,3.6,63.0,17,0,22.7,28,53.8,5,13,,68.2,78.9,73.7,79.9,,57.3,0,0,30,,111.0,0.0,0,1,0,0,2,0,0.0,206,7.6,0,86.7,15,17,4.5,2.99,0,0,0.0,58.8,10,24,23.1,24,46.2,3,4,,26.0,42.8,73.3,59.3,,33.1,1,0,26,16.7,92.8,16.7,4,3,0,1,1,2,7.7,90,5.3
Hunter Johnson,60362,QB,NWESTERN,1,52,73.3,15,15,7.6,2.31,0,1,6.3,73.3,11,7,0.0,18,34.6,0,6,,66.8,69.8,72.2,69.3,,,0,0,19,42.9,115.1,16.7,3,0,0,0,1,0,0.0,107,7.1,0,256,70.6,70.4,71.6,61.2,83.3,24,29,7.2,3.53,2,1,3.2,65.5,19,11,5.0,34,65.4,1,7,,68.6,65.7,74.4,69.8,,52.0,0,0,36,9.1,105.0,2.9,1,4,0,3,2,0,0.0,176,6.1,86.2,29,31,5.6,2.72,1,1,2.9,77.4,24,0,4.0,34,65.4,1,8,,68.7,68.6,74.5,71.4,,52.8,0,0,37,,122.6,2.9,1,2,0,1,3,0,0.0,177,5.7,2,60.0,10,13,12.5,3.83,1,1,7.7,46.2,6,18,0.0,18,34.6,0,5,,66.7,65.4,72.0,66.9,,57.9,0,0,18,16.7,74.5,16.7,3,2,0,2,0,0,0.0,106,8.2
Jake Haener,60596,QB,FRESNO ST,1,51,73.3,15,15,9.1,2.51,0,1,5.9,73.3,11,5,0.0,17,33.3,0,4,,67.0,70.9,72.2,70.4,,,0,0,19,40.0,92.1,11.8,2,0,0,0,0,0,0.0,104,6.9,0,169,39.6,66.4,73.6,39.2,70.4,27,28,9.3,2.77,0,1,3.4,67.9,19,7,0.0,34,66.7,0,12,,28.9,60.0,74.3,71.9,,33.5,0,0,35,28.6,99.4,5.9,2,4,0,1,1,1,2.9,194,6.9,69.4,36,36,8.8,2.54,0,1,2.6,69.4,25,0,0.0,39,76.5,0,13,,31.8,62.5,74.9,71.4,,33.7,0,0,41,,94.9,0.0,0,3,0,0,1,1,2.4,222,6.2,0,83.3,6,7,12.2,3.16,0,1,12.5,71.4,5,12,0.0,12,23.5,0,3,,65.8,68.9,71.0,71.9,,57.3,0,0,13,33.3,106.8,33.3,4,1,0,1,0,0,0.0,76,10.9
Dylan Morris,100570,QB,WASHINGTON,1,49,61.1,18,19,8.4,2.43,0,0,0.0,42.1,8,7,27.3,22,44.9,3,6,,67.5,65.5,72.8,65.1,,,0,1,23,42.9,31.0,13.6,3,0,0,1,0,0,0.0,72,3.8,0,340,70.1,54.3,51.9,63.2,74.1,27,27,6.4,2.7,0,0,0.0,70.4,19,3,5.0,27,55.1,1,8,,68.0,42.1,73.5,42.2,,,0,2,28,0.0,53.6,0.0,0,0,0,0,0,2,7.1,154,5.7,74.4,39,39,7.4,2.44,0,0,0.0,64.1,25,0,13.8,39,79.6,4,12,,68.9,58.9,74.7,58.7,,,0,2,39,,55.5,0.0,0,0,0,0,0,1,2.6,200,5.1,0,33.3,6,7,5.8,3.13,0,0,0.0,28.6,2,10,0.0,10,20.4,0,2,,65.8,38.3,70.7,38.4,,,0,1,12,30.0,3.0,30.0,3,0,0,1,0,1,8.3,26,3.7
Todd Centeio,60552,QB,COLO STATE,1,48,87.5,8,9,10.5,2.12,0,1,10.0,44.4,4,4,42.9,10,20.8,3,4,,65.6,71.1,70.4,70.7,,,1,0,11,25.0,72.0,10.0,1,0,0,0,0,0,0.0,71,7.9,0,144,40.2,76.9,81.9,39.8,81.8,33,33,8.9,2.62,0,1,2.9,75.8,25,14,7.4,38,79.2,2,14,66.7,69.2,80.7,74.9,81.8,89.7,49.2,0,0,40,14.3,104.4,5.3,2,3,0,0,1,0,0.0,230,7.0,78.6,28,28,10.4,2.32,0,2,6.5,67.9,19,0,13.6,30,62.5,3,13,,68.5,71.6,74.1,74.6,,51.8,0,0,33,,102.8,0.0,0,2,0,0,1,0,0.0,217,7.8,0,92.3,13,14,6.8,2.84,0,0,0.0,71.4,10,18,16.7,18,37.5,2,5,66.7,67.2,87.3,72.2,84.6,89.7,57.3,1,0,18,16.7,86.6,16.7,3,1,0,0,0,0,0.0,84,6.0
