player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Grayson James,145214,QB,FIU,1,51,62.5,24,25,8.4,2.06,1,0,0.0,60.0,15,8,0.0,27,52.9,0,8,,67.9,72.1,73.5,73.2,,57.3,0,0,28,12.5,74.4,3.7,1,1,0,0,0,0,0.0,134,5.4,0,166,70.9,69.2,71.0,54.6,76.2,21,23,8.3,2.51,0,1,4.0,69.6,16,4,0.0,24,47.1,0,7,,67.8,63.3,73.3,64.6,,57.3,1,0,26,0.0,133.5,0.0,0,1,0,1,3,2,7.7,187,8.1,70.3,37,38,8.9,2.17,1,1,2.5,68.4,26,0,0.0,39,76.5,0,12,,69.1,67.8,74.9,68.4,,57.3,0,0,41,,115.8,0.0,0,1,0,0,3,2,4.9,277,7.3,0,62.5,8,10,5.9,2.6,0,0,0.0,50.0,5,12,0.0,12,23.5,0,3,,65.8,68.9,71.0,71.8,,57.3,1,0,13,8.3,62.1,8.3,1,1,0,1,0,0,0.0,44,4.4
Ben Bryant,77655,QB,CINCINNATI,1,50,46.7,15,17,11.1,2.51,1,0,0.0,35.3,6,14,14.3,20,40.0,1,3,,67.2,57.7,72.5,57.6,,,1,0,21,21.4,63.6,15.0,3,0,0,0,1,0,0.0,49,2.9,0,138,37.6,71.5,72.1,,74.1,27,29,9.8,2.48,0,3,10.3,65.5,19,4,5.0,30,60.0,1,12,,27.7,81.1,73.7,80.3,,,0,0,30,25.0,92.5,3.3,1,0,1,1,0,2,6.7,249,8.6,71.0,31,32,10.0,2.21,0,3,9.4,65.6,21,0,4.5,32,64.0,1,13,,68.4,87.0,74.0,86.0,,,0,0,32,,92.1,0.0,0,0,1,0,0,1,3.1,271,8.5,1,45.5,11,14,11.2,3.0,1,0,0.0,28.6,4,18,20.0,18,36.0,1,2,,23.4,45.2,72.2,45.3,,,1,0,19,22.2,63.4,22.2,4,0,0,1,1,1,5.3,27,1.9
Brayden Schager,146078,QB,HAWAII,1,50,38.9,18,19,9.7,2.47,1,0,0.0,31.6,6,6,14.3,20,40.0,1,2,,67.2,44.0,72.7,45.4,,57.3,0,0,21,0.0,58.4,0.0,0,1,0,0,1,0,0.0,50,2.6,0,180,70.1,59.0,58.4,58.8,73.1,26,26,11.8,2.52,0,0,0.0,65.4,17,9,10.5,30,60.0,2,8,,68.2,70.8,73.7,69.9,,62.0,0,0,30,11.1,94.2,3.3,1,2,0,0,1,1,3.3,155,6.0,58.1,31,32,9.8,2.25,1,0,0.0,53.1,17,0,5.6,35,70.0,1,7,,68.6,56.5,74.3,55.4,,61.8,0,0,35,,88.4,0.0,0,2,0,0,2,1,2.9,163,5.1,0,61.5,13,13,13.6,3.07,0,0,0.0,46.2,6,15,25.0,15,30.0,2,3,,66.5,62.2,71.8,64.0,,57.3,0,0,16,6.7,54.0,6.7,1,1,0,0,0,0,0.0,42,3.2
Caleb Williams,144622,QB,USC,1,47,85.7,7,8,8.0,2.5,1,1,11.1,62.5,5,3,16.7,8,17.0,1,3,,65.1,73.2,69.8,72.7,,,0,0,9,0.0,116.1,0.0,0,0,0,0,1,0,0.0,43,5.4,0,326,71.5,93.1,92.9,64.4,80.6,36,38,11.9,3.27,1,4,10.0,71.1,27,9,6.9,39,83.0,2,13,,69.1,93.4,74.9,93.4,,57.3,0,0,41,0.0,137.3,0.0,0,1,0,1,4,0,0.0,373,9.8,76.5,34,35,10.4,2.45,1,3,8.3,74.3,26,0,0.0,35,74.5,0,13,,68.7,86.3,74.4,85.3,,,0,0,36,,132.9,0.0,0,0,0,0,3,0,0.0,339,9.7,0,100.0,9,11,14.4,5.16,1,2,15.4,54.5,6,12,33.3,12,25.5,3,3,,66.2,94.7,71.2,95.2,,57.3,0,0,14,0.0,116.3,0.0,0,1,0,1,2,0,0.0,77,7.0
Conner Weigman,158683,QB,TEXAS A&M,1,47,90.0,10,11,8.4,2.48,0,0,0.0,81.8,9,3,0.0,11,23.4,0,7,,65.8,78.5,70.7,77.9,,,0,0,12,0.0,156.6,0.0,0,0,0,1,2,0,0.0,133,12.1,0,312,69.6,78.6,76.3,64.3,74.2,31,33,8.8,2.53,0,2,5.9,57.6,19,13,17.4,36,76.6,4,11,,68.8,74.0,74.5,71.6,,64.3,2,0,37,15.4,96.1,5.6,2,1,0,0,2,2,5.4,205,6.2,86.7,30,30,7.6,2.33,0,1,3.2,76.7,23,0,11.5,31,66.0,3,15,,68.4,90.5,74.0,89.3,,64.3,0,0,32,,136.1,0.0,0,1,0,0,3,1,3.1,265,8.8,0,54.5,11,14,11.9,2.9,0,1,6.7,35.7,5,16,16.7,16,34.0,1,3,,66.7,47.3,71.8,47.2,,,2,0,17,12.5,77.4,12.5,2,0,0,1,1,1,5.9,73,5.2
Robby Ashford,131702,QB,AUBURN,1,46,66.7,6,6,12.0,3.07,0,0,0.0,66.7,4,6,0.0,11,23.9,0,3,,65.6,50.6,70.4,55.9,,52.9,0,0,11,50.0,132.6,27.3,3,2,0,0,1,0,0.0,51,8.5,0,115,71.7,68.4,63.3,67.5,83.3,24,27,7.3,3.25,0,1,3.6,74.1,20,8,0.0,35,76.1,0,12,,68.8,73.1,74.5,65.7,,72.9,0,0,37,12.5,99.9,2.9,1,7,0,3,0,2,5.4,234,8.7,80.8,26,27,7.7,2.94,0,1,3.7,77.8,21,0,0.0,32,69.6,0,13,,68.4,72.7,74.0,67.4,,71.1,0,0,32,,118.8,0.0,0,5,0,1,1,2,6.3,258,9.6,0,75.0,4,6,11.5,3.82,0,0,0.0,50.0,3,14,0.0,14,30.4,0,2,,66.5,54.5,71.6,52.0,,60.1,0,0,16,28.6,62.5,28.6,4,4,0,2,0,0,0.0,27,4.5
Sam Hartman,77618,QB,WAKE,1,45,81.8,11,12,10.9,2.56,0,2,13.3,66.7,8,13,11.1,20,44.4,1,3,,15.3,35.4,72.8,37.8,,52.9,1,1,23,46.2,85.1,30.0,6,2,0,0,1,3,13.0,99,8.3,0,339,23.8,53.9,52.9,59.7,60.9,23,23,13.4,3.07,0,0,0.0,52.2,12,4,14.3,25,55.6,2,10,,67.7,66.0,73.3,66.9,,57.8,0,2,26,25.0,40.1,4.0,1,1,0,0,0,1,3.8,170,7.4,70.4,27,27,12.4,2.85,0,1,3.7,63.0,17,0,10.5,28,62.2,2,13,,68.0,77.2,73.5,77.8,,57.8,0,2,28,,74.8,0.0,0,1,0,0,1,1,3.6,251,9.3,0,57.1,7,8,13.3,2.83,0,1,8.3,37.5,3,17,25.0,17,37.8,1,0,,13.8,26.4,72.5,26.7,,52.9,1,1,21,41.2,6.3,41.2,7,2,0,0,0,3,14.3,18,2.3
JT Daniels,83578,QB,W VIRGINIA,1,44,100.0,1,1,23.0,2.55,0,0,0.0,0.0,0,1,100.0,2,4.5,1,0,,60.3,75.9,65.5,75.3,,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,0,343,69.9,62.2,62.5,55.6,65.8,38,38,10.1,2.55,0,1,2.4,60.5,23,8,8.0,42,95.5,2,14,,69.4,59.4,75.3,60.1,,57.3,0,1,46,37.5,89.3,7.1,3,1,0,0,2,0,0.0,275,7.2,65.7,35,35,11.1,2.18,0,1,2.6,60.0,21,0,8.7,35,79.5,2,14,,68.9,66.4,74.7,65.9,,,0,1,39,,91.1,0.0,0,0,0,0,2,0,0.0,268,7.7,0,75.0,4,4,4.0,4.0,0,0,0.0,50.0,2,9,33.3,9,20.5,1,0,,64.9,45.5,69.8,48.1,,57.3,0,0,9,44.4,56.3,44.4,4,1,0,0,0,0,0.0,7,1.8
Anthony Richardson,124393,QB,FLORIDA,1,44,50.0,16,19,20.1,3.8,0,1,5.3,42.1,8,11,0.0,20,45.5,0,5,,67.1,65.7,72.4,67.3,,57.3,0,0,20,0.0,69.2,0.0,0,1,0,3,0,0,0.0,146,7.7,0,163,70.9,60.2,59.2,60.4,64.7,17,19,8.9,3.35,0,0,0.0,52.6,10,11,9.1,24,54.5,1,5,,67.6,51.9,73.0,50.9,,59.9,0,0,24,18.2,90.9,8.3,2,3,0,2,1,0,0.0,125,6.6,63.6,22,22,13.7,2.52,0,1,4.5,59.1,13,0,7.1,22,50.0,1,8,,67.4,68.0,72.7,67.5,,,0,0,22,,108.3,0.0,0,0,0,0,1,0,0.0,221,10.0,1,45.5,11,16,15.5,4.6,0,0,0.0,31.3,5,22,0.0,22,50.0,0,2,,67.4,48.7,72.7,48.9,,57.0,0,0,22,9.1,41.1,9.1,2,4,0,5,0,0,0.0,50,3.1
James Blackman,60382,QB,ARK STATE,1,43,64.7,17,22,8.8,2.62,1,1,4.5,45.5,10,12,9.1,24,55.8,1,4,,26.0,54.1,73.1,53.9,,,2,0,25,16.7,58.3,8.3,2,0,0,2,0,1,4.0,97,4.4,0,113,33.7,65.2,64.5,,82.4,17,17,6.9,2.96,0,0,0.0,70.6,12,8,14.3,19,44.2,2,4,,67.0,75.5,72.2,74.9,,,0,0,19,25.0,79.8,10.5,2,0,0,0,0,0,0.0,77,4.5,77.3,22,23,4.9,2.5,0,0,0.0,69.6,16,0,5.9,23,53.5,1,5,,67.5,67.7,72.8,67.3,,,0,0,23,,78.5,0.0,0,0,0,1,0,0,0.0,102,4.4,0,66.7,12,16,13.2,3.08,1,1,6.3,37.5,6,20,25.0,20,46.5,2,3,,24.3,60.0,72.5,59.7,,,2,0,21,20.0,52.1,20.0,4,0,0,1,0,1,4.8,72,4.5
Landry Lyddy,156581,QB,LA TECH,1,43,66.7,12,12,6.4,2.06,0,0,0.0,58.3,7,4,12.5,14,32.6,1,4,,66.4,46.9,71.4,46.9,,,0,0,15,50.0,90.6,14.3,2,0,0,0,0,1,6.7,115,9.6,0,208,70.2,55.3,52.9,63.0,75.0,28,28,5.3,2.2,0,2,6.9,75.0,21,2,0.0,29,67.4,0,6,,68.3,57.7,73.9,58.5,,57.8,0,0,31,0.0,85.0,0.0,0,1,0,0,0,2,6.5,137,4.9,72.2,36,36,5.2,2.01,0,1,2.7,69.4,25,0,3.8,37,86.0,1,8,,68.9,48.8,74.6,49.5,,57.8,0,0,38,,82.4,0.0,0,1,0,0,0,3,7.9,194,5.4,0,75.0,4,4,9.3,3.05,0,1,20.0,75.0,3,6,0.0,6,14.0,0,2,,64.9,67.9,69.5,67.6,,,0,0,8,33.3,116.7,33.3,2,0,0,0,0,0,0.0,58,14.5
