player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jaylen Raynor,172203,QB,ARK STATE,1,25,50.0,6,7,14.5,2.58,1,0,0.0,28.6,2,4,33.3,10,40.0,1,2,,,,,65.6,47.4,70.4,,42.2,,64.2,,0,0,11,50.0,47.9,20.0,2,1,0,0,0,1,9.1,35,5.0,0,113,73.0,74.7,61.2,76.3,80.0,10,10,2.9,2.92,0,1,8.3,80.0,8,5,0.0,15,60.0,0,4,,,,,66.7,89.0,71.8,,77.2,,79.6,,0,0,17,40.0,92.5,13.3,2,3,0,0,0,0,0.0,62,6.2,71.4,14,15,5.6,2.24,1,1,5.6,60.0,9,0,10.0,16,64.0,1,3,,,,,67.0,70.0,72.2,,66.7,,64.3,,0,0,19,,78.2,0.0,0,1,0,0,0,1,5.3,94,6.3,0,50.0,2,2,19.0,3.76,0,0,0.0,50.0,1,9,0.0,9,36.0,0,3,,,,,65.1,72.0,69.8,,47.2,,79.2,,0,0,9,44.4,56.3,44.4,4,3,0,0,0,0,0.0,3,1.5
Connor Bazelak,99135,QB,BOWL GREEN,1,24,75.0,4,4,6.3,2.85,0,0,0.0,75.0,3,0,0.0,4,16.7,0,2,,,,,63.3,62.3,67.4,,62.2,,,,0,0,4,,113.5,0.0,0,0,0,0,0,0,0.0,47,11.8,0,122,70.0,86.9,85.4,67.2,87.5,16,19,11.2,2.62,1,1,5.0,63.2,12,3,14.3,20,83.3,2,9,,,,,67.2,90.3,72.5,,88.4,,64.2,,1,0,21,0.0,118.1,0.0,0,1,1,0,2,0,0.0,129,6.8,88.9,18,20,9.2,2.47,1,1,5.0,70.0,14,0,12.5,21,87.5,2,11,,,,,67.2,91.1,72.5,,90.4,,64.2,,0,0,21,,129.4,0.0,0,1,1,0,2,0,0.0,171,8.6,0,50.0,2,3,19.5,3.97,0,0,0.0,33.3,1,3,0.0,3,12.5,0,0,,,,,63.3,50.1,67.4,,50.1,,,,1,0,4,0.0,42.4,0.0,0,0,0,0,0,0,0.0,5,1.7
Brock Vandagriff,146713,QB,KENTUCKY,1,24,0.0,1,2,4.0,4.12,0,0,0.0,0.0,0,5,,5,20.8,0,0,,,,,63.8,38.1,68.1,,38.2,,,,0,0,5,60.0,39.6,60.0,3,0,0,1,0,0,0.0,0,0.0,0,202,68.3,74.1,67.2,73.8,75.0,16,17,14.4,3.13,0,2,11.1,70.6,12,4,0.0,19,79.2,0,12,,,,,67.1,84.2,72.4,,75.2,,78.3,,0,1,20,0.0,120.5,0.0,0,2,0,1,2,2,10.0,183,10.8,85.7,14,14,14.2,2.72,0,2,13.3,85.7,12,0,0.0,15,62.5,0,11,,,,,66.5,84.4,71.6,,76.8,,70.0,,0,1,16,,128.6,0.0,0,1,0,0,2,2,12.5,183,13.1,0,0.0,3,5,11.7,4.37,0,0,0.0,0.0,0,9,,9,37.5,0,1,,,,,65.1,52.4,69.8,,45.3,,64.3,,0,0,9,33.3,39.6,33.3,3,1,0,2,0,0,0.0,0,0.0
Kasen Weisman,171910,QB,FAU,1,24,71.4,7,9,10.3,3.19,0,1,11.1,44.4,4,3,20.0,9,37.5,1,3,,,,,65.1,71.4,69.8,,70.9,,,,0,0,9,0.0,66.0,0.0,0,0,0,2,0,0,0.0,58,6.4,0,165,68.3,77.6,73.6,69.1,58.3,12,14,12.1,3.31,0,1,6.7,50.0,7,6,0.0,15,62.5,0,5,,,,,66.5,74.4,71.6,,71.0,,64.1,,0,0,16,0.0,63.1,0.0,0,1,0,2,0,0,0.0,65,4.6,71.4,14,14,10.7,2.49,0,2,13.3,64.3,9,0,10.0,15,62.5,1,6,,,,,66.5,80.4,71.6,,77.2,,64.1,,0,0,16,,86.6,0.0,0,1,0,0,0,0,0.0,104,7.4,0,40.0,5,9,13.4,4.56,0,0,0.0,22.2,2,9,0.0,9,37.5,0,2,,,,,65.1,61.6,69.8,,61.3,,,,0,0,9,0.0,39.6,0.0,0,0,0,4,0,0,0.0,19,2.1
Brayden Schager,146078,QB,HAWAII,1,24,50.0,4,5,7.5,2.3,0,0,0.0,40.0,2,5,0.0,7,29.2,0,2,,,,,64.6,50.3,69.1,,50.3,,,,1,1,7,40.0,15.8,28.6,2,0,0,0,0,0,0.0,24,4.8,0,180,68.8,55.8,61.0,49.8,69.2,13,14,13.1,3.31,0,0,0.0,64.3,9,5,0.0,17,70.8,0,3,,,,,66.7,62.1,71.8,,66.8,,52.6,,0,2,17,20.0,45.8,5.9,1,2,0,1,0,1,5.9,100,7.1,76.9,13,13,12.8,2.66,0,0,0.0,76.9,10,0,0.0,14,58.3,0,4,,,,,66.2,62.5,71.2,,64.9,,57.0,,0,2,14,,62.5,0.0,0,1,0,0,0,1,7.1,112,8.6,0,25.0,4,6,8.5,3.52,0,0,0.0,16.7,1,10,0.0,10,41.7,0,1,,,,,65.4,51.8,70.1,,54.7,,57.3,,1,1,10,30.0,0.0,30.0,3,1,0,1,0,0,0.0,12,2.0
Will Howard,122599,QB,OHIO STATE,1,24,33.3,6,6,20.2,2.48,0,1,16.7,33.3,2,2,0.0,6,25.0,0,2,,,,,64.2,81.5,68.6,,80.8,,,,0,0,6,0.0,47.9,0.0,0,0,0,0,0,0,0.0,26,4.3,0,260,68.3,84.9,85.1,59.4,81.3,16,18,10.1,2.87,0,2,10.5,72.2,13,5,0.0,18,75.0,0,7,,,,,67.0,81.2,72.4,,80.3,,,,0,0,19,0.0,150.5,0.0,0,0,0,2,2,0,0.0,221,12.3,68.8,16,17,12.6,2.66,0,2,11.8,64.7,11,0,0.0,17,70.8,0,6,,,,,66.7,81.0,71.8,,80.3,,,,0,0,17,,124.6,0.0,0,0,0,1,1,0,0.0,200,11.8,0,66.7,6,7,13.3,3.06,0,1,12.5,57.1,4,7,0.0,7,29.2,0,3,,,,,64.9,81.4,69.8,,80.6,,,,0,0,8,0.0,117.3,0.0,0,0,0,1,1,0,0.0,47,6.7
Hudson Card,123109,QB,PURDUE,1,24,62.5,8,11,12.5,3.16,0,0,0.0,45.5,5,7,0.0,13,54.2,0,4,,,,,66.0,64.0,71.0,,64.6,,59.5,,0,0,13,0.0,70.3,0.0,0,2,1,2,0,0,0.0,80,7.3,0,273,68.8,69.1,68.7,61.1,85.7,7,10,6.0,3.25,0,0,0.0,60.0,6,5,0.0,11,45.8,0,4,,,,,65.6,69.8,70.4,,69.5,,,,0,0,11,20.0,81.7,9.1,1,0,0,3,0,0,0.0,71,7.1,77.8,9,10,7.4,2.49,0,0,0.0,70.0,7,0,0.0,12,50.0,0,5,,,,,65.8,70.9,70.7,,72.3,,59.5,,0,0,12,,95.0,0.0,0,2,1,0,0,0,0.0,83,8.3,1,66.7,6,11,12.5,3.91,0,0,0.0,36.4,4,12,0.0,12,50.0,0,3,,,,,65.8,62.1,70.7,,61.8,,,,0,0,12,8.3,58.1,8.3,1,0,0,5,0,0,0.0,68,6.2
Michael Kern,97799,QB,WAKE,1,24,66.7,6,7,11.5,3.09,0,0,0.0,57.1,4,3,0.0,7,29.2,0,2,,,,,64.9,59.2,69.5,,59.1,,,,0,0,8,0.0,81.3,0.0,0,0,0,1,0,1,12.5,53,7.6,0,339,27.0,59.7,59.3,59.5,73.3,15,16,10.5,2.74,1,3,17.6,62.5,10,6,9.1,17,70.8,1,6,,,,,22.9,59.8,72.0,,59.6,,,,0,2,18,16.7,66.4,5.9,1,0,0,0,1,3,16.7,119,7.4,71.4,14,15,11.2,2.49,1,2,13.3,60.0,9,0,10.0,15,62.5,1,6,,,,,66.4,80.9,71.4,,80.1,,,,0,1,15,,73.8,0.0,0,0,0,0,1,1,6.7,98,6.5,0,71.4,7,8,10.0,3.43,0,1,10.0,62.5,5,9,0.0,9,37.5,0,2,,,,,18.5,32.2,70.4,,32.5,,,,0,1,11,11.1,53.1,11.1,1,0,0,1,0,3,27.3,74,9.3
Santino Marucci,144197,QB,NEW MEX ST,1,23,0.0,1,4,20.0,2.52,2,0,0.0,0.0,0,4,,5,21.7,0,0,,,,,63.8,32.7,68.1,,35.1,,57.3,,1,0,5,0.0,39.6,0.0,0,1,0,0,0,1,20.0,0,0.0,0,242,68.8,52.7,55.1,57.4,63.6,11,15,12.3,2.62,3,0,0.0,40.0,6,6,14.3,18,78.3,1,4,,,,,67.0,62.2,72.2,,64.1,,57.3,,0,0,19,33.3,57.6,11.1,2,1,0,1,0,0,0.0,80,5.3,50.0,10,13,13.4,2.15,3,0,0.0,30.8,4,0,20.0,13,56.5,1,2,,,,,66.0,53.7,71.0,,53.6,,,,0,0,13,,42.5,0.0,0,0,0,0,0,1,7.7,46,3.5,1,100.0,2,6,10.5,3.17,2,0,0.0,33.3,2,10,0.0,10,43.5,0,2,,,,,65.6,53.5,70.4,,60.2,,52.9,,1,0,11,20.0,53.5,20.0,2,2,0,1,0,0,0.0,34,5.7
Brett Gabbert,97404,QB,MIAMI OH,1,23,71.4,7,9,13.1,2.14,0,0,0.0,44.4,4,3,20.0,9,39.1,1,4,,,,,65.1,77.6,69.8,,77.0,,,,0,0,9,0.0,130.8,0.0,0,0,0,2,2,0,0.0,127,14.1,0,221,67.6,70.9,68.2,,66.7,12,13,9.7,2.21,0,1,7.1,46.2,6,4,25.0,14,60.9,2,3,,,,,66.4,58.4,71.4,,58.2,,,,1,0,15,25.0,63.3,7.1,1,0,0,0,0,0,0.0,71,5.5,81.3,16,16,11.6,2.06,0,1,5.9,62.5,10,0,23.1,16,69.6,3,7,,,,,66.7,87.4,71.8,,86.5,,,,0,0,17,,145.3,0.0,0,0,0,0,2,0,0.0,198,12.4,0,0.0,3,6,7.7,2.47,0,0,0.0,0.0,0,7,,7,30.4,0,0,,,,,64.6,29.0,69.1,,29.2,,,,1,0,7,14.3,39.6,14.3,1,0,0,2,0,0,0.0,0,0.0
Drew Allar,164157,QB,PENN STATE,1,22,100.0,9,9,3.4,2.04,0,0,0.0,100.0,9,0,0.0,9,40.9,0,7,,,,,65.1,84.9,70.4,,85.0,,,,0,0,9,,158.3,0.0,0,0,0,0,2,0,0.0,126,14.0,0,266,68.0,80.4,83.2,62.7,90.0,10,10,3.9,3.89,0,0,0.0,80.0,8,7,11.1,13,59.1,1,5,,,,,66.0,66.6,71.0,,70.7,,57.2,,0,0,13,0.0,150.4,0.0,0,3,0,0,1,0,0.0,121,12.1,100.0,15,15,4.9,2.49,0,0,0.0,100.0,15,0,0.0,15,68.2,0,10,,,,,66.4,87.6,71.8,,87.5,,,,0,0,15,,158.3,0.0,0,0,0,0,3,0,0.0,230,15.3,0,75.0,4,4,-1.0,4.53,0,0,0.0,50.0,2,7,33.3,7,31.8,1,2,,,,,64.6,54.9,69.1,,57.5,,57.2,,0,0,7,0.0,61.5,0.0,0,3,0,0,0,0,0.0,17,4.3
Jalon Daniels,122555,QB,KANSAS,1,22,80.0,10,10,8.2,2.81,0,1,10.0,70.0,7,2,12.5,10,45.5,1,6,,,,,65.4,79.3,70.1,,78.7,,,,0,0,10,0.0,102.1,0.0,0,0,0,0,0,0,0.0,100,10.0,0,198,72.5,62.1,67.3,57.4,75.0,8,9,9.8,3.0,1,0,0.0,55.6,5,3,16.7,12,54.5,1,3,,,,,65.8,47.3,70.7,,52.6,,51.9,,0,1,12,33.3,40.7,8.3,1,2,0,0,0,1,8.3,69,7.7,80.0,15,16,8.5,2.28,1,1,6.3,68.8,11,0,8.3,17,77.3,1,8,,,,,66.7,71.7,71.8,,74.6,,56.7,,0,0,17,,97.4,0.0,0,1,0,0,0,0,0.0,146,9.1,1,66.7,3,3,10.7,5.06,0,0,0.0,33.3,1,5,50.0,5,22.7,1,1,,,,,63.8,43.5,68.1,,46.6,,57.3,,0,1,5,20.0,22.2,20.0,1,1,0,0,0,1,20.0,23,7.7
Brendan Sorsby,156398,QB,CINCINNATI,1,22,100.0,2,2,11.5,2.4,0,0,0.0,100.0,2,0,0.0,2,9.1,0,2,,,,,61.8,74.7,65.5,,74.2,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,35,17.5,0,138,34.3,70.3,71.7,61.7,62.5,16,16,3.4,3.71,0,0,0.0,50.0,8,6,20.0,20,90.9,2,2,,,,,67.4,60.1,72.7,,67.9,,48.8,,0,0,22,0.0,56.3,0.0,0,4,0,0,0,0,0.0,31,1.9,66.7,15,15,4.1,2.81,0,0,0.0,60.0,9,0,10.0,16,72.7,1,4,,,,,66.7,66.7,71.8,,68.8,,57.3,,0,0,17,,68.8,0.0,0,1,0,0,0,0,0.0,60,4.0,0,66.7,3,3,5.7,5.68,0,0,0.0,33.3,1,6,50.0,6,27.3,1,0,,,,,64.6,57.3,69.1,,70.8,,50.7,,0,0,7,0.0,42.4,0.0,0,3,0,0,0,0,0.0,6,2.0
Anthony Colandrea,170131,QB,VIRGINIA,1,22,40.0,5,5,7.2,2.76,0,0,0.0,40.0,2,3,0.0,5,22.7,0,1,,,,,63.8,35.3,68.1,,35.8,,,,0,1,5,0.0,9.2,0.0,0,0,0,0,0,1,20.0,16,3.2,0,335,69.3,31.1,28.5,64.2,43.8,16,16,9.6,2.64,0,0,0.0,37.5,6,5,14.3,17,77.3,1,2,,,,,66.8,33.2,72.2,,29.6,60.0,64.9,,0,2,18,0.0,7.6,0.0,0,1,0,0,0,2,11.1,53,3.3,57.1,14,14,7.0,2.11,0,0,0.0,50.0,7,0,12.5,14,63.6,1,2,,,,,66.2,34.5,71.2,,34.8,,,,0,1,14,,31.0,0.0,0,0,0,0,0,1,7.1,57,4.1,0,14.3,7,7,13.0,3.64,0,0,0.0,14.3,1,8,0.0,8,36.4,0,1,,,,,65.1,34.1,70.1,,29.1,60.0,64.9,,0,2,9,0.0,0.0,0.0,0,1,0,0,0,2,22.2,12,1.7
Will Rogers,124184,QB,WASHINGTON,1,21,62.5,8,8,5.4,1.8,0,0,0.0,62.5,5,3,0.0,8,38.1,0,3,,,,,64.9,35.2,69.5,,35.5,,,,0,0,8,0.0,72.9,0.0,0,0,0,0,0,1,12.5,36,4.5,0,340,67.4,26.4,26.4,,66.7,12,13,9.5,2.8,0,0,0.0,61.5,8,4,0.0,13,61.9,0,5,,,,,66.2,26.5,71.2,,26.7,,,,0,2,14,0.0,64.7,0.0,0,0,0,1,1,2,14.3,79,6.1,57.1,14,14,8.7,2.36,0,0,0.0,57.1,8,0,0.0,14,66.7,0,5,,,,,66.2,27.5,71.2,,27.7,,,,0,2,14,,56.2,0.0,0,0,0,0,1,2,14.3,75,5.4,0,83.3,6,7,5.8,2.53,0,0,0.0,71.4,5,7,0.0,7,33.3,0,3,,,,,64.9,29.5,69.5,,29.6,,,,0,0,8,0.0,85.4,0.0,0,0,0,1,0,1,12.5,40,5.7
Chandler Fields,97286,QB,LA LAFAYET,1,21,83.3,6,6,10.7,3.03,0,0,0.0,83.3,5,1,0.0,7,33.3,0,2,,,,,64.9,59.3,69.5,,62.9,,57.0,,0,0,8,0.0,97.9,0.0,0,1,0,0,0,0,0.0,45,7.5,0,207,69.9,75.9,80.1,58.7,81.8,11,11,10.1,3.2,0,1,7.7,81.8,9,2,0.0,14,66.7,0,6,,,,,66.5,81.6,71.6,,85.1,,58.5,,0,0,16,0.0,149.1,0.0,0,3,0,0,1,0,0.0,140,12.7,80.0,15,15,10.2,2.94,0,0,0.0,80.0,12,0,0.0,18,85.7,0,7,,,,,67.2,71.1,72.5,,72.7,,58.4,,0,0,21,,98.9,0.0,0,3,0,0,0,0,0.0,116,7.7,0,100.0,2,2,11.0,4.33,0,1,50.0,100.0,2,3,0.0,3,14.3,0,1,,,,,62.7,80.2,66.6,,89.2,,57.0,,0,0,3,0.0,158.3,0.0,0,1,0,0,1,0,0.0,69,34.5
Aidan Armenta,175731,QB,LA MONROE,1,20,57.1,7,7,2.4,2.69,0,0,0.0,42.9,3,2,25.0,8,40.0,1,1,,,,,64.9,56.3,69.5,,59.9,,57.3,,0,0,8,0.0,52.1,0.0,0,1,0,0,0,1,12.5,24,3.4,0,209,25.5,70.2,82.4,44.8,87.5,8,8,10.3,1.91,0,1,12.5,62.5,5,4,28.6,12,60.0,2,3,,,,,65.8,90.2,70.7,,90.0,,,,0,0,12,75.0,88.0,25.0,3,0,0,0,0,0,0.0,65,8.1,75.0,12,12,8.4,2.22,0,1,8.3,50.0,6,0,33.3,14,70.0,3,3,,,,,66.2,90.8,71.2,,91.6,,57.3,,0,0,14,,67.0,0.0,0,1,0,0,0,0,0.0,67,5.6,1,66.7,3,3,-0.7,2.22,0,0,0.0,66.7,2,6,0.0,6,30.0,0,1,,,,,64.2,41.2,68.6,,41.2,,,,0,0,6,50.0,88.2,50.0,3,0,0,0,0,1,16.7,22,7.3
Darian Mensah,169984,QB,TULANE,1,20,75.0,8,8,13.3,3.42,0,0,0.0,75.0,6,2,0.0,13,65.0,0,9,,,,,66.4,73.8,71.4,,62.6,,75.5,,0,0,15,50.0,143.2,7.7,1,4,0,0,2,1,6.7,75,9.4,0,319,68.7,82.3,72.4,77.3,66.7,6,6,15.8,3.37,0,0,0.0,66.7,4,0,0.0,7,35.0,0,3,,,,,64.6,76.8,69.1,,80.6,,57.8,,0,0,7,,101.4,0.0,0,1,0,0,0,0,0.0,63,10.5,69.2,13,13,14.5,3.44,0,0,0.0,69.2,9,0,0.0,18,90.0,0,11,,,,,67.0,84.8,72.2,,79.2,,72.0,,0,0,19,,139.7,0.0,0,5,0,0,2,0,0.0,126,9.7,0,100.0,1,1,12.0,3.1,0,0,0.0,100.0,1,2,0.0,2,10.0,0,1,,,,,62.7,46.1,66.6,,46.3,,,,0,0,3,50.0,116.7,50.0,1,0,0,0,0,1,33.3,12,12.0
Bryce Archie,156667,QB,USF,1,19,100.0,2,2,-1.0,2.73,0,0,0.0,100.0,2,0,0.0,3,15.8,0,2,,,,,62.7,56.4,66.6,,62.7,,57.3,,0,0,3,,118.8,0.0,0,1,0,0,0,0,0.0,78,39.0,0,327,28.6,61.0,52.9,69.4,71.4,14,15,6.9,2.68,0,0,0.0,60.0,9,4,10.0,16,84.2,1,2,,,,,67.0,53.6,72.4,,51.6,54.3,63.7,,0,1,19,0.0,37.6,0.0,0,1,1,0,0,1,5.3,48,3.2,76.9,13,14,6.4,2.45,0,0,0.0,64.3,9,0,10.0,15,78.9,1,3,,,,,66.8,50.3,72.2,,53.1,54.3,57.3,,0,1,18,,60.1,0.0,0,1,1,0,0,1,5.6,115,8.2,0,66.7,3,3,4.0,3.6,0,0,0.0,66.7,2,4,0.0,4,21.1,0,1,,,,,63.3,64.0,67.4,,57.1,,63.7,,0,0,4,0.0,72.9,0.0,0,1,0,0,0,0,0.0,11,3.7
Ethan Hampton,145858,QB,N ILLINOIS,1,19,60.0,5,5,11.0,3.36,0,0,0.0,40.0,2,2,33.3,7,36.8,1,2,,,,,64.9,67.5,69.8,,64.1,55.9,64.1,,0,0,8,50.0,112.5,14.3,1,1,0,0,1,0,0.0,45,9.0,0,254,68.6,64.5,59.2,69.3,70.0,10,11,3.1,3.09,0,0,0.0,63.6,7,3,0.0,12,63.2,0,3,,,,,66.0,55.9,71.0,,55.7,,,,0,0,13,33.3,77.8,8.3,1,0,0,1,0,0,0.0,60,5.5,75.0,12,13,4.1,2.91,0,0,0.0,61.5,8,0,11.1,14,73.7,1,5,,,,,66.5,70.5,71.8,,68.1,55.9,64.1,,0,0,16,,112.0,0.0,0,1,0,1,1,0,0.0,103,7.9,1,33.3,3,3,12.3,3.98,0,0,0.0,33.3,1,5,0.0,5,26.3,0,0,,,,,63.8,41.5,68.1,,41.7,,,,0,0,5,40.0,42.4,40.0,2,0,0,0,0,0,0.0,2,0.7
Evan Bullock,170452,QB,LA TECH,1,19,85.7,7,7,0.9,2.76,0,0,0.0,71.4,5,3,16.7,9,47.4,1,2,,,,,16.7,51.6,69.8,,44.5,,64.3,,0,0,9,33.3,78.3,11.1,1,1,0,0,0,1,11.1,28,4.0,0,208,25.8,47.8,35.5,67.3,87.5,8,8,0.8,3.24,0,0,0.0,87.5,7,4,0.0,10,52.6,0,1,,,,,65.4,36.5,70.1,,38.2,,57.3,,0,0,10,25.0,86.5,10.0,1,1,0,0,0,1,10.0,38,4.8,83.3,12,12,1.8,2.49,0,0,0.0,75.0,9,0,10.0,12,63.2,1,2,,,,,65.8,46.5,70.7,,46.5,,,,0,0,12,,85.8,0.0,0,0,0,0,0,1,8.3,61,5.1,0,100.0,3,3,-3.3,3.9,0,0,0.0,100.0,3,7,0.0,7,36.8,0,1,,,,,14.6,39.9,69.1,,31.3,,62.1,,0,0,7,28.6,79.2,28.6,2,2,0,0,0,1,14.3,5,1.7
Jalen Milroe,146590,QB,ALABAMA,1,18,66.7,6,6,13.0,2.33,0,1,14.3,66.7,4,3,0.0,6,33.3,0,2,,,,,64.6,77.8,69.1,,77.2,,,,0,0,7,0.0,146.5,0.0,0,0,0,0,1,0,0.0,71,11.8,0,103,69.7,91.6,89.0,77.3,70.0,10,10,15.4,3.05,0,2,20.0,70.0,7,1,0.0,12,66.7,0,6,,,,,65.8,90.7,70.7,,87.5,,69.6,,0,0,12,0.0,141.7,0.0,0,2,0,0,1,0,0.0,115,11.5,69.2,13,13,12.8,2.66,0,2,15.4,69.2,9,0,0.0,14,77.8,0,6,,,,,66.2,85.3,71.2,,81.8,,64.3,,0,0,14,,125.5,0.0,0,1,0,0,1,0,0.0,125,9.6,0,66.7,3,3,22.0,3.33,0,1,25.0,66.7,2,4,0.0,4,22.2,0,2,,,,,63.8,88.0,68.1,,84.9,,63.1,,0,0,5,0.0,149.3,0.0,0,1,0,0,1,0,0.0,61,20.3
Tyriq Starks,156514,QB,FAU,1,18,50.0,2,2,6.5,2.67,0,0,0.0,50.0,1,2,0.0,3,16.7,0,1,,,,66.7,64.2,67.3,68.1,,54.0,89.2,,,0,0,4,50.0,62.5,33.3,1,0,0,0,0,0,0.0,9,4.5,0,165,68.1,49.9,42.5,57.3,88.9,9,11,5.4,3.13,0,0,0.0,63.6,7,6,12.5,15,83.3,1,2,,,,,66.5,44.6,71.6,,42.1,,59.9,,0,0,16,16.7,79.0,6.7,1,3,0,2,0,1,6.3,63,5.7,77.8,9,9,5.8,2.54,0,0,0.0,66.7,6,0,14.3,10,55.6,1,2,,,,66.7,66.1,51.3,70.7,,37.3,89.2,64.1,,0,0,11,,84.0,0.0,0,1,0,0,0,1,9.1,57,6.3,0,100.0,2,4,5.0,3.69,0,0,0.0,50.0,2,8,0.0,8,44.4,0,1,,,,,65.1,54.6,69.8,,60.4,,54.4,,0,0,9,25.0,59.4,25.0,2,2,0,2,0,0,0.0,15,3.8
Micah Alejado,184162,QB,HAWAII,1,18,100.0,4,4,12.3,2.54,0,0,0.0,100.0,4,3,0.0,7,38.9,0,3,,,,,64.6,68.8,69.1,,68.5,,,,0,0,7,100.0,158.3,42.9,3,0,0,0,1,0,0.0,65,16.3,0,180,68.3,62.7,70.9,54.8,87.5,8,8,4.6,2.52,0,0,0.0,87.5,7,1,0.0,11,61.1,0,3,,,,,65.6,58.6,70.4,,68.4,,50.2,,0,0,11,0.0,90.6,0.0,0,3,0,0,0,0,0.0,46,5.8,91.7,12,12,7.2,2.38,0,0,0.0,91.7,11,0,0.0,14,77.8,0,6,,,,,66.2,69.3,71.2,,74.7,,53.1,,0,0,14,,133.0,0.0,0,2,0,0,1,0,0.0,111,9.3,1,,0,0,,3.05,0,0,,,0,4,,4,22.2,0,0,,,,,63.3,46.9,67.4,,52.6,,57.0,,0,0,4,75.0,0.0,75.0,3,1,0,0,0,0,0.0,0,
