player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Cam Ward,133244,QB,WASH STATE,1,58,78.6,14,15,7.7,2.87,1,1,6.7,60.0,9,8,18.2,19,32.8,2,5,,67.0,60.1,72.4,60.3,57.8,,0,0,19,50.0,84.9,21.1,4,0,0,0,0,1,5.3,118,7.9,0,341,70.5,91.4,89.4,81.6,89.7,29,33,7.9,3.28,0,3,8.8,75.8,25,12,3.8,39,67.2,1,13,,69.0,93.9,74.8,92.5,,78.2,0,0,40,16.7,115.7,5.1,2,4,0,4,1,1,2.5,320,9.7,86.1,36,36,6.8,2.38,0,2,5.4,77.8,28,0,9.7,38,65.5,3,13,,68.9,92.6,74.8,91.8,57.8,71.1,0,0,39,,111.9,0.0,0,2,0,0,1,1,2.6,311,8.6,0,85.7,7,12,13.1,4.61,1,2,16.7,50.0,6,20,0.0,20,34.5,0,5,,67.1,68.0,72.4,61.0,,71.0,0,0,20,30.0,87.8,30.0,6,2,0,4,0,1,5.0,127,10.6
Chandler Rogers,98683,QB,N TEXAS,1,57,64.7,17,18,8.2,2.6,0,0,0.0,55.6,10,7,9.1,20,35.1,1,4,,67.1,58.4,72.4,60.0,,57.3,0,0,20,14.3,83.6,5.0,1,1,0,1,1,0,0.0,72,4.0,0,251,43.9,76.9,82.2,48.9,84.4,32,33,7.1,2.48,0,1,2.8,75.8,25,10,7.4,37,64.9,2,15,,69.0,90.1,74.8,89.8,,64.3,1,0,40,0.0,109.5,0.0,0,4,0,0,1,0,0.0,271,8.2,81.6,38,38,5.9,2.07,0,0,0.0,73.7,28,0,9.7,40,70.2,3,15,,69.1,82.4,74.9,81.3,,62.8,0,0,41,,101.0,0.0,0,2,0,0,1,0,0.0,262,6.9,0,63.6,11,13,12.8,3.58,0,1,6.7,53.8,7,17,0.0,17,29.8,0,4,,67.0,72.1,72.2,73.7,,59.1,1,0,19,5.9,98.6,5.9,1,3,0,1,1,0,0.0,81,6.2
Brayden Schager,146078,QB,HAWAII,1,54,63.6,22,22,13.0,2.04,0,2,9.1,59.1,13,7,7.1,23,42.6,1,9,,30.0,52.7,72.8,52.6,,,0,1,23,14.3,90.5,4.3,1,0,0,0,2,1,4.3,147,6.7,0,180,50.1,56.2,56.1,58.9,69.0,29,30,12.4,2.39,1,0,0.0,66.7,20,7,0.0,31,57.4,0,13,,68.5,60.3,74.1,60.0,,,0,2,33,14.3,68.5,3.2,1,0,0,0,1,2,6.1,198,6.6,69.2,39,40,10.9,2.06,1,1,2.5,67.5,27,0,0.0,40,74.1,0,17,,69.0,59.4,74.8,59.1,,,0,2,40,,89.6,0.0,0,0,0,0,3,2,5.0,260,6.5,0,58.3,12,12,18.7,2.76,0,1,7.1,50.0,6,14,14.3,14,25.9,1,5,,26.8,52.5,71.6,52.5,,,0,1,16,14.3,38.5,14.3,2,0,0,0,0,1,6.3,85,7.1
Spencer Rattler,97408,QB,S CAROLINA,1,53,70.0,20,21,6.7,2.91,1,0,0.0,57.1,12,16,14.3,30,56.6,2,7,,68.3,50.5,74.0,51.7,,55.6,0,1,32,37.5,51.5,20.0,6,3,0,0,0,0,0.0,109,5.2,0,289,70.0,48.0,53.9,43.6,68.8,16,19,8.8,2.92,0,0,0.0,57.9,11,6,0.0,23,43.4,0,5,,67.7,53.6,73.1,58.5,,50.1,0,0,25,0.0,74.0,0.0,0,3,0,3,0,0,0.0,108,5.7,74.1,27,29,7.6,2.52,1,0,0.0,65.5,19,0,5.0,31,58.5,1,9,,68.3,56.6,73.9,57.7,,57.3,0,0,31,,80.7,0.0,0,1,0,1,0,0,0.0,167,5.8,0,55.6,9,11,7.7,3.48,0,0,0.0,36.4,4,22,20.0,22,41.5,1,3,,67.7,46.3,73.3,50.6,,51.4,0,1,26,27.3,13.4,27.3,6,5,0,2,0,0,0.0,50,4.5
Drake Maye,143969,QB,N CAROLINA,1,52,53.3,15,16,18.1,2.83,0,3,15.8,43.8,7,2,12.5,16,30.8,1,5,,67.0,83.3,72.2,82.4,,,0,0,19,0.0,96.9,0.0,0,0,0,1,1,0,0.0,144,9.0,0,245,70.7,83.2,81.2,67.1,72.4,29,32,12.9,2.92,1,1,3.0,53.1,17,10,19.0,36,69.2,4,12,,68.8,74.7,74.5,74.4,,60.6,0,1,37,20.0,70.2,5.6,2,2,0,2,1,2,5.4,203,6.3,70.3,37,39,14.2,2.66,1,3,7.1,53.8,21,0,19.2,40,76.9,5,15,,69.2,90.3,75.0,90.3,,57.3,0,0,43,,87.8,0.0,0,1,0,1,1,0,0.0,302,7.7,0,42.9,7,9,17.3,3.68,0,1,10.0,33.3,3,12,0.0,12,23.1,0,2,,66.0,47.0,71.0,43.3,,63.1,0,1,13,16.7,48.1,16.7,2,1,0,2,1,2,15.4,45,5.0
Donovan Smith,73929,QB,HOUSTON,1,51,61.1,18,18,8.6,2.72,0,2,11.1,55.6,10,8,9.1,20,39.2,1,7,,23.9,49.1,72.5,50.8,60.0,57.3,0,1,20,12.5,88.7,5.0,1,1,0,0,2,2,10.0,114,6.3,0,182,39.1,72.7,75.1,51.9,82.1,28,28,6.6,2.49,0,3,10.3,78.6,22,6,4.3,31,60.8,1,11,,68.4,87.9,74.0,89.0,,57.3,0,0,32,33.3,117.9,6.5,2,1,0,0,1,0,0.0,264,9.4,82.9,35,35,6.8,2.24,0,2,5.6,77.1,27,0,6.9,37,72.5,2,15,,68.9,79.9,74.6,80.6,,57.3,0,0,38,,123.0,2.7,1,1,0,0,2,0,0.0,316,9.0,0,45.5,11,11,9.2,3.49,0,3,27.3,45.5,5,14,0.0,14,27.5,0,3,,20.6,53.6,71.4,55.9,60.0,57.3,0,1,14,14.3,55.9,14.3,2,1,0,0,1,2,14.3,62,5.6
Trenton Bourguet,97285,QB,ARIZONA ST,1,50,70.0,10,10,5.3,1.82,0,0,0.0,60.0,6,4,14.3,10,20.0,1,3,,65.6,49.9,70.4,49.9,,,0,0,11,0.0,70.8,0.0,0,0,0,0,0,1,9.1,45,4.5,0,110,70.5,57.0,54.4,64.0,63.6,33,37,7.3,2.44,1,1,2.7,54.1,20,11,4.8,40,80.0,1,7,,69.0,60.6,74.8,57.7,,66.6,1,1,40,0.0,52.9,0.0,0,3,0,2,0,1,2.5,151,4.1,68.8,32,33,7.0,2.1,1,1,3.0,60.6,20,0,9.1,35,70.0,2,7,,68.6,66.1,74.3,65.2,,61.8,0,1,35,,59.9,0.0,0,2,0,0,0,1,2.9,158,4.8,1,54.5,11,14,6.5,2.81,0,0,0.0,42.9,6,15,0.0,15,30.0,0,3,,66.5,41.9,71.6,37.3,,64.1,1,0,16,0.0,50.3,0.0,0,1,0,2,0,1,6.3,38,2.7
Austin Reed,111760,QB,W KENTUCKY,1,50,53.8,13,13,9.7,2.11,0,0,0.0,53.8,7,5,0.0,14,28.0,0,4,,66.2,48.1,71.2,44.0,,64.0,0,0,14,0.0,85.1,0.0,0,1,0,0,1,0,0.0,35,2.7,0,346,37.6,53.2,51.0,64.0,62.5,32,35,10.6,2.48,2,2,5.6,48.6,17,5,15.0,36,72.0,3,11,,29.7,56.9,74.5,56.7,,,0,1,37,20.0,65.8,2.8,1,0,0,1,1,4,10.8,215,6.1,71.1,38,40,7.9,2.2,2,2,4.9,60.0,24,0,11.1,40,80.0,3,14,,69.1,69.7,74.9,69.1,,,0,1,41,,84.4,0.0,0,0,0,0,2,2,4.9,250,6.3,0,0.0,7,8,23.7,3.1,0,0,0.0,0.0,0,10,,10,20.0,0,1,,17.6,26.6,70.1,25.4,,64.0,0,0,10,10.0,39.6,10.0,1,1,0,1,0,2,20.0,0,0.0
Ashton Daniels,157259,QB,STANFORD,1,50,73.7,19,21,7.4,2.72,1,2,8.3,57.1,12,11,14.3,24,48.0,2,5,,67.9,73.7,73.4,73.1,,,1,0,27,27.3,93.9,12.5,3,0,0,0,1,0,0.0,143,6.8,0,300,70.3,66.0,66.6,55.7,72.7,22,24,9.2,2.94,0,0,0.0,62.5,15,8,6.3,26,52.0,1,5,,68.0,56.4,73.5,57.8,,57.0,0,1,28,12.5,57.6,3.8,1,1,0,2,0,1,3.6,120,5.0,75.0,28,30,8.2,2.58,1,1,3.1,70.0,21,0,0.0,31,62.0,0,8,,68.5,64.5,74.1,65.8,,57.0,0,1,33,,73.1,0.0,0,1,0,1,0,1,3.0,191,6.4,0,69.2,13,15,8.8,3.25,0,1,5.6,40.0,6,19,33.3,19,38.0,3,2,,67.4,65.6,72.7,65.2,,,1,0,22,21.1,77.6,21.1,4,0,0,1,1,0,0.0,72,4.8
Keegan Shoemaker,108983,QB,SM HOUSTON,1,49,58.3,12,14,11.0,2.37,0,1,7.1,50.0,7,4,0.0,14,28.6,0,5,,66.2,85.4,71.2,84.6,,,0,0,14,0.0,96.7,0.0,0,0,0,2,1,0,0.0,98,7.0,0,281,43.2,79.2,79.8,63.1,77.4,31,33,4.9,2.38,1,0,0.0,69.7,23,10,4.2,35,71.4,1,10,,68.8,70.2,74.6,71.8,54.3,57.8,0,1,37,10.0,83.4,2.9,1,1,0,1,1,2,5.4,204,6.2,73.5,34,35,7.6,2.18,1,1,2.7,71.4,25,0,0.0,35,71.4,0,14,,68.8,81.2,74.6,81.3,54.3,,0,1,37,,101.5,0.0,0,0,0,0,2,2,5.4,275,7.9,2,66.7,9,12,2.9,2.87,0,0,0.0,41.7,5,14,16.7,14,28.6,1,1,,66.2,63.8,71.2,66.0,,57.8,0,0,14,7.1,49.3,7.1,1,1,0,3,0,0,0.0,27,2.3
