player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Behren Morton,144747,QB,TEXAS TECH,1,63,53.3,15,16,12.6,2.69,0,0,0.0,43.8,7,6,12.5,17,27.0,1,4,,66.8,44.2,72.0,45.7,,57.3,0,1,18,0.0,43.2,0.0,0,1,0,1,0,0,0.0,118,7.4,0,315,70.6,45.4,47.1,50.3,75.6,41,43,4.8,2.68,0,0,0.0,65.1,28,11,9.7,46,73.0,3,10,,69.6,48.8,75.6,51.0,54.3,52.9,0,1,49,9.1,74.3,2.2,1,2,0,2,1,2,4.1,205,4.8,79.5,44,44,5.4,2.24,0,0,0.0,70.5,31,0,11.4,46,73.0,4,14,,69.5,61.1,75.5,63.5,54.3,53.1,0,0,48,,97.8,0.0,0,2,0,0,1,1,2.1,311,7.1,0,33.3,12,15,12.1,3.88,0,0,0.0,26.7,4,17,0.0,17,27.0,0,0,,67.0,27.4,72.2,27.7,,57.3,0,2,19,5.9,0.0,5.9,1,1,0,3,0,1,5.3,12,0.8
Hank Bachmeier,101284,QB,WAKE,1,54,70.6,17,17,11.6,2.67,0,3,16.7,58.8,10,13,16.7,24,44.4,2,8,,67.7,85.4,73.1,82.8,,64.0,0,0,25,46.2,104.3,25.0,6,1,0,0,1,0,0.0,137,8.1,0,339,30.3,77.2,79.5,56.1,78.3,23,25,10.2,3.06,0,2,7.4,68.0,17,11,5.6,30,55.6,1,11,,24.0,66.3,74.1,70.9,60.0,52.3,1,0,32,0.0,101.3,0.0,0,5,0,1,0,0,0.0,255,10.2,75.0,28,28,11.4,2.62,0,5,17.2,67.9,19,0,9.5,30,55.6,2,14,,37.3,89.2,73.9,85.4,,70.6,0,0,31,,116.1,0.0,0,2,0,0,1,0,0.0,306,10.9,0,75.0,12,14,9.3,3.22,0,0,0.0,57.1,8,24,11.1,24,44.4,1,5,,33.1,55.8,73.4,63.4,60.0,47.1,1,0,26,25.0,75.3,25.0,6,4,0,1,0,0,0.0,86,6.1
Taylen Green,145996,QB,ARKANSAS,1,53,50.0,12,13,13.9,2.53,0,0,0.0,38.5,5,9,16.7,15,28.3,1,5,,66.4,66.6,71.4,62.4,,64.9,1,1,15,11.1,32.2,6.7,1,1,0,0,0,0,0.0,94,7.2,0,111,30.0,75.4,78.3,60.7,71.0,31,33,13.0,3.46,0,2,6.1,63.6,21,15,4.5,38,71.7,1,15,,41.9,86.1,74.6,82.0,,72.5,0,0,38,13.3,105.9,5.3,2,3,1,1,1,0,0.0,322,9.8,70.4,27,28,12.6,2.73,0,1,3.6,67.9,19,0,0.0,29,54.7,0,14,,68.1,90.7,73.6,87.7,,69.3,0,0,29,,118.8,0.0,0,1,1,0,1,0,0.0,324,11.6,1,56.3,16,18,14.4,3.75,0,1,5.6,38.9,7,24,22.2,24,45.3,2,6,,31.0,62.8,73.0,58.7,,67.2,1,1,24,12.5,32.6,12.5,3,3,0,1,0,0,0.0,92,5.1
Taisun Phommachanh,99577,QB,UMASS,1,52,72.7,11,11,8.5,2.89,0,1,9.1,72.7,8,2,0.0,14,26.9,0,5,,66.4,75.8,71.4,73.7,,65.0,0,0,15,50.0,92.6,7.1,1,2,0,0,0,0,0.0,79,7.2,0,216,73.1,75.7,74.4,65.6,66.7,27,29,11.5,3.16,2,2,6.7,62.1,18,13,0.0,38,73.1,0,9,,68.9,73.0,74.7,71.3,,64.9,0,1,39,30.8,76.8,10.5,4,5,0,0,1,0,0.0,180,6.2,73.5,34,36,10.5,2.41,2,3,8.1,69.4,25,0,0.0,37,71.2,0,12,,68.9,79.4,74.7,81.4,,53.4,0,1,39,,87.4,0.0,0,1,0,0,1,0,0.0,257,7.1,0,25.0,4,4,11.8,4.76,0,0,0.0,25.0,1,15,0.0,15,28.8,0,2,,66.4,62.9,71.4,45.0,,72.7,0,0,15,33.3,39.6,33.3,5,6,0,0,0,0,0.0,2,0.5
Chandler Morris,122938,QB,N TEXAS,1,49,52.6,19,19,9.1,2.21,0,3,15.8,52.6,10,8,0.0,21,42.9,0,8,,67.2,56.2,72.5,56.0,,,0,1,21,25.0,89.4,9.5,2,0,0,0,2,2,9.5,138,7.3,0,251,71.5,73.3,69.4,71.4,68.0,25,25,7.6,2.29,0,2,6.3,64.0,16,7,5.9,28,57.1,1,9,,68.8,78.8,74.5,76.2,,67.5,0,2,37,14.3,79.4,3.6,1,2,0,0,2,1,2.7,184,7.4,63.6,33,33,8.4,1.99,0,3,7.5,60.6,20,0,4.8,34,69.4,1,14,,69.1,78.4,74.9,76.2,,64.3,0,1,41,,110.4,0.0,0,1,0,0,4,0,0.0,244,7.4,0,54.5,11,11,7.8,2.85,0,2,18.2,54.5,6,15,0.0,15,30.6,0,3,,66.7,52.5,71.8,49.9,,62.6,0,2,17,20.0,37.5,20.0,3,1,0,0,0,3,17.6,78,7.1
Kyle McCord,145053,QB,SYRACUSE,1,48,70.6,17,17,8.6,2.47,0,0,0.0,58.8,10,7,16.7,18,37.5,2,8,,66.8,76.3,72.0,74.5,,61.7,0,0,18,0.0,98.2,0.0,0,1,0,0,1,0,0.0,112,6.6,0,304,71.1,90.4,90.3,62.6,82.8,29,29,8.9,2.38,0,2,6.9,75.9,22,4,8.3,30,62.5,2,14,,68.2,91.3,73.7,90.9,,,0,0,30,25.0,138.4,3.3,1,0,0,0,3,0,0.0,269,9.3,80.6,36,36,9.3,2.34,0,2,5.6,72.2,26,0,10.3,37,77.1,3,19,,68.8,90.7,74.5,90.2,,61.7,0,0,37,,138.8,0.0,0,1,0,0,4,0,0.0,341,9.5,0,70.0,10,10,6.8,2.66,0,0,0.0,60.0,6,11,14.3,11,22.9,1,3,,65.6,76.7,70.4,76.1,,,0,0,11,9.1,68.8,9.1,1,0,0,0,0,0,0.0,40,4.0
Alan Bowman,77679,QB,OKLA STATE,1,48,45.5,11,11,11.0,2.1,0,2,14.3,45.5,5,2,0.0,11,22.9,0,3,,66.2,57.0,0.0,60.5,,,0,0,14,0.0,94.5,0.0,0,0,0,0,1,0,0.0,64,5.8,0,262,71.7,65.2,63.3,69.9,61.1,36,37,9.3,2.22,0,1,2.4,59.5,22,3,0.0,37,77.1,0,13,,69.1,64.4,74.9,63.9,,,0,1,41,0.0,69.9,0.0,0,0,0,1,0,1,2.4,262,7.1,55.8,43,43,9.4,2.1,0,2,4.1,55.8,24,0,0.0,43,89.6,0,14,,69.6,59.1,75.5,58.9,,,0,1,49,,72.7,0.0,0,0,0,0,1,1,2.0,269,6.3,1,75.0,4,5,12.0,3.0,0,1,16.7,60.0,3,5,0.0,5,10.4,0,2,,64.2,73.8,0.0,79.7,,,0,0,6,0.0,99.6,0.0,0,0,0,1,0,0,0.0,57,11.4
Forrest Brock,173260,QB,TEMPLE,1,47,50.0,10,12,4.2,2.2,1,0,0.0,41.7,5,7,0.0,13,27.7,0,1,,67.0,51.3,72.2,51.2,,,1,1,19,14.3,17.7,7.7,1,0,0,0,0,1,5.3,45,3.8,0,306,26.5,63.8,71.2,35.3,76.5,34,34,7.6,2.52,0,2,5.4,73.5,25,7,3.8,34,72.3,1,10,,68.9,79.4,74.6,80.0,,57.3,0,1,38,0.0,89.1,0.0,0,0,0,0,1,1,2.6,230,6.8,75.8,33,33,4.1,2.29,0,0,0.0,75.8,25,0,0.0,33,70.2,0,7,,68.9,63.3,74.7,64.1,,57.3,0,2,39,,63.7,0.0,0,0,0,0,0,2,5.1,188,5.7,0,54.5,11,13,14.9,2.77,1,2,11.8,38.5,5,14,16.7,14,29.8,1,4,,66.8,78.5,72.0,77.8,,,1,0,18,7.1,87.7,7.1,1,0,0,0,1,0,0.0,87,6.7
Anthony Colandrea,170131,QB,VIRGINIA,1,45,87.5,8,9,11.3,2.96,0,0,0.0,77.8,7,4,0.0,10,22.2,0,7,,65.4,89.4,70.1,85.8,,64.3,0,0,10,0.0,155.8,0.0,0,1,0,1,1,0,0.0,114,12.7,0,335,73.3,73.4,77.7,55.2,79.4,34,34,8.3,2.57,0,2,5.6,76.5,26,4,3.7,35,77.8,1,14,,68.8,71.2,74.5,70.6,,,0,2,37,25.0,90.7,2.9,1,0,0,0,2,1,2.7,243,7.1,86.5,37,37,8.2,2.48,0,2,5.3,83.8,31,0,3.1,37,82.2,1,20,,68.9,89.1,74.6,87.9,,,0,1,38,,122.1,0.0,0,0,0,0,3,0,0.0,352,9.5,0,40.0,5,6,14.0,3.49,0,0,0.0,33.3,2,8,0.0,8,17.8,0,1,,65.1,41.4,69.8,34.1,,64.3,0,1,9,12.5,2.8,12.5,1,1,0,1,0,1,11.1,5,0.8
Shedeur Sanders,131396,QB,COLORADO,1,45,66.7,9,11,7.9,2.43,2,1,8.3,54.5,6,6,0.0,12,26.7,0,4,,66.0,74.8,71.0,74.3,,,0,0,13,16.7,108.1,8.3,1,0,0,0,1,0,0.0,80,7.3,0,143,69.9,71.4,73.9,53.1,83.3,24,27,7.3,2.92,1,0,0.0,63.0,17,16,15.0,33,73.3,3,7,,68.5,67.3,74.2,70.1,,53.1,1,1,34,25.0,64.4,12.1,4,2,0,1,0,1,2.9,164,6.1,86.4,22,23,5.7,2.09,1,0,0.0,69.6,16,0,15.8,23,51.1,3,7,,67.5,64.1,72.8,63.7,,,0,1,23,,88.0,0.0,0,0,0,0,1,1,4.3,174,7.6,0,63.6,11,15,11.0,3.51,2,1,6.3,46.7,7,22,0.0,22,48.9,0,4,,67.6,75.4,73.0,79.9,,53.1,1,0,24,22.7,60.4,22.7,5,2,0,1,0,0,0.0,70,4.7
