player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Davis Brin,77642,QB,GA SOUTHRN,1,60,58.3,12,13,11.0,2.39,1,0,0.0,53.8,7,2,0.0,13,21.7,0,6,,66.5,56.4,71.6,56.3,,,0,0,16,0.0,119.2,0.0,0,0,0,0,2,3,18.8,102,7.8,0,174,70.8,68.9,67.0,70.9,65.9,41,41,9.2,2.36,0,1,2.3,61.0,25,10,7.4,47,78.3,2,13,,69.6,74.3,75.5,70.9,,70.9,0,0,49,20.0,84.4,4.3,2,2,0,0,1,1,2.0,230,5.6,69.8,43,44,9.3,2.16,1,1,2.2,63.6,28,0,6.7,48,80.0,2,16,,69.6,79.2,75.5,75.9,,70.9,0,0,49,,102.3,0.0,0,2,0,0,3,3,6.1,258,5.9,1,40.0,10,10,11.0,3.18,0,0,0.0,40.0,4,12,0.0,12,20.0,0,3,,66.5,44.4,71.6,44.6,,,0,0,16,16.7,66.3,16.7,2,0,0,0,0,1,6.3,74,7.4
Carter Bradley,77685,QB,S ALABAMA,1,58,56.3,16,20,15.5,2.61,2,1,4.5,40.0,8,15,11.1,23,39.7,1,7,,67.7,75.5,73.1,75.0,,61.8,1,0,25,6.7,78.3,4.3,1,2,0,1,1,0,0.0,126,6.3,0,288,43.0,64.9,62.5,66.6,72.4,29,31,5.3,2.43,1,1,3.0,64.5,20,9,4.8,35,60.3,1,7,,30.0,54.3,74.5,52.0,,64.1,0,2,37,33.3,63.0,8.6,3,1,0,1,1,2,5.4,173,5.6,67.9,28,33,7.9,2.26,3,2,5.7,54.5,18,0,5.3,34,58.6,1,9,,68.7,62.9,74.4,60.7,,64.2,0,1,36,,81.8,0.0,0,1,0,2,2,1,2.8,211,6.4,1,64.7,17,18,10.6,2.85,0,0,0.0,55.6,10,24,9.1,24,41.4,1,5,,26.7,65.1,73.3,64.1,,62.0,1,1,26,16.7,45.6,16.7,4,2,0,0,0,1,3.8,88,4.9
Austin Reed,111760,QB,W KENTUCKY,1,54,55.6,18,20,12.4,2.14,1,1,4.8,45.0,9,8,10.0,21,38.9,1,7,,67.4,60.5,72.7,57.4,,64.1,1,1,22,0.0,44.2,0.0,0,1,0,0,0,1,4.5,122,6.1,0,346,71.7,72.1,69.7,66.4,75.9,29,32,6.8,2.61,1,2,5.9,65.6,21,12,4.5,33,61.1,1,11,,68.6,74.9,74.3,75.8,,57.3,1,0,35,0.0,100.4,0.0,0,1,0,1,2,3,8.6,175,5.5,71.9,32,34,7.7,1.97,1,1,2.7,61.8,21,0,8.7,34,63.0,2,10,,68.8,61.4,74.5,61.0,,,1,1,37,,61.2,0.0,0,0,0,0,0,3,8.1,162,4.8,0,60.0,15,18,11.5,3.2,1,2,11.1,50.0,9,20,0.0,20,37.0,0,8,,67.1,79.3,72.4,78.8,,62.0,1,0,20,0.0,112.0,0.0,0,2,0,1,2,1,5.0,135,7.5
Alex Flinn,123797,QB,E CAROLINA,1,53,77.8,18,20,8.6,2.89,0,2,9.5,55.0,11,16,21.4,24,45.3,3,8,,67.7,78.3,73.1,77.8,,62.0,0,1,25,12.5,57.9,8.3,2,2,0,2,0,1,4.0,148,7.4,0,156,71.8,59.1,62.1,55.2,56.5,23,25,8.1,3.11,0,0,0.0,40.0,10,11,23.1,29,54.7,3,7,,68.5,44.6,74.1,48.4,,49.2,0,0,33,9.1,51.8,3.4,1,3,1,1,0,2,6.1,98,3.9,66.7,24,25,8.5,2.34,0,0,0.0,52.0,13,0,18.8,26,49.1,3,8,,68.2,54.3,73.7,55.5,,57.3,0,0,30,,66.1,0.0,0,1,1,0,0,2,6.7,124,5.0,1,64.7,17,20,8.1,3.66,0,2,10.0,40.0,8,27,27.3,27,50.9,3,7,,68.0,66.5,73.5,69.9,,54.9,0,1,28,11.1,40.0,11.1,3,4,0,3,0,1,3.6,122,6.1
Shedeur Sanders,131396,QB,COLORADO,1,53,69.2,13,14,11.5,2.13,1,1,7.1,57.1,8,3,11.1,14,26.4,1,5,,66.2,85.3,71.2,84.5,,,0,1,14,0.0,95.8,0.0,0,0,0,0,1,0,0.0,177,12.6,0,143,72.0,90.2,90.5,65.8,85.2,27,31,4.3,2.82,1,3,8.6,71.0,22,14,4.3,39,73.6,1,10,,69.2,88.5,75.0,87.7,,65.9,1,0,43,21.4,119.6,7.7,3,5,0,2,3,0,0.0,194,6.3,78.8,33,34,5.0,2.05,1,1,2.8,70.6,24,0,7.7,36,67.9,2,9,,68.9,85.9,74.6,85.5,,61.7,0,0,38,,115.3,0.0,0,2,0,0,2,0,0.0,284,8.4,0,85.7,7,11,14.4,3.88,1,3,23.1,54.5,6,17,0.0,17,32.1,0,6,,67.0,89.4,72.2,88.6,,65.7,1,1,19,17.6,82.2,17.6,3,3,0,2,2,0,0.0,87,7.9
E.J. Warner,156185,QB,TEMPLE,1,51,70.0,10,12,3.8,1.66,2,0,0.0,41.7,5,4,28.6,13,25.5,2,3,,66.2,49.8,71.2,49.8,,,0,0,14,25.0,60.1,7.7,1,0,0,0,0,0,0.0,67,5.6,0,306,70.6,67.8,67.2,60.5,78.8,33,37,7.1,2.26,0,1,2.6,59.5,22,10,15.4,38,74.5,4,12,,68.9,72.8,74.7,73.7,,57.0,1,1,39,0.0,81.1,0.0,0,1,0,3,2,1,2.6,202,5.5,82.4,34,36,5.5,1.92,2,1,2.7,63.9,23,0,17.9,37,72.5,5,12,,68.9,69.7,74.6,70.7,,57.0,0,1,38,,79.7,0.0,0,1,0,0,1,1,2.6,231,6.4,0,55.6,9,13,9.6,2.59,0,0,0.0,30.8,4,14,20.0,14,27.5,1,3,,66.4,57.2,71.4,57.1,,,1,0,15,7.1,65.9,7.1,1,0,0,3,1,0,0.0,38,2.9
Billy Wiles,144144,QB,SO MISS,1,49,66.7,9,9,11.3,3.07,0,0,0.0,55.6,5,7,16.7,13,26.5,1,4,,20.6,60.3,71.2,61.6,,58.3,0,0,14,14.3,114.1,7.7,1,3,0,0,1,1,7.1,62,6.9,0,296,41.4,60.3,58.4,62.0,51.6,31,33,12.1,2.83,0,0,0.0,48.5,16,16,0.0,36,73.5,0,8,,68.9,58.3,74.7,57.4,,62.0,1,1,39,6.3,66.9,2.8,1,2,0,1,1,0,0.0,213,6.5,73.9,23,23,10.5,2.74,0,0,0.0,69.6,16,0,5.9,26,53.1,1,10,,67.8,88.3,73.3,86.3,,66.6,0,0,26,,128.4,0.0,0,3,0,0,2,0,0.0,217,9.4,0,29.4,17,19,13.8,3.07,0,0,0.0,26.3,5,23,0.0,23,46.9,0,2,,26.7,29.4,73.4,30.0,,52.9,1,1,27,8.7,17.9,8.7,2,2,0,1,0,1,3.7,58,3.1
Nicholas Vattiato,145302,QB,MIDDLE TN,1,48,75.0,12,12,10.0,1.52,0,2,15.4,58.3,7,4,22.2,13,27.1,2,4,,66.2,80.0,71.2,79.3,,,0,1,14,25.0,46.5,7.7,1,0,0,0,0,1,7.1,88,7.3,0,224,71.3,77.7,75.9,65.6,72.7,33,33,5.1,2.72,0,1,2.6,60.6,20,6,16.7,35,72.9,4,7,,69.1,69.7,74.9,70.3,,57.8,0,1,41,16.7,60.7,2.9,1,1,0,0,0,2,4.9,164,5.0,78.9,38,38,5.6,2.14,0,2,4.9,68.4,26,0,13.3,38,79.2,4,11,,69.1,84.4,74.9,83.4,,,0,0,41,,85.9,0.0,0,0,0,0,0,1,2.4,244,6.4,0,42.9,7,7,10.7,3.37,0,1,10.0,14.3,1,10,66.7,10,20.8,2,0,,66.2,50.1,71.2,51.6,,57.8,0,2,14,20.0,0.0,20.0,2,1,0,0,0,2,14.3,8,1.1
Chandler Morris,122938,QB,TCU,1,48,47.6,21,21,9.6,2.71,0,0,0.0,47.6,10,8,0.0,22,45.8,0,6,,67.4,48.9,72.7,49.0,,,0,0,22,12.5,88.4,4.5,1,0,0,0,1,3,13.6,155,7.4,0,305,71.1,64.4,52.7,85.8,72.2,18,21,10.7,3.28,1,0,0.0,61.9,13,9,0.0,26,54.2,0,5,,67.8,64.7,73.3,59.2,,71.0,0,0,26,33.3,97.9,11.5,3,2,0,2,1,1,3.8,143,6.8,65.5,29,31,9.4,2.75,1,0,0.0,61.3,19,0,0.0,31,64.6,0,10,,68.3,67.5,73.9,67.0,,,0,0,31,,109.5,0.0,0,0,0,1,2,2,6.5,259,8.4,1,40.0,10,11,12.0,3.51,0,0,0.0,36.4,4,17,0.0,17,35.4,0,1,,66.7,40.4,71.8,31.2,,71.0,0,0,17,23.5,47.2,23.5,4,2,0,1,0,2,11.8,39,3.5
Noah Fifita,158722,QB,ARIZONA,1,47,70.0,10,10,4.8,2.56,0,0,0.0,70.0,7,3,0.0,11,23.4,0,4,,65.6,64.1,70.4,67.0,,57.3,0,1,11,0.0,84.2,0.0,0,1,0,0,2,1,9.1,57,5.7,0,109,69.7,64.5,66.8,52.7,75.9,29,30,8.6,2.68,1,0,0.0,66.7,20,7,9.1,36,76.6,2,10,,68.9,63.2,74.7,65.3,,54.8,0,0,39,14.3,93.1,2.8,1,4,0,0,1,2,5.1,175,5.8,78.8,33,34,7.0,2.25,1,0,0.0,70.6,24,0,7.7,37,78.7,2,13,,68.9,64.7,74.7,66.9,,53.1,0,0,39,,106.4,0.0,0,2,0,0,2,2,5.1,211,6.2,0,50.0,6,6,11.0,4.13,0,0,0.0,50.0,3,10,0.0,10,21.3,0,1,,65.6,60.4,70.4,62.9,,57.4,0,1,11,10.0,58.3,10.0,1,3,0,0,1,1,9.1,21,3.5
