player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Ashton Daniels,157259,QB,STANFORD,1,58,87.5,8,12,12.1,3.23,0,1,7.1,58.3,7,9,0.0,14,24.1,0,4,,66.5,72.2,71.8,66.1,57.8,70.9,0,0,16,0.0,104.9,0.0,0,2,0,4,1,0,0.0,76,6.3,0,300,47.4,81.3,79.6,68.2,79.4,34,36,10.5,2.79,0,3,7.9,69.4,25,17,7.4,44,75.9,2,13,,34.9,79.2,75.3,81.3,,57.9,0,0,46,11.8,95.1,4.5,2,6,1,1,0,1,2.2,304,8.4,96.6,29,31,7.3,2.25,0,2,5.9,83.9,26,0,7.1,32,55.2,2,11,,68.6,91.3,74.4,90.8,57.8,64.1,0,0,35,,102.2,0.0,0,1,1,1,0,0,0.0,264,8.5,1,46.2,13,17,18.6,3.7,0,2,11.1,35.3,6,26,0.0,26,44.8,0,6,,26.7,55.0,73.4,52.5,,61.5,0,0,27,7.7,79.5,7.7,2,7,0,4,1,1,3.7,116,6.8
Cam Ward,133244,QB,WASH STATE,1,58,64.3,14,16,1.6,1.76,0,0,0.0,50.0,8,6,11.1,16,27.6,1,2,,66.7,42.4,71.8,42.5,,,1,0,17,0.0,56.3,0.0,0,0,0,1,0,0,0.0,41,2.6,0,341,46.0,61.6,61.0,60.5,87.5,32,34,7.3,2.7,1,1,2.8,79.4,27,15,3.6,42,72.4,1,17,,69.4,77.2,75.3,71.1,,74.6,0,0,46,20.0,110.0,7.1,3,5,0,1,1,1,2.2,274,8.1,87.5,32,34,3.3,1.92,1,1,2.9,76.5,26,0,7.1,37,63.8,2,12,,68.9,68.5,74.6,62.9,,73.7,0,0,38,,100.5,0.0,0,3,0,1,1,1,2.6,203,6.0,0,64.3,14,16,10.7,3.37,0,0,0.0,56.3,9,21,0.0,21,36.2,0,7,,67.6,61.4,73.1,57.9,,65.7,1,0,25,14.3,78.1,14.3,3,2,0,1,0,0,0.0,112,7.0
Alex Flinn,123797,QB,E CAROLINA,1,56,56.3,16,18,7.2,2.51,0,1,5.6,50.0,9,9,0.0,21,37.5,0,5,,67.2,61.5,72.5,55.6,,70.0,0,1,21,11.1,69.0,4.8,1,2,0,2,1,0,0.0,129,7.2,0,156,72.3,43.6,35.5,64.6,62.5,24,25,6.0,3.59,0,0,0.0,56.0,14,15,6.7,35,62.5,1,9,,68.7,33.2,74.4,29.4,,61.2,0,0,36,26.7,78.1,11.4,4,6,0,1,1,3,8.3,96,3.8,64.3,28,28,6.7,2.71,0,1,3.6,60.7,17,0,5.6,32,57.1,1,9,,68.5,50.3,74.1,45.6,,66.2,0,0,33,,87.6,0.0,0,4,0,0,1,2,6.1,155,5.5,0,50.0,12,15,5.9,3.82,0,0,0.0,40.0,6,24,0.0,24,42.9,0,5,,67.6,37.0,73.0,31.1,,62.9,0,1,24,20.8,49.3,20.8,5,4,0,3,1,1,4.2,70,4.7
Shedeur Sanders,131396,QB,COLORADO,1,56,73.7,19,22,8.0,2.5,1,2,9.1,63.6,14,13,0.0,28,50.0,0,8,,68.1,56.2,73.6,59.1,,52.8,0,0,29,30.8,96.2,14.3,4,2,0,2,1,0,0.0,137,6.2,0,143,41.1,55.8,56.1,57.0,82.4,17,22,3.2,2.59,2,0,0.0,59.1,13,13,7.1,28,50.0,1,6,,27.7,56.4,73.7,54.2,,62.4,0,0,30,15.4,66.5,7.1,2,4,0,3,0,1,3.3,80,3.6,80.0,25,28,6.4,2.02,3,2,6.9,71.4,20,0,0.0,30,53.6,0,11,,68.3,71.7,73.9,70.9,,62.1,0,0,31,,99.0,0.0,0,2,0,0,1,0,0.0,171,6.1,1,72.7,11,16,4.2,3.15,0,0,0.0,43.8,7,26,12.5,26,46.4,1,3,,27.0,37.3,73.5,37.6,,54.7,0,0,28,23.1,51.0,23.1,6,4,0,5,0,1,3.6,46,2.9
Carter Bradley,77685,QB,S ALABAMA,1,55,66.7,12,15,12.4,2.51,2,1,6.3,53.3,8,6,0.0,16,29.1,0,6,,66.7,57.0,71.8,56.9,,,0,1,17,16.7,65.4,6.3,1,0,0,1,0,1,5.9,168,11.2,0,288,24.5,41.3,39.1,64.3,64.7,34,34,8.5,2.46,0,1,2.9,61.8,21,10,4.5,39,70.9,1,13,,20.7,36.2,74.8,34.2,,64.3,0,1,40,40.0,87.0,10.3,4,1,0,0,2,4,10.0,213,6.3,73.7,38,38,9.1,2.26,0,2,5.1,73.7,28,0,0.0,39,70.9,0,18,,69.0,78.8,74.8,76.5,,64.3,0,0,40,,121.6,0.0,0,1,0,0,2,0,0.0,370,9.7,0,25.0,8,11,11.8,3.02,2,0,0.0,9.1,1,16,50.0,16,29.1,1,1,,11.2,18.9,71.8,19.3,,,0,2,17,31.3,0.0,31.3,5,0,0,1,0,5,29.4,11,1.0
Taulia Tagovailoa,97271,QB,MARYLAND,1,54,60.0,5,6,6.8,2.73,1,0,0.0,50.0,3,2,0.0,8,14.8,0,2,,12.7,27.6,69.5,26.4,,61.7,0,1,8,50.0,69.4,12.5,1,1,0,0,1,2,25.0,37,6.2,0,215,38.4,60.0,58.3,62.5,73.7,38,41,9.9,3.05,1,5,11.6,65.9,27,13,3.6,46,85.2,1,13,,69.5,69.6,75.4,70.3,,57.3,0,0,48,30.8,97.3,8.7,4,1,0,2,2,1,2.1,237,5.8,75.0,36,38,8.5,2.29,2,3,7.5,68.4,26,0,3.7,39,72.2,1,11,,69.1,61.6,74.9,60.3,,61.7,0,1,41,,86.3,0.0,0,1,0,0,2,2,4.9,188,4.9,0,57.1,7,9,14.7,4.86,0,2,22.2,44.4,4,15,0.0,15,27.8,0,4,,18.5,52.4,71.4,54.6,,57.3,0,0,15,33.3,116.0,33.3,5,1,0,2,1,1,6.7,86,9.6
Cade Klubnik,156253,QB,CLEMSON,1,54,58.3,12,13,3.3,2.19,1,0,0.0,53.8,7,7,0.0,14,25.9,0,3,,66.0,41.6,71.2,41.7,,,0,2,14,14.3,23.1,7.1,1,0,0,0,0,1,7.1,49,3.8,0,140,71.6,66.0,66.2,58.6,84.8,33,38,5.9,2.96,1,0,0.0,68.4,26,7,7.1,40,74.1,2,12,,69.0,78.0,74.8,76.1,,63.7,0,0,40,14.3,82.6,2.5,1,1,1,3,0,0,0.0,214,5.6,81.1,37,39,5.1,2.57,0,0,0.0,71.8,28,0,6.7,40,74.1,2,13,,69.0,74.6,74.8,72.7,,63.7,0,1,40,,74.3,0.0,0,1,1,1,0,0,0.0,216,5.5,0,62.5,8,12,6.0,3.3,2,0,0.0,41.7,5,14,0.0,14,25.9,0,2,,66.0,47.9,71.2,47.8,,,0,1,14,14.3,18.4,14.3,2,0,0,2,0,1,7.1,47,3.9
Chandler Rogers,98683,QB,N TEXAS,1,53,80.0,30,31,10.9,2.3,1,1,3.0,64.5,20,12,16.7,33,62.3,4,14,,68.6,90.7,74.3,90.3,,,0,0,35,16.7,121.0,6.1,2,0,0,0,3,0,0.0,245,7.9,0,251,43.3,80.3,80.1,59.4,66.7,18,19,12.2,2.58,0,0,0.0,63.2,12,6,0.0,20,37.7,0,7,,25.2,57.8,72.8,57.6,,,0,0,23,16.7,126.2,5.0,1,0,1,0,2,1,4.3,166,8.7,78.8,33,35,11.9,2.01,1,1,2.6,68.6,24,0,7.7,35,66.0,2,17,,68.9,90.3,74.6,89.9,,,0,0,38,,133.2,0.0,0,0,1,0,4,0,0.0,301,8.6,1,66.7,15,15,10.1,3.17,0,0,0.0,53.3,8,18,20.0,18,34.0,2,4,,23.9,54.8,72.4,54.6,,,0,0,20,16.7,99.3,16.7,3,0,0,0,1,1,5.0,110,7.3
Blake Murphy,181169,QB,LA MONROE,1,51,66.7,3,5,9.0,3.67,1,0,0.0,40.0,2,4,0.0,6,11.8,0,1,,64.6,59.7,69.1,58.0,,61.1,0,0,7,0.0,51.3,0.0,0,1,0,1,0,0,0.0,19,3.8,0,209,70.0,66.2,66.7,58.4,65.8,38,39,10.8,2.87,0,1,2.4,59.0,23,17,8.0,45,88.2,2,13,,69.5,66.5,75.5,67.7,,57.4,0,0,48,5.9,98.3,2.2,1,5,0,1,2,1,2.1,281,7.2,75.0,28,28,10.6,2.37,0,1,3.3,71.4,20,0,4.8,30,58.8,1,10,,68.5,67.2,74.2,67.9,,58.1,0,0,33,,108.8,0.0,0,2,0,0,1,1,3.0,237,8.5,0,46.2,13,16,10.8,3.8,1,0,0.0,31.3,5,21,16.7,21,41.2,1,4,,67.4,61.6,72.7,62.0,,59.5,0,0,22,4.8,65.4,4.8,1,4,0,2,1,0,0.0,63,3.9
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,48,47.1,17,17,10.2,2.18,0,1,5.9,47.1,8,6,0.0,18,37.5,0,3,,66.8,42.9,72.0,43.1,,,0,0,18,16.7,87.1,5.6,1,0,0,0,1,1,5.6,107,6.3,0,144,37.7,44.7,42.9,63.6,74.1,27,28,7.6,2.8,0,0,0.0,71.4,20,12,0.0,30,62.5,0,11,,28.0,50.2,73.9,47.8,,64.2,0,0,31,8.3,89.9,3.3,1,1,0,1,0,1,3.2,190,6.8,63.3,30,30,8.6,2.23,0,1,3.2,63.3,19,0,0.0,30,62.5,0,10,,68.3,54.5,73.9,54.4,,,0,0,31,,97.9,0.0,0,0,0,0,1,0,0.0,230,7.7,0,64.3,14,15,8.7,3.13,0,0,0.0,60.0,9,18,0.0,18,37.5,0,4,,22.9,35.9,72.0,32.0,,64.2,0,0,18,11.1,70.7,11.1,2,1,0,1,0,2,11.1,67,4.5
