player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Quinn Ewers,127253,QB,TEXAS,1,44,80.0,10,11,6.6,2.44,0,0,0.0,63.6,7,9,12.5,14,31.8,1,4,,21.6,51.8,71.4,53.3,,57.8,0,0,15,22.2,125.2,14.3,2,1,0,1,1,1,6.7,105,9.5,0,311,22.8,60.7,60.7,57.8,72.0,25,28,10.0,2.81,3,3,10.0,57.1,16,11,11.1,30,68.2,2,6,,28.3,64.8,74.0,64.4,,,0,1,32,18.2,73.4,6.7,2,0,0,0,1,1,3.1,179,6.4,81.0,21,24,8.9,2.28,3,3,11.5,70.8,17,0,0.0,24,54.5,0,8,,67.8,82.9,73.3,82.1,,,0,1,26,,96.9,0.0,0,0,0,0,1,0,0.0,226,9.4,0,64.3,14,15,9.3,3.18,0,0,0.0,40.0,6,20,33.3,20,45.5,3,2,,14.3,33.8,72.5,34.7,,57.8,0,0,21,20.0,73.8,20.0,4,1,0,1,1,2,9.5,58,3.9
Will Howard,122599,QB,OHIO STATE,1,36,100.0,10,11,5.4,2.55,1,0,0.0,90.9,10,5,0.0,12,33.3,0,5,,65.8,78.2,70.7,77.6,,,0,0,12,20.0,149.1,8.3,1,0,0,0,1,0,0.0,166,15.1,0,260,36.4,67.2,69.8,54.6,85.0,20,22,8.4,2.94,1,0,0.0,63.6,14,6,17.6,24,66.7,3,7,,26.3,61.1,73.3,62.4,,57.3,0,1,26,16.7,59.5,4.2,1,1,0,1,0,2,7.7,123,5.6,90.9,22,24,7.0,2.61,2,0,0.0,75.0,18,0,10.0,25,69.4,2,9,,67.9,82.3,73.4,83.6,,57.3,0,0,27,,92.2,0.0,0,1,0,0,0,0,0.0,159,6.6,0,87.5,8,9,8.5,3.26,0,0,0.0,66.7,6,11,14.3,11,30.6,1,3,,18.5,37.7,70.4,37.9,,,0,1,11,18.2,107.2,18.2,2,0,0,1,1,2,18.2,130,14.4
Riley Leonard,143862,QB,NOTRE DAME,1,29,90.9,11,13,7.6,2.57,1,1,7.1,76.9,10,4,0.0,14,48.3,0,6,,66.4,65.1,71.4,68.2,,56.7,0,1,15,0.0,70.7,0.0,0,1,0,1,0,1,6.7,114,8.8,0,258,73.9,64.0,64.9,61.9,75.0,8,11,11.1,2.97,0,0,0.0,45.5,5,8,16.7,15,51.7,1,3,,66.5,54.8,71.6,59.2,,53.1,2,1,16,25.0,73.7,13.3,2,2,1,0,1,1,6.3,109,9.9,86.7,15,17,8.3,2.05,1,1,5.6,70.6,12,0,7.7,17,58.6,1,6,,66.8,69.4,72.0,69.0,,,0,1,18,,103.6,0.0,0,0,1,0,1,1,5.6,194,11.4,1,75.0,4,7,12.3,3.81,0,0,0.0,42.9,3,12,0.0,12,41.4,0,3,,66.0,47.3,71.0,55.5,,49.4,2,1,13,16.7,15.5,16.7,2,3,0,1,0,1,7.7,29,4.1
Drew Allar,164157,QB,PENN STATE,1,27,60.0,10,11,8.0,2.74,0,1,8.3,54.5,6,6,0.0,13,48.1,0,4,,66.0,53.3,71.2,53.2,,,0,0,14,33.3,77.1,15.4,2,0,0,1,0,1,7.1,78,7.1,0,266,69.1,42.8,36.6,65.6,58.3,12,12,4.8,2.96,0,0,0.0,50.0,6,2,14.3,14,51.9,1,3,,66.4,29.5,71.9,29.7,59.9,57.3,0,1,15,50.0,28.8,7.1,1,1,0,0,0,2,13.3,57,4.8,64.7,17,18,5.8,2.64,0,1,5.0,55.6,10,0,9.1,19,70.4,1,5,,67.1,43.8,72.5,45.2,,57.3,0,0,21,,69.2,0.0,0,1,0,1,0,2,9.5,90,5.0,0,40.0,5,5,7.8,3.35,0,0,0.0,40.0,2,8,0.0,8,29.6,0,2,,64.9,33.3,70.3,32.4,59.9,,0,1,8,37.5,33.3,37.5,3,0,0,0,0,1,12.5,45,9.0
Steve Angeli,156966,QB,NOTRE DAME,1,9,100.0,4,4,3.0,2.0,0,0,0.0,100.0,4,2,0.0,4,44.4,0,3,,63.3,80.5,67.4,80.0,,,0,0,4,0.0,94.8,0.0,0,0,0,0,0,0,0.0,27,6.8,0,258,64.9,72.7,72.3,,100.0,2,3,0.0,2.62,0,0,0.0,66.7,2,3,0.0,5,55.6,0,0,,63.3,55.7,68.1,55.6,,,0,0,5,66.7,81.3,40.0,2,0,0,1,0,0,0.0,17,5.7,100.0,4,4,1.8,2.2,0,0,0.0,100.0,4,0,0.0,4,44.4,0,1,,63.3,73.4,67.4,73.0,,,0,0,4,,93.8,0.0,0,0,0,0,0,0,0.0,26,6.5,0,100.0,2,3,2.5,2.46,0,0,0.0,66.7,2,5,0.0,5,55.6,0,2,,63.3,64.9,68.1,64.6,,,0,0,5,40.0,82.6,40.0,2,0,0,1,0,0,0.0,18,6.0
Tyler Warren,129798,TE,PENN STATE,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,74.9,65.0,80.0,74.5,,75.4,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,266,67.6,75.4,,69.2,,0,0,,8.3,0,0,,,0,1,,1,100.0,0,0,70.7,63.7,67.4,73.3,,62.4,64.3,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,76.3,65.7,76.2,75.6,,74.7,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,8.3,0,0,,,0,1,,1,100.0,0,0,66.7,62.4,72.5,71.7,,61.1,64.3,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
