player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jaylen Raynor,172203,QB,ARK STATE,1,60,71.4,14,15,10.6,3.06,0,1,6.3,66.7,10,8,0.0,18,30.0,0,6,,66.8,57.1,72.2,56.9,,,0,1,19,37.5,59.0,16.7,3,0,0,1,0,1,5.3,105,7.0,0,113,43.4,61.2,60.9,59.2,64.5,31,32,7.5,2.93,0,1,2.9,59.4,19,6,5.0,42,70.0,1,10,,34.3,61.7,75.2,63.1,,56.4,0,0,45,66.7,75.4,9.5,4,5,0,1,0,1,2.2,183,5.7,66.7,39,40,8.9,2.57,0,2,4.8,62.5,25,0,3.8,46,76.7,1,15,,36.1,64.6,75.4,65.9,,56.4,0,1,48,,71.4,0.0,0,5,0,1,0,2,4.2,265,6.6,0,66.7,6,7,5.3,4.29,0,0,0.0,57.1,4,14,0.0,14,23.3,0,1,,66.4,47.9,71.6,47.7,,,0,0,16,50.0,63.4,50.0,7,0,0,1,0,0,0.0,23,3.3
Walker Eget,146170,QB,S JOSE ST,1,60,72.0,25,25,7.2,2.38,0,1,3.8,72.0,18,7,0.0,25,41.7,0,10,,67.8,78.5,73.3,77.8,,,0,0,26,0.0,99.3,0.0,0,0,0,0,1,1,3.8,143,5.7,0,285,70.8,79.8,78.8,62.1,64.5,31,33,13.7,2.62,1,4,10.8,54.5,18,4,10.0,35,58.3,2,13,,68.9,75.1,74.7,74.3,,61.8,1,0,39,0.0,110.8,0.0,0,2,0,0,2,0,0.0,341,10.3,68.1,47,48,10.6,2.42,1,4,7.7,62.5,30,0,6.3,49,81.7,2,19,,69.8,75.0,75.8,72.9,,64.3,0,0,53,,104.7,0.0,0,1,0,0,2,1,1.9,422,8.8,0,66.7,9,10,12.1,2.95,0,1,9.1,60.0,6,11,0.0,11,18.3,0,4,,65.8,82.6,70.7,85.9,,57.0,1,0,12,0.0,111.3,0.0,0,1,0,0,1,0,0.0,62,6.2
Miller Moss,70727,QB,LOUISVILLE,1,53,64.7,17,21,9.3,2.5,2,0,0.0,47.6,10,7,9.1,22,41.5,1,7,,67.6,49.1,73.0,49.1,,,0,0,24,14.3,78.7,4.5,1,0,0,2,1,1,4.2,106,5.0,0,210,71.0,59.2,56.5,71.8,80.0,30,30,6.9,2.66,0,2,6.7,76.7,23,10,4.2,31,58.5,1,10,,68.3,63.9,73.9,63.6,,,0,1,31,10.0,106.7,3.2,1,0,0,0,2,2,6.5,233,7.8,84.8,33,36,8.0,2.3,2,1,2.8,72.2,26,0,7.1,36,67.9,2,14,,68.7,59.6,74.4,59.3,,,0,1,36,,100.7,0.0,0,0,0,1,2,2,5.6,272,7.6,1,50.0,14,15,7.2,3.22,0,1,5.9,46.7,7,17,0.0,17,32.1,0,3,,67.0,53.4,72.2,53.3,,,0,0,19,11.8,81.8,11.8,2,0,0,1,1,1,5.3,67,4.5
Noah Fifita,158722,QB,ARIZONA,1,51,75.0,24,26,12.0,2.57,1,1,3.8,61.5,16,6,11.1,27,52.9,2,7,,67.9,71.7,73.4,71.1,,,0,1,27,16.7,72.8,3.7,1,0,0,1,1,1,3.7,141,5.4,0,109,70.8,70.0,65.3,72.8,81.0,21,22,7.2,3.43,0,0,0.0,72.7,16,4,5.9,24,47.1,1,7,,67.6,57.6,73.0,56.4,,61.7,0,1,24,0.0,80.1,0.0,0,2,0,1,1,1,4.2,112,5.1,76.9,39,40,9.6,2.74,1,1,2.5,72.5,29,0,3.3,41,80.4,1,12,,69.1,67.4,74.9,68.1,,57.3,0,1,41,,92.6,0.0,0,1,0,0,2,1,2.4,229,5.7,0,83.3,6,8,10.5,3.93,0,0,0.0,37.5,3,10,40.0,10,19.6,2,2,,65.4,59.0,70.1,53.9,,64.0,0,1,10,10.0,6.3,10.0,1,1,0,2,0,1,10.0,24,3.0
Micah Alejado,184162,QB,HAWAII,1,51,90.5,21,22,7.2,1.98,1,1,4.3,81.8,18,3,5.3,22,43.1,1,12,,67.5,90.3,72.8,90.0,,,0,0,23,0.0,111.7,0.0,0,0,0,0,1,0,0.0,158,7.2,0,180,72.5,88.4,91.6,49.6,87.0,23,26,10.4,2.62,1,2,7.4,65.4,17,4,15.0,29,56.9,3,10,,68.2,83.3,73.7,89.4,,49.7,0,0,30,0.0,130.1,0.0,0,3,0,2,2,0,0.0,299,11.5,89.5,38,41,7.8,2.15,2,2,4.9,75.6,31,0,8.8,44,86.3,3,18,,69.3,84.7,75.1,88.7,,49.7,0,0,44,,131.3,0.0,0,3,0,1,3,0,0.0,411,10.0,1,83.3,6,7,16.0,3.57,0,1,11.1,57.1,4,7,20.0,7,13.7,1,4,,65.1,91.7,69.8,91.5,,,0,0,9,0.0,77.1,0.0,0,0,0,1,0,0,0.0,46,6.6
Brendan Sorsby,156398,QB,CINCINNATI,1,50,64.7,17,19,7.6,2.43,0,0,0.0,57.9,11,9,0.0,21,42.0,0,7,,67.4,62.6,72.7,64.2,,57.3,1,0,22,11.1,80.2,4.8,1,1,1,0,0,0,0.0,136,7.2,0,138,72.6,85.4,81.6,71.8,78.3,23,26,13.1,3.07,0,1,3.4,69.2,18,13,0.0,29,58.0,0,12,,68.5,88.2,74.1,88.2,,63.1,0,0,33,0.0,125.8,0.0,0,3,0,3,2,1,3.0,252,9.7,83.3,24,25,10.4,2.5,0,0,0.0,80.0,20,0,0.0,28,56.0,0,13,,68.3,85.7,73.9,85.7,,63.1,0,0,31,,123.5,0.0,0,3,1,0,1,0,0.0,261,10.4,0,56.3,16,20,11.3,3.18,0,1,4.5,45.0,9,22,0.0,22,44.0,0,6,,67.6,67.2,73.0,68.7,,57.3,1,0,24,4.5,82.7,4.5,1,1,0,3,1,1,4.2,127,6.4
Logan Fife,128176,QB,NEW MEX ST,1,50,66.7,6,8,6.0,2.6,2,0,0.0,50.0,4,6,0.0,14,28.0,0,2,,66.2,48.3,71.2,44.7,,62.0,0,0,14,66.7,57.8,28.6,4,2,0,0,0,1,7.1,27,3.4,0,242,71.0,59.9,57.3,64.3,64.3,28,29,11.4,2.68,1,3,9.4,55.2,16,9,11.1,36,72.0,2,9,,69.1,60.0,74.9,62.3,,52.0,0,1,41,55.6,66.5,13.9,5,2,0,0,0,2,5.0,228,7.9,61.3,31,33,10.1,2.17,2,3,8.6,51.5,17,0,10.5,35,70.0,2,9,,68.9,65.7,74.6,65.1,,60.8,0,1,38,,57.4,0.0,0,2,0,0,0,2,5.4,198,6.0,0,100.0,3,4,14.0,3.78,1,0,0.0,75.0,3,15,0.0,15,30.0,0,2,,66.7,37.5,71.8,40.4,,53.1,0,0,17,60.0,116.7,60.0,9,2,0,0,0,1,5.9,57,14.3
Sam Leavitt,175465,QB,ARIZONA ST,1,49,75.0,24,25,6.7,3.28,0,2,7.4,68.0,17,14,5.6,32,65.3,1,10,,28.9,54.4,74.2,52.9,,61.5,0,0,34,21.4,93.4,9.4,3,4,0,1,1,3,8.8,128,5.1,0,110,43.1,69.6,63.8,71.1,71.4,14,14,8.1,2.73,0,2,12.5,71.4,10,2,0.0,17,34.7,0,7,,67.0,85.1,72.2,79.2,,71.5,0,0,19,50.0,133.9,5.9,1,2,0,0,1,0,0.0,163,11.6,76.7,30,30,7.0,2.66,0,2,6.1,73.3,22,0,4.3,33,67.3,1,13,,68.7,72.3,74.4,67.4,,72.2,0,0,36,,120.7,0.0,0,3,0,0,2,2,5.6,254,8.5,1,62.5,8,9,8.3,3.98,0,2,20.0,55.6,5,16,0.0,16,32.7,0,4,,22.4,56.0,71.8,55.1,,60.0,0,0,17,25.0,65.5,25.0,4,3,0,1,0,1,5.9,37,4.1
Caden Veltkamp,156642,QB,FAU,1,49,70.6,17,18,8.8,2.4,0,1,5.3,61.1,11,3,8.3,18,36.7,1,7,,67.0,74.3,72.2,73.7,,,0,0,19,0.0,83.1,0.0,0,0,0,1,0,0,0.0,130,7.2,0,165,45.3,75.9,77.2,57.8,72.4,29,31,6.7,2.59,0,1,3.2,61.3,19,4,9.5,31,63.3,2,6,,68.3,75.4,73.9,74.7,,,0,0,31,0.0,77.4,0.0,0,0,0,2,0,0,0.0,180,5.8,70.7,41,42,7.5,2.37,0,2,4.8,61.9,26,0,10.3,42,85.7,3,11,,69.1,82.6,74.9,81.6,,,0,0,42,,82.1,0.0,0,0,0,1,0,0,0.0,287,6.8,0,80.0,5,7,7.0,3.41,0,0,0.0,57.1,4,7,0.0,7,14.3,0,2,,64.9,52.6,69.5,52.5,,,0,0,8,0.0,63.4,0.0,0,0,0,2,0,0,0.0,23,3.3
Ben Gulbranson,131734,QB,STANFORD,1,47,76.0,25,25,10.0,2.39,0,1,3.6,64.0,16,9,15.8,28,59.6,3,9,,28.3,66.0,73.9,65.5,,,0,0,31,33.3,128.6,10.7,3,0,0,0,2,2,6.5,279,11.2,0,300,37.9,81.1,80.1,,82.4,17,18,11.1,2.99,0,1,5.6,72.2,13,3,7.1,19,40.4,1,9,,67.0,90.8,72.2,90.5,,,0,0,19,33.3,100.5,5.3,1,0,0,1,0,0,0.0,165,9.2,85.7,35,35,10.7,2.55,0,2,5.3,77.1,27,0,10.0,35,74.5,3,16,,68.9,91.9,74.6,91.5,,,0,0,38,,124.6,0.0,0,0,0,0,1,0,0.0,409,11.7,0,42.9,7,8,9.1,2.88,0,0,0.0,25.0,2,12,33.3,12,25.5,1,2,,19.6,29.2,70.7,29.3,,,0,0,12,33.3,84.9,33.3,4,0,0,1,1,2,16.7,35,4.4
