player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Brennan Armstrong,77696,QB,VIRGINIA,1,71,61.1,18,18,14.9,2.87,0,0,0.0,50.0,9,8,18.2,23,32.4,2,7,,67.6,59.0,73.3,55.8,,64.9,0,1,24,50.0,64.4,17.4,4,1,0,0,1,1,4.2,109,6.1,0,335,71.8,81.3,84.0,56.8,76.3,38,40,11.4,3.79,0,5,11.9,57.5,23,16,20.7,48,67.6,6,17,,69.7,90.7,75.8,91.4,,58.2,1,0,51,18.8,87.6,6.3,3,5,0,1,1,0,0.0,281,7.0,74.5,47,47,11.1,2.8,0,3,6.1,61.7,29,0,17.1,47,66.2,6,19,,69.5,79.5,75.7,78.7,,,0,1,49,,89.5,0.0,0,0,0,0,2,1,2.0,346,7.4,0,55.6,9,11,20.3,4.85,0,2,16.7,27.3,3,24,40.0,24,33.8,2,5,,67.8,81.3,73.5,84.5,,62.3,1,0,26,29.2,43.8,29.2,7,6,0,1,0,0,0.0,44,4.0
Will Rogers,124184,QB,MISS STATE,1,67,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,227,70.8,82.0,83.2,55.8,83.9,62,62,5.3,2.68,0,4,6.1,75.8,47,10,9.6,67,100.0,5,20,,70.8,82.0,76.9,83.2,,55.8,0,1,71,10.0,99.1,1.5,1,4,0,0,3,1,1.4,364,5.9,89.3,56,56,5.0,2.45,0,4,6.9,82.1,46,0,8.0,57,85.1,4,18,,70.2,89.6,76.2,89.6,,57.3,0,1,59,,103.6,0.0,0,1,0,0,3,1,1.7,357,6.4,0,33.3,6,6,8.2,3.97,0,0,0.0,16.7,1,10,50.0,10,14.9,1,2,,65.8,46.7,70.7,45.2,,58.6,0,0,12,10.0,39.6,10.0,1,3,0,0,0,0,0.0,7,1.2
Michael Penix Jr.,82134,QB,INDIANA,1,57,73.7,19,21,7.0,2.4,0,0,0.0,66.7,14,3,0.0,22,38.6,0,9,,67.4,75.9,72.7,77.5,,57.3,0,0,22,0.0,79.9,0.0,0,1,0,2,0,0,0.0,112,5.3,0,190,71.5,88.6,87.7,62.9,83.9,31,33,11.7,2.87,1,1,2.8,63.6,21,5,19.2,35,61.4,5,15,,68.9,88.1,74.6,86.9,,,0,0,38,40.0,88.1,5.7,2,0,0,1,0,0,0.0,261,7.9,82.2,45,48,9.6,2.62,1,1,2.0,66.7,32,0,13.5,49,86.0,5,23,,69.7,91.0,75.7,90.9,,57.3,0,0,51,,87.0,0.0,0,1,0,2,0,0,0.0,338,7.0,1,60.0,5,6,12.4,3.09,0,0,0.0,50.0,3,8,0.0,8,14.0,0,1,,65.1,49.5,69.8,49.5,,,0,0,9,25.0,68.1,25.0,2,0,0,1,0,0,0.0,35,5.8
Michael Pratt,123229,QB,TULANE,1,54,62.5,8,8,8.8,3.05,0,1,11.1,50.0,4,6,20.0,10,18.5,1,3,,65.6,65.6,70.4,66.1,,59.8,0,2,11,0.0,29.7,0.0,0,2,0,0,0,1,9.1,49,6.1,0,319,37.9,43.1,43.7,53.7,64.9,37,41,10.4,2.48,2,1,2.3,56.1,23,9,4.2,44,81.5,1,13,,29.8,36.6,75.4,39.1,,49.9,1,0,48,11.1,97.9,2.3,1,2,0,1,3,5,10.4,243,5.9,74.3,35,37,9.9,2.31,2,2,5.0,64.9,24,0,7.7,39,72.2,2,14,,28.4,62.8,74.9,63.7,,57.0,0,0,42,,113.9,2.6,1,1,0,0,3,2,4.8,273,7.4,0,30.0,10,12,10.9,3.29,0,0,0.0,25.0,3,15,0.0,15,27.8,0,2,,66.7,25.3,71.8,24.7,,53.8,1,2,17,0.0,0.0,0.0,0,3,0,1,0,4,23.5,19,1.6
Taylor Powell,60459,QB,TROY,1,53,80.0,10,10,2.7,2.43,0,0,0.0,80.0,8,6,0.0,13,24.5,0,2,,66.0,67.2,71.0,69.6,,57.8,0,0,13,33.3,85.4,15.4,2,1,0,0,0,0,0.0,45,4.5,0,318,39.0,61.8,63.0,53.6,75.7,37,39,5.4,2.92,0,0,0.0,69.2,27,7,3.6,40,75.5,1,13,,31.8,58.6,74.9,59.6,60.0,57.3,1,1,41,0.0,93.6,0.0,0,1,0,1,2,2,4.9,257,6.6,82.1,39,39,3.5,2.65,0,0,0.0,79.5,31,0,3.1,40,75.5,1,12,,69.1,68.5,74.9,69.3,,57.3,0,1,41,,88.8,0.0,0,1,0,0,1,1,2.4,227,5.8,1,50.0,8,10,11.4,3.25,0,0,0.0,40.0,4,13,0.0,13,24.5,0,3,,20.0,45.9,71.2,47.3,60.0,57.8,1,0,13,15.4,100.0,15.4,2,1,0,1,1,1,7.7,75,7.5
Kedon Slovis,100580,QB,USC,1,53,76.5,17,17,10.9,2.24,0,0,0.0,64.7,11,3,15.4,18,34.0,2,4,,24.7,57.9,72.5,57.7,,,0,0,21,33.3,90.6,5.6,1,0,0,0,0,1,4.8,141,8.3,0,326,41.9,58.2,58.4,57.3,73.3,30,33,8.0,3.13,1,1,2.8,60.6,20,9,9.1,35,66.0,2,11,,68.9,58.4,74.6,59.4,,57.3,1,3,38,11.1,51.8,2.9,1,1,0,1,1,3,7.9,214,6.5,79.5,39,40,8.2,2.58,1,1,2.3,67.5,27,0,12.9,41,77.4,4,13,,69.3,78.3,75.1,78.9,,57.3,0,1,44,,88.4,0.0,0,1,0,0,1,1,2.3,309,7.7,1,50.0,8,10,13.1,3.69,0,0,0.0,40.0,4,12,0.0,12,22.6,0,2,,21.6,26.2,71.4,26.4,,,1,2,15,16.7,15.0,16.7,2,0,0,1,0,3,20.0,46,4.6
Chase Garbers,60356,QB,CAL,1,52,88.9,9,9,7.3,2.99,0,0,0.0,88.9,8,6,0.0,12,23.1,0,7,,65.8,83.8,70.7,82.0,,61.7,0,0,12,33.3,150.2,16.7,2,1,0,0,2,0,0.0,95,10.6,0,130,43.9,60.6,60.9,58.4,79.3,29,33,8.9,3.43,0,0,0.0,66.7,22,10,4.3,40,76.9,1,10,,31.8,45.2,74.9,51.4,,45.0,2,2,41,10.0,60.7,2.5,1,6,1,1,0,3,7.3,224,6.8,83.3,30,32,9.7,3.13,0,0,0.0,75.0,24,0,4.0,36,69.2,1,14,,29.7,59.7,74.5,65.3,,46.4,0,2,37,,82.9,0.0,0,4,1,1,1,3,8.1,261,8.2,0,75.0,8,10,4.0,3.78,0,0,0.0,60.0,6,16,0.0,16,30.8,0,3,,66.5,50.0,71.6,50.2,,57.5,2,0,16,18.8,109.6,18.8,3,3,0,0,1,0,0.0,58,5.8
Sam Howell,97599,QB,N CAROLINA,1,50,70.0,10,12,23.0,3.13,0,2,16.7,58.3,7,7,0.0,15,30.0,0,8,,66.4,83.6,71.4,80.5,,64.2,1,0,15,28.6,130.6,13.3,2,1,0,1,1,0,0.0,163,13.6,0,245,25.5,78.0,80.2,57.7,88.0,25,27,7.7,3.09,0,1,3.3,66.7,18,12,18.2,35,70.0,4,7,,68.8,77.8,74.6,74.7,,68.2,1,0,38,50.0,92.1,17.1,6,2,0,1,1,0,0.0,143,5.3,83.3,30,30,11.8,2.79,0,2,6.5,73.3,22,0,12.0,31,62.0,3,12,,68.4,90.4,74.0,89.1,,64.2,0,0,32,,113.5,0.0,0,1,0,0,1,0,0.0,282,9.4,0,80.0,5,9,13.6,3.62,0,1,9.1,33.3,3,19,25.0,19,38.0,1,3,,67.1,61.0,72.5,55.3,,68.2,2,0,21,42.1,79.4,42.1,8,2,0,2,1,0,0.0,24,2.7
Devin Leary,77628,QB,NC STATE,1,50,76.9,13,13,8.5,2.1,0,0,0.0,69.2,9,2,10.0,14,28.0,1,7,,66.5,60.0,71.6,59.8,,,0,0,16,50.0,115.1,7.1,1,0,0,0,2,0,0.0,49,3.8,0,248,40.4,64.7,68.9,49.6,88.5,26,31,5.8,2.54,0,2,5.9,74.2,23,8,0.0,36,72.0,0,11,,30.3,67.3,74.8,72.6,56.7,48.9,0,0,39,25.0,110.8,5.6,2,3,0,5,2,1,2.6,189,6.1,88.9,36,39,6.9,2.1,0,2,5.0,79.5,31,0,3.1,40,80.0,1,18,,69.1,81.1,74.9,82.1,,56.7,0,0,41,,125.1,0.0,0,1,0,3,4,0,0.0,227,5.8,1,33.3,3,5,5.0,3.69,0,0,0.0,20.0,1,10,0.0,10,20.0,0,0,,20.6,28.7,71.4,29.0,56.7,52.6,0,0,14,30.0,39.6,30.0,3,2,0,2,0,1,7.1,11,2.2
D.J. Mack Jr.,55405,QB,DOMINION,1,48,55.6,9,9,10.7,2.99,0,1,11.1,44.4,4,9,20.0,13,27.1,1,4,,66.2,90.7,71.2,72.7,,90.5,0,0,14,33.3,57.2,23.1,3,1,0,0,0,0,0.0,39,4.3,0,263,73.0,92.2,85.9,89.0,86.7,30,32,7.7,2.53,0,2,6.3,62.5,20,13,23.1,35,72.9,6,7,,68.6,85.4,74.3,86.4,,57.3,2,1,35,15.4,75.7,5.7,2,1,0,0,1,0,0.0,185,5.8,80.8,26,26,6.4,1.94,0,1,3.8,69.2,18,0,14.3,26,54.2,3,6,,67.8,82.1,73.3,81.3,,,0,1,26,,65.9,0.0,0,0,0,0,0,0,0.0,138,5.3,0,76.9,13,15,12.4,3.51,0,2,13.3,40.0,6,22,40.0,22,45.8,4,5,,67.5,91.0,72.8,81.3,,85.1,2,0,23,22.7,81.5,22.7,5,2,0,0,1,0,0.0,86,5.7
