player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Joey Aguilar,174978,QB,TENNESSEE,1,48,71.4,28,29,9.6,2.12,1,1,3.2,65.5,19,11,5.0,30,62.5,1,8,,,,,68.4,77.6,74.0,,76.8,,,,,0,0,32,9.1,95.2,3.3,1,0,0,0,1,0,0.0,188,6.5,0,307,71.6,84.8,80.3,74.9,66.7,15,15,8.9,2.72,0,0,0.0,66.7,10,7,0.0,18,37.5,0,3,,,,,67.1,77.6,72.4,,77.0,,,,,0,0,20,42.9,88.5,16.7,3,0,0,0,0,0,0.0,111,7.4,75.9,29,30,4.4,1.93,1,0,0.0,70.0,21,0,4.5,30,62.5,1,8,,,,,68.5,85.3,74.1,,84.3,,,,,0,0,33,,85.7,0.0,0,0,0,0,0,0,0.0,182,6.1,0,57.1,14,14,19.6,3.04,0,1,6.7,57.1,8,18,0.0,18,37.5,0,3,,,,,67.0,66.4,72.2,,66.1,,,,,0,0,19,22.2,108.3,22.2,4,0,0,0,1,0,0.0,117,8.4
Sawyer Robertson,146839,QB,BAYLOR,1,47,55.0,20,21,7.3,2.29,0,1,4.8,47.6,10,7,9.1,21,44.7,1,7,,,,,67.2,48.3,72.5,,48.3,,,,,0,0,21,0.0,82.2,0.0,0,0,0,1,1,1,4.8,124,5.9,0,118,71.4,63.4,58.6,71.5,59.1,22,25,10.3,2.9,1,1,3.8,52.0,13,6,0.0,26,55.3,0,9,,,,,67.8,67.9,73.4,,67.4,,,,,1,1,27,16.7,59.6,3.8,1,0,0,1,0,0,0.0,185,7.4,65.6,32,34,7.4,2.45,1,1,2.9,58.8,20,0,4.8,34,72.3,1,13,,,,,68.6,69.4,74.3,,68.9,,,,,0,1,35,,78.6,0.0,0,0,0,1,1,0,0.0,244,7.2,0,30.0,10,12,13.6,3.07,0,1,8.3,25.0,3,13,0.0,13,27.7,0,3,,,,,65.8,39.0,71.0,,39.3,,,,,1,0,13,7.7,49.7,7.7,1,0,0,1,0,1,7.7,65,5.4
Nico Iamaleava,174728,QB,UCLA,1,47,64.3,14,15,7.4,2.59,1,0,0.0,60.0,9,7,0.0,19,40.4,0,8,,,,,67.0,66.1,72.2,,67.8,,,58.0,,0,0,19,14.3,90.7,5.3,1,3,0,0,1,0,0.0,59,3.9,0,324,39.1,68.3,75.6,49.2,78.3,23,23,4.8,2.75,0,0,0.0,78.3,18,6,0.0,28,59.6,0,8,,,,,68.1,77.1,73.6,,76.5,,,61.8,,0,0,29,50.0,92.2,10.7,3,2,0,0,0,0,0.0,141,6.1,80.6,31,32,5.5,2.36,1,0,0.0,78.1,25,0,0.0,34,72.3,0,14,,,,,68.6,81.8,74.3,,84.7,,,52.4,,0,0,35,,102.0,0.0,0,2,0,0,1,0,0.0,191,6.0,2,33.3,6,6,7.3,3.52,0,0,0.0,33.3,2,13,0.0,13,27.7,0,2,,,,,66.0,52.3,71.0,,43.5,,,66.7,,0,0,13,30.8,42.4,30.8,4,3,0,0,0,0,0.0,9,1.5
Adam Damante,170711,QB,NEW MEX ST,1,46,66.7,9,9,8.3,2.23,0,0,0.0,66.7,6,3,0.0,9,19.6,0,2,,,,,65.4,52.5,70.1,,52.5,,,,,0,0,10,0.0,110.9,0.0,0,0,0,0,1,0,0.0,35,3.9,1,242,70.9,69.5,64.8,75.7,73.5,34,35,11.3,2.25,0,1,2.6,65.7,23,9,8.0,37,80.4,2,14,,,,,69.1,70.5,74.9,,68.5,,,64.1,,0,2,42,11.1,75.4,2.7,1,1,0,1,1,1,2.4,276,7.9,72.7,33,34,11.5,2.06,0,1,2.7,67.6,23,0,4.2,34,73.9,1,13,,,,,68.8,73.0,74.5,,72.3,,,,,0,1,37,,81.1,0.0,0,0,0,1,1,0,0.0,205,6.0,1,70.0,10,10,7.9,2.75,0,0,0.0,60.0,6,12,14.3,12,26.1,1,3,,,,,66.4,49.4,71.4,,44.9,,,64.1,,0,1,15,8.3,90.0,8.3,1,1,0,0,1,1,6.7,106,10.6
Roman Gagliano,183961,QB,MIDDLE TN,1,46,77.8,9,9,13.7,2.72,0,1,10.0,77.8,7,4,0.0,9,19.6,0,5,,,,,65.4,91.3,70.1,,91.0,,,,,0,0,10,0.0,137.0,0.0,0,0,0,0,1,0,0.0,72,8.0,0,224,71.7,90.9,87.5,79.5,64.5,31,34,10.5,2.48,0,2,5.7,50.0,17,13,15.0,37,80.4,3,10,,,,,68.9,80.5,74.6,,78.2,,,64.1,,1,0,38,15.4,86.4,5.4,2,1,1,1,2,1,2.6,188,5.5,78.6,28,29,7.9,2.08,0,1,3.4,65.5,19,0,13.6,29,63.0,3,11,,,,,68.1,92.8,73.6,,92.4,,,,,0,0,29,,101.4,0.0,0,0,1,0,2,0,0.0,151,5.2,2,41.7,12,14,19.1,3.29,0,2,12.5,35.7,5,17,0.0,17,37.0,0,4,,,,,67.0,63.4,72.2,,60.3,,,64.1,,1,0,19,11.8,88.1,11.8,2,1,0,1,1,1,5.3,109,7.8
JC French IV,162521,QB,GA SOUTHRN,1,46,66.7,15,15,9.2,2.44,0,0,0.0,66.7,10,5,0.0,16,34.8,0,8,,,,,66.7,60.7,71.8,,62.4,,,57.3,,0,0,17,0.0,125.8,0.0,0,1,0,0,2,0,0.0,103,6.9,0,174,43.4,67.3,69.7,57.9,75.0,20,21,8.6,3.17,0,1,4.8,66.7,14,6,6.7,30,65.2,1,10,,,,,68.2,73.5,73.9,,72.7,,,64.1,,0,0,30,16.7,99.3,3.3,1,7,0,1,0,0,0.0,210,10.0,72.4,29,29,10.0,2.48,0,1,3.3,69.0,20,0,4.8,35,76.1,1,15,,,,,68.7,73.5,74.4,,71.2,,,66.2,,0,0,36,,120.6,0.0,0,5,0,0,2,0,0.0,265,9.1,0,66.7,6,7,3.3,4.32,0,0,0.0,57.1,4,11,0.0,11,23.9,0,3,,,,,65.6,55.7,70.7,,59.5,,,55.8,,0,0,11,9.1,78.3,9.1,1,3,0,1,0,0,0.0,48,6.9
Owen McCown,157688,QB,UTSA,1,43,80.0,15,15,5.8,2.32,0,0,0.0,80.0,12,2,0.0,16,37.2,0,6,,,,,66.5,67.5,71.8,,67.6,60.0,,,,0,0,16,50.0,100.3,6.3,1,0,0,0,0,0,0.0,121,8.1,0,331,69.7,66.9,66.6,63.3,79.2,24,26,7.6,2.31,0,2,7.7,57.7,15,6,21.1,27,62.8,4,7,,,,,67.9,61.8,0.0,,64.0,,,,,0,1,27,16.7,83.0,3.7,1,0,1,1,2,1,3.7,145,5.6,85.3,34,35,6.4,2.14,0,2,5.7,74.3,26,0,10.3,35,81.4,3,12,,,,,68.6,69.1,0.0,,70.6,,,,,0,1,35,,101.1,0.0,0,0,1,0,2,1,2.9,252,7.2,1,40.0,5,6,10.0,3.08,0,0,0.0,16.7,1,8,50.0,8,18.6,1,1,,,,,64.9,50.5,69.8,,51.2,60.0,,,,0,0,8,25.0,39.6,25.0,2,0,0,1,0,0,0.0,14,2.3
Kamario Taylor,198868,QB,MISS STATE,1,43,85.7,7,9,6.6,3.38,0,0,0.0,55.6,5,8,16.7,11,25.6,1,5,,,,,65.6,87.5,70.4,,69.8,,,81.9,,1,0,11,0.0,75.7,0.0,0,2,0,1,0,0,0.0,59,6.6,0,227,53.3,76.5,54.4,87.4,55.0,20,22,15.9,3.77,0,0,0.0,45.5,10,14,9.1,32,74.4,1,9,,,,,39.5,61.0,74.2,,49.0,,,77.8,,0,1,34,21.4,43.6,9.4,3,6,0,2,0,0,0.0,119,5.4,72.2,18,18,13.6,2.81,0,0,0.0,61.1,11,0,15.4,21,48.8,2,9,,,,,67.2,80.9,72.5,,73.4,,,75.2,,0,1,21,,60.2,0.0,0,3,0,0,0,0,0.0,131,7.3,0,44.4,9,13,13.2,4.49,0,0,0.0,30.8,4,22,0.0,22,51.2,0,5,,,,,31.0,56.2,73.0,,34.4,,,82.9,,1,0,24,13.6,42.8,13.6,3,5,0,3,0,0,0.0,47,3.6
Braylon Braxton,144442,QB,SO MISS,1,43,41.2,17,17,18.2,2.61,0,1,4.5,41.2,7,7,0.0,19,44.2,0,5,,,,,67.6,51.3,73.0,,52.6,,,57.3,,0,0,24,14.3,84.9,5.3,1,1,0,0,1,1,4.2,118,6.9,0,296,70.2,59.0,64.6,47.3,73.7,19,19,10.2,2.97,0,2,9.1,73.7,14,6,0.0,24,55.8,0,5,,,,,68.1,69.3,73.6,,76.6,,,48.2,,0,1,29,33.3,65.2,8.3,2,3,0,0,0,0,0.0,108,5.7,64.3,28,28,15.0,2.55,0,3,8.6,64.3,18,0,0.0,30,69.8,0,9,,,,,68.9,72.5,74.6,,76.0,,,50.0,,0,1,38,,82.9,0.0,0,2,0,0,1,1,2.6,203,7.3,1,37.5,8,8,10.5,3.42,0,0,0.0,37.5,3,13,0.0,13,30.2,0,1,,,,,66.4,33.7,71.4,,36.3,,,53.1,,0,0,15,23.1,45.8,23.1,3,2,0,0,0,0,0.0,23,2.9
Brendon Lewis,131687,QB,MEMPHIS,1,43,83.3,18,23,14.0,3.15,1,1,4.2,52.2,12,11,20.0,26,60.5,3,7,,,,,67.9,66.2,73.4,,67.6,,,57.3,,0,0,27,18.2,96.6,7.7,2,1,0,4,2,1,3.7,122,5.3,0,218,70.9,68.7,63.2,71.0,63.6,11,13,11.0,3.34,0,0,0.0,53.8,7,3,0.0,17,39.5,0,3,,,,,66.8,61.0,72.0,,55.0,,,68.3,,1,0,18,66.7,63.0,11.8,2,1,0,1,0,0,0.0,50,3.8,76.0,25,27,12.4,2.85,1,1,3.7,63.0,17,0,10.5,29,67.4,2,8,,,,,68.1,76.8,73.6,,71.6,,,69.4,,0,0,29,,85.6,0.0,0,1,0,1,1,1,3.4,121,4.5,0,75.0,4,9,15.5,3.99,0,0,0.0,22.2,2,14,33.3,14,32.6,1,2,,,,,66.5,42.3,71.6,,45.8,,,52.9,,1,0,16,28.6,87.7,28.6,4,1,0,4,1,0,0.0,51,5.7
Cade Klubnik,156253,QB,CLEMSON,1,42,60.0,20,20,11.7,2.51,0,3,13.0,60.0,12,10,0.0,21,50.0,0,8,,,,,25.6,78.1,73.0,,81.1,,,54.5,,0,0,24,0.0,86.9,0.0,0,1,0,0,0,1,4.2,167,8.4,0,140,40.3,73.1,79.0,49.7,77.8,18,19,10.6,2.46,0,0,0.0,63.2,12,7,14.3,21,50.0,2,5,,,,,67.6,68.3,73.0,,69.9,,,57.0,,0,1,24,14.3,54.9,4.8,1,1,0,1,0,2,8.3,101,5.3,80.0,25,25,8.3,2.17,0,1,3.6,72.0,18,0,10.0,25,59.5,2,7,,,,,68.0,77.8,73.5,,77.0,,,,,0,1,28,,75.8,0.0,0,0,0,0,0,2,7.1,182,7.3,1,46.2,13,14,16.5,2.94,0,2,11.8,42.9,6,17,0.0,17,40.5,0,6,,,,,23.9,68.1,72.4,,74.1,,,48.9,,0,0,20,5.9,63.4,5.9,1,2,0,1,0,1,5.0,86,6.1
Noah Kim,129623,QB,E MICHIGAN,1,42,55.6,9,10,9.0,2.47,0,0,0.0,50.0,5,3,0.0,10,23.8,0,5,,,,,65.4,72.3,70.1,,71.9,,,,,0,1,10,0.0,89.2,0.0,0,0,0,1,1,0,0.0,124,12.4,0,160,38.3,77.3,79.4,52.4,84.6,26,31,6.7,2.75,0,1,2.8,61.3,19,7,13.6,32,76.2,3,7,,,,,68.7,79.2,74.5,,78.4,,,,,0,2,37,14.3,64.3,3.1,1,0,0,5,1,1,2.7,203,6.5,80.0,30,32,7.7,2.45,0,1,2.7,65.6,21,0,12.5,32,76.2,3,11,,,,,68.8,85.7,74.5,,84.7,,,,,0,3,37,,78.8,0.0,0,0,0,2,2,1,2.7,309,9.7,0,60.0,5,9,5.0,3.42,0,0,0.0,33.3,3,10,0.0,10,23.8,0,1,,,,,65.1,51.4,70.1,,51.3,,,,,0,0,10,10.0,42.4,10.0,1,0,0,4,0,0,0.0,18,2.0
JJ Kohl,174674,QB,APP STATE,1,42,90.0,10,11,5.6,2.37,0,0,0.0,81.8,9,5,0.0,11,26.2,0,3,,,,,65.8,68.9,70.7,,68.5,,,,,1,0,12,0.0,138.3,0.0,0,0,0,0,1,0,0.0,109,9.9,0,108,69.2,89.3,84.2,76.5,80.0,25,28,9.9,2.61,2,2,7.1,60.7,17,6,15.0,31,73.8,3,14,,,,,68.3,90.6,73.9,,86.1,,,76.5,,0,0,31,16.7,88.7,3.2,1,2,0,1,1,0,0.0,162,5.8,81.5,27,29,9.1,2.45,2,1,3.3,69.0,20,0,9.1,31,73.8,2,15,,,,,68.4,90.0,74.0,,84.1,,,76.5,,0,0,32,,115.2,0.0,0,2,0,0,2,0,0.0,227,7.8,0,87.5,8,10,7.3,2.82,0,1,10.0,60.0,6,11,14.3,11,26.2,1,2,,,,,65.6,72.1,70.4,,71.6,,,,,1,0,11,9.1,70.4,9.1,1,0,0,1,0,0,0.0,44,4.4
Tad Hudson,170107,QB,COAST CAR,1,42,50.0,16,18,5.3,2.21,0,0,0.0,38.9,7,8,12.5,19,45.2,1,1,,,,,67.2,47.6,72.9,,48.7,,,57.3,,1,0,21,0.0,47.0,0.0,0,1,0,1,0,0,0.0,22,1.2,0,141,71.3,44.6,45.2,57.7,72.2,18,21,8.9,2.76,2,1,4.8,42.9,9,7,30.8,23,54.8,4,5,,,,,67.5,46.0,73.0,,47.1,56.7,,57.8,,0,1,23,14.3,58.8,4.3,1,1,0,1,1,2,8.7,126,6.0,72.0,25,27,4.8,2.03,2,1,3.6,51.9,14,0,22.2,27,64.3,4,5,,,,,68.0,57.4,73.8,,56.9,,,,,0,1,28,,63.2,0.0,0,0,0,0,1,1,3.6,136,5.0,2,33.3,9,12,13.8,3.37,0,0,0.0,16.7,2,15,33.3,15,35.7,1,1,,,,,66.5,32.6,71.8,,34.2,56.7,,53.8,,1,0,16,6.7,39.6,6.7,1,2,0,2,0,1,6.3,12,1.0
Jackson Brousseau,173480,QB,COLO STATE,1,41,88.9,9,11,10.2,2.63,0,1,9.1,63.6,7,5,12.5,12,29.3,1,3,,,,,65.8,83.4,70.7,,86.9,,,57.3,,0,0,12,0.0,130.3,0.0,0,1,0,2,2,0,0.0,94,8.5,0,144,69.5,79.8,80.8,58.4,91.7,24,26,2.7,2.68,1,1,3.8,80.8,21,7,4.5,29,70.7,1,12,,,,,68.1,69.9,73.6,,71.4,,,57.3,,0,0,29,28.6,103.4,6.9,2,1,0,1,0,0,0.0,229,8.8,89.3,28,28,3.8,2.44,0,2,7.1,85.7,24,0,4.0,29,70.7,1,12,,,,,68.1,76.8,73.6,,78.2,,,57.3,,0,0,29,,115.6,0.0,0,1,0,0,1,0,0.0,249,8.9,0,100.0,5,9,10.0,3.22,1,0,0.0,44.4,4,12,20.0,12,29.3,1,3,,,,,65.8,71.7,70.7,,75.3,,,57.3,,0,0,12,16.7,110.4,16.7,2,1,0,3,1,0,0.0,74,8.2
Alessio Milivojevic,183542,QB,MICH STATE,1,41,70.0,20,21,9.7,2.5,1,0,0.0,61.9,13,5,7.1,21,51.2,1,9,,,,,67.2,72.3,72.5,,71.7,,,,,0,1,21,0.0,105.9,0.0,0,0,0,0,2,1,4.8,203,9.7,0,223,70.8,78.9,77.0,66.2,83.3,18,18,5.6,2.83,0,0,0.0,77.8,14,7,6.7,20,48.8,1,6,,,,,67.2,76.6,72.5,,76.8,,,60.6,,0,0,21,0.0,124.3,0.0,0,2,0,0,2,1,4.8,89,4.9,78.6,28,29,8.1,2.38,1,0,0.0,69.0,20,0,9.1,29,70.7,2,11,,,,,68.2,74.6,73.7,,73.9,,,,,0,1,30,,116.4,0.0,0,0,0,0,4,2,6.7,220,7.6,0,70.0,10,10,6.8,3.32,0,0,0.0,70.0,7,12,0.0,12,29.3,0,4,,,,,65.8,74.6,70.7,,75.3,,,60.6,,0,0,12,0.0,90.4,0.0,0,2,0,0,0,0,0.0,72,7.2
Marcel Reed,175940,QB,TEXAS A&M,1,41,100.0,3,4,9.3,3.77,0,0,0.0,75.0,3,3,0.0,6,14.6,0,2,,,,,64.6,85.6,69.1,,88.4,,,61.4,,0,0,7,0.0,109.4,0.0,0,2,0,1,0,0,0.0,43,10.8,0,312,70.9,54.4,50.7,61.7,69.2,26,28,7.2,3.36,1,0,0.0,60.7,17,11,5.6,35,85.4,1,8,,,,,68.7,41.6,74.4,,39.9,,,58.3,,1,2,36,9.1,43.3,2.9,1,6,0,0,0,2,5.6,137,4.9,81.8,22,23,5.8,3.33,1,0,0.0,78.3,18,0,0.0,27,65.9,0,8,,,,,68.0,53.0,73.5,,49.7,,,63.6,,0,1,28,,74.8,0.0,0,4,0,0,0,1,3.6,145,6.3,1,42.9,7,9,12.3,3.59,0,0,0.0,22.2,2,14,33.3,14,34.1,1,2,,,,,66.4,53.9,71.4,,56.7,,,55.5,,1,1,15,7.1,3.7,7.1,1,4,0,1,0,1,6.7,35,3.9
Goose Crowder,144781,QB,TROY,1,41,77.8,18,19,8.6,2.78,0,1,5.3,68.4,13,10,7.1,23,56.1,1,9,,,,,67.5,66.1,72.8,,72.7,,,48.7,,0,0,23,10.0,137.9,4.3,1,3,0,1,3,1,4.3,179,9.4,0,318,70.0,56.8,58.2,54.6,73.3,15,15,5.1,2.09,0,0,0.0,73.3,11,3,0.0,18,43.9,0,5,,,,,66.8,45.4,72.0,,41.2,,,64.3,,0,1,18,66.7,64.9,11.1,2,1,0,0,0,1,5.6,106,7.1,85.2,27,27,7.0,2.11,0,1,3.7,81.5,22,0,4.3,28,68.3,1,13,,,,,68.0,83.6,73.5,,80.9,,,64.3,,0,0,28,,144.3,0.0,0,1,0,0,3,0,0.0,263,9.7,0,33.3,6,7,7.2,3.25,0,0,0.0,28.6,2,13,0.0,13,31.7,0,1,,,,,66.0,25.7,71.0,,26.2,,,48.7,,0,1,13,23.1,0.6,23.1,3,3,0,1,0,2,15.4,22,3.1
John Mateer,158516,QB,OKLAHOMA,1,40,60.0,20,20,11.1,2.5,0,0,0.0,50.0,10,3,16.7,21,52.5,2,6,,,,,67.4,63.8,72.7,,64.9,,,57.8,,0,2,22,0.0,80.6,0.0,0,1,0,0,2,1,4.5,207,10.4,0,261,43.2,55.0,60.6,47.8,76.5,17,18,7.0,2.82,0,1,5.3,72.2,13,3,0.0,19,47.5,0,4,,,,,67.1,54.1,72.4,,55.3,,,57.8,,0,1,20,0.0,64.8,0.0,0,1,0,1,0,1,5.0,111,6.2,69.7,33,34,8.9,2.4,0,1,2.9,61.8,21,0,8.7,34,85.0,2,10,,,,,68.6,63.5,74.3,,63.1,,,,,0,3,35,,73.4,0.0,0,0,0,1,2,2,5.7,302,8.9,1,50.0,4,4,11.5,4.07,0,0,0.0,50.0,2,6,0.0,6,15.0,0,0,,,,,64.6,47.5,69.1,,51.7,,,54.4,,0,0,7,0.0,60.4,0.0,0,2,0,0,0,0,0.0,16,4.0
Jaron-Keawe Sagapolutele,198237,QB,CAL,1,40,71.4,7,8,10.3,2.3,1,0,0.0,62.5,5,2,0.0,8,20.0,0,5,,,,,65.4,61.4,70.1,,61.2,,,,,0,0,10,0.0,117.7,0.0,0,0,0,0,1,0,0.0,46,5.8,0,130,69.8,82.1,81.2,60.0,84.4,32,32,5.2,2.25,0,2,5.6,81.3,26,6,3.7,32,80.0,1,12,,,,,68.7,86.0,74.4,,85.1,,,,,0,0,36,0.0,134.9,0.0,0,0,0,0,3,0,0.0,284,8.9,90.3,31,32,5.4,2.14,1,2,5.7,84.4,27,0,3.6,32,80.0,1,16,,,,,68.6,88.3,74.3,,87.3,,,,,0,0,35,,136.6,0.0,0,0,0,0,3,0,0.0,297,9.3,0,50.0,8,8,8.9,2.75,0,0,0.0,50.0,4,8,0.0,8,20.0,0,1,,,,,65.6,58.4,70.4,,58.3,,,,,0,0,11,0.0,100.5,0.0,0,0,0,0,1,0,0.0,33,4.1
Tayven Jackson,157615,QB,UCF,1,40,75.0,12,18,8.6,3.52,0,1,5.6,38.9,7,10,22.2,18,45.0,2,3,,,,66.7,67.2,63.4,72.5,,60.8,79.6,,,,0,0,18,0.0,65.7,0.0,0,0,0,6,1,1,5.6,55,3.1,0,323,34.7,58.9,58.7,56.2,75.0,20,20,7.9,3.29,0,0,0.0,70.0,14,6,6.7,22,55.0,1,8,,,,,24.8,55.1,72.8,,57.4,54.3,,57.3,,0,0,22,16.7,114.0,4.5,1,1,0,0,1,1,4.5,177,8.9,79.2,24,24,7.1,2.5,0,0,0.0,70.8,17,0,10.5,24,60.0,2,8,,,,66.7,67.9,70.1,73.5,,69.3,68.1,,,,0,0,24,,119.1,0.0,0,0,0,0,2,0,0.0,174,7.3,1,62.5,8,14,11.3,4.73,0,1,7.1,28.6,4,16,20.0,16,40.0,1,3,,,,,21.8,41.7,71.6,,43.3,,,57.3,,0,0,16,6.3,44.3,6.3,1,1,0,6,0,2,12.5,58,4.1
Kevin Jennings,158272,QB,SMU,1,40,42.9,7,7,7.3,2.58,0,0,0.0,42.9,3,0,0.0,8,20.0,0,1,,,,,64.9,56.0,69.5,,49.4,,,64.3,,0,0,8,,50.3,0.0,0,1,0,0,0,0,0.0,16,2.3,0,287,70.0,74.0,67.5,75.9,78.6,28,29,6.5,2.5,0,0,0.0,72.4,21,7,4.5,32,80.0,1,11,,,,,68.5,74.9,74.1,,72.4,,,64.1,,0,1,33,28.6,104.7,6.3,2,1,0,1,2,0,0.0,234,8.1,71.0,31,31,6.5,2.32,0,0,0.0,71.0,22,0,0.0,33,82.5,0,11,,,,,68.5,70.8,74.2,,66.4,,,71.0,,0,0,34,,111.4,0.0,0,2,0,0,2,0,0.0,213,6.9,0,75.0,4,5,7.8,3.47,0,0,0.0,40.0,2,7,33.3,7,17.5,1,1,,,,,64.6,66.6,69.1,,66.3,,,,,0,1,7,28.6,26.7,28.6,2,0,0,1,0,0,0.0,37,7.4
Ty Simpson,157008,QB,ALABAMA,1,40,78.6,14,19,8.0,2.82,0,1,4.8,47.4,9,12,18.2,21,52.5,2,4,,,,,67.5,73.6,72.8,,73.0,,,,,2,0,23,16.7,90.5,9.5,2,0,0,3,2,1,4.3,63,3.3,0,103,71.2,67.1,60.8,71.5,73.3,15,16,7.3,3.54,1,0,0.0,62.5,10,4,9.1,19,47.5,1,4,,,,,67.0,52.9,72.2,,46.1,,,69.7,,0,0,19,25.0,90.4,5.3,1,2,0,0,1,1,5.3,59,3.7,82.6,23,24,6.7,2.83,1,0,0.0,66.7,16,0,15.8,24,60.0,3,4,,,,,67.6,64.3,73.0,,63.9,,,,,0,0,24,,101.2,0.0,0,0,0,0,2,1,4.2,91,3.8,0,50.0,6,11,11.5,3.65,0,1,7.7,27.3,3,16,0.0,16,40.0,0,4,,,,,66.8,62.9,72.0,,56.3,,,69.7,,2,0,18,18.8,69.9,18.8,3,2,0,3,1,1,5.6,31,2.8
