player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
JC French IV,162521,QB,GA SOUTHRN,1,56,41.2,17,17,14.1,2.01,0,2,11.8,29.4,5,10,28.6,19,33.9,2,4,,24.3,66.7,72.5,63.6,,64.1,0,0,21,20.0,43.5,10.5,2,0,0,0,0,1,4.8,67,3.9,0,174,18.2,67.2,66.7,61.7,75.8,33,33,6.6,2.27,0,2,5.6,69.7,23,7,8.0,37,66.1,2,14,,31.1,73.1,74.8,66.9,,77.2,0,0,40,28.6,112.6,5.4,2,2,0,0,2,1,2.5,255,7.7,76.3,38,38,5.7,1.99,0,2,5.0,65.8,25,0,13.8,39,69.6,4,14,,69.1,81.3,74.9,76.8,,69.0,0,0,41,,99.3,0.0,0,1,0,0,2,0,0.0,227,6.0,0,25.0,12,12,20.0,2.62,0,2,15.4,25.0,3,17,0.0,17,30.4,0,4,,13.6,53.1,72.4,46.3,,70.7,0,0,20,23.5,60.1,23.5,4,1,0,0,0,2,10.0,95,7.9
Gio Lopez,172309,QB,S ALABAMA,1,54,91.7,12,14,14.4,2.74,0,3,16.7,78.6,11,5,0.0,14,25.9,0,8,,23.8,81.7,72.2,80.9,,,1,0,19,0.0,158.3,0.0,0,0,0,1,3,1,5.3,210,15.0,0,288,48.5,74.8,68.7,73.9,53.1,32,35,14.7,3.6,0,1,2.9,42.9,15,11,11.8,40,74.1,2,11,,69.0,59.1,74.8,59.3,,58.3,1,0,40,18.2,64.2,5.0,2,3,0,2,0,1,2.5,222,6.3,64.7,34,36,13.3,3.02,0,2,5.4,55.6,20,0,9.1,38,70.4,2,14,,68.9,76.9,74.7,76.1,,61.8,0,0,39,,103.1,0.0,0,2,0,2,2,0,0.0,313,8.7,0,60.0,10,13,19.2,4.22,0,2,12.5,46.2,6,16,0.0,16,29.6,0,5,,24.2,50.8,72.4,52.4,,57.3,2,0,20,12.5,104.3,12.5,2,1,0,1,1,2,10.0,119,9.2
Dillon Gabriel,86272,QB,OREGON,1,53,84.6,13,14,7.6,2.11,1,0,0.0,71.4,10,6,9.1,15,28.3,1,6,,66.4,64.9,71.4,64.6,,,0,0,15,16.7,92.6,6.7,1,0,0,0,0,0,0.0,104,7.4,0,264,71.0,80.2,81.0,56.0,88.6,35,36,3.3,2.21,0,1,2.6,86.1,31,7,0.0,38,71.7,0,18,,69.0,83.1,74.9,84.5,,56.3,0,0,41,28.6,116.8,5.3,2,0,1,0,2,0,0.0,273,7.6,94.9,39,40,2.7,1.98,0,1,2.4,90.0,36,0,2.7,40,75.5,1,21,,69.1,89.8,74.9,88.8,,,0,0,42,,117.4,0.0,0,0,1,0,2,0,0.0,327,8.2,0,55.6,9,10,12.0,2.81,1,0,0.0,50.0,5,13,0.0,13,24.5,0,3,,66.0,49.9,71.2,53.1,,56.3,0,0,14,23.1,64.6,23.1,3,0,0,0,0,0,0.0,50,5.0
Jaylen Raynor,172203,QB,ARK STATE,1,53,66.7,9,9,9.9,1.85,0,0,0.0,55.6,5,3,16.7,11,20.8,1,3,,65.4,58.8,70.4,58.6,,,0,0,11,66.7,69.7,18.2,2,0,0,0,0,0,0.0,46,5.1,0,113,72.8,73.4,67.1,73.1,55.6,36,38,10.2,2.32,2,2,5.1,50.0,19,11,5.0,42,79.2,1,13,,69.2,68.3,75.0,69.2,,57.2,0,1,43,9.1,71.3,2.4,1,3,0,0,1,0,0.0,271,7.1,60.0,35,37,9.6,1.99,2,1,2.6,51.4,19,0,9.5,39,73.6,2,12,,69.0,63.6,74.8,63.2,,60.6,0,1,40,,68.1,0.0,0,2,0,0,1,0,0.0,226,6.1,0,50.0,10,10,12.1,2.87,0,1,10.0,50.0,5,14,0.0,14,26.4,0,4,,66.0,69.8,71.2,72.5,,57.3,0,0,14,21.4,81.7,21.4,3,1,0,0,0,0,0.0,91,9.1
Brayden Schager,146078,QB,HAWAII,1,52,66.7,12,14,6.8,2.24,1,0,0.0,57.1,8,8,0.0,16,30.8,0,4,,67.0,38.7,72.2,38.9,,,1,1,19,25.0,41.7,12.5,2,0,0,0,0,1,5.3,73,5.2,0,180,70.0,43.6,45.7,58.7,71.4,28,28,9.2,3.03,0,0,0.0,60.7,17,9,15.0,36,69.2,3,9,,68.7,54.2,74.5,54.2,,58.7,0,1,37,55.6,71.9,13.9,5,3,0,0,1,2,5.4,149,5.3,68.8,32,33,8.5,2.43,1,0,0.0,60.6,20,0,9.1,35,67.3,2,9,,68.6,49.7,74.3,48.6,,62.1,0,1,35,,59.8,0.0,0,2,0,0,0,2,5.7,157,4.8,2,75.0,8,9,8.3,3.53,0,0,0.0,55.6,5,17,16.7,17,32.7,1,4,,67.1,45.9,72.5,47.3,,57.3,1,1,21,41.2,75.9,41.2,7,1,0,0,1,1,4.8,65,7.2
Devon Dampier,171556,QB,NEW MEXICO,1,52,61.1,18,18,11.1,2.49,0,1,5.3,61.1,11,6,0.0,20,38.5,0,8,,67.2,72.2,72.5,71.7,,61.6,0,0,21,0.0,121.3,0.0,0,2,0,0,2,0,0.0,135,7.5,0,241,71.7,77.6,73.4,70.2,76.2,21,24,8.8,3.3,0,1,3.7,54.2,13,11,18.8,32,61.5,3,10,,68.6,70.9,74.3,70.7,,62.4,0,2,35,0.0,48.1,0.0,0,8,0,3,1,1,2.9,125,5.2,75.9,29,29,7.9,2.57,0,2,6.3,65.5,19,0,13.6,35,67.3,3,14,,68.9,89.9,74.6,88.4,,67.6,0,1,38,,94.5,0.0,0,6,0,0,2,0,0.0,203,7.0,0,50.0,10,13,15.4,3.85,0,0,0.0,38.5,5,17,0.0,17,32.7,0,4,,66.8,39.7,72.0,39.8,,55.5,0,1,18,0.0,46.0,0.0,0,4,0,3,1,1,5.6,57,4.4
Max Brown,157756,QB,CHARLOTTE,1,50,45.5,11,15,13.6,2.84,1,0,0.0,33.3,5,6,0.0,17,34.0,0,4,,66.7,50.9,71.8,52.6,,57.3,0,1,17,16.7,42.6,5.9,1,1,0,3,1,1,5.9,66,4.4,0,136,39.6,54.3,53.8,58.3,65.4,26,30,9.1,2.99,0,2,6.5,56.7,17,9,0.0,33,66.0,0,7,,28.9,55.2,74.2,56.3,,57.3,0,1,34,22.2,53.1,6.1,2,1,0,4,0,2,5.9,127,4.2,62.5,32,34,9.6,2.57,1,2,5.7,58.8,20,0,0.0,35,70.0,0,10,,68.7,71.5,74.4,72.3,,57.3,0,1,36,,59.2,0.0,0,1,0,1,0,0,0.0,166,4.9,0,40.0,5,11,16.0,3.81,0,0,0.0,18.2,2,15,0.0,15,30.0,0,1,,21.3,26.1,71.4,26.3,,57.3,0,1,15,20.0,32.0,20.0,3,1,0,6,1,3,20.0,27,2.5
DJ Uiagalelei,122162,QB,FLORIDA ST,1,49,82.4,17,18,8.8,2.63,1,1,5.6,66.7,12,7,14.3,19,38.8,2,5,,67.0,78.7,72.2,80.8,,57.0,0,0,19,0.0,108.6,0.0,0,1,0,0,1,1,5.3,140,7.8,0,167,70.1,72.6,72.8,59.8,54.5,22,25,11.0,3.04,1,2,7.4,36.0,9,10,25.0,30,61.2,3,6,,68.4,62.7,74.0,63.2,,58.5,1,1,32,20.0,37.4,6.7,2,3,0,1,0,0,0.0,132,5.3,67.9,28,30,9.4,2.63,2,2,6.5,50.0,15,0,21.1,32,65.3,4,8,,68.5,81.2,74.1,80.5,,62.0,0,0,33,,83.8,0.0,0,2,0,0,1,0,0.0,208,6.9,1,63.6,11,13,11.7,3.35,0,1,7.1,46.2,6,17,14.3,17,34.7,1,3,,66.8,50.7,72.0,54.5,,52.6,1,1,18,11.8,29.0,11.8,2,2,0,1,0,1,5.6,64,4.9
Grant Wilson,143041,QB,DOMINION,1,47,50.0,4,4,13.0,2.92,0,0,0.0,50.0,2,4,0.0,6,12.8,0,3,,13.4,45.3,68.6,31.3,,69.1,0,0,6,25.0,68.8,16.7,1,1,0,0,0,2,33.3,24,6.0,0,263,13.4,42.7,41.4,57.8,68.8,32,35,6.8,2.62,0,1,2.8,60.0,21,17,4.5,41,87.2,1,11,,21.5,46.8,74.9,47.8,,57.3,0,2,42,29.4,59.6,12.2,5,1,0,3,1,3,7.1,183,5.2,68.0,25,25,7.0,2.2,0,1,4.0,64.0,16,0,5.9,26,55.3,1,8,,67.8,59.7,73.3,54.4,,69.1,0,2,26,,57.8,0.0,0,1,0,0,1,1,3.8,134,5.4,0,63.6,11,14,8.5,3.23,0,0,0.0,50.0,7,21,0.0,21,44.7,0,6,,7.6,31.6,72.7,32.7,,57.3,0,0,22,28.6,65.5,28.6,6,1,0,3,0,4,18.2,73,5.2
Owen McCown,157688,QB,UTSA,1,47,73.3,15,15,7.1,2.2,0,0,0.0,73.3,11,8,0.0,19,40.4,0,7,,67.0,67.2,72.4,66.8,,,0,0,20,50.0,137.5,21.1,4,0,0,0,3,0,0.0,125,8.3,0,331,70.8,83.1,79.8,70.5,85.7,21,22,6.4,2.61,0,1,4.2,72.7,16,6,11.1,28,59.6,2,8,,68.2,84.8,73.7,84.9,,63.5,0,0,30,16.7,102.7,3.6,1,4,0,1,0,0,0.0,211,9.6,86.2,29,30,6.1,2.14,0,1,3.0,76.7,23,0,8.0,33,70.2,2,12,,68.7,84.5,74.4,83.8,,62.4,0,0,36,,138.3,0.0,0,2,0,1,3,0,0.0,281,9.4,0,57.1,7,7,8.9,3.15,0,0,0.0,57.1,4,14,0.0,14,29.8,0,3,,66.0,62.4,71.2,60.9,,61.8,0,0,14,35.7,82.4,35.7,5,2,0,0,0,0,0.0,55,7.9
