player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jaxson Dart,146409,QB,USC,1,29,75.0,4,6,16.3,2.4,1,0,0.0,33.3,2,2,33.3,6,20.7,1,2,64.6,74.7,69.1,74.3,,0,0,7,0.0,56.9,0.0,0,0,0,1,0,0,0.0,39,6.5,0,326,68.3,73.8,77.0,57.3,84.2,19,21,6.1,2.94,1,0,0.0,71.4,15,6,6.3,23,79.3,1,6,67.6,72.2,73.0,73.8,57.3,0,0,24,16.7,107.2,4.3,1,1,0,1,1,0,0.0,150,7.1,83.3,18,20,6.4,2.43,2,0,0.0,65.0,13,0,13.3,21,72.4,2,5,67.4,71.9,72.7,73.6,57.3,0,0,22,,78.1,0.0,0,1,0,0,0,0,0.0,105,5.3,2,80.0,5,7,13.2,3.86,0,0,0.0,57.1,4,8,0.0,8,27.6,0,3,65.1,74.9,69.8,74.4,,0,0,9,12.5,139.3,12.5,1,0,0,2,1,0,0.0,84,12.0
Chase Garbers,60356,QB,CAL,1,26,94.7,19,20,2.8,2.39,0,0,0.0,90.0,18,8,0.0,25,96.2,0,8,67.7,77.7,73.1,82.4,52.6,0,0,25,37.5,103.5,12.0,3,2,0,1,0,0,0.0,177,8.9,0,130,70.6,76.3,81.2,59.2,,0,1,,6.4,0,0,0.0,0.0,0,1,,1,3.8,0,0,61.8,67.5,65.5,60.0,64.2,0,0,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,94.1,17,17,1.5,1.69,0,0,0.0,94.1,16,0,0.0,17,65.4,0,7,66.7,84.3,71.8,83.5,,0,0,17,,99.8,0.0,0,0,0,0,0,0,0.0,135,7.9,0,100.0,2,4,13.5,4.16,0,0,0.0,50.0,2,9,0.0,9,34.6,0,1,65.4,61.2,70.1,64.1,58.1,0,0,10,33.3,87.5,33.3,3,2,0,2,0,0,0.0,42,10.5
Miller Moss,70727,QB,USC,1,15,50.0,2,3,3.0,2.68,0,0,0.0,33.3,1,2,0.0,4,26.7,0,1,12.1,34.0,68.1,34.3,,0,0,5,50.0,91.7,25.0,1,0,0,1,1,1,20.0,16,5.3,0,326,22.8,39.2,35.8,60.9,70.0,10,10,4.9,2.87,0,0,0.0,70.0,7,0,0.0,11,73.3,0,3,65.6,43.6,70.4,45.6,57.3,0,0,11,,84.6,0.0,0,1,0,0,0,1,9.1,58,5.8,66.7,12,12,4.6,2.7,0,0,0.0,66.7,8,0,0.0,13,86.7,0,4,66.2,47.3,71.2,49.1,57.3,0,0,14,,111.1,0.0,0,1,0,0,1,1,7.1,74,6.2,0,,0,1,,3.6,0,0,0.0,0.0,0,2,,2,13.3,0,0,9.2,28.0,65.5,28.6,,0,0,2,50.0,39.6,50.0,1,0,0,1,0,1,50.0,0,0.0
