player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Cade Klubnik,156253,QB,CLEMSON,1,63,76.2,21,23,8.1,2.59,0,0,0.0,69.6,16,11,0.0,23,36.5,0,11,,67.6,67.3,73.0,66.9,,,0,0,24,0.0,119.7,0.0,0,0,0,2,2,0,0.0,169,7.3,0,140,71.2,70.1,71.6,51.9,61.1,36,38,12.0,3.05,1,1,2.5,55.3,21,14,4.5,40,63.5,1,10,,69.1,70.8,74.9,71.6,,57.0,0,1,42,7.1,67.2,2.5,1,1,1,0,1,1,2.4,194,5.1,77.8,36,38,8.7,2.34,1,0,0.0,71.1,27,0,3.6,38,60.3,1,15,,68.9,79.0,74.6,78.2,,,0,0,38,,93.8,0.0,0,0,1,0,1,0,0.0,216,5.7,0,47.6,21,23,13.8,3.7,0,1,3.8,43.5,10,25,0.0,25,39.7,0,6,,68.0,58.6,73.5,59.9,,57.0,0,1,28,4.0,75.8,4.0,1,1,0,2,2,1,3.6,147,6.4
Micah Alejado,184162,QB,HAWAII,1,58,72.7,11,13,11.1,2.41,1,1,7.7,61.5,8,5,0.0,15,25.9,0,7,,66.4,63.6,71.4,60.6,,63.2,0,0,15,20.0,103.0,6.7,1,1,0,1,1,1,6.7,75,5.8,0,180,70.6,39.6,37.8,59.1,60.6,33,34,8.5,2.66,0,1,2.7,58.8,20,10,0.0,43,74.1,0,5,,69.4,32.7,75.3,31.3,,57.2,0,3,46,30.0,32.0,7.0,3,6,0,1,0,3,6.5,144,4.2,64.9,37,39,8.9,2.24,1,1,2.4,61.5,24,0,0.0,43,74.1,0,10,,69.4,31.1,75.2,29.8,,61.5,0,3,45,,47.0,0.0,0,4,0,1,1,4,8.9,160,4.1,0,57.1,7,8,10.4,3.6,0,1,11.1,50.0,4,15,0.0,15,25.9,0,2,,66.5,67.5,71.6,69.4,,58.6,0,0,16,26.7,74.5,26.7,4,3,0,1,0,0,0.0,59,7.4
Jalen Kitna,146688,QB,UAB,1,55,75.0,16,16,5.8,2.55,0,1,6.3,68.8,11,8,8.3,20,36.4,1,6,,23.9,44.8,72.4,46.9,,56.2,0,1,20,37.5,109.4,15.0,3,1,0,0,2,2,10.0,140,8.8,0,321,39.5,62.3,64.7,56.2,80.0,35,35,5.3,2.44,0,0,0.0,77.1,27,7,3.6,35,63.6,1,11,,68.6,74.9,74.3,74.3,,,0,0,35,0.0,93.0,0.0,0,0,0,0,0,0,0.0,224,6.4,82.5,40,40,5.6,2.16,0,1,2.5,77.5,31,0,6.1,40,72.7,2,16,,69.0,81.6,74.8,80.6,,,0,0,40,,115.5,0.0,0,0,0,0,2,0,0.0,309,7.7,1,63.6,11,11,4.8,3.35,0,0,0.0,63.6,7,15,0.0,15,27.3,0,1,,21.3,28.3,71.4,28.8,,56.2,0,1,15,20.0,38.1,20.0,3,1,0,0,0,2,13.3,55,5.0
Braylon Braxton,144442,QB,SO MISS,1,53,45.5,11,13,12.5,3.01,1,1,7.1,30.8,4,8,20.0,17,32.1,1,5,,66.8,57.6,72.0,53.6,,65.1,0,0,18,12.5,81.6,5.9,1,3,0,1,1,0,0.0,88,6.8,0,296,71.7,69.7,73.2,54.5,80.0,30,33,10.6,2.98,1,3,8.6,72.7,24,4,0.0,36,67.9,0,14,,68.9,77.0,74.6,81.0,,50.3,0,1,38,0.0,98.5,0.0,0,3,0,2,1,1,2.6,304,9.2,75.0,36,38,10.9,2.76,1,4,10.0,68.4,26,0,3.7,41,77.4,1,16,,69.2,76.9,75.0,80.4,,50.1,0,1,43,,104.4,0.0,0,3,0,1,2,1,2.3,353,9.3,1,40.0,5,8,12.6,3.78,1,0,0.0,25.0,2,12,0.0,12,22.6,0,3,,66.0,52.7,71.0,45.9,,65.4,0,0,13,8.3,47.4,8.3,1,3,0,2,0,0,0.0,39,4.9
Malachi Nelson,174203,QB,UTEP,1,51,33.3,9,11,17.2,2.72,0,2,16.7,27.3,3,7,0.0,14,27.5,0,3,,66.4,71.4,71.4,73.7,,57.3,0,0,15,28.6,54.7,14.3,2,1,0,2,0,0,0.0,73,6.6,0,330,70.0,83.9,84.9,53.1,68.6,35,35,12.0,2.56,0,4,10.5,54.3,19,9,20.8,37,72.5,5,12,,69.0,84.3,74.8,84.5,,57.3,0,2,40,11.1,91.1,2.7,1,1,0,0,3,2,5.0,328,9.4,68.6,35,35,12.3,2.29,0,5,13.5,57.1,20,0,16.7,35,68.6,4,13,,68.8,90.8,74.5,90.4,,,0,0,37,,122.4,0.0,0,0,0,0,3,1,2.7,371,10.6,0,33.3,9,11,16.0,3.29,0,1,7.7,18.2,2,16,33.3,16,31.4,1,2,,66.8,57.2,72.0,60.8,,53.1,0,2,18,18.8,0.0,18.8,3,2,0,2,0,1,5.6,30,2.7
Anthony Colandrea,170131,QB,UNLV,1,51,90.9,11,11,6.4,2.13,0,0,0.0,90.9,10,7,0.0,14,27.5,0,9,,66.2,80.9,71.2,77.3,,64.3,0,0,14,28.6,139.0,14.3,2,1,0,0,1,0,0.0,111,10.1,0,325,72.2,65.7,63.2,64.3,70.0,30,32,7.0,2.28,2,1,3.0,59.4,19,8,9.5,37,72.5,2,10,,68.9,54.8,74.7,55.4,,57.2,0,2,39,25.0,59.6,5.4,2,3,0,0,1,1,2.6,182,5.7,75.8,33,35,6.7,1.89,2,1,2.8,65.7,23,0,8.0,36,70.6,2,15,,68.8,67.0,74.5,64.8,,64.2,0,2,37,,71.6,0.0,0,1,0,0,1,1,2.7,244,7.0,0,75.0,8,8,7.5,3.09,0,0,0.0,75.0,6,15,0.0,15,29.4,0,4,,66.5,56.5,71.6,57.9,,57.5,0,0,16,26.7,129.7,26.7,4,3,0,0,1,0,0.0,49,6.1
Dylan Raiola,183581,QB,NEBRASKA,1,49,80.0,20,21,9.7,2.95,0,1,4.5,71.4,15,12,6.3,24,49.0,1,10,,67.7,67.3,73.1,66.9,,,1,0,25,25.0,130.7,12.5,3,0,0,0,2,0,0.0,188,9.0,0,238,69.7,64.6,63.7,,71.4,21,21,6.5,2.94,0,1,4.5,71.4,15,10,0.0,25,51.0,0,6,,67.8,59.6,73.3,59.3,,,0,1,26,40.0,81.4,16.0,4,0,0,0,1,2,7.7,120,5.7,85.2,27,27,6.7,2.33,0,1,3.4,81.5,22,0,4.3,27,55.1,1,11,,68.1,57.1,73.6,56.9,,,0,1,29,,120.8,0.0,0,0,0,0,3,2,6.9,211,7.8,0,57.1,14,15,10.6,3.7,0,1,6.7,53.3,8,22,0.0,22,44.9,0,5,,67.4,72.1,72.7,71.6,,,1,0,22,31.8,73.5,31.8,7,0,0,0,0,0,0.0,97,6.5
Jackson Arnold,173684,QB,AUBURN,1,48,68.4,19,20,10.4,2.77,0,0,0.0,55.0,11,9,15.4,26,54.2,2,7,,68.1,51.8,73.7,54.4,,52.6,0,0,29,44.4,89.2,15.4,4,2,0,1,1,1,3.4,118,5.9,0,115,71.8,53.4,56.6,54.6,90.9,11,12,8.5,3.42,0,0,0.0,83.3,10,12,0.0,22,45.8,0,5,,67.4,63.4,72.7,61.3,,63.0,0,0,22,50.0,102.1,27.3,6,4,0,1,0,0,0.0,102,8.5,73.9,23,24,10.6,2.7,0,0,0.0,62.5,15,0,11.8,27,56.3,2,6,,67.9,55.8,73.4,60.3,,50.0,0,0,27,,93.4,0.0,0,3,0,1,1,1,3.7,146,6.1,2,85.7,7,8,7.0,3.54,0,0,0.0,75.0,6,21,0.0,21,43.8,0,6,,67.6,58.0,73.1,53.0,,66.5,0,0,24,47.6,103.1,47.6,10,3,0,1,0,0,0.0,74,9.3
Zane Flores,174288,QB,OKLA STATE,1,48,72.7,11,11,7.6,3.02,0,0,0.0,54.5,6,7,25.0,16,33.3,2,8,,66.5,67.7,71.6,65.7,,63.5,0,0,16,14.3,76.7,6.3,1,4,0,0,0,0,0.0,77,7.0,0,262,71.0,65.2,59.5,66.0,69.0,29,30,10.8,2.7,0,0,0.0,63.3,19,4,5.0,32,66.7,1,6,66.7,68.8,58.3,74.4,56.4,87.9,56.2,0,0,35,25.0,73.6,3.1,1,1,1,0,0,1,2.9,135,4.5,74.2,31,32,9.0,2.86,0,0,0.0,65.6,21,0,8.7,37,77.1,2,11,66.7,69.0,65.6,74.7,62.8,87.9,59.8,0,0,38,,78.4,0.0,0,5,1,0,0,1,2.6,166,5.2,0,55.6,9,9,13.2,2.62,0,0,0.0,44.4,4,11,20.0,11,22.9,1,3,,66.0,53.6,71.0,53.5,,,0,0,13,18.2,60.4,18.2,2,0,0,0,0,0,0.0,46,5.1
Josh Hoover,127148,QB,TCU,1,47,66.7,12,12,11.4,2.33,0,0,0.0,66.7,8,5,0.0,12,25.5,0,6,,65.8,77.3,70.7,76.6,,,0,1,12,0.0,114.6,0.0,0,0,0,0,3,1,8.3,157,13.1,0,305,70.3,64.2,65.3,56.3,62.5,24,28,9.8,2.7,1,0,0.0,50.0,14,8,6.7,35,74.5,1,9,,68.7,55.8,74.4,57.5,,55.0,2,0,36,25.0,100.6,5.7,2,4,0,1,2,1,2.8,222,7.9,65.5,29,31,8.9,2.3,1,0,0.0,58.1,18,0,5.3,34,72.3,1,11,,68.5,63.5,74.2,63.2,,60.3,0,1,34,,105.4,0.0,0,2,0,1,3,2,5.9,269,8.7,0,57.1,7,9,16.3,3.41,0,0,0.0,44.4,4,13,0.0,13,27.7,0,4,,66.2,62.4,71.2,67.0,,53.6,2,0,14,15.4,129.6,15.4,2,2,0,0,2,0,0.0,110,12.2
