player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jordan Yates,97416,QB,GA TECH,1,48,76.9,13,14,5.0,2.45,0,0,0.0,71.4,10,7,0.0,18,37.5,0,7,,67.0,39.1,72.2,38.3,,56.5,0,0,19,0.0,90.8,0.0,0,4,0,1,0,1,5.3,98,7.0,1,176,70.1,55.2,53.3,59.6,71.4,14,21,9.1,3.85,1,0,0.0,47.6,10,17,0.0,30,62.5,0,5,,68.4,67.7,74.1,66.7,,62.6,0,1,33,17.6,43.0,10.0,3,6,0,6,0,0,0.0,106,5.0,70.6,17,18,6.5,2.97,1,0,0.0,66.7,12,0,0.0,24,50.0,0,5,,67.6,59.1,73.0,54.5,,64.7,0,0,24,,77.5,0.0,0,6,0,0,0,0,0.0,86,4.8,2,80.0,10,17,8.1,3.68,0,0,0.0,47.1,8,24,0.0,24,50.0,0,7,,67.9,52.4,73.5,54.6,,54.8,0,1,28,12.5,45.7,12.5,3,4,0,7,0,1,3.6,118,6.9
Jaxson Dart,146409,QB,USC,1,47,63.6,11,11,12.3,2.35,0,1,9.1,63.6,7,3,0.0,12,25.5,0,5,,65.8,48.6,70.7,48.7,,,0,2,12,0.0,74.2,0.0,0,0,0,0,1,2,16.7,75,6.8,0,326,43.3,75.8,80.8,52.2,78.8,33,35,12.4,2.73,1,3,8.1,65.7,23,9,11.5,35,74.5,3,13,,68.8,90.5,74.5,90.1,,,0,0,37,0.0,123.0,0.0,0,0,0,1,3,0,0.0,316,9.0,75.8,33,34,11.2,2.32,1,2,5.9,67.6,23,0,8.0,35,74.5,2,12,,68.6,73.5,74.3,72.8,,,0,1,35,,110.2,0.0,0,0,0,0,3,1,2.9,282,8.3,1,72.7,11,12,15.8,3.53,0,2,14.3,58.3,7,12,12.5,12,25.5,1,6,,66.2,86.4,71.2,85.5,,,0,1,14,0.0,81.6,0.0,0,0,0,1,1,1,7.1,109,9.1
Taulia Tagovailoa,97271,QB,MARYLAND,1,47,100.0,14,14,3.1,2.17,0,2,13.3,92.9,13,4,7.1,15,31.9,1,6,,66.5,91.6,71.6,91.3,,,0,0,16,25.0,104.5,6.7,1,0,0,0,0,0,0.0,127,9.1,0,215,70.3,91.4,90.8,68.6,70.4,27,29,9.3,3.28,1,1,3.4,65.5,19,8,0.0,32,68.1,0,10,,68.4,81.7,74.0,83.2,,56.3,0,0,32,25.0,100.2,6.3,2,1,0,1,1,0,0.0,223,7.7,82.4,34,35,6.4,2.43,1,1,2.9,77.1,27,0,3.6,35,74.5,1,14,,68.6,90.8,74.3,90.5,,,0,0,35,,111.5,0.0,0,0,0,0,1,0,0.0,299,8.5,0,71.4,7,8,10.9,4.36,0,2,22.2,62.5,5,12,0.0,12,25.5,0,2,,66.0,74.2,71.0,78.5,,56.3,0,0,13,25.0,80.7,25.0,3,1,0,1,0,0,0.0,51,6.4
Gunnar Holmberg,77625,QB,DUKE,1,46,66.7,3,4,9.7,2.68,1,0,0.0,50.0,2,2,0.0,5,10.9,0,3,,64.2,76.7,68.6,71.4,,64.2,0,1,6,0.0,33.3,0.0,0,1,0,0,0,0,0.0,28,7.0,0,154,73.6,70.9,69.5,63.8,77.8,36,39,7.2,2.21,0,1,2.4,71.8,28,8,0.0,41,89.1,0,12,,69.2,67.9,75.0,67.4,,,1,0,43,12.5,100.6,2.4,1,0,0,2,1,1,2.3,282,7.2,78.8,33,35,7.1,1.88,1,1,2.6,74.3,26,0,0.0,36,78.3,0,11,,68.9,69.5,74.7,69.0,,,0,0,39,,103.4,0.0,0,0,0,1,1,1,2.6,251,7.2,0,66.7,6,8,9.3,3.65,0,0,0.0,50.0,4,10,0.0,10,21.7,0,4,,65.4,70.2,70.1,65.6,,64.2,1,1,10,10.0,34.9,10.0,1,1,0,1,0,0,0.0,59,7.4
N'Kosi Perry,60446,QB,FAU,1,46,80.0,15,16,4.6,2.55,0,0,0.0,68.8,11,3,8.3,17,37.0,1,5,,66.8,57.8,72.0,59.7,,57.3,0,0,18,0.0,112.2,0.0,0,1,0,1,1,0,0.0,123,7.7,0,165,70.7,66.9,64.7,64.2,65.4,26,27,12.7,2.33,0,1,3.6,59.3,16,3,5.9,29,63.0,1,10,,68.2,67.8,73.7,66.8,,62.0,1,0,30,0.0,87.7,0.0,0,2,0,0,1,0,0.0,155,5.7,72.5,40,40,9.9,2.01,0,1,2.4,67.5,27,0,6.9,40,87.0,2,14,,69.1,66.4,74.9,65.9,,,0,0,41,,104.0,0.0,0,0,0,0,2,0,0.0,278,7.0,0,0.0,1,3,3.0,5.08,0,0,0.0,0.0,0,6,,6,13.0,0,1,,64.6,54.4,69.1,54.4,,58.6,1,0,7,0.0,39.6,0.0,0,3,0,1,0,0,0.0,0,0.0
Carson Strong,83524,QB,NEVADA,1,45,70.0,10,12,5.1,2.21,1,0,0.0,58.3,7,5,0.0,14,31.1,0,1,,66.2,47.5,71.2,49.5,,57.3,0,0,14,20.0,69.8,7.1,1,1,0,1,0,0,0.0,55,4.6,0,239,69.4,64.0,67.7,52.0,77.8,27,28,9.6,2.59,0,3,10.3,71.4,20,7,4.8,31,68.9,1,7,,68.4,73.3,74.1,74.7,,56.2,0,1,32,28.6,89.4,6.5,2,1,0,1,1,0,0.0,207,7.4,78.1,32,32,8.8,2.21,0,3,9.1,75.0,24,0,4.0,33,73.3,1,8,,68.5,74.5,74.3,75.8,,56.2,0,1,34,,93.6,0.0,0,1,0,0,1,0,0.0,243,7.6,1,60.0,5,8,5.8,3.22,1,0,0.0,37.5,3,12,0.0,12,26.7,0,0,,65.8,41.2,70.7,43.0,,57.3,0,0,12,25.0,45.8,25.0,3,1,0,2,0,0,0.0,19,2.4
Braxton Burmeister,60513,QB,VA TECH,1,44,57.9,19,22,11.8,3.09,0,0,0.0,50.0,11,19,0.0,33,75.0,0,6,,68.5,50.0,74.2,53.0,,52.2,1,0,34,31.6,82.0,18.2,6,5,0,2,1,1,2.9,122,5.5,0,337,70.5,57.2,56.5,58.7,88.9,9,9,5.1,3.64,0,0,0.0,88.9,8,1,0.0,11,25.0,0,5,,65.6,74.1,70.4,66.7,,69.3,0,0,11,0.0,150.5,0.0,0,2,0,0,1,0,0.0,101,11.2,76.2,21,21,9.6,3.0,0,0,0.0,76.2,16,0,0.0,24,54.5,0,8,,67.7,66.3,73.1,71.5,,50.0,0,0,25,,120.9,0.0,0,3,0,0,1,0,0.0,199,9.5,0,42.9,7,10,9.7,3.51,0,0,0.0,30.0,3,20,0.0,20,45.5,0,3,,67.0,45.3,72.4,35.2,,68.0,1,0,20,30.0,72.9,30.0,6,4,0,2,1,1,5.0,24,2.4
Malik Cunningham,60436,QB,LOUISVILLE,1,44,54.5,11,13,7.3,2.69,0,0,0.0,46.2,6,4,0.0,14,31.8,0,6,,66.2,51.9,71.2,47.4,,64.6,1,1,14,0.0,58.5,0.0,0,1,0,1,1,0,0.0,76,5.8,0,210,72.3,79.0,64.1,86.3,86.4,22,25,7.8,3.09,1,0,0.0,68.0,17,6,10.5,30,68.2,2,11,,68.2,70.9,73.9,73.8,54.3,57.2,1,0,30,16.7,90.3,3.3,1,3,0,1,0,1,3.3,189,7.6,75.0,28,29,7.1,2.74,1,0,0.0,65.5,19,0,9.5,34,77.3,2,14,,68.5,61.7,74.3,61.3,54.3,62.2,0,0,34,,96.9,0.0,0,4,0,0,1,1,2.9,200,6.9,0,80.0,5,9,10.6,3.7,0,0,0.0,44.4,4,10,0.0,10,22.7,0,3,,65.4,68.7,70.1,68.3,,,2,1,10,10.0,29.6,10.0,1,0,0,2,0,0,0.0,65,7.2
Hank Bachmeier,101284,QB,BOISE ST,1,43,40.0,10,10,15.1,2.56,0,0,0.0,40.0,4,9,0.0,11,25.6,0,1,,65.6,45.0,70.4,45.1,,,0,0,11,11.1,88.3,9.1,1,0,0,0,1,0,0.0,47,4.7,0,120,70.1,67.8,65.4,66.6,82.6,23,24,6.1,3.05,0,1,4.0,75.0,18,13,5.3,32,74.4,1,12,,68.5,74.7,74.2,75.6,54.3,62.4,1,1,33,30.8,81.1,12.5,4,4,0,0,0,1,3.0,195,8.1,89.5,19,19,6.5,2.56,0,1,5.0,84.2,16,0,5.9,21,48.8,1,9,,67.4,79.7,72.8,81.4,54.3,61.0,0,1,22,,79.6,0.0,0,2,0,0,0,1,4.5,159,8.4,0,42.9,14,15,11.9,3.27,0,0,0.0,40.0,6,22,0.0,22,51.2,0,4,,67.4,48.4,72.7,46.4,,62.0,1,0,22,22.7,80.7,22.7,5,2,0,0,1,0,0.0,83,5.5
Taylor Powell,60459,QB,TROY,1,43,93.3,15,15,6.5,2.95,0,0,0.0,73.3,11,6,21.4,17,39.5,3,7,,66.7,61.3,71.8,61.0,,,0,0,17,33.3,99.3,11.8,2,0,0,0,0,0,0.0,130,8.7,0,318,69.8,64.1,63.5,60.0,69.6,23,24,7.1,2.62,0,1,3.8,62.5,15,6,6.3,26,60.5,1,4,,68.0,64.1,73.6,64.2,57.6,,0,0,28,16.7,99.7,3.8,1,0,0,1,2,1,3.6,102,4.3,83.3,30,30,7.0,2.18,0,1,3.2,73.3,22,0,12.0,31,72.1,3,9,,68.4,65.6,74.1,65.6,57.6,,0,0,32,,100.6,0.0,0,0,0,0,1,1,3.1,189,6.3,1,62.5,8,9,6.6,4.21,0,0,0.0,44.4,4,12,20.0,12,27.9,1,2,,66.0,57.7,71.0,57.5,,,0,0,13,25.0,96.1,25.0,3,0,0,1,1,0,0.0,43,4.8
James Blackman,60382,QB,ARK STATE,1,43,28.6,7,7,14.4,2.55,0,0,0.0,28.6,2,5,0.0,8,18.6,0,0,,64.9,48.3,69.5,48.4,,,0,0,8,20.0,44.9,12.5,1,0,0,0,0,0,0.0,30,4.3,0,113,69.2,62.3,62.5,62.7,73.3,30,31,7.1,2.89,0,1,3.2,45.2,14,16,36.4,35,81.4,8,8,,68.6,69.0,74.3,68.0,,62.7,1,0,35,0.0,58.8,0.0,0,4,0,0,0,0,0.0,142,4.6,68.2,22,22,8.1,2.56,0,1,4.5,50.0,11,0,26.7,22,51.2,4,6,,67.4,74.8,72.7,74.2,,,0,0,22,,66.5,0.0,0,0,0,0,0,0,0.0,120,5.5,1,60.0,15,16,9.1,3.11,0,0,0.0,31.3,5,21,44.4,21,48.8,4,2,,67.2,50.8,72.5,47.3,,62.7,1,0,21,4.8,41.7,4.8,1,4,0,0,0,0,0.0,52,3.3
