player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Will Rogers,124184,QB,MISS STATE,1,70,66.7,9,9,7.4,2.12,0,0,0.0,66.7,6,3,0.0,9,12.9,0,4,,65.1,63.0,69.8,62.8,,,0,0,9,0.0,81.7,0.0,0,0,0,0,0,0,0.0,52,5.8,0,227,70.9,73.2,76.5,49.5,87.0,54,58,5.7,2.83,2,2,3.3,75.9,44,10,6.4,61,87.1,3,16,,70.5,76.5,76.6,77.9,,53.1,0,0,65,20.0,108.9,3.3,2,1,0,2,3,0,0.0,367,6.3,83.3,54,57,6.1,2.55,2,2,3.4,77.2,44,0,2.2,57,81.4,1,17,,70.2,78.1,76.2,78.4,,57.5,0,0,59,,110.1,0.0,0,0,0,1,3,0,0.0,357,6.3,1,88.9,9,10,5.0,3.55,0,0,0.0,60.0,6,13,25.0,13,18.6,2,3,,66.4,59.7,71.4,62.2,,57.3,0,0,15,15.4,77.9,15.4,2,1,0,1,0,0,0.0,62,6.2
D'Eriq King,26636,QB,MIAMI FL,1,69,86.7,15,15,6.7,2.81,0,0,0.0,80.0,12,6,7.7,19,27.5,1,8,,67.0,84.5,72.4,85.0,,60.8,0,0,20,33.3,141.0,10.5,2,2,0,0,2,0,0.0,125,8.3,0,220,47.2,75.5,79.1,53.0,73.2,41,45,9.7,2.89,2,1,2.2,57.8,26,9,13.3,50,72.5,4,13,,38.1,66.7,75.7,71.8,,46.3,0,2,52,22.2,56.1,4.0,2,3,1,1,0,3,5.8,263,5.8,80.9,47,50,8.9,2.66,2,1,2.0,66.0,33,0,13.2,54,78.3,5,17,,39.9,77.5,76.0,80.7,,51.8,0,2,56,,73.7,0.0,0,4,1,0,1,3,5.4,319,6.4,0,55.6,9,10,9.3,3.65,0,0,0.0,50.0,5,15,0.0,15,21.7,0,4,,66.4,60.4,71.6,64.8,,53.6,0,0,16,26.7,105.8,26.7,4,1,0,1,1,0,0.0,69,6.9
Jake Haener,60596,QB,FRESNO ST,1,64,77.4,31,31,11.2,2.52,0,2,6.3,74.2,23,14,4.2,38,59.4,1,16,,30.3,59.9,74.7,60.7,,57.0,0,1,39,28.6,101.8,10.5,4,3,0,0,1,3,7.7,302,9.7,0,169,45.6,66.0,71.5,49.9,85.7,21,23,6.1,3.2,0,2,8.7,69.6,16,5,11.1,26,40.6,2,7,,67.8,76.1,73.3,83.2,,49.2,0,0,26,0.0,101.5,0.0,0,3,1,1,1,0,0.0,149,6.5,82.9,41,42,9.4,2.64,0,4,9.3,76.2,32,0,5.9,45,70.3,2,20,,69.4,82.0,75.3,85.6,,49.1,0,0,46,,122.5,0.0,0,3,1,0,2,1,2.2,414,9.9,1,72.7,11,12,8.2,3.17,0,0,0.0,58.3,7,19,12.5,19,29.7,1,3,,23.4,33.4,72.2,31.6,,57.2,0,1,19,21.1,28.8,21.1,4,3,0,1,0,2,10.5,37,3.1
Brennan Armstrong,77696,QB,VIRGINIA,1,61,81.3,32,32,10.8,3.0,0,4,12.1,78.1,25,12,3.8,36,59.0,1,18,,68.9,92.1,75.2,93.8,57.8,48.4,0,0,38,8.3,135.2,2.8,1,3,0,0,2,0,0.0,366,11.4,0,335,44.0,84.2,90.1,44.1,76.2,21,22,13.4,2.7,0,2,8.3,63.6,14,6,12.5,25,41.0,2,8,,27.0,57.8,73.4,59.5,,56.7,0,1,27,33.3,102.1,8.0,2,1,0,1,2,3,11.1,188,8.5,87.8,41,41,11.9,2.61,0,5,11.4,82.9,34,0,5.6,43,70.5,2,21,,69.5,92.2,75.6,93.0,58.9,50.2,0,1,47,,136.0,0.0,0,2,0,0,4,1,2.1,462,11.3,0,50.0,12,13,11.5,3.52,0,1,7.7,38.5,5,18,16.7,18,29.5,1,5,,23.3,48.0,72.5,51.8,59.9,51.9,0,0,18,16.7,63.6,16.7,3,2,0,1,0,2,11.1,92,7.1
Davis Brin,77642,QB,TULSA,1,58,92.9,14,16,8.6,2.34,0,2,11.1,56.3,9,7,30.8,16,27.6,4,4,,66.8,90.0,72.0,89.0,,,1,0,18,0.0,94.3,0.0,0,0,0,1,1,1,5.6,94,5.9,0,320,70.3,80.0,79.8,57.8,63.2,38,40,12.2,2.75,0,2,4.8,57.5,23,13,4.2,42,72.4,1,13,,69.3,69.5,75.1,69.9,,57.8,0,2,44,7.7,72.2,2.4,1,1,0,2,1,1,2.3,333,8.3,70.3,37,37,9.6,2.43,0,2,5.3,59.5,22,0,15.4,38,65.5,4,10,,68.9,70.1,74.7,70.6,,57.8,0,1,39,,81.0,0.0,0,1,0,0,1,1,2.6,281,7.6,1,73.3,15,19,15.2,3.04,0,2,9.1,52.6,10,20,9.1,20,34.5,1,7,,67.5,86.0,72.8,85.0,,,1,1,23,5.0,73.6,5.0,1,0,0,3,1,1,4.3,146,7.7
Tanner Mordecai,77656,QB,SMU,1,57,61.5,13,14,13.7,2.4,0,1,7.1,50.0,7,3,12.5,15,26.3,1,4,,66.4,62.5,71.4,59.4,,63.2,1,0,15,0.0,103.0,0.0,0,1,0,0,3,1,6.7,66,4.7,0,287,70.6,75.9,74.8,63.9,91.2,34,36,5.0,2.75,0,2,5.3,80.6,29,11,6.5,42,73.7,2,20,,69.4,79.0,75.2,79.4,,61.9,0,0,45,9.1,123.3,2.4,1,5,2,0,2,0,0.0,329,9.1,84.2,38,40,6.8,2.24,0,2,4.9,75.0,30,0,6.3,43,75.4,2,20,,69.3,79.3,75.1,74.5,,73.7,0,0,44,,138.8,0.0,0,3,2,0,5,1,2.3,332,8.3,0,77.8,9,10,10.1,3.94,0,1,9.1,60.0,6,14,14.3,14,24.6,1,4,,66.5,62.4,71.6,68.2,,53.8,1,0,16,7.1,78.3,7.1,1,3,0,0,0,0,0.0,63,6.3
Holton Ahlers,77651,QB,E CAROLINA,1,55,73.9,23,26,7.3,2.1,1,1,3.4,61.5,16,10,5.9,28,50.9,1,11,66.7,68.5,77.0,74.0,70.1,92.2,,0,0,31,20.0,112.3,7.1,2,0,1,1,2,0,0.0,208,8.0,0,156,46.3,67.7,62.4,62.5,63.6,22,23,8.0,2.47,0,1,4.2,60.9,14,10,0.0,27,49.1,0,7,,68.0,55.8,73.6,53.0,,64.3,0,0,28,30.0,81.8,11.1,3,1,0,1,0,0,0.0,160,7.0,78.1,32,35,7.1,2.05,1,2,5.4,71.4,25,0,0.0,35,63.6,0,14,66.7,69.0,78.0,74.6,72.0,92.2,,0,0,37,,108.0,0.0,0,0,1,1,1,0,0.0,310,8.9,0,46.2,13,14,9.0,2.7,0,0,0.0,35.7,5,20,16.7,20,36.4,1,4,,67.4,49.7,72.8,46.2,,64.3,0,0,22,25.0,72.9,25.0,5,1,0,1,1,0,0.0,58,4.1
Nick Starkel,40326,QB,S JOSE ST,1,52,58.3,12,12,7.5,2.06,0,0,0.0,41.7,5,4,28.6,13,25.0,2,3,,66.0,46.2,71.0,46.3,,,0,0,13,25.0,77.1,7.7,1,0,0,0,1,1,7.7,29,2.4,0,285,38.1,68.3,67.4,,72.2,36,38,10.8,2.64,0,4,10.5,47.4,18,6,30.8,39,75.0,8,10,,30.3,76.2,74.8,75.3,,,0,1,39,16.7,62.0,2.6,1,0,0,2,1,3,7.7,206,5.4,75.6,41,42,8.5,2.28,0,4,9.5,50.0,21,0,32.3,42,80.8,10,12,,32.5,86.2,75.0,85.0,,,0,0,42,,81.7,0.0,0,0,0,1,2,1,2.4,223,5.3,0,28.6,7,8,18.1,3.43,0,0,0.0,25.0,2,10,0.0,10,19.2,0,1,,65.4,25.5,70.1,25.8,,,0,1,10,20.0,0.0,20.0,2,0,0,1,0,3,30.0,12,1.5
Brady McBride,77641,QB,TEXAS ST,1,49,81.8,11,13,5.6,2.9,1,0,0.0,69.2,9,8,0.0,16,32.7,0,8,,66.5,75.1,71.6,74.5,,,0,0,16,37.5,118.4,18.8,3,0,0,1,1,0,0.0,103,7.9,0,314,50.7,60.8,69.5,42.4,69.2,26,28,11.7,3.21,0,1,3.6,57.1,16,8,11.1,33,67.3,2,7,,68.4,58.4,74.1,63.7,,48.6,1,0,33,0.0,87.6,0.0,0,4,0,1,1,1,3.0,175,6.3,76.7,30,31,9.6,2.31,1,1,3.2,71.0,22,0,4.3,33,67.3,1,13,,68.4,71.8,74.1,72.7,,57.3,0,0,33,,106.4,0.0,0,1,0,0,1,1,3.0,256,8.3,0,57.1,7,10,11.0,4.76,0,0,0.0,30.0,3,16,25.0,16,32.7,1,2,,66.5,52.5,71.6,58.8,,50.5,1,0,16,18.8,72.9,18.8,3,3,0,2,1,0,0.0,22,2.2
Chevan Cordeiro,75886,QB,HAWAII,1,48,66.7,9,9,9.6,2.37,0,0,0.0,55.6,5,3,16.7,11,22.9,1,4,,65.8,66.6,70.7,69.4,,57.0,0,0,12,33.3,98.8,9.1,1,1,0,0,0,0,0.0,109,12.1,0,180,70.0,69.0,70.9,55.5,61.5,26,30,15.8,3.63,1,4,13.3,43.3,13,10,18.8,37,77.1,3,8,,68.8,65.4,74.6,68.9,,54.7,0,0,38,10.0,56.7,2.7,1,6,0,3,0,1,2.6,133,4.4,62.5,32,34,13.8,2.77,1,4,11.4,47.1,16,0,20.0,35,72.9,4,9,,68.7,73.7,74.5,72.9,,61.8,0,0,37,,65.4,0.0,0,1,0,1,0,1,2.7,197,5.8,0,66.7,3,5,19.0,4.87,0,0,0.0,40.0,2,13,0.0,13,27.1,0,3,,66.0,47.2,71.0,56.4,,50.5,0,0,13,15.4,72.9,15.4,2,6,0,2,0,0,0.0,45,9.0
