player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Kyle McCord,145053,QB,SYRACUSE,1,65,85.0,20,22,6.9,2.48,0,3,12.5,77.3,17,4,0.0,23,35.4,0,13,,67.7,87.2,73.3,86.0,60.0,61.7,0,0,25,0.0,118.8,0.0,0,1,0,2,1,0,0.0,196,8.9,0,304,71.4,63.6,63.4,63.5,70.3,37,41,5.9,2.44,1,1,2.2,56.1,23,10,11.5,42,64.6,3,9,,69.5,46.1,75.4,46.9,,57.3,1,1,47,0.0,71.1,0.0,0,1,0,2,2,2,4.3,159,3.9,74.5,47,49,5.9,2.28,1,2,3.9,69.4,34,0,2.9,51,78.5,1,19,,69.8,68.7,75.8,68.5,,59.5,0,0,53,,98.4,0.0,0,2,0,1,2,1,1.9,293,6.0,1,80.0,10,14,7.8,3.1,0,2,11.1,42.9,6,14,25.0,14,21.5,2,3,,67.0,51.2,72.4,51.3,60.0,,1,1,19,0.0,50.3,0.0,0,0,0,3,1,1,5.3,62,4.4
Cam Ward,133244,QB,MIAMI FL,1,59,83.3,18,21,6.2,2.85,0,0,0.0,66.7,14,9,6.7,23,39.0,1,10,,67.7,85.9,73.1,83.7,,63.2,0,0,25,11.1,118.2,4.3,1,1,0,3,2,0,0.0,145,6.9,0,220,70.7,90.3,89.7,65.8,77.4,31,32,11.4,3.63,0,3,8.8,65.6,21,11,12.5,36,61.0,3,13,,68.9,86.4,74.6,85.7,,61.7,0,1,38,18.2,81.8,5.6,2,2,0,1,0,3,7.9,292,9.1,84.2,38,38,9.4,2.48,0,3,7.1,76.3,29,0,9.4,39,66.1,3,19,,69.2,95.4,75.0,94.8,,63.2,0,0,43,,117.1,0.0,0,1,0,0,1,1,2.3,389,10.2,0,63.6,11,15,9.7,4.98,0,0,0.0,40.0,6,20,14.3,20,33.9,1,4,,67.1,34.2,72.4,31.1,,61.7,0,1,20,15.0,43.2,15.0,3,2,0,4,1,2,10.0,48,3.2
Brayden Schager,146078,QB,HAWAII,1,58,88.2,17,17,6.8,2.61,0,0,0.0,70.6,12,9,20.0,20,34.5,3,6,,67.1,90.2,72.4,90.2,,62.2,0,0,20,11.1,87.9,5.0,1,2,0,0,0,0,0.0,110,6.5,0,180,70.9,75.0,74.6,63.3,68.0,25,27,8.6,3.24,0,1,3.6,51.9,14,13,17.6,38,65.5,3,11,,68.9,62.6,74.7,59.5,,65.0,1,1,39,30.8,91.9,10.5,4,7,0,1,3,1,2.6,162,6.0,74.2,31,31,6.5,2.61,0,0,0.0,64.5,20,0,13.0,36,62.1,3,12,,68.8,75.0,74.5,70.4,,70.7,0,1,37,,87.6,0.0,0,5,0,0,2,1,2.7,176,5.7,0,81.8,11,13,11.6,3.71,0,1,7.7,46.2,6,22,33.3,22,37.9,3,5,,67.4,71.0,72.7,74.8,,56.6,1,0,22,22.7,97.0,22.7,5,4,0,1,1,0,0.0,96,7.4
Noah Fifita,158722,QB,ARIZONA,1,55,64.7,17,18,13.0,2.98,0,0,0.0,61.1,11,7,0.0,21,38.2,0,7,,67.2,40.8,72.5,45.6,,48.9,1,2,21,14.3,50.9,4.8,1,2,0,0,0,2,9.5,162,9.0,0,109,70.1,47.0,46.4,57.2,66.7,27,31,8.0,3.42,0,0,0.0,54.8,17,6,5.6,34,61.8,1,9,,68.7,55.5,74.4,51.0,,70.7,1,0,36,16.7,66.1,2.9,1,2,0,3,0,0,0.0,136,4.4,63.2,38,39,10.1,3.12,0,0,0.0,59.0,23,0,4.2,42,76.4,1,13,,69.2,45.0,75.0,42.5,,65.2,0,1,43,,65.1,0.0,0,3,0,1,0,2,4.7,230,5.9,1,83.3,6,10,9.2,3.67,0,0,0.0,50.0,5,13,0.0,13,23.6,0,3,,66.2,59.0,71.2,63.7,,56.4,2,1,14,15.4,32.5,15.4,2,1,0,2,0,0,0.0,68,6.8
Alonza Barnett III,156710,QB,JAMES MAD,1,53,63.6,22,27,10.6,2.84,0,2,7.1,40.7,11,11,21.4,31,58.5,3,8,,68.4,65.7,74.0,58.6,,77.2,1,0,32,18.2,59.0,6.5,2,2,0,4,0,1,3.1,149,5.5,0,197,47.1,60.2,54.6,68.3,62.5,16,20,10.3,2.81,1,0,0.0,45.0,9,4,10.0,22,41.5,1,7,,67.6,53.2,73.3,51.7,,61.6,0,0,24,25.0,60.8,4.5,1,1,0,3,0,0,0.0,102,5.1,67.6,34,36,10.1,2.53,1,2,5.6,55.6,20,0,13.0,38,71.7,3,14,,68.9,70.4,74.8,66.7,,70.4,0,0,38,,77.4,0.0,0,2,0,1,0,0,0.0,251,7.0,0,25.0,4,11,14.0,3.59,0,0,0.0,0.0,0,15,100.0,15,28.3,1,1,,66.8,39.7,72.0,31.6,,68.3,1,0,18,20.0,39.6,20.0,3,1,0,6,0,1,5.6,0,0.0
Joey Aguilar,174978,QB,APP STATE,1,51,60.0,10,10,12.5,2.19,0,0,0.0,50.0,5,4,16.7,10,19.6,1,3,,65.6,65.7,70.4,65.4,,,0,0,11,0.0,70.8,0.0,0,0,0,0,0,0,0.0,65,6.5,0,108,45.0,63.0,51.5,89.4,66.7,33,34,12.1,2.83,0,2,4.9,61.8,21,13,4.5,41,80.4,1,16,,37.9,56.2,11.2,47.8,,84.7,0,2,50,30.8,76.6,9.8,4,3,0,1,2,6,12.0,228,6.7,73.5,34,34,10.7,2.21,0,2,5.0,67.6,23,0,8.0,34,66.7,2,14,,69.1,61.5,74.9,59.9,,63.7,0,2,41,,85.3,0.0,0,0,0,0,2,5,12.2,259,7.6,1,33.3,9,10,17.7,3.68,0,0,0.0,30.0,3,17,0.0,17,33.3,0,5,,24.2,53.8,0.0,38.2,,83.8,0,0,20,23.5,41.3,23.5,4,3,0,1,0,1,5.0,34,3.4
Brett Gabbert,97404,QB,MIAMI OH,1,51,66.7,9,10,10.1,2.7,0,0,0.0,60.0,6,3,0.0,12,23.5,0,5,,65.8,68.3,70.7,70.9,,57.3,0,0,12,33.3,76.3,8.3,1,1,0,1,0,0,0.0,58,5.8,0,221,32.1,56.5,57.8,52.8,54.8,31,36,12.0,2.74,1,1,2.8,47.2,17,15,0.0,39,76.5,0,12,,27.7,51.3,74.7,52.3,,57.3,0,1,39,13.3,75.9,5.1,2,1,0,4,2,3,7.7,238,6.6,63.3,30,31,10.7,2.21,0,1,3.2,61.3,19,0,0.0,33,64.7,0,14,,26.1,57.0,74.1,58.1,,57.3,0,1,33,,95.9,3.0,1,1,0,1,2,3,9.1,258,8.3,0,40.0,10,15,14.1,3.7,1,0,0.0,26.7,4,18,0.0,18,35.3,0,3,,66.8,56.5,72.0,58.3,,57.3,0,0,18,11.1,39.6,11.1,2,1,0,4,0,0,0.0,38,2.5
Sawyer Robertson,146839,QB,BAYLOR,1,47,50.0,14,15,9.1,3.07,0,0,0.0,46.7,7,5,0.0,16,34.0,0,3,,66.7,36.0,71.8,32.1,,64.3,1,1,17,0.0,27.4,0.0,0,1,0,0,0,2,11.8,51,3.4,0,118,69.7,65.0,61.3,71.8,71.4,28,29,11.8,2.95,0,0,0.0,62.1,18,5,10.0,31,66.0,2,13,,68.5,81.3,74.1,78.6,,64.9,0,0,33,20.0,118.0,3.2,1,1,0,1,3,0,0.0,207,7.1,71.4,35,35,10.2,2.77,0,0,0.0,65.7,23,0,8.0,37,78.7,2,14,,69.0,68.9,74.8,64.9,,71.8,0,1,40,,90.5,0.0,0,2,0,0,2,1,2.5,223,6.4,0,28.6,7,9,14.3,3.79,0,0,0.0,22.2,2,10,0.0,10,21.3,0,2,,65.4,51.1,70.1,51.1,,,1,0,10,10.0,80.3,10.0,1,0,0,1,1,1,10.0,35,3.9
Jacolby Criswell,122830,QB,N CAROLINA,1,47,58.3,12,16,11.4,2.75,1,1,5.9,43.8,7,8,0.0,16,34.0,0,3,,66.7,52.7,71.8,52.6,,,2,0,17,0.0,51.6,0.0,0,0,0,1,0,1,5.9,50,3.1,0,245,70.4,65.3,63.8,62.4,66.7,27,29,9.0,3.0,0,1,3.3,58.6,17,11,5.6,31,66.0,1,12,,68.4,68.8,74.0,69.9,,57.0,2,0,32,9.1,93.9,3.2,1,1,0,0,1,1,3.1,219,7.6,70.4,27,27,6.5,2.62,0,0,0.0,70.4,19,0,0.0,28,59.6,0,11,,68.1,55.5,73.6,56.8,,57.0,0,0,29,,99.3,0.0,0,1,0,0,1,2,6.9,170,6.3,0,50.0,12,18,17.1,3.35,1,2,10.5,27.8,5,19,16.7,19,40.4,1,4,,67.1,72.4,72.4,71.9,,,4,0,20,5.3,50.0,5.3,1,0,0,1,0,0,0.0,99,5.5
Colton Joseph,172283,QB,DOMINION,1,47,56.5,23,24,8.2,2.81,0,1,3.7,50.0,12,14,7.7,29,61.7,1,5,,28.3,62.4,74.0,61.3,,61.9,1,0,32,7.1,71.2,3.4,1,4,0,0,1,1,3.1,78,3.3,0,263,25.1,59.4,62.0,52.4,62.5,16,16,15.4,3.02,0,1,6.3,62.5,10,4,0.0,18,38.3,0,7,,66.8,58.1,72.0,62.1,,52.6,0,1,18,0.0,115.6,0.0,0,2,0,0,2,1,5.6,184,11.5,65.4,26,26,12.0,2.39,0,2,7.7,61.5,16,0,5.9,29,61.7,1,8,,68.1,80.4,73.6,82.6,,57.0,0,0,29,,112.5,0.0,0,3,0,0,2,0,0.0,209,8.0,0,46.2,13,14,9.5,3.71,0,0,0.0,42.9,6,18,0.0,18,38.3,0,4,,24.3,34.6,72.5,32.9,,58.4,1,1,21,5.6,47.6,5.6,1,3,0,0,1,2,9.5,53,3.8
