player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Ryan Browne,174949,QB,PURDUE,1,57,57.1,14,14,10.6,2.53,0,1,7.1,50.0,7,2,12.5,15,26.3,1,5,,66.7,58.7,71.8,58.5,,,0,0,17,50.0,98.2,6.7,1,0,0,0,1,0,0.0,103,7.4,0,273,70.2,63.5,62.1,62.7,80.6,31,35,7.0,3.1,1,0,0.0,62.9,22,10,12.0,42,73.7,3,13,,69.2,63.4,75.0,63.7,,59.0,0,0,43,20.0,76.8,4.8,2,5,0,3,0,1,2.3,188,5.4,77.5,40,42,7.4,2.53,1,1,2.3,64.3,27,0,12.9,45,78.9,4,15,,69.5,69.9,75.4,68.8,,62.6,0,0,47,,90.4,2.2,1,2,0,1,1,1,2.2,270,6.4,0,40.0,5,7,14.2,4.51,0,0,0.0,28.6,2,12,0.0,12,21.1,0,3,,66.0,40.6,71.0,40.1,,56.4,0,0,13,16.7,39.6,16.7,2,3,0,2,0,0,0.0,21,3.0
Tommy Castellanos,158433,QB,FLORIDA ST,1,56,56.5,23,24,11.9,2.93,0,0,0.0,50.0,12,16,7.7,29,51.8,1,10,,68.1,67.0,73.6,59.8,,75.8,1,1,29,12.5,50.2,6.9,2,3,0,0,0,1,3.4,137,5.7,0,167,71.8,76.7,75.0,66.2,73.7,19,21,8.2,3.75,0,0,0.0,61.9,13,16,7.1,27,48.2,1,11,,68.3,81.5,73.9,85.7,,57.8,1,1,31,0.0,92.4,0.0,0,6,0,1,2,0,0.0,135,6.4,71.4,21,21,7.5,2.57,0,0,0.0,61.9,13,0,13.3,24,42.9,2,9,,67.9,76.0,73.4,76.8,,59.7,0,0,27,,97.3,0.0,0,3,0,0,1,0,0.0,140,6.7,0,57.1,21,24,12.9,3.89,0,0,0.0,50.0,12,32,0.0,32,57.1,0,12,,68.5,73.1,74.1,68.4,,69.7,2,2,33,6.3,45.8,6.3,2,6,0,1,1,1,3.0,132,5.5
Rickie Collins,172474,QB,SYRACUSE,1,54,55.6,9,9,12.0,2.21,0,0,0.0,55.6,5,4,0.0,11,20.4,0,3,,65.8,53.2,70.7,48.6,,64.1,0,0,12,25.0,78.9,9.1,1,1,0,0,0,1,8.3,66,7.3,0,304,70.4,49.1,45.4,66.6,62.9,35,36,12.3,2.82,0,2,5.6,47.2,17,10,22.7,43,79.6,5,12,,69.4,51.5,75.2,47.2,,65.3,0,3,45,10.0,40.6,2.3,1,6,0,1,1,2,4.4,213,5.9,59.5,37,37,12.0,2.37,0,2,5.4,48.6,18,0,18.2,40,74.1,4,13,,69.0,52.6,74.8,49.9,,66.6,0,2,40,,56.3,0.0,0,3,0,0,1,3,7.5,241,6.5,1,71.4,7,8,13.6,3.65,0,0,0.0,50.0,4,14,20.0,14,25.9,1,2,,66.7,51.1,71.8,41.3,,64.9,0,1,17,14.3,24.0,14.3,2,4,0,1,0,0,0.0,38,4.8
Miller Moss,70727,QB,LOUISVILLE,1,53,75.0,12,14,7.0,2.98,1,0,0.0,64.3,9,9,0.0,16,30.2,0,5,,66.5,43.6,71.6,43.7,,,1,1,16,22.2,69.9,12.5,2,0,0,0,1,2,12.5,68,4.9,0,210,41.8,62.6,57.3,75.9,79.4,34,34,7.5,2.48,0,1,2.9,76.5,26,15,3.7,37,69.8,1,13,,29.9,65.8,74.6,65.3,,,0,0,38,20.0,107.6,8.1,3,0,0,0,1,3,7.9,261,7.7,89.3,28,29,5.4,2.1,1,0,0.0,82.8,24,0,4.0,29,54.7,1,13,,68.2,89.8,73.7,88.8,,,0,0,30,,122.8,0.0,0,0,0,0,2,0,0.0,231,8.0,0,61.1,18,19,10.5,3.26,0,1,5.3,57.9,11,24,0.0,24,45.3,0,5,,25.6,27.8,73.0,28.0,,,1,1,24,20.8,49.9,20.8,5,0,0,0,0,5,20.8,98,5.2
Rocco Becht,157567,QB,IOWA STATE,1,52,66.7,6,6,8.5,2.2,0,0,0.0,66.7,4,0,0.0,6,11.5,0,1,,64.9,67.6,69.5,67.3,,,0,0,8,,77.1,0.0,0,0,0,0,0,0,0.0,28,4.7,0,193,72.4,78.7,74.8,71.7,70.7,41,42,9.9,2.69,0,2,4.4,61.9,26,6,10.3,46,88.5,3,14,,69.7,74.2,75.6,74.6,,57.3,0,0,50,50.0,97.9,6.5,3,1,0,1,2,0,0.0,286,6.8,68.2,44,45,9.9,2.5,0,2,4.1,60.0,27,0,10.0,46,88.5,3,14,,69.7,72.8,75.6,73.1,,57.3,0,0,50,,93.6,0.0,0,1,0,1,2,0,0.0,288,6.4,0,100.0,3,3,7.3,3.67,0,0,0.0,100.0,3,6,0.0,6,11.5,0,1,,64.9,73.1,69.5,72.7,,,0,0,8,50.0,102.8,50.0,3,0,0,0,0,0,0.0,26,8.7
Malik Washington,198729,QB,MARYLAND,1,51,75.0,12,14,8.1,2.33,1,0,0.0,64.3,9,2,0.0,14,27.5,0,6,,66.4,61.6,71.4,61.3,,,0,1,15,0.0,80.7,0.0,0,0,0,1,1,1,6.7,104,7.4,0,215,69.8,69.1,68.1,61.9,78.8,33,35,4.6,2.55,1,1,2.9,60.0,21,7,19.2,37,72.5,5,10,,68.8,70.9,74.5,70.1,,61.9,0,0,37,0.0,65.8,0.0,0,2,0,1,0,1,2.7,115,3.3,78.9,38,41,4.9,2.2,2,1,2.4,63.4,26,0,13.3,42,82.4,4,16,,69.2,77.8,75.0,75.5,,64.6,0,1,43,,73.7,0.0,0,1,0,1,1,1,2.3,205,5.0,0,71.4,7,8,8.9,3.86,0,0,0.0,50.0,4,9,20.0,9,17.6,1,0,,65.1,36.1,69.8,38.2,,57.0,0,0,9,0.0,56.3,0.0,0,1,0,1,0,1,11.1,14,1.8
Demond Williams Jr.,183648,QB,WASHINGTON,1,51,75.0,8,8,1.6,3.09,0,0,0.0,62.5,5,4,16.7,11,21.6,1,3,,65.8,53.8,70.7,47.4,,64.6,0,0,12,0.0,106.3,0.0,0,3,0,0,1,0,0.0,15,1.9,0,340,71.3,67.5,63.4,69.9,80.0,30,33,11.6,3.2,0,2,5.7,69.7,23,13,4.2,40,78.4,1,15,,69.1,69.4,5.0,68.6,,66.8,1,1,42,15.4,90.5,5.0,2,5,0,2,1,1,2.4,260,7.9,83.3,30,31,6.3,2.58,0,2,6.3,77.4,24,0,4.0,34,66.7,1,16,,68.6,74.1,0.0,74.2,,65.8,0,1,35,,108.5,0.0,0,3,0,1,2,1,2.9,252,8.1,1,62.5,8,10,21.6,4.37,0,0,0.0,40.0,4,17,20.0,17,33.3,1,2,,67.0,49.5,72.2,40.5,,65.8,1,0,19,11.8,47.9,11.8,2,5,0,1,0,0,0.0,23,2.3
Avery Johnson,173108,QB,KANSAS ST,1,50,78.9,19,23,8.6,2.55,1,1,4.3,56.5,13,8,13.3,25,50.0,2,9,,67.7,65.5,73.1,64.5,,61.8,1,1,25,0.0,57.9,0.0,0,2,0,2,0,1,4.0,148,6.4,0,199,71.8,77.1,76.8,64.2,81.0,21,23,9.4,2.91,0,1,4.2,69.6,16,6,5.9,25,50.0,1,12,,67.8,82.1,73.3,82.3,,60.6,0,0,26,0.0,124.5,0.0,0,2,1,1,2,0,0.0,196,8.5,84.4,32,34,7.3,2.34,1,1,2.9,73.5,25,0,7.4,36,72.0,2,17,,68.8,81.6,74.5,78.3,,69.3,0,0,37,,118.4,0.0,0,2,1,0,2,0,0.0,289,8.5,0,62.5,8,12,16.0,3.73,0,1,8.3,33.3,4,14,20.0,14,28.0,1,4,,66.2,60.5,71.2,65.4,,53.1,1,1,14,0.0,14.2,0.0,0,2,0,3,0,1,7.1,55,4.6
Mason Heintschel,199088,QB,PITTSBURGH,1,50,80.0,15,15,6.9,2.83,0,0,0.0,80.0,12,6,0.0,16,32.0,0,10,,66.8,60.5,72.0,63.2,,56.3,0,0,18,0.0,139.3,0.0,0,1,0,0,3,0,0.0,119,7.9,0,268,70.3,67.2,67.5,59.0,79.2,24,26,6.8,3.22,0,2,6.9,69.2,18,8,5.3,34,68.0,1,10,,68.8,70.0,74.5,68.3,,64.2,0,0,37,25.0,105.3,5.9,2,6,0,2,1,1,2.7,204,7.8,86.7,30,32,6.5,2.94,0,1,2.8,78.1,25,0,3.8,36,72.0,1,16,,69.0,68.1,74.8,66.7,,63.6,0,0,40,,134.1,0.0,0,4,0,2,3,1,2.5,278,8.7,0,55.6,9,9,8.1,3.49,0,1,10.0,55.6,5,14,0.0,14,28.0,0,4,,66.4,63.0,71.4,65.6,,57.1,0,0,15,14.3,106.3,14.3,2,3,0,0,1,0,0.0,45,5.0
Maddux Madsen,163379,QB,BOISE ST,1,48,64.7,17,18,6.1,2.73,0,1,4.8,55.6,10,8,9.1,22,45.8,1,8,,67.7,55.7,73.1,55.6,,,0,2,25,50.0,38.0,18.2,4,0,0,1,0,2,8.0,126,7.0,0,120,70.6,39.0,38.8,53.3,72.2,18,19,6.1,3.73,0,0,0.0,63.2,12,12,7.7,26,54.2,1,3,,68.0,30.0,73.5,29.5,,54.5,0,2,28,0.0,34.6,0.0,0,7,0,1,0,4,14.3,89,4.7,76.9,26,27,5.1,2.33,0,1,3.3,70.4,19,0,5.0,28,58.3,1,9,,68.3,59.6,73.9,60.8,,57.3,0,3,31,,48.6,0.0,0,1,0,1,0,2,6.5,178,6.6,0,44.4,9,10,8.9,4.59,0,0,0.0,30.0,3,20,25.0,20,41.7,1,2,,67.4,27.3,72.7,25.9,,56.6,0,1,22,20.0,2.9,20.0,4,6,0,1,0,4,18.2,37,3.7
