player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Cade Ballard,102861,QB,ARMY,1,12,25.0,8,8,16.5,2.44,0,0,0.0,12.5,1,4,50.0,9,75.0,1,1,65.6,45.9,70.4,46.1,,,0,0,11,25.0,40.6,11.1,1,0,0,0,0,0,0.0,26,3.3,0,114,71.6,49.2,45.6,58.7,50.0,2,2,6.0,3.3,0,0,0.0,50.0,1,1,0.0,3,25.0,0,0,62.7,51.2,66.6,55.1,,57.8,0,0,3,0.0,56.3,0.0,0,1,0,0,0,0,0.0,2,1.0,28.6,7,7,10.6,2.17,0,0,0.0,14.3,1,0,50.0,7,58.3,1,0,64.9,40.4,69.5,40.7,,,0,0,8,,39.6,0.0,0,0,0,0,0,0,0.0,2,0.3,0,33.3,3,3,23.3,3.34,0,0,0.0,33.3,1,5,0.0,5,41.7,0,1,64.2,56.3,68.6,59.1,,57.8,0,0,6,20.0,66.0,20.0,1,1,0,0,0,0,0.0,26,8.7
Xavier Arline,121831,QB,NAVY,1,5,,0,1,,0.0,0,0,0.0,0.0,0,0,,1,20.0,0,0,60.3,59.7,63.6,60.0,,,0,0,1,,39.6,0.0,0,0,1,0,0,0,0.0,0,0.0,0,237,77.6,58.6,70.0,57.9,100.0,1,1,23.0,6.13,0,0,0.0,100.0,1,3,0.0,4,80.0,0,2,63.8,68.1,68.1,73.0,,59.0,0,0,5,0.0,158.3,0.0,0,3,0,0,1,0,0.0,25,25.0,100.0,1,2,23.0,1.5,0,0,0.0,50.0,1,0,0.0,2,40.0,0,1,62.7,70.4,66.6,70.0,,,0,0,3,,135.4,0.0,0,0,1,0,1,0,0.0,25,12.5,1,,0,0,,7.17,0,0,,,0,3,,3,60.0,0,1,62.7,58.3,66.6,,,59.0,0,0,3,0.0,0.0,0.0,0,3,0,0,0,0,0.0,0,
Tyhier Tyler,82083,QB,ARMY,1,3,0.0,1,2,23.0,4.03,0,0,0.0,0.0,0,3,,3,100.0,0,0,62.7,54.2,69.9,54.3,58.0,,0,0,3,33.3,39.6,33.3,1,0,0,1,0,0,0.0,0,0.0,0,114,77.0,66.5,54.3,66.2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,60.0,63.5,,60.0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,0.0,1,2,23.0,4.03,0,0,0.0,0.0,0,3,,3,100.0,0,0,62.7,53.9,69.0,54.3,58.9,,0,0,3,33.3,39.6,33.3,1,0,0,1,0,0,0.0,0,0.0
Maasai Maynor,101057,QB,NAVY,1,2,0.0,1,1,32.0,3.8,0,0,0.0,0.0,0,1,,1,50.0,0,0,60.3,51.0,63.6,51.3,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,237,61.8,50.3,50.3,,0.0,1,1,47.0,4.0,0,0,0.0,0.0,0,0,,1,50.0,0,0,60.3,58.1,63.6,58.1,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,47.0,4.0,0,0,0.0,0.0,0,0,,1,50.0,0,0,60.3,58.1,63.6,58.1,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,1,32.0,3.8,0,0,0.0,0.0,0,1,,1,50.0,0,0,60.3,51.0,63.6,51.3,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
