player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Cole Snyder,97617,QB,BUFFALO,1,59,87.5,8,9,8.6,2.43,0,0,0.0,66.7,6,4,14.3,9,15.3,1,5,,66.0,56.8,71.0,56.7,,,0,0,13,0.0,123.6,0.0,0,0,0,1,2,0,0.0,57,6.3,0,126,70.8,54.8,56.5,53.4,63.2,38,42,6.5,2.71,2,0,0.0,54.8,23,11,4.2,50,84.7,1,10,,69.7,52.8,75.7,57.2,,49.2,1,2,51,9.1,65.5,2.0,1,7,0,1,2,1,2.0,219,5.2,66.7,36,39,7.0,2.47,2,0,0.0,59.0,23,0,4.2,44,74.6,1,12,,69.5,55.2,75.4,57.5,,53.1,0,1,47,,97.4,0.0,0,5,0,1,4,1,2.1,212,5.4,0,70.0,10,12,6.2,3.25,0,0,0.0,50.0,6,15,14.3,15,25.4,1,3,,66.7,50.9,71.8,55.9,,52.0,1,1,17,6.7,31.3,6.7,1,2,0,1,0,0,0.0,64,5.3
Davis Brin,77642,QB,GA SOUTHRN,1,57,70.0,20,20,10.5,2.37,0,1,5.0,60.0,12,6,14.3,22,38.6,2,5,,67.4,67.4,72.7,69.0,,57.3,0,2,22,16.7,39.6,4.5,1,1,0,0,0,1,4.5,130,6.5,0,174,43.2,74.4,78.6,42.3,71.0,31,32,8.2,2.51,0,3,9.1,65.6,21,9,4.5,35,61.4,1,10,,68.7,81.1,74.4,80.2,,,0,3,36,33.3,61.1,8.6,3,0,0,1,1,2,5.6,253,7.9,78.0,41,41,8.6,2.22,0,3,7.1,70.7,29,0,9.4,42,73.7,3,13,,69.2,83.9,75.0,84.3,,57.3,0,2,43,,81.8,0.0,0,1,0,0,1,3,7.0,324,7.9,0,40.0,10,11,11.0,3.13,0,1,9.1,36.4,4,15,0.0,15,26.3,0,2,,66.4,57.1,71.4,57.0,,,0,3,15,26.7,15.2,26.7,4,0,0,1,0,0,0.0,59,5.4
Shedeur Sanders,131396,QB,COLORADO,1,56,50.0,4,4,13.8,3.48,0,2,33.3,50.0,2,3,0.0,5,8.9,0,1,,64.6,92.8,69.1,92.5,,,0,1,7,33.3,18.8,20.0,1,0,0,0,0,0,0.0,14,3.5,0,143,70.3,93.3,92.9,70.1,95.2,42,43,5.5,2.85,0,2,4.3,83.7,36,16,10.0,51,91.1,4,17,,70.0,91.9,75.9,91.3,,70.1,0,0,55,18.8,129.9,5.9,3,5,0,1,4,1,1.8,333,7.7,97.1,34,34,5.0,2.45,0,1,2.7,88.2,30,0,9.1,37,66.1,3,13,,69.0,92.8,74.8,92.4,,66.6,0,0,40,,124.0,0.0,0,3,0,0,3,0,0.0,228,6.7,0,75.0,12,13,9.9,3.78,0,3,20.0,61.5,8,19,11.1,19,33.9,1,5,,67.4,89.2,72.7,87.3,,66.9,0,1,22,21.1,85.1,21.1,4,2,0,1,1,1,4.5,119,9.2
Mikey Keene,70961,QB,FRESNO ST,1,55,76.9,13,16,5.5,2.11,1,0,0.0,56.3,9,6,10.0,20,36.4,1,7,,67.1,45.7,72.4,45.7,,,0,0,20,66.7,93.8,20.0,4,0,0,2,1,0,0.0,92,5.8,0,169,70.4,54.3,56.1,60.0,75.8,33,34,4.3,2.23,0,1,2.8,67.6,23,9,8.0,35,63.6,2,9,,68.8,64.5,74.5,64.1,,,0,0,37,11.1,91.4,2.9,1,0,0,1,1,0,0.0,189,5.6,76.9,39,40,3.7,1.97,1,0,0.0,70.0,28,0,6.7,40,72.7,2,13,,69.0,58.2,74.8,58.0,,,0,0,40,,92.9,0.0,0,0,0,0,1,0,0.0,232,5.8,3,71.4,7,10,9.7,2.78,0,1,8.3,40.0,4,15,20.0,15,27.3,1,3,,66.7,54.6,71.8,54.4,,,0,0,17,33.3,89.2,33.3,5,0,0,3,1,0,0.0,49,4.9
Hudson Card,123109,QB,PURDUE,1,54,73.9,23,23,11.3,2.54,0,3,11.5,69.6,16,11,5.9,27,50.0,1,13,,17.5,78.0,73.7,75.6,,64.0,0,0,30,27.3,108.1,11.1,3,1,0,0,1,2,6.7,185,8.0,0,273,24.7,82.6,80.2,68.3,80.0,20,23,6.7,3.09,1,0,0.0,69.6,16,14,0.0,27,50.0,0,8,,67.8,78.7,73.4,78.3,,61.8,1,1,27,7.1,66.4,3.7,1,2,0,1,0,0,0.0,135,5.9,81.5,27,27,7.9,2.42,0,2,7.1,77.8,21,0,4.5,29,53.7,1,13,,27.7,90.6,73.7,90.3,,,0,0,30,,110.5,3.4,1,0,0,0,1,1,3.3,204,7.6,0,68.8,16,19,11.1,3.28,1,1,4.8,57.9,11,25,0.0,25,46.3,0,8,,26.0,62.2,73.4,58.6,,66.4,1,1,27,12.0,53.8,12.0,3,3,0,1,0,1,3.7,116,6.1
Jacob Zeno,98014,QB,UAB,1,53,66.7,6,7,7.7,3.37,0,1,11.1,57.1,4,11,0.0,15,28.3,0,3,,66.7,64.9,71.8,71.9,,51.8,0,0,17,45.5,116.7,33.3,5,3,0,1,1,0,0.0,46,6.6,0,321,70.7,65.9,59.1,71.9,79.3,29,31,9.1,2.85,2,1,3.1,74.2,23,7,0.0,38,71.7,0,12,,68.9,59.1,74.7,52.5,,71.8,0,2,39,28.6,68.5,5.3,2,5,0,0,0,2,5.1,234,7.5,76.7,30,31,8.7,2.75,1,1,3.1,74.2,23,0,0.0,35,66.0,0,10,,68.7,58.9,74.4,53.8,,69.8,0,2,36,,67.0,0.0,0,4,0,0,0,2,5.6,223,7.2,1,80.0,5,7,10.0,3.49,1,1,11.1,57.1,4,18,0.0,18,34.0,0,5,,67.1,64.8,72.4,68.9,,55.8,0,0,20,38.9,123.2,38.9,7,4,0,1,1,0,0.0,57,8.1
Gunnar Watson,83570,QB,TROY,1,53,53.8,26,29,13.8,2.7,0,3,9.7,44.8,13,15,7.1,31,58.5,1,7,,68.4,77.9,74.1,77.1,,,0,0,33,13.3,77.2,6.5,2,0,0,3,1,1,3.0,183,6.3,0,318,39.0,72.4,72.4,57.8,72.2,18,18,10.2,2.66,0,1,5.6,66.7,12,11,7.7,22,41.5,1,8,,24.8,59.7,72.7,60.9,,57.8,0,1,22,27.3,86.8,13.6,3,1,0,0,1,2,9.1,146,8.1,63.0,27,27,11.2,2.59,0,2,7.1,55.6,15,0,11.8,27,50.9,2,9,,68.0,81.4,73.5,80.5,,,0,1,28,,76.3,0.0,0,0,0,0,1,1,3.6,201,7.4,2,58.8,17,20,14.1,2.79,0,2,9.5,50.0,10,26,0.0,26,49.1,0,6,,26.3,57.7,73.4,58.7,,57.8,0,0,27,19.2,87.1,19.2,5,1,0,3,1,2,7.4,128,6.4
Mitch Griffis,123386,QB,WAKE,1,51,66.7,12,13,12.6,2.64,1,0,0.0,61.5,8,8,0.0,16,31.4,0,7,,66.7,71.7,71.8,71.1,,61.8,0,1,17,12.5,89.9,6.3,1,2,0,0,1,1,5.9,134,10.3,0,339,26.2,57.8,56.1,61.0,61.5,26,28,11.7,3.47,1,1,3.3,57.1,16,13,0.0,35,68.6,0,10,,20.1,47.8,74.5,48.4,,56.5,1,1,37,23.1,85.1,8.6,3,4,0,0,2,5,13.5,178,6.4,66.7,24,26,10.0,3.07,2,1,3.4,61.5,16,0,0.0,30,58.8,0,11,,68.5,69.9,74.1,68.4,,63.8,0,0,33,,94.9,0.0,0,4,0,0,1,2,6.1,179,6.9,0,57.1,14,15,15.5,3.4,0,0,0.0,53.3,8,21,0.0,21,41.2,0,6,,14.1,38.5,72.5,41.0,,52.9,1,2,21,19.0,83.5,19.0,4,2,0,0,2,4,19.0,133,8.9
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,51,90.9,11,12,6.9,2.48,1,1,7.1,83.3,10,2,0.0,13,25.5,0,9,,66.5,80.8,71.6,80.1,,,0,0,16,50.0,154.9,7.7,1,0,0,0,2,0,0.0,140,11.7,0,144,70.4,63.6,64.2,62.3,78.8,33,35,6.6,2.86,2,2,5.4,68.6,24,14,7.7,38,74.5,2,8,,69.0,55.9,74.9,54.4,54.3,64.0,0,3,40,14.3,59.7,5.3,2,1,0,0,1,3,7.5,224,6.4,90.3,31,34,6.0,2.55,3,3,7.9,79.4,27,0,3.6,35,68.6,1,13,,69.0,75.7,74.9,74.4,54.3,64.0,0,2,40,,107.4,0.0,0,1,0,0,3,2,5.0,292,8.6,1,61.5,13,13,8.3,3.24,0,0,0.0,53.8,7,16,12.5,16,31.4,1,4,,66.5,43.0,71.6,43.0,,,0,1,16,18.8,38.0,18.8,3,0,0,0,0,1,6.3,72,5.5
Spencer Rattler,97408,QB,S CAROLINA,1,51,76.9,13,16,8.8,3.48,0,1,5.9,56.3,9,12,10.0,20,39.2,1,9,,67.2,81.9,72.5,77.2,,70.0,0,0,21,16.7,101.6,10.0,2,2,0,3,1,0,0.0,122,7.6,0,289,69.8,72.3,67.2,73.6,52.0,25,26,10.2,2.99,0,1,3.7,50.0,13,14,0.0,31,60.8,0,6,,68.4,61.5,74.0,57.9,,67.6,0,2,32,7.1,33.2,3.2,1,3,0,1,0,3,9.4,134,5.2,68.2,22,22,6.8,2.4,0,2,8.7,68.2,15,0,0.0,25,49.0,0,9,,67.8,66.5,73.3,65.2,,62.8,0,1,26,,85.2,0.0,0,2,0,0,1,1,3.8,159,7.2,0,50.0,16,20,13.8,3.93,0,0,0.0,35.0,7,26,12.5,26,51.0,1,6,,67.9,73.3,73.4,66.8,,74.2,0,1,27,11.5,30.6,11.5,3,3,0,4,0,2,7.4,97,4.9
