player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Cade Klubnik,156253,QB,CLEMSON,2,70,71.0,31,36,9.1,2.65,2,1,2.8,55.6,20,21,9.1,42,60.0,2,12,,,,,69.1,64.1,74.9,62.9,,62.7,2,2,42,9.5,58.2,4.8,2,4,0,1,1,1,2.4,205,5.7,0,140,72.6,71.3,70.4,62.7,76.0,25,26,9.2,2.59,1,2,6.9,65.4,17,6,10.5,28,40.0,2,8,,,,,68.4,76.2,74.0,75.2,,62.8,0,0,32,16.7,104.8,3.6,1,1,0,0,1,0,0.0,221,8.5,76.2,42,43,7.4,2.13,1,1,2.2,65.1,28,0,12.5,43,61.4,4,12,,,,,69.4,73.3,75.3,71.1,,64.3,0,1,46,,81.9,0.0,0,0,0,0,1,0,0.0,284,6.6,0,64.3,14,19,14.4,3.42,2,2,10.0,47.4,9,27,0.0,27,38.6,0,8,,,,,68.0,64.8,73.5,64.9,,60.3,2,1,28,11.1,68.3,11.1,3,5,0,1,1,1,3.6,142,7.5
Luke Weaver,198494,QB,HAWAII,3,70,60.0,30,31,9.0,2.4,0,1,3.1,58.1,18,10,0.0,36,51.4,0,14,,,,,68.9,36.3,74.6,29.9,,75.2,0,3,38,30.0,58.2,8.3,3,2,0,1,2,5,13.2,192,6.2,0,180,49.4,47.2,46.3,56.8,76.9,26,29,6.9,2.75,1,1,3.1,58.6,17,7,15.0,34,48.6,3,8,,,,,68.8,64.7,74.5,70.3,,48.6,1,0,37,14.3,86.6,2.9,1,4,0,1,1,0,0.0,168,5.8,69.4,49,50,7.5,2.11,1,2,3.8,62.0,31,0,8.8,53,75.7,3,19,,,,,70.0,51.9,76.0,54.2,,50.5,0,2,56,,82.4,0.0,0,3,0,0,3,3,5.4,304,6.1,0,57.1,7,10,11.6,4.02,0,0,0.0,40.0,4,17,0.0,17,24.3,0,3,,,,,67.0,44.1,72.2,30.7,,70.8,1,1,19,23.5,19.2,23.5,4,3,0,2,0,2,10.5,56,5.6
Joe Fagnano,104768,QB,UCONN,2,70,78.9,19,21,7.6,2.19,2,0,0.0,66.7,14,5,6.7,21,30.0,1,6,,,,,67.4,74.9,72.8,75.4,55.9,,0,0,22,0.0,100.7,0.0,0,0,0,0,1,0,0.0,137,6.5,0,146,71.4,75.0,72.6,70.1,69.8,43,47,8.1,2.61,2,5,10.2,59.6,28,12,6.7,49,70.0,2,15,,,,,69.7,68.7,75.7,68.2,,,1,0,51,16.7,99.9,4.1,2,0,0,1,2,1,2.0,383,8.1,74.5,51,53,6.9,2.21,2,3,5.4,69.8,37,0,2.6,53,75.7,1,18,,,,,70.0,72.4,76.1,72.1,55.9,,0,0,56,,109.5,0.0,0,0,0,0,2,1,1.8,466,8.8,0,63.6,11,15,13.0,3.33,2,2,13.3,33.3,5,17,28.6,17,24.3,2,3,,,,,66.7,68.1,71.8,67.7,,,1,0,17,11.8,67.1,11.8,2,0,0,1,1,0,0.0,54,3.6
Athan Kaliakmanis,144971,QB,RUTGERS,2,70,91.3,23,25,9.6,2.72,0,1,3.8,84.0,21,14,0.0,31,44.3,0,17,,,,,68.4,91.3,74.0,92.6,,48.8,1,0,32,21.4,133.5,9.7,3,3,0,1,2,0,0.0,241,9.6,0,278,73.6,87.4,90.6,55.5,79.4,34,34,9.8,2.68,0,0,0.0,67.6,23,5,14.8,39,55.7,4,19,,,,,69.2,76.5,75.0,76.2,,61.8,0,0,43,20.0,130.8,2.6,1,4,0,0,4,0,0.0,270,7.9,81.6,49,49,10.0,2.42,0,1,1.9,73.5,36,0,10.0,51,72.9,4,29,,,,,70.0,89.6,75.9,90.2,,52.8,0,0,55,,133.0,0.0,0,2,0,0,5,0,0.0,419,8.6,0,100.0,8,10,7.8,3.44,0,0,0.0,80.0,8,19,0.0,19,27.1,0,7,,,,,67.1,74.6,72.4,79.7,,57.9,1,0,20,21.1,138.3,21.1,4,5,0,1,1,0,0.0,92,9.2
Byrum Brown,156206,QB,USF,2,70,80.0,20,20,8.8,2.44,0,1,5.0,65.0,13,8,18.8,23,32.9,3,5,,,,,67.5,63.7,72.8,65.4,,57.3,0,0,23,25.0,91.0,8.7,2,1,0,0,0,1,4.3,167,8.4,0,327,76.1,71.3,63.4,72.0,68.4,38,39,5.3,2.78,0,2,4.7,64.1,25,11,3.8,47,67.1,1,10,,,,,69.8,66.0,75.7,61.4,,71.0,1,0,52,27.3,93.6,6.4,3,4,0,0,1,0,0.0,277,7.1,79.2,48,48,4.9,2.33,0,2,3.9,70.8,34,0,10.5,51,72.9,4,10,,,,,70.0,66.3,75.9,66.9,,57.4,0,0,55,,96.9,0.0,0,2,0,0,1,1,1.8,332,6.9,0,40.0,10,11,14.2,3.58,0,1,8.3,36.4,4,19,0.0,19,27.1,0,5,,,,,67.1,63.2,72.4,54.4,,72.9,1,0,20,26.3,74.8,26.3,5,3,0,0,0,0,0.0,112,10.2
Ben Gulbranson,131734,QB,STANFORD,2,68,56.7,30,34,5.7,2.58,0,1,2.9,47.1,16,17,5.9,36,52.9,1,5,,,,,68.6,41.3,74.4,42.3,,57.3,0,3,36,5.9,22.7,2.8,1,1,0,4,0,4,11.1,148,4.4,0,300,46.3,29.5,29.8,49.6,65.4,26,28,5.3,2.87,0,0,0.0,53.6,15,8,11.8,32,47.1,2,7,,,,,29.5,28.4,74.3,29.0,,51.4,1,0,35,25.0,61.8,6.3,2,2,0,1,0,2,5.7,101,3.6,65.9,41,41,4.7,2.42,0,0,0.0,61.0,25,0,7.4,43,63.2,2,8,,,,,69.2,33.6,75.0,35.4,,52.9,0,2,43,,46.5,0.0,0,2,0,0,0,3,7.0,137,3.3,2,46.7,15,21,7.7,3.22,0,1,4.3,28.6,6,25,14.3,25,36.8,1,4,,,,,27.0,30.9,73.5,32.7,,56.3,1,1,28,12.0,29.5,12.0,3,1,0,5,0,3,10.7,112,5.3
Noah Kim,129623,QB,E MICHIGAN,2,68,71.4,14,16,10.4,2.64,0,1,5.3,62.5,10,7,0.0,18,26.5,0,4,,,,,67.2,51.0,72.5,51.0,,,1,0,21,28.6,87.2,11.1,2,0,0,1,0,1,4.8,127,7.9,0,160,56.6,70.9,70.5,63.4,76.7,43,47,7.6,2.97,1,1,2.1,66.0,31,19,6.1,50,73.5,2,19,,,,,69.7,80.5,75.7,78.7,,65.8,0,0,51,0.0,105.8,0.0,0,3,0,3,3,0,0.0,310,6.6,76.9,39,41,9.3,2.43,1,2,4.7,73.2,30,0,0.0,42,61.8,0,18,,,,,69.3,84.1,75.1,82.1,,63.7,0,0,44,,122.4,0.0,0,1,0,1,3,1,2.3,344,8.4,1,72.2,18,22,5.9,3.61,0,0,0.0,50.0,11,26,15.4,26,38.2,2,5,,,,,68.0,49.5,73.5,47.9,,62.0,1,0,28,7.7,61.4,7.7,2,2,0,3,0,0,0.0,93,4.2
Hunter Watson,183993,QB,SM HOUSTON,2,68,64.3,14,17,4.3,2.95,1,0,0.0,52.9,9,13,0.0,26,38.2,0,5,,,,,68.1,45.0,73.6,44.3,,57.0,0,0,29,23.1,67.3,11.5,3,6,0,2,0,1,3.4,86,5.1,0,281,73.1,56.6,56.0,60.3,72.7,33,35,8.7,2.94,0,0,0.0,60.0,21,13,12.5,42,61.8,3,10,,,,,69.4,61.5,75.2,64.3,,54.3,1,1,45,7.7,66.8,2.4,1,6,0,1,0,1,2.2,224,6.4,80.0,35,36,7.6,2.59,1,0,0.0,72.2,26,0,7.1,42,61.8,2,13,,,,,69.5,59.6,75.4,63.0,,51.5,0,1,47,,84.1,0.0,0,6,0,0,0,2,4.3,289,8.0,1,41.7,12,16,6.9,3.51,0,0,0.0,25.0,4,26,20.0,26,38.2,1,2,,,,,67.9,47.4,73.4,44.6,,59.3,1,0,27,15.4,39.6,15.4,4,6,0,3,0,0,0.0,21,1.3
Malachi Nelson,174203,QB,UTEP,2,68,66.7,24,25,9.9,2.44,0,0,0.0,60.0,15,6,6.3,29,42.6,1,8,,,,,68.3,36.9,73.9,39.6,,51.6,0,0,31,33.3,99.8,6.9,2,2,0,1,2,1,3.2,126,5.0,0,330,71.4,47.8,49.4,50.7,75.0,32,35,11.1,2.56,0,1,2.7,57.1,20,6,16.7,39,57.4,4,10,,,,,69.0,58.4,74.9,60.6,,52.7,0,1,41,16.7,104.9,2.6,1,2,1,2,3,4,9.8,324,9.3,74.0,50,53,9.5,2.32,0,1,1.8,64.2,34,0,8.1,56,82.4,3,17,,,,,70.2,53.5,76.2,55.1,,52.7,0,1,59,,110.7,0.0,0,2,1,2,5,4,6.8,401,7.6,1,50.0,6,7,20.2,3.42,0,0,0.0,14.3,1,12,66.7,12,17.6,2,1,,,,,65.8,34.3,71.0,38.3,,51.6,0,0,13,25.0,56.3,25.0,3,2,0,1,0,1,7.7,49,7.0
Arch Manning,173162,QB,TEXAS,2,68,66.7,21,24,12.7,3.03,0,2,8.3,54.2,13,12,7.1,28,41.2,1,8,,,,,67.9,80.6,73.5,76.1,,70.9,3,1,28,16.7,99.7,7.1,2,2,0,0,2,1,3.6,242,10.1,0,311,72.4,84.3,80.4,72.3,69.4,36,36,10.1,3.21,0,5,13.5,63.9,23,15,8.0,40,58.8,2,11,,,,,69.1,79.6,74.9,77.7,,66.1,0,1,41,0.0,97.3,0.0,0,4,0,0,3,4,9.8,223,6.2,70.0,40,40,9.5,2.51,0,4,10.0,67.5,27,0,3.6,41,60.3,1,11,,,,,69.1,85.5,74.9,81.0,,69.3,0,0,41,,122.7,0.0,0,1,0,0,4,2,4.9,298,7.5,0,64.7,17,20,14.9,4.09,0,3,14.3,45.0,9,27,18.2,27,39.7,2,8,,,,,67.9,72.9,73.5,71.2,,64.6,3,2,28,7.4,51.5,7.4,2,5,0,0,1,3,10.7,167,8.4
Ty Simpson,157008,QB,ALABAMA,2,68,71.4,21,23,7.0,2.53,1,2,8.0,56.5,13,8,13.3,25,36.8,2,12,,,,,24.1,81.3,73.4,78.7,,64.2,0,0,27,12.5,119.4,4.0,1,1,0,1,3,1,3.7,169,7.3,0,103,42.4,77.5,77.8,63.7,82.9,35,37,7.9,3.4,0,1,2.6,73.0,27,14,6.9,43,63.2,2,13,,,,,69.4,67.3,75.2,72.2,,47.8,2,0,45,14.3,115.9,4.7,2,4,0,0,2,0,0.0,311,8.4,88.1,42,43,5.7,2.6,1,1,2.3,79.1,34,0,8.1,46,67.6,3,20,,,,,69.5,88.8,75.4,89.6,,58.8,0,0,47,,141.8,0.0,0,3,0,0,5,0,0.0,375,8.7,1,50.0,14,17,12.9,4.07,0,2,10.0,35.3,6,22,14.3,22,32.4,1,5,,,,,23.4,47.9,73.1,51.2,,51.6,2,0,25,13.6,57.2,13.6,3,2,0,1,0,1,4.0,105,6.2
Taylen Green,145996,QB,ARKANSAS,2,67,80.0,25,25,9.0,3.01,0,1,3.7,72.0,18,12,10.0,32,47.8,2,20,,,,,68.5,92.0,74.2,87.9,,83.6,0,0,34,16.7,143.3,6.3,2,5,0,0,5,0,0.0,250,10.0,0,111,73.3,91.5,84.2,88.6,79.3,29,32,8.9,2.88,2,1,2.9,71.9,23,3,0.0,35,52.2,0,18,,,,,68.9,78.2,74.6,73.0,,73.8,0,2,38,0.0,116.0,0.0,0,3,0,1,5,2,5.3,311,9.7,82.6,46,48,9.0,2.61,2,2,3.8,77.1,37,0,2.6,52,77.6,1,32,,,,,70.0,90.8,76.0,86.3,,82.4,0,2,56,,133.4,0.0,0,4,0,0,8,2,3.6,517,10.8,0,62.5,8,9,8.4,4.07,0,0,0.0,44.4,4,15,20.0,15,22.4,1,6,,,,,66.5,77.0,71.6,64.5,,76.2,0,0,16,13.3,99.1,13.3,2,4,0,1,2,0,0.0,44,4.9
Gunner Stockton,157072,QB,GEORGIA,2,67,85.7,21,24,3.4,2.53,1,0,0.0,70.8,17,11,5.6,29,43.3,1,11,,,,,68.3,66.0,73.9,62.6,,66.1,2,0,31,0.0,120.5,0.0,0,5,0,0,2,0,0.0,182,7.6,0,173,72.4,76.2,74.9,65.6,80.6,31,34,6.3,2.84,1,0,0.0,67.6,23,6,8.0,38,56.7,2,15,,,,,68.9,77.6,74.7,80.3,,55.9,0,0,39,0.0,87.1,0.0,0,4,0,2,0,0,0.0,234,6.9,85.7,49,50,4.8,2.12,1,0,0.0,78.0,39,0,7.1,50,74.6,3,25,,,,,69.8,81.1,75.7,80.2,,,0,0,52,,114.2,0.0,0,0,0,0,2,0,0.0,410,8.2,1,33.3,3,8,11.3,4.43,1,0,0.0,12.5,1,17,0.0,17,25.4,0,1,,,,,66.8,53.0,72.0,43.6,,61.7,2,0,18,0.0,39.6,0.0,0,9,0,2,0,0,0.0,6,0.8
Ben Finley,122864,QB,AKRON,2,66,60.0,20,23,9.4,2.53,0,0,0.0,34.8,8,12,33.3,23,34.8,4,5,,,,,67.5,60.0,72.8,59.7,,,0,0,23,0.0,47.0,0.0,0,0,0,3,0,0,0.0,88,3.8,0,102,71.7,63.8,65.2,54.0,54.3,35,36,11.3,3.07,0,2,5.0,41.7,15,14,21.1,43,65.2,4,5,,,,,69.5,63.6,75.5,67.4,54.3,49.4,0,1,48,28.6,37.7,9.3,4,3,0,1,0,1,2.1,105,2.9,57.9,38,38,8.9,2.59,0,1,2.4,44.7,17,0,22.7,40,60.6,5,7,,,,,69.2,67.6,75.1,69.2,54.3,56.2,0,1,43,,44.1,2.5,1,1,0,0,0,1,2.3,143,3.8,0,52.9,17,21,14.2,3.34,0,1,4.5,28.6,6,26,33.3,26,39.4,3,3,,,,,68.0,54.3,73.5,57.0,,52.9,0,0,28,11.5,39.6,11.5,3,2,0,4,0,0,0.0,50,2.4
Drew Allar,164157,QB,PENN STATE,2,66,70.0,20,21,7.7,2.4,0,0,0.0,66.7,14,6,0.0,24,36.4,0,9,,,,,67.6,70.7,73.0,67.8,,64.3,0,0,24,33.3,98.9,8.3,2,1,0,1,1,0,0.0,128,6.1,0,266,53.4,69.9,69.9,58.8,85.7,35,38,8.5,2.68,1,0,0.0,71.1,27,5,10.0,42,63.6,3,15,,,,,69.4,70.7,75.2,68.6,,65.9,0,0,45,20.0,110.5,2.4,1,3,0,2,2,0,0.0,289,7.6,78.0,50,52,8.5,2.38,1,0,0.0,69.2,36,0,7.7,55,83.3,3,20,,,,,70.1,72.8,76.1,70.5,,67.3,0,0,57,,108.5,0.0,0,3,0,1,3,0,0.0,368,7.1,0,100.0,5,7,5.2,3.56,0,0,0.0,71.4,5,11,0.0,11,16.7,0,4,,,,,65.8,65.3,70.7,61.5,,63.1,0,0,12,27.3,90.8,27.3,3,1,0,2,0,0,0.0,49,7.0
Aidan Chiles,173727,QB,MICH STATE,2,66,86.4,22,23,10.6,3.18,0,2,8.0,82.6,19,13,0.0,32,48.5,0,17,,,,,28.9,76.8,74.2,68.3,,80.5,0,0,34,38.5,146.5,15.6,5,3,0,1,5,1,2.9,222,9.7,0,223,29.6,73.4,63.6,78.2,70.4,27,29,12.8,3.54,0,0,0.0,58.6,17,12,10.5,34,51.5,2,9,,,,,29.4,59.2,74.4,58.2,,62.1,1,0,36,25.0,74.5,8.8,3,2,0,1,0,1,2.8,164,5.7,82.1,39,39,9.9,2.65,0,1,2.4,79.5,31,0,3.1,41,62.1,1,19,,,,,69.3,84.4,75.1,82.0,,64.3,0,0,44,,133.5,0.0,0,1,0,0,4,0,0.0,306,7.8,0,60.0,10,13,19.0,4.55,0,1,7.1,38.5,5,25,16.7,25,37.9,1,7,,,,,16.4,42.3,73.3,30.0,,75.6,1,0,26,32.0,85.4,32.0,8,4,0,2,1,2,7.7,80,6.2
Goose Crowder,144781,QB,TROY,2,66,68.2,22,24,8.2,2.65,1,1,4.2,58.3,14,4,6.7,27,40.9,1,5,,,,,67.9,59.9,73.4,58.6,,62.1,0,1,27,25.0,75.0,3.7,1,2,0,1,1,1,3.7,160,6.7,0,318,48.7,66.7,63.9,66.8,75.9,29,31,6.8,2.71,0,2,6.5,61.3,19,8,13.6,39,59.1,3,14,,,,,31.1,65.4,74.8,67.0,,57.6,0,2,40,37.5,86.4,7.7,3,5,0,2,3,2,5.0,207,6.7,74.5,47,49,7.6,2.47,1,3,6.1,63.3,31,0,11.4,54,81.8,4,16,,,,,70.0,69.0,75.9,70.1,,57.7,0,3,55,,79.5,0.0,0,5,0,1,3,1,1.8,350,7.1,1,50.0,4,6,5.3,3.65,0,0,0.0,33.3,2,12,0.0,12,18.2,0,3,,,,,19.2,43.5,70.7,38.8,,62.0,0,0,12,33.3,81.9,33.3,4,2,0,2,1,2,16.7,17,2.8
Kevin Jennings,158272,QB,SMU,2,65,87.5,24,25,7.5,3.14,0,1,3.8,80.0,20,9,4.8,32,49.2,1,13,,,,,19.1,47.9,74.1,44.0,,64.0,0,1,33,22.2,120.7,6.3,2,5,0,1,2,4,12.1,264,10.6,0,287,29.3,60.0,58.6,60.8,76.0,25,27,9.1,3.19,1,2,6.5,66.7,18,10,5.3,33,50.8,1,9,,,,,68.8,67.9,74.5,72.1,,49.9,1,1,37,30.0,124.2,9.1,3,3,0,0,3,2,5.4,291,10.8,85.0,40,41,8.0,2.42,1,2,4.5,78.0,32,0,5.9,46,70.8,2,19,,,,,69.6,81.3,75.5,79.6,,66.3,0,1,49,,120.7,0.0,0,5,0,0,3,2,4.1,392,9.6,1,66.7,9,11,10.0,4.97,0,1,7.7,54.5,6,19,0.0,19,29.2,0,3,,,,,14.3,26.0,72.5,26.8,,47.1,1,1,21,26.3,101.3,26.3,5,3,0,1,2,4,19.0,163,14.8
Drew Pyne,122910,QB,BOWL GREEN,2,65,85.7,14,14,0.8,2.51,0,0,0.0,85.7,12,10,0.0,19,29.2,0,5,,,,,67.0,53.9,72.2,56.0,,57.0,0,0,19,40.0,108.9,21.1,4,1,0,0,0,0,0.0,142,10.1,0,122,70.9,62.9,62.1,58.7,76.9,39,41,4.8,2.4,0,1,2.3,70.7,29,10,3.3,46,70.8,1,11,,,,,69.6,63.5,75.5,64.2,,57.1,1,0,49,20.0,93.6,4.3,2,3,1,0,1,0,0.0,241,5.9,83.7,43,44,3.9,2.02,0,1,2.2,79.5,35,0,2.8,45,69.2,1,15,,,,,69.5,71.2,75.4,71.9,,57.0,0,0,47,,109.7,0.0,0,1,1,0,1,0,0.0,374,8.5,1,60.0,10,11,3.1,3.36,0,0,0.0,54.5,6,20,0.0,20,30.8,0,1,,,,,67.2,39.7,72.5,38.8,,57.1,1,0,21,30.0,60.0,30.0,6,3,0,0,0,0,0.0,9,0.8
Jake Retzlaff,70874,QB,TULANE,2,64,54.5,11,12,5.9,2.83,1,0,0.0,41.7,5,7,16.7,17,26.6,1,6,,,,,22.4,41.6,71.8,52.0,,42.8,0,0,17,28.6,89.9,11.8,2,3,0,0,2,1,5.9,39,3.3,0,319,52.8,63.0,59.3,64.2,81.0,42,44,5.8,2.51,1,1,2.2,59.1,26,7,23.5,47,73.4,8,13,,,,,69.6,62.5,75.5,62.4,,59.4,0,0,49,0.0,73.9,0.0,0,3,1,0,0,1,2.0,238,5.4,77.8,45,47,5.4,2.43,1,0,0.0,57.4,27,0,22.9,50,78.1,8,15,,,,,37.1,52.0,75.6,56.9,,42.8,0,0,50,,81.8,0.0,0,3,1,0,2,1,2.0,199,4.2,1,62.5,8,9,8.1,3.19,1,1,9.1,44.4,4,14,20.0,14,21.9,1,4,,,,,66.5,64.7,71.6,65.6,,59.4,0,0,16,14.3,75.2,14.3,2,3,0,0,0,1,6.3,78,8.7
Kaden Anderson,127312,QB,WYOMING,2,64,70.4,27,28,7.4,2.3,1,1,3.4,57.1,16,6,15.8,30,46.9,3,8,,,,,28.3,67.2,73.9,68.0,,57.8,0,1,31,16.7,97.5,3.3,1,1,0,0,3,1,3.2,181,6.5,0,351,46.8,65.5,64.1,62.4,72.4,29,32,7.7,3.06,1,0,0.0,62.5,20,9,4.8,34,53.1,1,10,,,,,68.7,61.3,74.4,59.0,,64.2,0,0,36,11.1,86.2,2.9,1,1,0,2,0,1,2.8,246,7.7,80.9,47,48,5.4,2.41,1,1,2.0,72.9,35,0,7.9,49,76.6,3,18,,,,,69.7,82.1,75.7,79.9,,64.2,0,1,51,,110.3,0.0,0,1,0,0,3,0,0.0,407,8.5,1,22.2,9,12,19.0,3.65,1,0,0.0,8.3,1,15,50.0,15,23.4,1,0,,,,,22.2,28.6,71.6,28.9,,57.8,0,0,16,13.3,39.6,13.3,2,1,0,2,0,2,12.5,20,1.7
Demond Williams Jr.,183648,QB,WASHINGTON,2,64,74.1,27,28,9.1,2.76,1,1,3.6,67.9,19,17,5.0,38,59.4,1,18,,,,,68.9,79.3,74.6,71.3,,76.2,0,0,38,17.6,130.2,7.9,3,7,0,0,2,0,0.0,321,11.5,0,340,72.5,83.7,76.9,75.5,80.0,20,21,8.9,3.25,0,1,4.8,71.4,15,7,6.3,26,40.6,1,8,,,,,67.8,75.7,73.3,77.6,,60.2,0,0,26,0.0,93.2,0.0,0,5,0,1,0,0,0.0,159,7.6,77.8,36,37,8.4,2.36,1,1,2.7,70.3,26,0,7.1,40,62.5,2,13,,,,,69.0,77.8,74.8,78.7,,58.3,0,0,40,,114.9,0.0,0,3,0,0,2,0,0.0,322,8.7,0,72.7,11,12,11.0,3.95,0,1,8.3,66.7,8,24,0.0,24,37.5,0,13,,,,,67.6,77.8,73.0,65.4,,75.2,0,0,24,12.5,109.7,12.5,3,9,0,1,0,0,0.0,158,13.2
Fernando Mendoza,158323,QB,INDIANA,2,64,56.5,23,24,11.2,2.69,0,0,0.0,54.2,13,6,0.0,26,40.6,0,9,,,,,68.0,53.9,73.5,52.7,,62.0,0,0,28,0.0,89.6,0.0,0,2,0,1,1,1,3.6,164,6.8,0,190,71.5,78.0,75.6,66.8,83.3,30,34,11.1,2.81,0,1,2.8,67.6,23,6,8.0,38,59.4,2,14,,,,,69.0,90.4,74.8,90.1,,65.2,1,0,40,16.7,121.4,2.6,1,3,2,1,3,0,0.0,274,8.1,75.5,49,51,11.0,2.35,0,1,1.9,68.6,35,0,5.4,52,81.3,2,21,,,,,69.9,85.4,75.9,83.2,,64.1,0,0,54,,121.0,0.0,0,1,2,0,4,0,0.0,436,8.5,0,25.0,4,7,12.5,4.53,0,0,0.0,14.3,1,12,0.0,12,18.8,0,2,,,,,66.2,45.0,71.2,39.0,,61.8,1,0,14,8.3,39.6,8.3,1,4,0,2,0,1,7.1,2,0.3
CJ Bailey,183349,QB,NC STATE,2,63,65.0,20,20,11.9,2.72,0,1,4.8,65.0,13,8,0.0,22,34.9,0,8,,,,,67.5,71.3,72.8,71.7,,59.3,0,0,23,0.0,94.0,0.0,0,2,0,0,0,0,0.0,181,9.1,0,248,73.9,79.7,79.7,63.5,87.5,32,37,8.0,2.93,1,3,7.9,73.0,27,12,3.6,41,65.1,1,18,,,,,69.1,78.8,74.9,79.8,,58.1,2,1,42,8.3,107.6,2.4,1,3,0,2,2,1,2.4,337,9.1,82.5,40,41,9.2,2.44,1,3,7.1,80.5,33,0,0.0,43,68.3,0,20,,,,,69.3,74.1,75.1,76.1,,52.6,0,1,44,,117.9,0.0,0,2,0,0,2,1,2.3,444,10.8,0,66.7,12,16,10.5,3.75,0,1,5.9,43.8,7,20,12.5,20,31.7,1,6,,,,,67.2,78.9,72.5,77.6,,64.2,2,0,21,5.0,57.8,5.0,1,3,0,2,0,0,0.0,74,4.6
