player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Nico Iamaleava,174728,QB,UCLA,2,79,83.3,24,24,9.3,2.55,0,0,0.0,75.0,18,15,10.0,31,39.2,2,12,,,,,68.3,79.4,73.9,79.2,,61.0,0,0,31,33.3,108.2,16.1,5,2,0,0,1,0,0.0,171,7.1,0,324,53.5,71.7,67.8,68.5,62.9,35,40,6.5,2.68,3,0,0.0,55.0,22,17,0.0,48,60.8,0,15,,,,,70.0,61.7,75.9,57.2,,68.4,0,2,55,5.9,58.5,2.1,1,7,1,1,1,1,1.8,222,5.6,75.6,41,45,7.8,2.16,3,0,0.0,66.7,30,0,3.2,47,59.5,1,16,,,,,69.7,72.7,75.7,71.8,,62.0,0,1,51,,80.3,0.0,0,2,1,0,1,1,2.0,265,5.9,0,61.1,18,19,7.2,3.3,0,0,0.0,52.6,10,32,9.1,32,40.5,1,11,,,,,68.6,64.0,74.3,58.3,,67.8,0,1,35,18.8,69.6,18.8,6,7,0,1,1,0,0.0,128,6.7
Bryson Barnes,131845,QB,UTAH ST,2,79,66.7,18,23,9.5,2.83,2,0,0.0,47.8,11,18,8.3,32,40.5,1,6,,,,,29.2,48.3,74.3,41.2,57.2,72.6,1,0,34,33.3,75.3,18.8,6,3,0,2,1,1,2.9,104,4.5,0,329,36.4,64.1,64.8,60.8,71.4,35,36,11.1,3.13,0,4,9.8,63.9,23,12,8.0,47,59.5,2,18,,,,,38.9,76.0,12.5,79.3,,57.7,0,0,52,41.7,108.3,10.6,5,6,0,1,2,2,3.8,298,8.3,77.5,40,42,8.1,2.87,2,2,4.3,66.7,28,0,9.7,49,62.0,3,20,,,,,69.9,86.8,75.9,86.0,,65.5,0,0,54,,113.3,0.0,0,7,0,0,3,1,1.9,321,7.6,1,46.2,13,17,18.0,3.23,0,2,10.5,35.3,6,30,0.0,30,38.0,0,4,,,,,19.0,30.9,0.0,30.9,57.2,61.7,1,0,32,36.7,51.3,36.7,11,2,0,3,0,2,6.3,81,4.8
Beau Pribula,164182,QB,MISSOURI,2,79,95.2,21,21,7.0,2.53,0,0,0.0,95.2,20,6,0.0,25,31.6,0,14,,,,,67.7,93.9,73.1,93.2,,68.5,0,0,25,33.3,138.7,8.0,2,2,0,0,2,0,0.0,203,9.7,0,229,51.5,92.1,93.3,56.6,79.1,43,46,9.5,2.69,1,4,8.5,71.7,33,13,2.9,54,68.4,1,18,,,,,39.5,85.0,75.9,90.8,,39.8,1,0,55,23.1,121.1,5.6,3,5,0,1,3,1,1.8,414,9.0,85.2,54,56,9.4,2.44,1,3,5.3,82.1,46,0,0.0,60,75.9,0,30,,,,,70.3,94.4,76.3,93.9,,68.7,0,0,61,,132.7,0.0,0,4,0,1,4,0,0.0,568,10.1,0,80.0,10,11,5.2,3.25,0,1,9.1,63.6,7,19,12.5,19,24.1,1,2,,,,,23.4,52.7,72.2,72.4,,33.3,1,0,19,26.3,104.0,26.3,5,3,0,0,1,1,5.3,49,4.5
Blake Shapen,122282,QB,MISS STATE,2,79,85.0,20,22,9.6,2.58,1,2,9.1,68.2,15,5,11.8,24,30.4,2,9,,,,,25.9,87.7,73.0,86.8,,,1,0,24,40.0,140.2,8.3,2,0,0,0,2,1,4.2,269,12.2,0,227,51.8,74.5,78.4,53.6,76.2,42,44,6.8,2.72,0,1,2.1,68.2,30,17,6.3,55,69.6,2,13,,,,,70.2,62.1,76.3,68.7,,47.1,1,1,60,17.6,91.1,5.5,3,8,0,1,2,1,1.7,280,6.4,82.1,56,57,7.1,2.18,1,3,5.0,73.7,42,0,8.7,57,72.2,4,21,,,,,70.3,90.9,76.3,90.2,,64.3,0,1,61,,118.1,0.0,0,0,0,0,4,1,1.6,527,9.2,0,50.0,6,9,12.8,3.97,0,0,0.0,33.3,3,22,0.0,22,27.8,0,1,,,,,25.5,28.0,72.8,29.6,,43.0,2,0,23,22.7,42.4,22.7,5,8,0,1,0,1,4.3,22,2.4
Dylan Raiola,183581,QB,NEBRASKA,2,79,78.3,23,24,7.0,2.33,0,0,0.0,66.7,16,6,11.1,27,34.2,2,13,,,,,67.9,61.6,73.4,56.9,,69.3,1,0,27,16.7,100.5,3.7,1,2,0,0,1,1,3.7,167,7.0,1,238,49.2,76.0,74.3,65.1,87.5,48,49,5.9,2.69,0,1,2.0,83.7,41,7,2.4,52,65.8,1,21,,,,,38.1,80.6,75.7,81.0,,57.3,0,0,52,28.6,138.1,3.8,2,1,0,1,5,1,1.9,440,9.0,85.9,64,65,5.9,2.26,0,0,0.0,80.0,52,0,5.5,66,83.5,3,30,,,,,70.5,87.2,76.7,85.4,,63.1,0,0,66,,122.0,0.0,0,1,0,1,4,0,0.0,543,8.4,1,71.4,7,8,9.6,4.12,0,1,12.5,62.5,5,13,0.0,13,16.5,0,4,,,,,20.0,31.4,71.0,29.1,,61.8,1,0,13,23.1,127.1,23.1,3,2,0,0,2,2,15.4,64,8.0
Nick Minicucci,173617,QB,DELAWARE,2,79,77.8,27,29,7.1,2.14,0,0,0.0,65.5,19,13,9.5,31,39.2,2,11,,,,,68.4,53.5,74.0,53.3,,,2,1,32,15.4,121.6,6.5,2,0,0,0,3,1,3.2,312,10.8,0,151,73.6,68.2,63.2,72.4,71.8,39,42,10.0,2.81,0,2,4.4,64.3,27,8,3.6,48,60.8,1,19,,,,,69.8,69.5,75.8,69.0,60.0,61.8,0,0,52,25.0,90.9,4.2,2,4,0,3,1,1,1.9,275,6.5,74.1,54,54,8.7,2.43,0,2,3.6,68.5,37,0,7.5,58,73.4,3,24,,,,,70.3,65.7,76.3,64.9,,61.8,0,0,61,,113.1,0.0,0,4,0,0,4,1,1.7,379,7.0,0,75.0,12,17,9.3,2.88,0,0,0.0,52.9,9,21,0.0,21,26.6,0,6,,,,,67.5,57.8,73.0,57.8,60.0,,2,1,23,19.0,72.7,19.0,4,0,0,3,0,1,4.3,208,12.2
Malik Washington,198729,QB,MARYLAND,2,79,68.2,22,24,5.5,2.55,0,0,0.0,50.0,12,8,20.0,24,30.4,3,7,,,,,67.8,59.0,73.3,60.4,,57.0,1,0,26,0.0,69.6,0.0,0,0,0,1,0,1,3.8,149,6.2,0,215,49.3,68.9,68.9,55.9,70.6,51,54,9.1,2.6,1,3,5.5,63.0,34,4,5.6,55,69.6,2,19,,,,,39.9,72.4,76.0,71.6,,,0,0,56,25.0,113.4,1.8,1,0,0,2,5,1,1.8,363,6.7,73.8,65,67,7.4,2.36,1,3,4.4,64.2,43,0,10.4,67,84.8,5,25,,,,,70.6,83.4,76.8,82.3,,,0,0,68,,110.8,0.0,0,0,0,1,5,1,1.5,488,7.3,0,37.5,8,11,12.9,3.81,0,0,0.0,27.3,3,12,0.0,12,15.2,0,1,,,,,20.6,27.0,71.2,27.3,,57.0,1,0,14,8.3,39.6,8.3,1,0,0,2,0,1,7.1,24,2.2
Jaylen Raynor,172203,QB,ARK STATE,2,78,78.9,19,21,6.6,2.39,0,0,0.0,71.4,15,8,0.0,24,30.8,0,9,,,,,68.0,74.1,73.5,78.4,,50.1,0,1,28,12.5,102.5,4.2,1,2,0,2,2,0,0.0,146,7.0,0,113,52.3,78.1,76.4,66.1,76.2,42,43,8.6,2.79,0,4,8.7,72.1,31,11,3.1,54,69.2,1,18,,,,,41.1,73.7,76.2,70.7,,68.0,0,1,59,36.4,99.3,7.4,4,7,0,1,2,4,6.9,323,7.5,78.0,50,51,9.2,2.25,0,4,7.0,74.5,38,0,2.6,59,75.6,1,24,,,,,44.0,84.0,76.7,82.3,,66.6,0,2,67,,109.2,1.7,1,7,0,1,4,2,3.0,431,8.5,0,72.7,11,13,2.8,3.94,0,0,0.0,61.5,8,19,0.0,19,24.4,0,3,,,,,67.1,46.2,72.4,50.1,,52.3,0,0,20,21.1,65.9,21.1,4,2,0,2,0,2,10.0,38,2.9
Jaxon Potter,176687,QB,WASH STATE,2,77,65.4,26,27,7.1,1.91,0,0,0.0,63.0,17,5,0.0,27,35.1,0,9,,,,,68.0,57.1,73.5,56.9,,,0,0,28,0.0,115.8,0.0,0,0,1,0,3,1,3.6,157,5.8,0,341,72.5,65.9,67.6,53.2,83.7,43,46,5.4,2.32,1,0,0.0,73.9,34,10,5.6,50,64.9,2,15,,,,,69.7,68.7,75.7,73.3,,47.5,0,0,51,0.0,98.8,0.0,0,4,0,2,1,0,0.0,308,6.7,81.4,59,62,5.9,2.06,1,0,0.0,75.8,47,0,2.1,62,80.5,1,22,,,,,70.4,74.4,76.5,73.6,,,0,0,64,,114.7,0.0,0,0,1,1,4,0,0.0,415,6.7,2,50.0,10,11,6.7,2.67,0,0,0.0,36.4,4,15,20.0,15,19.5,1,2,,,,,66.4,35.7,71.4,42.6,,47.5,0,0,15,0.0,51.3,0.0,0,4,0,1,0,1,6.7,50,4.5
Nicholas Vattiato,145302,QB,MIDDLE TN,2,77,62.5,16,19,10.9,2.11,2,1,5.0,47.4,9,6,10.0,21,27.3,1,4,,,,,67.4,66.2,72.7,68.7,,56.3,0,0,22,16.7,103.0,4.8,1,1,0,1,2,0,0.0,120,6.3,0,224,71.7,60.1,58.6,62.1,60.9,46,48,6.2,2.43,0,1,2.0,54.2,26,16,7.1,56,72.7,2,13,,,,,70.1,54.9,76.2,53.7,60.0,62.3,0,1,58,31.3,61.2,8.9,5,3,0,2,1,1,1.7,181,3.8,64.8,54,55,6.7,1.97,1,2,3.6,58.2,32,0,8.6,55,71.4,3,14,,,,,70.0,64.1,76.0,63.7,,,0,1,56,,76.1,0.0,0,0,0,0,2,1,1.8,277,5.0,0,37.5,8,12,12.3,3.28,1,0,0.0,25.0,3,22,0.0,22,28.6,0,3,,,,,67.6,47.9,73.1,46.7,60.0,58.3,0,0,24,27.3,67.4,27.3,6,4,0,3,1,0,0.0,24,2.0
John Mateer,158516,QB,OKLAHOMA,2,76,79.4,34,38,8.4,2.66,1,3,7.5,68.4,26,14,3.7,42,55.3,1,18,,,,,69.3,79.1,75.1,75.5,,70.8,1,0,44,14.3,125.0,4.8,2,2,0,2,3,2,4.5,361,9.5,0,261,76.3,80.2,78.5,67.6,78.1,32,33,10.7,2.21,0,3,9.1,75.8,25,3,0.0,34,44.7,0,11,,,,,68.5,74.5,74.2,75.4,,57.3,0,2,34,0.0,87.6,0.0,0,1,0,1,1,2,5.9,297,9.0,78.0,59,59,8.4,2.01,0,3,5.0,76.3,45,0,2.2,59,77.6,1,24,,,,,70.2,71.6,76.3,70.9,,,0,2,60,,111.3,0.0,0,0,0,0,4,4,6.7,526,8.9,0,85.7,7,12,19.0,4.02,1,3,23.1,50.0,6,17,0.0,17,22.4,0,5,,,,,66.8,90.7,72.0,90.4,,66.6,1,0,18,11.8,89.6,11.8,2,3,0,3,0,0,0.0,132,11.0
Darian Mensah,169984,QB,DUKE,2,76,81.5,27,29,10.9,2.65,0,2,6.7,72.4,21,11,4.5,32,42.1,1,15,,,,,28.6,74.7,74.1,74.1,,,0,1,33,27.3,133.1,9.4,3,0,0,2,3,2,6.1,352,12.1,0,154,28.9,89.3,90.3,54.2,84.2,38,39,10.7,3.13,0,3,7.3,74.4,29,9,9.4,44,57.9,3,16,,,,,34.9,91.0,75.3,91.5,,52.8,0,0,46,33.3,121.0,6.8,3,2,0,1,2,1,2.2,373,9.6,82.1,56,56,11.2,2.54,0,4,7.0,76.8,43,0,6.5,56,73.7,3,26,,,,,70.1,94.3,76.1,93.8,,,0,1,57,,129.6,0.0,0,0,0,0,4,1,1.8,634,11.3,0,88.9,9,12,7.8,4.0,0,1,7.1,58.3,7,20,12.5,20,26.3,1,5,,,,,14.6,37.6,72.7,40.2,,52.8,0,0,22,30.0,110.1,30.0,6,2,0,3,1,2,9.1,91,7.6
Jack Layne,158966,QB,NEW MEXICO,2,76,69.0,29,30,7.8,2.3,0,1,2.9,60.0,18,12,10.0,34,44.7,2,8,,,,,69.0,56.9,74.8,56.0,,61.6,0,1,40,16.7,71.4,5.9,2,2,0,1,1,0,0.0,159,5.3,0,241,72.4,69.4,68.1,65.0,77.8,36,37,4.4,2.25,0,3,7.3,70.3,26,12,7.1,42,55.3,2,12,,,,,69.4,77.5,75.4,77.0,,61.4,1,2,46,25.0,61.1,7.1,3,2,0,0,0,0,0.0,204,5.5,83.3,48,48,4.3,2.16,0,3,5.5,79.2,38,0,5.0,52,68.4,2,16,,,,,70.2,71.8,76.3,70.9,,62.5,0,0,59,,94.2,0.0,0,4,0,0,0,0,0.0,317,6.6,0,47.1,17,19,10.5,2.52,0,1,4.8,31.6,6,24,25.0,24,31.6,2,4,,,,,67.9,60.1,73.4,59.8,,,1,3,27,20.8,18.9,20.8,5,0,0,1,1,0,0.0,46,2.4
Parker Navarro,123758,QB,OHIO,2,75,80.6,31,34,6.5,2.97,1,1,2.7,70.6,24,19,4.0,39,52.0,1,16,,,,,43.9,70.6,74.9,63.8,,78.8,1,2,42,10.5,98.5,5.1,2,3,0,1,3,1,2.4,267,7.9,0,259,60.9,78.0,68.7,81.9,73.1,26,28,11.4,3.06,0,2,6.7,67.9,19,10,0.0,36,48.0,0,16,,,,,68.9,83.8,74.6,71.5,,83.6,0,1,38,0.0,90.0,0.0,0,8,0,2,1,1,2.6,231,8.3,80.5,41,42,8.0,2.51,1,2,4.7,78.6,33,0,0.0,46,61.3,0,22,,,,,69.5,85.4,75.4,77.5,,83.0,0,1,47,,107.5,0.0,0,4,0,0,2,1,2.1,352,8.4,3,68.8,16,20,10.7,3.81,0,1,4.2,50.0,10,29,9.1,29,38.7,1,10,,,,,38.8,66.5,74.1,53.1,,80.7,1,2,33,6.9,67.9,6.9,2,7,0,3,2,1,3.0,146,7.3
Marcel Reed,175940,QB,TEXAS A&M,2,74,76.0,25,25,7.0,2.67,0,1,3.8,72.0,18,6,5.3,31,41.9,1,16,,,,,68.4,67.2,74.0,64.9,,64.8,0,0,32,16.7,132.0,3.2,1,5,0,0,4,0,0.0,182,7.3,0,312,72.7,73.6,71.4,68.4,69.4,36,37,11.1,2.95,1,1,2.6,62.2,23,7,8.0,43,58.1,2,15,,,,,69.4,71.2,75.2,73.0,,57.5,0,0,45,0.0,117.7,0.0,0,6,0,0,3,0,0.0,327,8.8,76.5,51,52,9.6,2.64,1,1,1.9,69.2,36,0,7.7,61,82.4,3,28,,,,,70.4,70.8,76.5,71.2,,60.4,0,0,63,,135.3,0.0,0,9,0,0,6,0,0.0,463,8.9,1,50.0,10,10,8.4,3.74,0,1,9.1,50.0,5,13,0.0,13,17.6,0,3,,,,,66.2,66.9,71.2,65.9,,61.8,0,0,14,7.7,96.3,7.7,1,2,0,0,1,0,0.0,46,4.6
Sam Leavitt,175465,QB,ARIZONA ST,2,74,78.3,23,24,5.3,2.68,1,1,3.8,75.0,18,11,0.0,31,41.9,0,13,,,,,68.5,77.6,74.1,70.6,,75.3,0,0,33,27.3,132.3,9.7,3,4,0,0,3,0,0.0,162,6.8,0,110,71.8,64.2,57.8,75.0,50.0,36,37,11.7,3.36,0,2,4.8,43.2,16,13,11.1,43,58.1,2,10,,,,,69.6,54.1,75.5,49.8,,68.5,0,3,49,7.7,24.3,2.3,1,5,1,0,0,5,10.2,177,4.8,63.0,46,48,6.6,2.54,1,1,1.9,56.3,27,0,6.9,50,67.6,2,16,,,,,70.0,62.1,75.9,59.6,,67.5,0,2,55,,68.4,0.0,0,2,1,0,2,3,5.5,264,5.5,1,53.8,13,13,18.2,4.18,0,2,12.5,53.8,7,24,0.0,24,32.4,0,7,,,,,67.9,66.0,73.4,55.3,,74.4,0,1,27,16.7,64.6,16.7,4,7,0,0,1,2,7.4,75,5.8
Chandler Morris,122938,QB,VIRGINIA,2,73,73.7,19,19,5.9,2.54,0,0,0.0,63.2,12,8,14.3,21,28.8,2,9,,,,,67.4,79.6,72.7,70.9,,77.3,0,1,22,0.0,92.0,0.0,0,2,0,0,2,1,4.5,110,5.8,0,335,72.3,82.9,77.5,77.0,76.5,51,51,7.5,2.68,0,1,1.9,72.5,37,11,5.1,52,71.2,2,20,,,,,69.8,76.7,75.8,76.8,,57.8,0,0,53,0.0,102.7,0.0,0,1,0,0,1,3,5.7,411,8.1,77.4,53,53,7.0,2.45,0,1,1.9,71.7,38,0,7.3,54,74.0,3,21,,,,,70.0,77.3,75.9,73.6,,69.4,0,0,55,,104.2,0.0,0,1,0,0,2,3,5.5,379,7.2,0,70.6,17,17,7.3,3.18,0,0,0.0,64.7,11,19,8.3,19,26.0,1,8,,,,,67.1,78.4,72.4,77.5,,62.8,0,1,20,0.0,85.9,0.0,0,2,0,0,1,1,5.0,142,8.4
Ethan Vasko,163817,QB,LIBERTY,2,72,63.3,30,33,11.1,2.75,2,1,2.9,54.5,18,13,5.3,37,51.4,1,10,,,,,31.3,70.4,74.7,68.6,,63.1,0,0,39,23.1,110.0,8.1,3,1,0,1,3,1,2.6,255,7.7,0,206,55.3,77.9,73.6,70.7,74.1,27,29,10.5,2.98,1,1,3.3,69.0,20,9,0.0,35,48.6,0,14,,,,,68.7,78.2,74.4,74.5,,69.8,0,1,36,11.1,108.0,2.9,1,5,0,1,2,2,5.6,277,9.6,73.3,45,47,9.7,2.65,2,1,2.0,68.1,32,0,3.0,50,69.4,1,16,,,,,69.8,75.3,75.7,73.7,,64.7,0,1,52,,105.4,0.0,0,3,0,0,3,2,3.8,385,8.2,0,50.0,12,15,15.0,3.35,1,1,6.3,40.0,6,22,0.0,22,30.6,0,8,,,,,25.5,72.8,72.8,67.1,,71.0,0,0,23,18.2,115.8,18.2,4,3,0,2,2,1,4.3,147,9.8
Jacob Clark,101628,QB,MO STATE,2,72,72.7,22,25,8.3,2.69,0,1,3.6,64.0,16,16,0.0,31,43.1,0,8,,,,66.7,29.2,70.2,74.3,66.8,89.1,59.5,2,1,34,25.0,118.5,12.9,4,2,0,1,3,1,2.9,241,9.6,0,230,50.3,66.5,62.4,64.0,76.7,30,30,9.4,3.36,0,1,3.3,70.0,21,15,8.7,41,56.9,2,13,,,,,69.1,58.9,74.9,57.8,,61.8,0,2,41,46.7,80.6,17.1,7,4,0,0,1,2,4.9,265,8.8,80.6,36,36,7.4,2.83,0,1,2.7,75.0,27,0,6.9,41,56.9,2,15,,,,,69.1,84.7,74.9,85.4,,59.7,0,1,42,,101.0,2.4,1,4,0,0,1,0,0.0,335,9.3,0,62.5,16,19,12.4,3.39,0,1,4.8,52.6,10,31,0.0,31,43.1,0,6,,,,66.7,28.9,37.7,74.2,30.7,89.1,62.0,2,2,33,32.3,83.4,32.3,10,2,0,1,3,3,9.1,171,9.0
Jaron-Keawe Sagapolutele,198237,QB,CAL,2,72,45.5,11,12,16.7,3.06,1,0,0.0,41.7,5,5,0.0,13,18.1,0,2,,,,,66.0,68.3,71.0,70.9,,57.3,0,0,13,0.0,54.2,0.0,0,1,0,0,0,0,0.0,50,4.2,0,130,71.5,84.6,83.8,63.6,86.8,53,56,7.4,2.42,3,2,3.4,75.0,42,13,8.7,59,81.9,4,21,,,,,70.3,86.6,76.3,83.9,,68.6,0,1,61,7.7,108.6,1.7,1,2,0,0,3,1,1.6,451,8.1,86.0,50,53,8.7,2.3,3,2,3.6,75.5,40,0,7.0,54,75.0,3,21,,,,,70.0,80.9,76.0,81.2,,57.3,0,0,56,,120.3,0.0,0,1,0,0,3,1,1.8,464,8.8,0,57.1,14,15,9.9,3.23,1,0,0.0,46.7,7,18,12.5,18,25.0,1,2,,,,,66.8,82.7,72.0,78.4,,68.6,0,1,18,5.6,25.7,5.6,1,2,0,0,0,0,0.0,37,2.5
Drew Mestemaker,190616,QB,N TEXAS,2,72,73.1,26,26,6.8,2.15,0,1,3.4,69.2,18,9,5.3,28,38.9,1,14,,,,,68.4,65.2,74.0,60.3,,69.3,0,0,32,11.1,110.3,3.6,1,1,0,0,1,1,3.1,235,9.0,0,251,71.9,79.7,76.9,69.4,75.7,37,39,12.1,2.96,2,2,5.0,61.5,24,12,14.3,44,61.1,4,16,,,,,69.4,81.8,75.2,85.3,,49.7,0,0,45,16.7,121.5,4.5,2,3,0,0,4,0,0.0,318,8.2,77.1,48,50,9.6,2.29,2,3,5.7,68.0,34,0,8.1,51,70.8,3,22,,,,,69.9,72.7,75.9,72.9,,57.8,0,0,54,,120.6,0.0,0,1,0,0,4,1,1.9,422,8.4,0,66.7,15,15,10.7,3.52,0,0,0.0,53.3,8,21,20.0,21,29.2,2,8,,,,,67.5,78.2,72.8,77.5,,63.3,0,0,23,14.3,105.1,14.3,3,3,0,0,1,0,0.0,131,8.7
Kyron Drones,144506,QB,VA TECH,2,72,76.5,17,19,8.1,2.94,0,2,9.5,63.2,12,10,7.7,23,31.9,1,6,,,,,67.7,75.5,73.1,72.8,,64.0,2,0,25,30.0,93.5,13.0,3,1,0,0,1,0,0.0,97,5.1,0,337,75.2,71.2,61.5,78.0,62.2,37,45,9.8,3.02,2,3,6.3,44.4,20,14,13.0,49,68.1,3,9,,,,,69.8,53.9,75.7,54.6,,57.3,1,2,52,14.3,44.6,4.1,2,1,0,5,0,2,3.8,259,5.8,76.2,42,45,7.2,2.57,2,4,8.2,62.2,28,0,12.5,48,66.7,4,12,,,,,69.8,75.1,75.7,74.3,,61.6,1,1,52,,80.0,0.0,0,2,0,0,1,1,1.9,302,6.7,0,33.3,12,19,16.6,3.85,0,1,5.0,21.1,4,24,0.0,24,33.3,0,3,,,,,67.7,37.3,73.1,37.4,,,2,1,25,20.8,17.7,20.8,5,0,0,5,0,1,4.0,54,2.8
JC French IV,162521,QB,GA SOUTHRN,2,71,74.1,27,27,6.1,2.15,0,1,3.7,63.0,17,6,15.0,31,43.7,3,7,,,,,68.3,61.0,73.9,59.9,,61.8,0,1,31,33.3,70.9,6.5,2,2,0,0,1,2,6.5,126,4.7,0,174,71.8,70.8,71.2,58.3,63.6,33,36,9.4,2.41,2,3,7.9,52.8,19,6,9.5,40,56.3,2,12,,,,,69.2,73.2,75.0,76.6,,50.2,0,1,43,16.7,86.7,2.5,1,3,0,1,3,0,0.0,211,5.9,72.7,55,57,7.5,2.17,2,4,6.9,61.4,35,0,12.5,60,84.5,5,18,,,,,70.3,83.3,76.3,83.5,,58.6,0,2,61,,86.0,0.0,0,3,0,0,4,1,1.6,328,5.8,0,20.0,5,6,12.0,2.98,0,0,0.0,16.7,1,12,0.0,11,15.5,0,1,,,,,66.0,27.8,71.0,28.3,,52.6,0,0,13,25.0,39.6,27.3,3,2,0,1,0,1,8.3,9,1.5
Preston Stone,124716,QB,NWESTERN,2,71,60.5,38,38,10.3,2.54,0,1,2.6,52.6,20,15,13.0,41,57.7,3,14,,,,,69.1,54.1,74.9,52.7,,63.1,0,3,41,13.3,46.3,4.9,2,1,0,0,1,3,7.3,223,5.9,0,256,41.0,57.5,56.0,61.2,85.2,27,27,7.6,2.49,0,1,3.4,74.1,20,7,13.0,30,42.3,3,8,,,,,25.5,62.1,74.0,61.8,,,0,1,32,42.9,101.2,10.0,3,0,0,0,2,2,6.3,182,6.7,79.6,49,49,7.3,2.27,0,2,4.0,69.4,34,0,12.8,49,69.0,5,16,,,,,69.7,76.4,75.6,75.5,,,0,0,50,,101.7,0.0,0,0,0,0,2,0,0.0,331,6.8,0,43.8,16,16,15.0,3.08,0,0,0.0,37.5,6,22,14.3,22,31.0,1,6,,,,,22.2,28.8,72.8,28.3,,63.1,0,4,23,22.7,33.9,22.7,5,1,0,0,1,5,21.7,74,4.6
