player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Sawyer Robertson,146839,QB,BAYLOR,6,-0.43,0,268,118,64.6,198,205,12.1,2.82,2,15,6.6,58.0,119,64,7.0,223,83.2,9,77,1,4,246,14.1,103.8,4.0,9,8,0,4,15,8,3.3,1825,8.9,69.2,169,173,9.8,2.57,1,7,3.6,63.6,110,46,6.0,185,69.0,7,64,1,2,206,13.0,103.5,3.2,6,4,0,2,10,6,2.9,1410,8.2,69.4,72,76,8.8,2.59,1,8,10.1,63.2,48,19,4.0,83,31.0,2,26,0,2,86,15.8,118.9,3.6,3,4,0,3,9,2,2.3,650,8.6,0,90.7,43,44,-2.5,1.38,0,0,0.0,88.6,39,1,0.0,45,16.8,0,13,0,0,46,0.0,119.2,0.0,0,0,0,1,4,0,0.0,235,5.3,0.4
Jaylen Raynor,172203,QB,ARK STATE,6,-2.22,0,268,113,70.1,174,187,9.9,3.02,3,8,3.9,62.0,116,75,4.9,232,86.6,6,79,1,4,251,29.3,88.0,9.5,22,23,0,9,8,13,5.2,1297,6.9,72.9,170,177,7.4,2.81,2,7,3.7,66.7,118,63,4.8,214,79.9,6,68,1,3,230,23.8,85.4,7.0,15,21,0,4,4,11,4.8,1159,6.5,76.3,38,45,9.1,2.88,1,1,2.0,64.4,29,16,0.0,54,20.1,0,15,0,1,58,43.8,103.9,13.0,7,2,0,6,4,2,3.4,300,6.7,0,91.2,34,35,-3.4,1.53,0,0,0.0,88.6,31,4,0.0,36,13.4,0,4,0,0,37,0.0,86.0,0.0,0,0,0,1,0,0,0.0,162,4.6,0.12
Maverick McIvor,99476,QB,W KENTUCKY,6,-2.72,0,239,346,70.1,164,177,11.6,2.55,5,14,7.5,61.0,108,66,6.1,193,80.8,7,75,2,2,204,13.6,101.4,4.7,9,7,0,6,10,4,2.0,1458,8.2,74.7,162,172,7.9,2.26,6,12,6.6,68.0,117,52,3.3,186,77.8,4,63,1,2,197,11.5,99.0,3.2,6,6,0,3,8,4,2.0,1219,7.1,80.0,45,49,11.1,2.59,0,2,4.0,65.3,32,16,11.1,53,22.2,4,22,1,0,55,18.8,124.6,5.7,3,1,0,3,4,0,0.0,481,9.8,0,97.7,43,44,-2.9,1.42,1,0,0.0,93.2,41,2,2.4,46,19.2,1,10,0,0,48,0.0,104.7,0.0,0,0,0,0,2,0,0.0,242,5.5,2.73
Caden Veltkamp,156642,QB,FAU,5,-8.71,0,237,165,68.8,176,185,10.4,2.65,2,11,5.7,61.1,113,49,6.6,200,84.4,8,57,1,8,209,14.3,82.5,3.5,7,8,0,6,10,12,5.7,1312,7.1,73.2,149,154,7.0,2.52,0,9,5.6,67.5,104,44,4.6,168,70.9,5,45,1,6,175,15.9,85.9,4.2,7,7,0,4,7,7,4.0,1059,6.9,67.2,64,68,11.3,2.37,2,2,2.9,58.8,40,7,7.0,69,29.1,3,21,0,2,71,0.0,80.0,0.0,0,1,0,2,3,5,7.0,431,6.3,0,83.8,37,37,-1.8,1.54,0,0,0.0,83.8,31,2,0.0,37,15.6,0,9,0,0,37,0.0,86.7,0.0,0,0,0,0,0,0,0.0,178,4.8,-0.54
Maalik Murphy,157302,QB,OREGON ST,6,3.83,0,235,265,63.5,181,187,10.8,2.62,3,9,4.6,56.7,106,56,7.8,198,84.3,9,66,1,7,207,14.3,78.1,4.0,8,3,0,2,8,9,4.3,1350,7.2,64.8,142,147,7.3,2.4,2,4,2.6,58.5,86,41,6.5,157,66.8,6,43,1,6,163,17.1,67.4,4.5,7,3,0,2,4,8,4.9,864,5.9,71.6,74,77,11.7,2.72,1,5,6.2,62.3,48,17,9.4,78,33.2,5,31,0,1,82,5.9,106.6,1.3,1,0,0,2,5,1,1.2,671,8.7,0,85.7,35,37,-1.6,1.86,0,0,0.0,75.7,28,2,6.7,37,15.7,2,8,0,0,38,0.0,95.0,0.0,0,0,0,2,1,0,0.0,185,5.0,2.83
Kyron Drones,144506,QB,VA TECH,6,3.54,0,230,337,70.4,162,180,9.0,3.26,2,10,5.2,56.7,102,92,10.5,212,92.2,12,57,5,4,224,15.2,81.7,6.6,14,17,1,10,8,8,3.6,1159,6.4,73.0,122,134,7.5,3.36,1,7,4.9,59.0,79,78,11.2,160,69.6,10,39,3,3,169,16.7,77.3,8.1,13,13,1,7,4,7,4.1,819,6.1,72.4,58,64,8.6,2.61,1,3,4.5,62.5,40,15,4.8,70,30.4,2,21,2,1,73,6.7,99.6,1.4,1,4,0,3,5,1,1.4,398,6.2,0,94.4,18,18,-1.8,1.59,0,0,0.0,94.4,17,1,0.0,18,7.8,0,3,0,0,18,0.0,98.6,0.0,0,0,0,0,1,0,0.0,58,3.2,0.11
Jaron-Keawe Sagapolutele,198237,QB,CAL,6,23.0,0,229,130,68.7,166,177,12.3,2.85,6,11,5.7,57.6,102,70,10.5,195,85.2,12,65,1,7,210,18.6,83.4,6.7,13,5,1,3,9,10,4.8,1393,7.9,66.0,141,150,12.0,2.82,4,11,6.8,55.3,83,61,10.8,166,72.5,10,47,1,5,178,19.7,74.5,7.2,12,4,1,3,4,8,4.5,1128,7.5,86.2,58,60,4.7,2.3,2,0,0.0,78.3,47,10,6.0,63,27.5,3,26,0,2,66,10.0,105.5,1.6,1,2,0,0,5,2,3.0,359,6.0,0,87.9,33,33,-2.2,1.66,0,0,0.0,84.8,28,1,3.4,34,14.8,1,8,0,0,34,0.0,79.2,0.0,0,1,0,0,0,0,0.0,94,2.8,-1.54
Darian Mensah,169984,QB,DUKE,6,5.21,0,224,154,75.6,160,172,12.9,3.14,1,14,7.5,65.1,112,64,7.4,190,84.8,9,78,0,2,206,20.3,119.2,6.8,13,5,0,11,15,6,2.9,1595,9.3,78.6,140,150,9.6,2.88,1,13,8.0,68.0,102,53,7.3,163,72.8,8,57,0,2,177,20.8,107.2,6.7,11,2,0,9,9,6,3.4,1223,8.2,79.6,54,56,11.5,2.91,0,1,1.7,73.2,41,12,4.7,61,27.2,2,31,0,0,64,16.7,144.6,3.3,2,3,0,2,6,0,0.0,615,11.0,0,94.1,34,34,-2.6,1.5,0,0,0.0,91.2,31,1,3.1,34,15.2,1,10,0,0,35,0.0,96.4,0.0,0,0,0,0,0,0,0.0,243,7.1,2.83
Nicholas Vattiato,145302,QB,MIDDLE TN,5,12.64,0,216,224,64.9,148,159,8.4,2.65,3,3,1.7,54.1,86,53,10.4,189,87.5,10,53,0,4,204,24.5,75.0,6.9,13,17,1,7,6,2,1.0,981,6.2,65.2,138,147,6.7,2.51,2,2,1.3,55.8,82,48,8.9,177,81.9,8,43,0,4,188,25.0,69.7,6.8,12,18,1,6,5,2,1.1,744,5.1,83.3,36,38,6.8,2.52,1,1,2.3,68.4,26,6,13.3,39,18.1,4,15,0,0,44,16.7,109.6,2.6,1,0,0,1,1,0,0.0,381,10.0,0,92.3,26,26,-3.0,1.57,0,0,0.0,84.6,22,1,8.3,27,12.5,2,5,0,0,28,0.0,89.7,0.0,0,1,0,0,0,0,0.0,144,5.5,4.97
Noah Kim,129623,QB,E MICHIGAN,6,1.28,0,215,160,71.2,163,176,9.2,2.92,2,5,2.7,60.8,107,63,7.8,195,90.7,9,58,1,3,206,11.1,87.6,3.6,7,12,0,10,7,5,2.4,1214,6.9,74.1,143,156,8.8,2.92,3,4,2.4,62.8,98,56,7.5,172,80.0,8,51,0,3,182,10.7,86.6,3.5,6,10,0,10,5,4,2.2,1104,7.1,72.2,36,39,5.8,2.58,1,1,2.4,64.1,25,10,3.8,43,20.0,1,12,1,0,46,10.0,97.4,2.3,1,3,0,1,2,1,2.2,232,5.9,0,100.0,16,19,-1.9,2.18,2,0,0.0,84.2,16,3,0.0,20,9.3,0,5,0,0,22,0.0,93.4,0.0,0,1,0,1,0,0,0.0,122,6.4,-1.13
Avery Johnson,173108,QB,KANSAS ST,6,3.85,0,214,199,75.1,169,186,10.4,2.85,5,10,5.3,59.7,111,56,12.6,200,93.5,16,68,1,2,204,5.4,92.7,1.5,3,11,1,10,9,13,6.4,1304,7.0,75.8,128,139,8.1,2.64,4,4,2.8,61.2,85,31,12.4,149,69.6,12,43,0,2,152,9.7,77.4,2.0,3,6,1,6,3,8,5.3,773,5.6,79.6,54,60,12.5,2.94,1,6,9.8,65.0,39,25,9.3,65,30.4,4,28,1,0,66,0.0,136.1,0.0,0,5,0,4,7,5,7.6,590,9.8,0,100.0,13,13,-2.9,1.07,0,0,0.0,100.0,13,0,0.0,14,6.5,0,3,0,0,14,,111.2,0.0,0,0,0,0,1,0,0.0,59,4.5,4.27
Joe Fagnano,104768,QB,UCONN,6,-7.91,0,212,146,71.3,150,159,11.0,2.87,4,8,4.8,61.6,98,61,8.4,174,82.1,9,63,2,0,184,11.5,113.2,4.0,7,8,1,2,11,4,2.2,1400,8.8,77.5,138,144,7.9,2.49,1,6,4.0,69.4,100,46,6.5,156,73.6,7,47,2,0,165,15.2,100.2,4.5,7,5,1,2,3,2,1.2,1151,8.0,75.0,48,52,9.6,2.83,4,2,3.7,61.5,32,16,11.1,56,26.4,4,22,0,0,58,0.0,126.7,0.0,0,4,0,0,8,2,3.4,421,8.1,0,100.0,36,37,-2.9,1.27,1,0,0.0,91.9,34,1,5.6,38,17.9,2,6,0,0,39,0.0,86.0,0.0,0,1,0,0,0,0,0.0,172,4.6,0.11
Chandler Morris,122938,QB,VIRGINIA,6,-1.09,0,205,335,72.0,150,154,9.9,3.11,1,5,3.1,65.6,101,63,6.5,173,84.4,7,66,1,4,178,6.3,102.2,2.3,4,15,0,2,10,7,3.9,1279,8.3,77.3,141,144,7.3,2.69,1,4,2.7,70.1,101,45,7.3,153,74.6,8,51,0,2,157,2.2,103.8,0.7,1,8,0,2,8,5,3.2,1057,7.3,75.6,41,42,8.7,3.43,0,1,2.3,69.0,29,20,6.5,52,25.4,2,24,1,2,53,15.0,100.6,5.8,3,7,0,0,3,2,3.8,373,8.9,0,100.0,32,32,-2.9,1.63,0,0,0.0,90.6,29,2,9.4,32,15.6,3,9,0,0,32,0.0,96.7,0.0,0,0,0,0,1,0,0.0,151,4.7,1.54
CJ Bailey,183349,QB,NC STATE,6,-3.04,0,205,248,78.3,152,161,10.4,3.07,2,7,4.0,70.2,113,64,5.0,180,87.8,6,76,2,4,195,12.5,113.4,4.4,8,11,0,5,12,5,2.6,1483,9.2,82.1,140,147,7.1,2.81,2,3,1.9,74.8,110,49,4.3,162,79.0,5,63,2,3,173,12.2,110.8,3.7,6,9,0,3,9,3,1.7,1215,8.3,78.4,37,39,13.9,3.16,0,4,9.5,71.8,28,16,3.4,43,21.0,1,19,0,1,47,12.5,133.0,4.7,2,2,0,2,4,2,4.3,445,11.4,0,100.0,25,25,-3.1,1.54,0,0,0.0,100.0,25,1,0.0,25,12.2,0,6,0,0,25,0.0,109.5,0.0,0,0,0,0,1,0,0.0,177,7.1,3.14
Nick Minicucci,173617,QB,DELAWARE,5,2.48,0,205,151,70.8,161,173,9.8,2.65,1,8,4.3,63.0,109,49,4.4,191,93.2,5,63,2,3,206,20.4,93.4,5.2,10,8,1,8,7,9,4.4,1351,7.8,73.2,138,148,8.7,2.62,1,8,5.0,64.2,95,41,5.9,163,79.5,6,53,1,3,175,24.4,87.7,6.1,10,5,1,7,4,8,4.6,1120,7.6,73.0,37,39,9.3,2.38,0,0,0.0,66.7,26,9,3.7,42,20.5,1,14,1,0,45,0.0,120.9,0.0,0,3,0,1,4,1,2.2,272,7.0,0,100.0,14,14,-3.0,1.51,0,0,0.0,85.7,12,1,14.3,14,6.8,2,4,0,0,14,0.0,103.0,0.0,0,0,0,0,1,0,0.0,41,2.9,-0.6
Walker Eget,146170,QB,S JOSE ST,5,-1.03,0,204,285,68.8,170,184,13.3,2.72,5,15,7.7,58.7,108,53,7.7,192,94.1,9,65,1,3,203,9.4,93.6,2.6,5,3,2,6,9,9,4.4,1463,8.0,71.4,126,136,11.8,2.76,3,9,6.2,61.0,83,38,7.8,141,69.1,7,44,0,3,151,10.5,86.6,2.8,4,1,2,5,5,8,5.3,1000,7.4,69.1,55,60,13.3,2.42,2,6,9.8,60.0,36,15,5.3,63,30.9,2,25,1,0,64,6.7,110.3,1.6,1,2,0,2,4,1,1.6,518,8.6,0,100.0,11,12,-3.6,1.63,0,0,0.0,91.7,11,0,0.0,12,5.9,0,4,0,0,12,,85.8,0.0,0,0,0,1,0,0,0.0,55,4.6,1.28
Logan Fife,128176,QB,NEW MEX ST,5,-1.38,0,203,242,65.7,143,154,11.2,2.6,5,12,7.2,55.2,85,61,9.6,184,90.6,9,54,1,4,200,26.2,82.9,8.7,16,14,0,5,6,10,5.0,1206,7.8,67.8,115,122,9.7,2.5,4,7,5.3,57.4,70,43,10.3,144,70.9,8,44,0,3,156,23.3,79.3,6.9,10,12,0,3,4,8,5.1,842,6.9,68.2,44,50,9.7,2.53,3,5,9.3,56.0,28,20,6.7,59,29.1,2,14,1,1,64,30.0,89.6,10.2,6,3,0,2,2,2,3.1,430,8.6,0,87.5,16,18,-3.9,1.66,2,0,0.0,72.2,13,2,7.1,19,9.4,1,4,0,0,20,0.0,77.5,0.0,0,1,0,0,0,0,0.0,66,3.7,1.7
Jalen Kitna,146688,QB,UAB,5,3.3,0,203,321,73.8,149,158,10.0,2.89,2,4,2.5,65.2,103,47,6.4,168,82.8,7,63,1,4,173,14.9,99.7,4.2,7,3,0,6,9,10,5.8,1322,8.4,77.8,135,140,7.8,2.69,0,4,2.8,67.9,95,35,9.5,146,71.9,10,47,1,2,149,14.3,92.4,3.4,5,1,0,4,4,5,3.4,1014,7.2,79.2,48,52,7.3,2.61,2,0,0.0,71.2,37,15,2.6,57,28.1,1,26,0,2,60,20.0,117.5,5.3,3,2,0,2,5,5,8.3,501,9.6,0,97.1,34,34,-2.6,1.6,0,0,0.0,85.3,29,3,12.1,35,17.2,4,10,0,0,36,33.3,90.3,2.9,1,0,0,0,0,0,0.0,193,5.7,2.39
Ryan Browne,174949,QB,PURDUE,5,-4.48,0,200,273,72.4,127,141,12.0,3.08,1,6,4.0,57.4,81,60,12.0,169,84.5,11,65,2,5,182,21.7,84.8,7.7,13,15,1,10,7,6,3.3,1118,7.9,75.6,82,91,8.3,3.01,1,2,2.0,63.7,58,42,6.5,112,56.0,4,43,2,1,122,19.0,90.7,7.1,8,13,1,5,2,2,1.7,715,7.9,78.4,74,81,10.2,2.77,0,4,4.8,59.3,48,19,17.2,88,44.0,10,32,1,4,91,26.3,82.9,5.7,5,2,0,6,5,4,4.4,612,7.6,0,96.6,29,31,-3.1,1.95,0,0,0.0,80.6,25,1,10.7,31,15.5,3,10,1,0,31,0.0,94.8,0.0,0,0,0,1,0,0,0.0,209,6.7,-0.3
Malachi Nelson,174203,QB,UTEP,5,-3.11,0,198,330,63.3,147,160,10.1,2.65,2,8,4.7,50.6,81,51,12.9,177,89.4,12,43,0,9,188,15.7,64.4,4.5,8,9,1,10,8,12,6.4,1033,6.5,64.7,116,122,7.2,2.43,1,2,1.6,55.7,68,34,9.3,134,67.7,7,26,0,7,142,11.8,51.5,3.0,4,7,1,4,3,8,5.6,548,4.5,70.0,50,57,12.2,2.72,1,6,10.0,52.6,30,19,14.3,64,32.3,5,21,0,2,67,21.1,103.3,6.3,4,2,0,6,5,4,6.0,585,10.3,0,89.5,19,19,-2.2,1.47,0,0,0.0,89.5,17,2,0.0,21,10.6,0,4,0,0,21,0.0,88.6,0.0,0,0,0,0,0,0,0.0,100,5.3,5.77
Braylon Braxton,144442,QB,SO MISS,5,-6.28,0,196,296,67.8,118,129,12.0,3.14,5,13,9.2,59.7,77,50,3.8,158,80.6,3,57,0,2,171,14.0,103.7,4.4,7,22,0,6,10,7,4.1,1007,7.8,80.2,86,97,6.6,2.86,5,7,6.5,68.0,66,38,4.3,122,62.2,3,36,0,1,133,13.2,102.1,4.1,5,19,0,6,5,5,3.8,709,7.3,63.6,66,68,12.0,2.81,0,6,8.5,61.8,42,16,0.0,74,37.8,0,28,0,2,77,12.5,103.0,2.7,2,4,0,2,6,3,3.9,527,7.8,0,91.2,34,36,-1.7,1.59,0,0,0.0,86.1,31,4,0.0,38,19.4,0,7,0,1,39,0.0,90.9,0.0,0,1,0,2,1,1,2.6,229,6.4,0.44
Dylan Lonergan,172386,QB,BOSTON COL,5,6.56,0,195,121,71.3,150,160,8.9,2.73,5,9,5.4,65.0,104,48,2.8,177,90.8,3,59,0,3,184,14.6,98.1,4.0,7,9,0,5,9,6,3.3,1188,7.4,72.0,125,133,7.7,2.5,5,8,5.8,66.2,88,34,2.2,146,74.9,2,46,0,2,152,11.8,99.7,2.7,4,8,0,3,8,4,2.6,917,6.9,81.0,42,44,7.7,2.89,0,1,2.2,72.7,32,14,5.9,49,25.1,2,16,0,1,50,21.4,94.8,6.1,3,1,0,2,1,2,4.0,359,8.2,0,100.0,17,17,-2.9,1.26,0,0,0.0,94.1,16,0,5.9,18,9.2,1,3,0,0,18,,88.2,0.0,0,0,0,0,0,0,0.0,88,5.2,1.27
Maddux Madsen,163379,QB,BOISE ST,5,4.38,0,194,120,69.4,144,154,9.6,3.01,3,8,4.8,56.5,87,57,13.0,178,91.8,13,60,0,5,192,10.5,84.0,3.4,6,18,0,7,8,11,5.7,1148,7.5,72.6,124,131,8.7,2.82,2,6,4.3,58.8,77,48,14.4,150,77.3,13,50,0,4,160,12.5,87.5,4.0,6,13,0,5,7,10,6.3,984,7.5,71.4,35,38,7.1,3.25,1,2,4.8,63.2,24,10,4.0,44,22.7,1,14,0,1,48,10.0,100.1,2.3,1,5,0,2,2,1,2.1,354,9.3,0,100.0,15,15,-3.2,1.88,0,0,0.0,93.3,14,1,6.7,16,8.2,1,4,0,0,16,100.0,141.0,6.3,1,0,0,0,1,0,0.0,190,12.7,1.81
Miller Moss,70727,QB,LOUISVILLE,5,-2.87,0,194,210,74.5,149,158,9.9,2.74,3,6,3.5,66.5,105,58,5.4,173,89.2,6,60,2,4,188,22.4,94.7,7.5,13,2,0,4,7,9,4.8,1253,7.9,78.3,106,113,6.8,2.47,2,2,1.7,69.0,78,30,6.0,121,62.4,5,37,2,4,130,20.0,84.3,5.0,6,2,0,3,3,5,3.8,830,7.3,72.1,61,65,11.4,2.9,2,4,5.6,66.2,43,32,2.3,73,37.6,1,27,0,0,79,21.9,111.6,9.6,7,0,0,2,4,5,6.3,528,8.1,0,88.9,18,20,-2.8,1.73,1,0,0.0,80.0,16,4,0.0,21,10.8,0,4,0,0,21,0.0,88.5,0.0,0,0,0,1,0,1,4.8,105,5.3,0.77
Parker Navarro,123758,QB,OHIO,6,7.42,0,193,259,70.1,134,148,10.7,3.1,3,7,4.5,61.5,91,74,3.2,184,95.3,3,72,1,4,194,16.2,96.8,6.5,12,24,0,10,9,7,3.6,1225,8.3,70.3,91,100,8.8,3.14,2,3,2.8,61.0,61,52,4.7,127,65.8,3,40,0,3,135,15.4,73.1,6.3,8,19,0,7,2,5,3.7,624,6.2,75.0,52,57,11.9,2.87,1,4,6.8,68.4,39,23,0.0,66,34.2,0,34,1,1,68,17.4,138.3,6.1,4,5,0,3,7,2,2.9,642,11.3,0,100.0,9,9,-1.6,1.84,0,0,0.0,100.0,9,1,0.0,9,4.7,0,2,0,0,9,0.0,85.6,0.0,0,0,0,0,0,0,0.0,41,4.6,5.02
Micah Alejado,184162,QB,HAWAII,4,13.64,0,193,180,71.5,130,138,10.8,2.6,3,7,4.9,61.6,85,39,8.6,163,84.5,8,52,0,3,170,30.8,84.3,7.4,12,13,0,5,6,5,2.9,844,6.1,73.5,136,143,9.1,2.57,1,7,4.7,63.6,91,38,9.0,167,86.5,9,53,0,4,173,23.7,82.4,5.4,9,15,0,6,5,5,2.9,938,6.6,90.0,20,22,5.3,2.01,2,0,0.0,77.3,17,3,5.6,26,13.5,1,6,0,0,27,100.0,101.5,11.5,3,1,0,0,1,0,0.0,105,4.8,0,96.2,26,27,-2.4,1.92,0,0,0.0,85.2,23,2,8.0,30,15.5,2,7,0,1,30,0.0,81.9,0.0,0,3,0,1,0,0,0.0,199,7.4,-1.79
Owen McCown,157688,QB,UTSA,5,11.8,0,191,331,63.9,119,126,10.4,2.76,2,5,3.7,54.0,68,52,10.5,142,74.3,8,47,1,4,153,11.5,79.6,4.2,6,9,0,4,7,6,3.9,823,6.5,69.5,118,123,7.1,2.55,1,3,2.3,59.3,73,41,11.0,137,71.7,9,40,1,3,146,12.2,80.7,3.6,5,8,0,3,6,7,4.8,680,5.5,75.5,49,52,5.8,2.12,1,2,3.5,71.2,37,13,0.0,54,28.3,0,15,0,1,59,7.7,97.3,1.9,1,1,0,2,3,0,0.0,308,5.9,0,89.6,48,49,-2.3,1.45,0,0,0.0,85.7,42,2,2.3,49,25.7,1,8,0,0,52,0.0,94.3,0.0,0,0,0,1,2,1,2.0,165,3.4,0.39
Sam Leavitt,175465,QB,ARIZONA ST,5,6.67,0,191,110,61.7,115,120,12.3,3.45,0,11,8.3,55.0,66,54,7.0,153,80.1,5,52,1,3,166,20.4,82.8,7.2,11,22,1,3,6,8,4.8,825,6.9,64.3,98,100,9.2,3.07,1,7,6.3,60.0,60,35,4.8,126,66.0,3,40,0,3,138,28.6,80.4,7.9,10,16,1,0,4,7,5.1,660,6.6,79.2,53,57,7.3,3.13,0,4,6.6,66.7,38,21,9.5,65,34.0,4,24,1,0,69,9.5,108.7,3.1,2,6,0,3,4,1,1.4,379,6.6,0,94.4,36,37,-3.6,1.62,1,0,0.0,86.5,32,2,5.9,38,19.9,2,12,0,0,41,50.0,108.8,2.6,1,0,0,0,2,0,0.0,214,5.8,0.05
Noah Fifita,158722,QB,ARIZONA,5,3.25,0,190,109,72.5,131,142,12.6,3.27,5,11,7.3,60.6,86,48,9.5,166,87.4,9,55,1,3,178,20.8,107.4,6.0,10,14,0,5,12,3,1.7,1210,8.5,74.6,114,123,11.0,3.11,3,8,6.2,63.4,78,41,8.2,140,73.7,7,44,1,2,149,17.1,103.6,5.0,7,10,0,5,8,2,1.3,998,8.1,76.9,39,42,10.2,3.16,2,3,6.8,66.7,28,10,6.7,50,26.3,2,18,0,1,54,40.0,121.3,8.0,4,4,0,1,5,1,1.9,343,8.2,0,90.9,22,23,-0.1,2.13,0,0,0.0,87.0,20,3,0.0,24,12.6,0,7,0,0,25,33.3,104.9,4.2,1,0,0,1,1,0,0.0,131,5.7,0.06
Brendon Lewis,131687,QB,MEMPHIS,6,-8.01,0,190,218,76.3,118,131,12.5,3.38,2,10,7.1,63.4,83,71,7.8,166,87.4,7,60,1,4,178,15.5,97.2,6.6,11,24,0,10,7,8,4.5,1171,8.9,80.0,105,113,9.4,3.22,2,7,5.7,69.9,79,55,6.0,141,74.2,5,46,1,3,154,18.2,101.4,7.1,10,18,0,5,6,8,5.3,934,8.3,81.1,37,42,11.8,3.09,0,3,7.1,61.9,26,17,13.3,49,25.8,4,20,0,1,49,5.9,92.9,2.0,1,6,0,5,2,0,0.0,335,8.0,0,100.0,24,24,-2.1,1.83,0,0,0.0,91.7,22,1,8.3,24,12.6,2,6,0,0,25,0.0,97.6,0.0,0,0,0,0,1,0,0.0,98,4.1,-0.29
Katin Houser,158386,QB,E CAROLINA,5,-14.59,0,190,156,70.7,133,140,12.8,2.3,1,11,7.4,62.9,88,45,6.4,148,77.9,6,60,2,4,157,8.9,98.1,2.7,4,4,0,4,7,9,5.7,1307,9.3,81.7,109,114,7.0,1.98,2,6,5.0,73.7,84,26,5.6,122,64.2,5,45,1,4,130,11.5,96.5,2.5,3,4,0,2,4,5,3.8,984,8.6,66.7,63,66,13.7,2.29,0,5,7.4,59.1,39,20,7.1,68,35.8,3,23,1,0,71,5.0,99.7,1.5,1,1,0,2,3,4,5.6,527,8.0,0,94.9,39,40,-2.2,1.34,1,0,0.0,87.5,35,1,5.4,42,22.1,2,8,0,0,44,0.0,87.9,0.0,0,1,0,0,0,0,0.0,204,5.1,-0.65
Athan Kaliakmanis,144971,QB,RUTGERS,5,9.88,0,190,278,72.7,154,158,11.3,2.72,0,11,6.5,66.5,105,56,6.3,188,98.9,7,80,1,2,198,26.8,107.8,8.0,15,15,1,2,9,5,2.5,1388,8.8,70.3,111,114,11.7,2.68,0,9,7.4,64.0,73,41,6.4,135,71.1,5,51,1,2,142,29.3,105.2,8.9,12,9,1,1,7,4,2.8,1000,8.8,80.0,45,46,9.8,2.79,0,2,4.1,73.9,34,15,5.6,55,28.9,2,30,0,0,58,20.0,114.3,5.5,3,6,0,1,2,1,1.7,399,8.7,0,100.0,2,2,-2.0,1.75,0,0,0.0,100.0,2,0,0.0,2,1.1,0,1,0,0,2,,89.6,0.0,0,0,0,0,0,0,0.0,11,5.5,-0.1
