player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,behind_los_accuracy_percent,behind_los_aimed_passes,behind_los_attempts,behind_los_attempts_percent,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_bats,behind_los_big_time_throws,behind_los_btt_rate,behind_los_completion_percent,behind_los_completions,behind_los_def_gen_pressures,behind_los_drop_rate,behind_los_dropbacks,behind_los_drops,behind_los_first_downs,behind_los_grades_pass,behind_los_hit_as_threw,behind_los_interceptions,behind_los_passing_snaps,behind_los_pressure_to_sack_rate,behind_los_qb_rating,behind_los_sack_percent,behind_los_sacks,behind_los_scrambles,behind_los_spikes,behind_los_thrown_aways,behind_los_touchdowns,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_yards,behind_los_ypa,center_behind_los_accuracy_percent,center_behind_los_aimed_passes,center_behind_los_attempts,center_behind_los_attempts_percent,center_behind_los_avg_depth_of_target,center_behind_los_avg_time_to_throw,center_behind_los_bats,center_behind_los_big_time_throws,center_behind_los_btt_rate,center_behind_los_completion_percent,center_behind_los_completions,center_behind_los_def_gen_pressures,center_behind_los_drop_rate,center_behind_los_dropbacks,center_behind_los_drops,center_behind_los_first_downs,center_behind_los_grades_pass,center_behind_los_hit_as_threw,center_behind_los_interceptions,center_behind_los_passing_snaps,center_behind_los_pressure_to_sack_rate,center_behind_los_qb_rating,center_behind_los_sack_percent,center_behind_los_sacks,center_behind_los_scrambles,center_behind_los_spikes,center_behind_los_thrown_aways,center_behind_los_touchdowns,center_behind_los_turnover_worthy_plays,center_behind_los_twp_rate,center_behind_los_yards,center_behind_los_ypa,center_deep_accuracy_percent,center_deep_aimed_passes,center_deep_attempts,center_deep_attempts_percent,center_deep_avg_depth_of_target,center_deep_avg_time_to_throw,center_deep_bats,center_deep_big_time_throws,center_deep_btt_rate,center_deep_completion_percent,center_deep_completions,center_deep_def_gen_pressures,center_deep_drop_rate,center_deep_dropbacks,center_deep_drops,center_deep_first_downs,center_deep_grades_pass,center_deep_hit_as_threw,center_deep_interceptions,center_deep_passing_snaps,center_deep_pressure_to_sack_rate,center_deep_qb_rating,center_deep_sack_percent,center_deep_sacks,center_deep_scrambles,center_deep_spikes,center_deep_thrown_aways,center_deep_touchdowns,center_deep_turnover_worthy_plays,center_deep_twp_rate,center_deep_yards,center_deep_ypa,center_medium_accuracy_percent,center_medium_aimed_passes,center_medium_attempts,center_medium_attempts_percent,center_medium_avg_depth_of_target,center_medium_avg_time_to_throw,center_medium_bats,center_medium_big_time_throws,center_medium_btt_rate,center_medium_completion_percent,center_medium_completions,center_medium_def_gen_pressures,center_medium_drop_rate,center_medium_dropbacks,center_medium_drops,center_medium_first_downs,center_medium_grades_pass,center_medium_hit_as_threw,center_medium_interceptions,center_medium_passing_snaps,center_medium_pressure_to_sack_rate,center_medium_qb_rating,center_medium_sack_percent,center_medium_sacks,center_medium_scrambles,center_medium_spikes,center_medium_thrown_aways,center_medium_touchdowns,center_medium_turnover_worthy_plays,center_medium_twp_rate,center_medium_yards,center_medium_ypa,center_short_accuracy_percent,center_short_aimed_passes,center_short_attempts,center_short_attempts_percent,center_short_avg_depth_of_target,center_short_avg_time_to_throw,center_short_bats,center_short_big_time_throws,center_short_btt_rate,center_short_completion_percent,center_short_completions,center_short_def_gen_pressures,center_short_drop_rate,center_short_dropbacks,center_short_drops,center_short_first_downs,center_short_grades_pass,center_short_hit_as_threw,center_short_interceptions,center_short_passing_snaps,center_short_pressure_to_sack_rate,center_short_qb_rating,center_short_sack_percent,center_short_sacks,center_short_scrambles,center_short_spikes,center_short_thrown_aways,center_short_touchdowns,center_short_turnover_worthy_plays,center_short_twp_rate,center_short_yards,center_short_ypa,declined_penalties,deep_accuracy_percent,deep_aimed_passes,deep_attempts,deep_attempts_percent,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_bats,deep_big_time_throws,deep_btt_rate,deep_completion_percent,deep_completions,deep_def_gen_pressures,deep_drop_rate,deep_dropbacks,deep_drops,deep_first_downs,deep_grades_pass,deep_hit_as_threw,deep_interceptions,deep_passing_snaps,deep_pressure_to_sack_rate,deep_qb_rating,deep_sack_percent,deep_sacks,deep_scrambles,deep_spikes,deep_thrown_aways,deep_touchdowns,deep_turnover_worthy_plays,deep_twp_rate,deep_yards,deep_ypa,franchise_id,left_behind_los_accuracy_percent,left_behind_los_aimed_passes,left_behind_los_attempts,left_behind_los_attempts_percent,left_behind_los_avg_depth_of_target,left_behind_los_avg_time_to_throw,left_behind_los_bats,left_behind_los_big_time_throws,left_behind_los_btt_rate,left_behind_los_completion_percent,left_behind_los_completions,left_behind_los_def_gen_pressures,left_behind_los_drop_rate,left_behind_los_dropbacks,left_behind_los_drops,left_behind_los_first_downs,left_behind_los_grades_pass,left_behind_los_hit_as_threw,left_behind_los_interceptions,left_behind_los_passing_snaps,left_behind_los_pressure_to_sack_rate,left_behind_los_qb_rating,left_behind_los_sack_percent,left_behind_los_sacks,left_behind_los_scrambles,left_behind_los_spikes,left_behind_los_thrown_aways,left_behind_los_touchdowns,left_behind_los_turnover_worthy_plays,left_behind_los_twp_rate,left_behind_los_yards,left_behind_los_ypa,left_deep_accuracy_percent,left_deep_aimed_passes,left_deep_attempts,left_deep_attempts_percent,left_deep_avg_depth_of_target,left_deep_avg_time_to_throw,left_deep_bats,left_deep_big_time_throws,left_deep_btt_rate,left_deep_completion_percent,left_deep_completions,left_deep_def_gen_pressures,left_deep_drop_rate,left_deep_dropbacks,left_deep_drops,left_deep_first_downs,left_deep_grades_pass,left_deep_hit_as_threw,left_deep_interceptions,left_deep_passing_snaps,left_deep_pressure_to_sack_rate,left_deep_qb_rating,left_deep_sack_percent,left_deep_sacks,left_deep_scrambles,left_deep_spikes,left_deep_thrown_aways,left_deep_touchdowns,left_deep_turnover_worthy_plays,left_deep_twp_rate,left_deep_yards,left_deep_ypa,left_medium_accuracy_percent,left_medium_aimed_passes,left_medium_attempts,left_medium_attempts_percent,left_medium_avg_depth_of_target,left_medium_avg_time_to_throw,left_medium_bats,left_medium_big_time_throws,left_medium_btt_rate,left_medium_completion_percent,left_medium_completions,left_medium_def_gen_pressures,left_medium_drop_rate,left_medium_dropbacks,left_medium_drops,left_medium_first_downs,left_medium_grades_pass,left_medium_hit_as_threw,left_medium_interceptions,left_medium_passing_snaps,left_medium_pressure_to_sack_rate,left_medium_qb_rating,left_medium_sack_percent,left_medium_sacks,left_medium_scrambles,left_medium_spikes,left_medium_thrown_aways,left_medium_touchdowns,left_medium_turnover_worthy_plays,left_medium_twp_rate,left_medium_yards,left_medium_ypa,left_short_accuracy_percent,left_short_aimed_passes,left_short_attempts,left_short_attempts_percent,left_short_avg_depth_of_target,left_short_avg_time_to_throw,left_short_bats,left_short_big_time_throws,left_short_btt_rate,left_short_completion_percent,left_short_completions,left_short_def_gen_pressures,left_short_drop_rate,left_short_dropbacks,left_short_drops,left_short_first_downs,left_short_grades_pass,left_short_hit_as_threw,left_short_interceptions,left_short_passing_snaps,left_short_pressure_to_sack_rate,left_short_qb_rating,left_short_sack_percent,left_short_sacks,left_short_scrambles,left_short_spikes,left_short_thrown_aways,left_short_touchdowns,left_short_turnover_worthy_plays,left_short_twp_rate,left_short_yards,left_short_ypa,medium_accuracy_percent,medium_aimed_passes,medium_attempts,medium_attempts_percent,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_bats,medium_big_time_throws,medium_btt_rate,medium_completion_percent,medium_completions,medium_def_gen_pressures,medium_drop_rate,medium_dropbacks,medium_drops,medium_first_downs,medium_grades_pass,medium_hit_as_threw,medium_interceptions,medium_passing_snaps,medium_pressure_to_sack_rate,medium_qb_rating,medium_sack_percent,medium_sacks,medium_scrambles,medium_spikes,medium_thrown_aways,medium_touchdowns,medium_turnover_worthy_plays,medium_twp_rate,medium_yards,medium_ypa,penalties,right_behind_los_accuracy_percent,right_behind_los_aimed_passes,right_behind_los_attempts,right_behind_los_attempts_percent,right_behind_los_avg_depth_of_target,right_behind_los_avg_time_to_throw,right_behind_los_bats,right_behind_los_big_time_throws,right_behind_los_btt_rate,right_behind_los_completion_percent,right_behind_los_completions,right_behind_los_def_gen_pressures,right_behind_los_drop_rate,right_behind_los_dropbacks,right_behind_los_drops,right_behind_los_first_downs,right_behind_los_grades_pass,right_behind_los_hit_as_threw,right_behind_los_interceptions,right_behind_los_passing_snaps,right_behind_los_pressure_to_sack_rate,right_behind_los_qb_rating,right_behind_los_sack_percent,right_behind_los_sacks,right_behind_los_scrambles,right_behind_los_spikes,right_behind_los_thrown_aways,right_behind_los_touchdowns,right_behind_los_turnover_worthy_plays,right_behind_los_twp_rate,right_behind_los_yards,right_behind_los_ypa,right_deep_accuracy_percent,right_deep_aimed_passes,right_deep_attempts,right_deep_attempts_percent,right_deep_avg_depth_of_target,right_deep_avg_time_to_throw,right_deep_bats,right_deep_big_time_throws,right_deep_btt_rate,right_deep_completion_percent,right_deep_completions,right_deep_def_gen_pressures,right_deep_drop_rate,right_deep_dropbacks,right_deep_drops,right_deep_first_downs,right_deep_grades_pass,right_deep_hit_as_threw,right_deep_interceptions,right_deep_passing_snaps,right_deep_pressure_to_sack_rate,right_deep_qb_rating,right_deep_sack_percent,right_deep_sacks,right_deep_scrambles,right_deep_spikes,right_deep_thrown_aways,right_deep_touchdowns,right_deep_turnover_worthy_plays,right_deep_twp_rate,right_deep_yards,right_deep_ypa,right_medium_accuracy_percent,right_medium_aimed_passes,right_medium_attempts,right_medium_attempts_percent,right_medium_avg_depth_of_target,right_medium_avg_time_to_throw,right_medium_bats,right_medium_big_time_throws,right_medium_btt_rate,right_medium_completion_percent,right_medium_completions,right_medium_def_gen_pressures,right_medium_drop_rate,right_medium_dropbacks,right_medium_drops,right_medium_first_downs,right_medium_grades_pass,right_medium_hit_as_threw,right_medium_interceptions,right_medium_passing_snaps,right_medium_pressure_to_sack_rate,right_medium_qb_rating,right_medium_sack_percent,right_medium_sacks,right_medium_scrambles,right_medium_spikes,right_medium_thrown_aways,right_medium_touchdowns,right_medium_turnover_worthy_plays,right_medium_twp_rate,right_medium_yards,right_medium_ypa,right_short_accuracy_percent,right_short_aimed_passes,right_short_attempts,right_short_attempts_percent,right_short_avg_depth_of_target,right_short_avg_time_to_throw,right_short_bats,right_short_big_time_throws,right_short_btt_rate,right_short_completion_percent,right_short_completions,right_short_def_gen_pressures,right_short_drop_rate,right_short_dropbacks,right_short_drops,right_short_first_downs,right_short_grades_pass,right_short_hit_as_threw,right_short_interceptions,right_short_passing_snaps,right_short_pressure_to_sack_rate,right_short_qb_rating,right_short_sack_percent,right_short_sacks,right_short_scrambles,right_short_spikes,right_short_thrown_aways,right_short_touchdowns,right_short_turnover_worthy_plays,right_short_twp_rate,right_short_yards,right_short_ypa,short_accuracy_percent,short_aimed_passes,short_attempts,short_attempts_percent,short_avg_depth_of_target,short_avg_time_to_throw,short_bats,short_big_time_throws,short_btt_rate,short_completion_percent,short_completions,short_def_gen_pressures,short_drop_rate,short_dropbacks,short_drops,short_first_downs,short_grades_pass,short_hit_as_threw,short_interceptions,short_passing_snaps,short_pressure_to_sack_rate,short_qb_rating,short_sack_percent,short_sacks,short_scrambles,short_spikes,short_thrown_aways,short_touchdowns,short_turnover_worthy_plays,short_twp_rate,short_yards,short_ypa
Brayden Schager,146078,QB,HAWAII,1,53,63,100.0,6,6,11.3,-3.0,2.08,0,0,0.0,66.7,4,2,33.3,6,2,2,66.0,0,0,6,0.0,87.5,0.0,0,0,0,0,0,0,0.0,43,7.2,100.0,6,6,11.3,-3.0,2.08,0,0,0.0,66.7,4,2,33.3,6,2,2,66.0,0,0,6,0.0,87.5,0.0,0,0,0,0,0,0,0.0,43,7.2,33.3,6,6,11.3,31.0,4.05,0,2,33.3,33.3,2,3,0.0,6,0,2,88.0,0,0,6,0.0,100.0,0.0,0,0,0,0,1,0,0.0,44,7.3,80.0,5,5,9.4,12.8,2.92,0,0,0.0,60.0,3,0,25.0,5,1,2,74.8,0,0,5,,80.4,0.0,0,0,0,0,0,0,0.0,34,6.8,91.7,12,12,22.6,4.0,2.72,0,0,0.0,83.3,10,2,9.1,12,1,4,67.5,0,0,12,0.0,93.1,0.0,0,0,0,0,0,0,0.0,76,6.3,0,45.5,11,11,20.8,33.5,3.85,0,3,27.3,45.5,5,6,0.0,11,0,5,87.4,0,0,11,0.0,131.6,0.0,0,0,0,0,2,0,0.0,139,12.6,180,,0,0,0.0,,,0,0,,,0,0,,0,0,0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,66.7,3,3,5.7,34.0,2.73,0,1,33.3,66.7,2,2,0.0,3,0,2,86.0,0,0,3,0.0,149.3,0.0,0,0,0,0,1,0,0.0,62,20.7,100.0,1,1,1.9,13.0,2.1,0,0,0.0,100.0,1,0,0.0,1,0,1,72.6,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,100.0,2,2,3.8,8.0,2.1,0,0,0.0,100.0,2,0,0.0,2,0,0,77.9,0,0,2,,100.0,0.0,0,0,0,0,0,0,0.0,16,8.0,63.6,11,11,20.8,14.1,2.94,0,0,0.0,54.5,6,1,14.3,11,1,5,65.9,0,0,12,0.0,103.2,0.0,0,0,0,0,1,0,0.0,67,6.1,0,,0,0,0.0,,,0,0,,,0,0,,0,0,0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,3.8,40.0,4.9,0,0,0.0,50.0,1,1,0.0,2,0,1,50.3,0,0,2,0.0,95.8,0.0,0,0,0,0,0,0,0.0,33,16.5,40.0,5,5,9.4,15.6,3.12,0,0,0.0,40.0,2,1,0.0,5,0,2,49.1,0,0,6,0.0,90.8,0.0,0,0,0,0,1,0,0.0,19,3.8,83.3,6,6,11.3,2.5,2.32,0,0,0.0,50.0,3,2,40.0,6,2,2,62.0,0,0,6,0.0,56.3,0.0,0,0,0,0,0,0,0.0,14,2.3,90.0,20,20,37.7,4.0,2.54,0,0,0.0,75.0,15,4,16.7,20,3,6,72.2,0,0,20,0.0,86.7,0.0,0,0,0,0,0,0,0.0,106,5.3
Spencer Rattler,97408,QB,S CAROLINA,1,40,55,87.5,8,8,20.0,-3.1,1.76,0,0,0.0,87.5,7,1,0.0,8,0,4,61.6,0,0,8,0.0,104.2,0.0,0,0,0,0,0,0,0.0,72,9.0,85.7,7,7,17.5,-3.0,1.57,0,0,0.0,85.7,6,1,0.0,7,0,4,60.8,0,0,7,0.0,110.1,0.0,0,0,0,0,0,0,0.0,73,10.4,33.3,3,3,7.5,22.3,4.4,0,0,0.0,0.0,0,3,100.0,3,1,0,67.0,0,0,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,2,2,5.0,14.0,2.85,0,0,0.0,100.0,2,1,0.0,2,0,2,86.3,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,30,15.0,100.0,10,10,25.0,3.6,2.42,0,0,0.0,100.0,10,2,0.0,10,0,4,65.3,0,0,10,0.0,107.1,0.0,0,0,0,0,0,0,0.0,97,9.7,0,50.0,6,6,15.0,27.5,3.4,0,0,0.0,33.3,2,3,33.3,6,1,2,66.8,0,0,6,0.0,78.5,0.0,0,0,0,0,0,0,0.0,70,11.7,289,100.0,1,1,2.5,-4.0,3.1,0,0,0.0,100.0,1,0,0.0,1,0,0,61.0,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,66.7,3,3,7.5,32.7,2.4,0,0,0.0,66.7,2,0,0.0,3,0,2,62.8,0,0,3,,109.7,0.0,0,0,0,0,0,0,0.0,70,23.3,,0,0,0.0,,,0,0,,,0,0,,0,0,0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,85.7,7,7,17.5,4.6,1.87,0,0,0.0,71.4,5,1,16.7,7,1,1,61.8,0,0,7,0.0,82.4,0.0,0,0,0,0,0,0,0.0,35,5.0,100.0,4,4,10.0,15.0,3.5,0,0,0.0,75.0,3,2,25.0,4,1,3,89.0,0,0,5,0.0,116.7,0.0,0,0,0,0,0,0,0.0,59,14.8,0,,0,0,0.0,,,0,0,,,0,0,,0,0,0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,0.0,,,0,0,,,0,0,,0,0,0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,5.0,16.0,4.15,0,0,0.0,50.0,1,1,50.0,2,1,1,75.6,0,0,3,0.0,95.8,0.0,0,0,0,0,0,0,0.0,29,14.5,100.0,4,4,10.0,4.8,2.43,0,0,0.0,75.0,3,0,25.0,4,1,0,62.4,0,0,4,,85.4,0.0,0,0,0,0,0,0,0.0,20,5.0,95.2,21,21,52.5,4.1,2.24,0,0,0.0,85.7,18,3,10.0,21,2,5,64.9,0,0,21,0.0,96.8,0.0,0,0,0,0,0,0,0.0,152,7.2
Tyler Shough,83537,QB,TEXAS TECH,1,47,55,100.0,8,8,17.0,-1.8,1.86,0,0,0.0,100.0,8,1,0.0,8,0,3,66.9,0,0,8,0.0,90.1,0.0,0,0,0,0,0,0,0.0,45,5.6,100.0,3,3,6.4,-1.0,1.53,0,0,0.0,100.0,3,0,0.0,3,0,2,63.9,0,0,3,,101.4,0.0,0,0,0,0,0,0,0.0,25,8.3,50.0,2,2,4.3,27.5,4.35,0,1,50.0,50.0,1,1,0.0,2,0,1,64.3,0,0,2,0.0,135.4,0.0,0,0,0,0,1,1,50.0,33,16.5,62.5,8,8,17.0,12.1,2.64,0,0,0.0,62.5,5,1,0.0,8,0,5,72.4,0,0,8,0.0,96.4,0.0,0,0,0,0,0,0,0.0,81,10.1,78.6,14,14,29.8,3.9,2.24,0,0,0.0,71.4,10,3,9.1,14,1,4,58.5,0,0,14,0.0,79.8,0.0,0,0,0,0,0,0,0.0,61,4.4,0,57.1,7,7,14.9,25.6,3.23,0,3,42.9,57.1,4,3,0.0,7,0,4,73.5,0,1,7,0.0,101.8,0.0,0,0,0,0,3,2,28.6,94,13.4,315,100.0,2,2,4.3,-2.0,2.15,0,0,0.0,100.0,2,1,0.0,2,0,1,62.7,0,0,2,0.0,91.7,0.0,0,0,0,0,0,0,0.0,12,6.0,33.3,3,3,6.4,26.3,3.2,0,1,33.3,33.3,1,2,0.0,3,0,1,56.9,0,1,3,0.0,27.8,0.0,0,0,0,0,0,1,33.3,27,9.0,100.0,2,2,4.3,16.0,2.45,0,0,0.0,100.0,2,0,0.0,2,0,2,83.1,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,44,22.0,0.0,2,2,4.3,8.5,2.4,0,0,0.0,0.0,0,0,,2,0,0,24.6,0,0,2,,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0,72.7,11,11,23.4,13.4,2.57,0,1,8.3,63.6,7,1,12.5,11,1,7,83.6,0,0,12,0.0,102.5,0.0,0,0,0,0,0,0,0.0,125,11.4,0,100.0,3,3,6.4,-2.3,2.0,0,0,0.0,100.0,3,0,0.0,3,0,0,63.9,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,8,2.7,100.0,2,2,4.3,22.5,2.15,0,1,50.0,100.0,2,0,0.0,2,0,2,84.8,0,0,2,,158.3,0.0,0,0,0,0,2,0,0.0,34,17.0,100.0,1,1,2.1,18.0,2.3,0,1,50.0,0.0,0,0,100.0,1,1,0,74.6,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,2,2,4.3,5.0,1.85,0,0,0.0,100.0,2,0,0.0,2,0,1,73.1,0,0,2,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,72.2,18,18,38.3,4.6,2.22,0,0,0.0,66.7,12,3,7.7,18,1,5,44.2,0,0,18,0.0,74.8,0.0,0,0,0,0,0,1,5.6,74,4.1
Cam Ward,133244,QB,WASH STATE,1,49,54,91.7,12,12,24.5,-2.8,1.4,0,0,0.0,91.7,11,1,0.0,12,0,2,68.6,0,0,13,0.0,89.6,0.0,0,0,0,0,0,0,0.0,66,5.5,100.0,9,9,18.4,-3.3,1.44,0,0,0.0,100.0,9,0,0.0,9,0,2,67.4,0,0,9,,92.1,0.0,0,0,0,0,0,0,0.0,55,6.1,0.0,1,1,2.0,27.0,2.4,0,0,0.0,0.0,0,0,,1,0,0,51.9,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,87.5,8,8,16.3,13.5,2.83,0,1,12.5,87.5,7,3,0.0,8,0,6,92.8,0,0,8,0.0,158.3,0.0,0,0,0,0,1,0,0.0,120,15.0,75.0,12,12,24.5,3.1,1.73,0,0,0.0,75.0,9,1,0.0,12,0,6,66.7,0,0,12,0.0,108.3,0.0,0,0,0,0,0,0,0.0,126,10.5,0,50.0,4,4,8.2,25.3,2.88,0,1,25.0,50.0,2,2,0.0,4,0,2,83.3,0,0,4,0.0,135.4,0.0,0,0,0,0,1,0,0.0,53,13.3,341,0.0,1,1,2.0,-1.0,1.5,0,0,0.0,0.0,0,1,,1,0,0,62.7,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,2,2,4.1,23.5,3.35,0,1,50.0,100.0,2,1,0.0,2,0,2,92.6,0,0,2,0.0,158.3,0.0,0,0,0,0,1,0,0.0,53,26.5,50.0,2,2,4.1,15.5,1.8,0,0,0.0,50.0,1,0,0.0,2,0,1,73.2,0,0,2,,83.3,0.0,0,0,0,0,0,0,0.0,19,9.5,100.0,4,4,8.2,5.5,2.39,0,0,0.0,100.0,4,1,0.0,4,0,1,63.7,0,0,4,0.0,94.8,0.0,0,0,0,0,0,0,0.0,27,6.8,76.9,13,13,26.5,13.4,2.52,0,1,7.7,76.9,10,3,0.0,13,0,9,92.8,0,0,13,0.0,143.9,0.0,0,0,0,0,1,0,0.0,167,12.8,0,100.0,2,2,4.1,-1.5,1.15,0,0,0.0,100.0,2,0,0.0,2,0,0,62.6,0,0,2,,89.6,0.0,0,0,0,0,0,0,0.0,11,5.5,0.0,1,1,2.0,27.0,2.4,0,0,0.0,0.0,0,1,,1,0,0,58.9,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,66.7,3,3,6.1,11.7,2.2,0,0,0.0,66.7,2,0,0.0,3,0,2,76.0,0,0,3,,96.5,0.0,0,0,0,0,0,0,0.0,28,9.3,100.0,1,1,2.0,4.0,1.5,0,0,0.0,100.0,1,0,0.0,1,0,1,61.0,0,0,1,,156.3,0.0,0,0,0,0,1,0,0.0,12,12.0,82.4,17,17,34.7,3.7,1.87,0,0,0.0,82.4,14,2,0.0,17,0,8,67.4,0,0,17,0.0,126.7,0.0,0,0,0,0,1,0,0.0,165,9.7
Shedeur Sanders,131396,QB,COLORADO,1,47,52,100.0,8,8,17.0,-3.6,1.48,0,0,0.0,100.0,8,0,0.0,8,0,3,66.4,0,0,8,,158.3,0.0,0,0,0,0,1,0,0.0,107,13.4,100.0,8,8,17.0,-3.6,1.48,0,0,0.0,100.0,8,0,0.0,8,0,3,66.4,0,0,8,,158.3,0.0,0,0,0,0,1,0,0.0,107,13.4,100.0,2,2,4.3,35.0,3.85,0,0,0.0,100.0,2,1,0.0,2,0,2,73.8,0,0,2,0.0,158.3,0.0,0,0,0,0,1,0,0.0,69,34.5,75.0,8,8,17.0,12.8,4.13,0,0,0.0,75.0,6,7,0.0,8,0,5,85.1,0,0,8,0.0,116.7,0.0,0,0,0,0,0,0,0.0,100,12.5,100.0,12,12,25.5,3.6,1.75,0,0,0.0,100.0,12,1,0.0,12,0,5,68.4,0,0,13,0.0,141.0,0.0,0,0,0,0,1,0,0.0,134,11.2,0,50.0,8,8,17.0,38.4,3.48,0,3,37.5,37.5,3,3,25.0,8,1,3,94.9,0,0,8,0.0,125.0,0.0,0,0,0,0,1,0,0.0,113,14.1,143,,0,0,0.0,,,0,0,,,0,0,,0,0,0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,2.1,41.0,2.9,0,0,0.0,0.0,0,0,,1,0,0,50.1,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0.0,,,0,0,0.0,,0,0,,0,0,0,49.2,0,0,2,,0.0,,0,0,0,0,0,1,50.0,0,,100.0,3,3,6.4,6.0,2.33,0,0,0.0,100.0,3,0,0.0,3,0,3,59.6,0,0,3,,129.9,0.0,0,0,0,0,1,0,0.0,17,5.7,60.0,10,10,21.3,13.6,3.86,0,0,0.0,60.0,6,8,0.0,10,0,5,73.3,0,0,13,0.0,93.8,0.0,0,0,0,0,0,1,7.7,100,10.0,0,,0,0,0.0,,,0,0,,,0,0,,0,0,0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,40.0,5,5,10.6,39.2,3.44,0,3,60.0,20.0,1,2,50.0,5,1,1,97.4,0,0,5,0.0,63.8,0.0,0,0,0,0,0,0,0.0,44,8.8,0.0,2,2,4.3,17.0,2.8,0,0,0.0,0.0,0,1,,2,0,0,57.3,0,0,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,6,6,12.8,3.3,2.57,0,0,0.0,100.0,6,1,0.0,6,0,2,78.9,0,0,6,0.0,93.8,0.0,0,0,0,0,0,0,0.0,39,6.5,100.0,21,21,44.7,3.9,2.07,0,0,0.0,100.0,21,2,0.0,21,0,10,73.2,0,0,22,0.0,136.1,0.0,0,0,0,0,2,0,0.0,190,9.0
