player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Jaylan Foster,13095,S,S CAROLINA,1,0,10.3,0,0,289,70.5,71.9,78.1,63.8,67.4,51.9,0.0,0,0,30,31,0.0,0,4
Devin Taylor,22317,CB,BOWL GREEN,1,1,1.3,0,0,122,58.5,66.9,77.7,,86.6,80.9,0.0,0,0,32,32,9.4,3,3
Cortez Davis,22974,CB,HAWAII,1,0,1.0,0,0,180,66.2,66.7,77.7,,65.1,38.5,0.0,0,0,27,28,3.7,1,1
Reggie Stubblefield,23441,S,KANSAS ST,1,0,-3.0,0,0,199,66.3,70.0,76.8,62.5,70.7,78.8,0.0,0,0,36,36,2.8,1,1
Mikel Horton,23509,DI,CHARLOTTE,1,0,3.3,0,0,136,,62.0,76.5,56.0,64.1,73.6,0.0,0,0,25,25,8.0,2,3
Darion Dunn,23963,CB,TEXAS,1,0,,0,0,311,61.7,57.4,0.0,60.0,62.7,78.5,,0,1,18,18,0.0,0,0
Darren Evans,24171,CB,LSU,1,0,13.0,0,0,211,54.6,57.3,76.8,,66.7,81.3,0.0,0,0,31,33,0.0,0,1
Alvinoski LaFleur,24504,S,E MICHIGAN,1,1,,0,0,160,62.5,55.5,77.4,55.1,42.3,35.5,50.0,1,0,17,17,0.0,0,0
Luc Bequette,25776,DI,CAL,1,0,,0,0,130,58.1,56.9,75.2,61.7,56.9,,,0,0,13,13,0.0,0,0
Demario McCall,28012,CB,OHIO STATE,1,0,,0,0,260,57.5,58.1,71.0,,60.3,,,0,0,4,4,0.0,0,0
Brenden Schooler,28253,S,TEXAS,1,1,7.8,0,0,311,69.4,72.3,77.3,,73.2,59.8,0.0,0,0,23,23,4.3,1,4
Richard Moore,28853,LB,SMU,1,1,4.0,0,0,287,52.1,52.8,70.2,56.6,58.8,75.8,0.0,0,0,14,14,7.1,1,1
Jack Jones,29050,CB,ARIZONA ST,1,0,6.0,0,1,110,60.4,64.9,76.2,,72.0,58.6,25.0,1,0,44,45,2.3,1,3
Marshaun Cameron,30624,CB,COLO STATE,1,0,5.0,0,0,144,45.2,49.4,76.9,60.0,74.3,80.6,0.0,0,0,16,16,6.3,1,1
Brian Cavicante,33444,LB,MARSHALL,1,0,,0,0,214,63.3,70.3,70.7,60.0,58.8,32.1,100.0,1,0,2,3,0.0,0,0
Denzel Feaster,34561,LB,UTSA,1,0,28.0,0,1,331,,61.0,65.8,,60.7,38.2,50.0,1,0,4,4,0.0,0,1
Ferrod Gardner,34595,LB,LA LAFAYET,1,1,,0,0,207,58.8,52.3,72.7,55.5,44.9,26.7,50.0,1,0,14,16,0.0,0,0
John Petrishen,35069,LB,PITTSBURGH,1,0,4.5,0,0,268,62.4,63.4,73.2,58.1,65.9,83.1,0.0,0,0,9,9,0.0,0,2
Cristian Williams,36151,S,TULSA,1,2,8.5,0,0,320,62.0,67.0,75.9,66.8,68.9,45.1,20.0,1,0,22,22,0.0,0,2
Scott Patchan,36449,ED,COLO STATE,1,0,0.0,0,1,144,61.8,75.3,78.7,67.8,70.5,77.3,0.0,0,0,21,21,9.5,2,2
Elijah Taylor,36723,ED,TULSA,1,0,1.6,0,0,320,60.0,58.4,0.0,55.9,75.0,76.6,0.0,0,1,16,16,31.3,5,5
Thad Mangum,36819,DI,USF,1,0,1.0,0,0,327,,61.7,74.6,60.3,61.3,72.8,0.0,0,0,22,22,9.1,2,2
Micah Dew-Treadway,37050,DI,MINNESOTA,1,0,,0,0,225,60.0,37.4,0.0,56.2,48.9,22.2,,0,1,13,13,0.0,0,0
Tony Fair,37101,DI,AUBURN,1,0,,0,0,115,60.0,77.0,74.0,63.8,68.3,69.7,,0,0,9,9,0.0,0,0
Cameron Goode,38410,ED,CAL,1,0,0.0,0,0,130,63.0,88.2,81.3,88.4,69.5,53.3,50.0,1,0,13,13,7.7,1,1
Josh Drayden,38498,CB,CAL,1,0,3.0,0,0,130,56.9,58.3,77.5,59.8,63.5,69.1,50.0,1,2,15,15,0.0,0,1
Jordan Carmouche,39951,LB,HOUSTON,1,0,,0,0,182,52.2,52.0,71.6,,61.1,20.0,,0,0,2,2,0.0,0,0
Derrion Rakestraw,39968,S,TULANE,1,0,,0,0,319,67.8,67.3,73.4,,60.6,78.2,,0,0,9,9,0.0,0,0
Brandon Martin,40066,LB,BALL ST,1,0,5.5,0,0,117,67.1,32.5,73.5,71.4,23.8,50.1,33.3,1,0,33,33,3.0,1,2
Phillip Howard,40350,CB,MINNESOTA,1,0,,0,0,225,78.9,78.9,73.5,,60.6,73.5,,0,0,7,7,0.0,0,0
Shai Werts,40384,WR,LOUISVILLE,1,0,,0,0,210,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Kumehnnu Gwilly,40495,LB,C MICHIGAN,1,1,0.3,0,0,134,51.1,62.4,77.6,56.6,71.1,52.2,20.0,1,0,17,17,11.8,2,3
Jahaziel Lee,40537,DI,LA MONROE,1,2,2.0,0,0,209,60.0,71.9,73.8,63.4,70.5,75.1,0.0,0,0,16,16,6.3,1,1
Velus Jones Jr.,40573,WR,TENNESSEE,1,0,,0,0,307,,60.0,60.0,,60.0,,,0,0,2,2,0.0,0,0
Prather Hudson,40617,S,ILLINOIS,1,0,,0,0,187,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Justin Rice,40640,LB,UTAH ST,1,2,2.5,0,0,329,56.6,52.9,76.8,55.5,53.7,69.0,9.1,1,0,45,45,11.1,5,8
Aaron Hansford,40694,LB,TEXAS A&M,1,3,2.4,0,0,312,71.6,92.0,75.8,90.8,89.9,65.1,11.1,1,0,20,21,25.0,5,5
Eric Sutton,41489,CB,TEXAS ST,1,0,10.0,0,0,314,51.3,54.7,67.4,,62.9,73.1,0.0,0,0,4,4,0.0,0,1
Jaquel Pierce,41589,ED,TEXAS ST,1,0,,0,0,314,,64.3,70.7,57.1,65.1,,,0,0,3,3,0.0,0,0
Ty Shelby,41752,ED,LA MONROE,1,0,1.0,0,0,209,62.0,69.3,78.4,60.1,70.7,71.1,0.0,0,0,26,26,3.8,1,1
Sam Hammond,41836,ED,NEVADA,1,2,4.4,0,0,239,,65.9,80.9,56.5,66.2,70.6,8.3,1,0,67,71,7.5,5,9
Ben Davis,41960,ED,TEXAS,1,0,2.2,0,0,311,48.1,56.5,80.2,60.8,64.1,78.3,0.0,0,0,19,19,10.5,2,5
Eric Collins,41998,WR,UMASS,1,0,,0,0,216,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Freddie Johnson,42129,CB,TEMPLE,1,0,,0,0,306,60.4,61.4,75.9,,63.4,,,0,0,22,22,0.0,0,0
Avien Peah,42158,ED,UMASS,1,4,5.5,0,0,216,60.0,62.4,77.3,82.3,55.0,77.5,0.0,0,0,53,53,1.9,1,4
Nick Grant,42242,S,VIRGINIA,1,1,2.5,0,0,335,47.3,48.1,75.8,47.2,58.1,52.3,25.0,1,0,29,29,6.9,2,2
Alonzo McCoy,42383,CB,C MICHIGAN,1,1,15.0,0,0,134,77.0,77.4,78.1,,68.4,82.5,0.0,0,0,15,15,0.0,0,1
Chris Moore,42400,S,GA STATE,1,0,,0,0,175,75.1,70.8,77.0,,51.6,61.5,100.0,1,0,19,19,0.0,0,0
Raleigh Texada,42440,CB,BAYLOR,1,0,,0,0,118,65.2,59.1,73.3,,57.9,,,0,0,6,6,0.0,0,0
Greg Eisworth II,42444,S,IOWA STATE,1,0,1.0,0,0,193,75.8,67.4,79.4,,45.0,55.1,50.0,1,0,21,21,4.8,1,1
D.J. Ford,42473,S,E CAROLINA,1,0,,0,0,156,,38.4,72.0,,32.1,21.8,100.0,1,0,13,14,0.0,0,0
Monte McGary,42477,S,UTAH ST,1,0,,0,0,329,51.8,53.0,73.0,,60.0,21.4,,0,0,4,4,0.0,0,0
Tomon Fox,42486,ED,N CAROLINA,1,0,4.0,0,0,245,,72.6,77.5,65.2,70.2,75.7,0.0,0,0,20,20,5.0,1,2
Devin Harper,42494,LB,OKLA STATE,1,0,4.5,0,0,262,65.0,71.0,74.0,70.9,73.4,58.8,0.0,0,0,18,18,11.1,2,2
Cedric Boswell,42504,CB,MIAMI OH,1,0,,0,0,221,59.2,58.1,75.7,,53.9,53.6,100.0,1,1,14,14,0.0,0,0
Keir Thomas,42509,ED,FLORIDA ST,1,0,0.6,0,0,167,60.0,76.6,80.2,72.1,72.6,56.7,0.0,0,0,34,34,14.7,5,5
Tyrez Lindsey,42510,S,MEMPHIS,1,0,3.0,0,0,218,47.8,45.3,0.0,,59.9,59.5,0.0,0,1,13,13,7.7,1,2
James Skalski,42552,LB,CLEMSON,1,4,,0,0,140,55.8,63.9,79.2,74.5,60.4,68.5,20.0,1,0,19,20,0.0,0,0
Nazeeh Johnson,42553,S,MARSHALL,1,0,,0,0,214,66.6,67.4,78.7,,65.9,54.5,,0,0,30,31,0.0,0,0
Jordan Fox,42554,ED,STANFORD,1,0,,0,0,300,45.4,48.5,77.3,78.0,44.5,26.9,100.0,1,0,15,15,0.0,0,0
Ja'Quain Blakely,42579,ED,TENNESSEE,1,0,1.0,0,0,307,,73.1,73.6,61.8,73.3,71.3,0.0,0,0,7,7,14.3,1,1
Aaron Ramseur,42585,LB,E CAROLINA,1,2,1.0,0,0,156,60.4,51.1,75.3,67.5,46.5,49.7,25.0,1,0,31,32,3.2,1,1
Leevel Tatum III,42587,DI,ARIZONA,1,0,5.0,0,0,109,,68.1,72.9,72.5,59.9,73.8,0.0,0,0,7,7,14.3,1,2
Andrzej Hughes-Murray,42597,ED,OREGON ST,1,1,2.5,0,0,265,50.3,48.3,80.8,58.2,46.6,26.4,40.0,2,0,18,18,5.6,1,2
Tayler Hawkins,42606,CB,S DIEGO ST,1,0,,0,0,284,65.7,63.2,0.0,,64.1,79.6,,0,1,19,20,0.0,0,0
Therran Coleman,42611,CB,W MICHIGAN,1,0,,0,0,347,65.6,63.0,78.4,,50.7,38.3,100.0,1,0,37,37,0.0,0,0
Caesar Williams,42613,CB,WISCONSIN,1,0,5.0,0,0,349,59.0,60.9,76.9,,66.9,80.1,0.0,0,0,33,34,0.0,0,1
Calvin Swenson,42636,S,MINNESOTA,1,0,,0,0,225,75.3,73.4,69.9,,60.0,,,0,0,5,5,0.0,0,0
Joe Headen,42645,CB,DOMINION,1,0,,0,0,263,86.8,84.7,81.3,,64.8,40.4,,0,0,26,27,0.0,0,0
Lawson Hall,42652,LB,NEVADA,1,2,7.3,0,0,239,60.8,33.3,79.1,,30.1,80.4,0.0,0,0,67,71,3.0,2,4
Eric Kendzior,42672,ED,LA TECH,1,0,,0,0,208,60.0,66.1,76.1,59.0,65.7,,,0,0,16,17,0.0,0,0
Mike Palmer,42674,S,BOSTON COL,1,0,1.7,0,0,121,75.9,72.5,78.8,55.3,62.5,62.8,25.0,1,0,25,25,8.0,2,3
Isaiah Graham-Mobley,42679,LB,BOSTON COL,1,1,4.7,0,0,121,48.9,29.9,75.5,52.2,27.1,54.8,20.0,1,0,15,15,6.7,1,3
Demetrius Cain,42697,LB,W KENTUCKY,1,0,4.0,0,0,346,60.2,53.6,0.0,54.3,59.0,76.0,0.0,0,1,10,10,0.0,0,1
Jeremy Darvin,42713,DI,W KENTUCKY,1,0,3.0,0,0,346,,57.3,75.7,55.3,59.6,69.7,0.0,0,0,12,13,8.3,1,1
Zach Hannibal,42732,CB,LA TECH,1,0,,0,0,208,62.3,63.8,73.8,,62.8,,,0,0,19,20,0.0,0,0
Nick Heninger,42766,ED,UTAH ST,1,1,2.8,0,0,329,61.3,60.0,79.3,58.9,59.1,56.5,22.2,2,0,34,34,11.8,4,6
Lorenzo Dantzler,42768,ED,UTSA,1,0,,0,0,331,61.7,53.0,75.0,66.7,37.2,73.2,,0,0,14,14,0.0,0,0
Markell Utsey,42779,ED,ARKANSAS,1,1,4.0,0,0,111,,56.0,75.8,54.6,58.3,73.4,0.0,0,0,18,18,0.0,0,1
Ajani Kerr,42797,CB,TULANE,1,0,,0,0,319,64.5,63.3,76.5,,55.4,79.9,,0,0,18,18,0.0,0,0
Mike Maskalunas,42820,LB,WISCONSIN,1,1,,0,0,349,60.0,64.8,63.8,,62.6,74.3,0.0,0,0,2,2,0.0,0,0
