player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Jaylan Foster,13095,S,S CAROLINA,1,1,7.0,0,0,289,77.6,79.0,74.1,,71.3,81.1,0.0,0,0,10,10,0.0,0,1
Mark Williams,21922,CB,LA MONROE,1,0,2.0,0,0,209,65.3,64.4,75.2,60.0,59.3,44.5,50.0,1,0,15,16,6.7,1,1
Devin Taylor,22317,CB,BOWL GREEN,1,0,21.0,0,0,122,88.7,86.0,77.9,61.4,67.5,42.6,0.0,0,0,43,44,0.0,0,1
Cortez Davis,22974,CB,HAWAII,1,0,12.0,0,0,180,56.7,59.4,79.2,67.1,65.9,77.9,0.0,0,1,25,25,0.0,0,1
Dru Prox,23093,LB,UTSA,1,1,10.0,0,0,331,63.9,60.5,70.1,56.4,58.5,77.8,0.0,0,0,9,9,0.0,0,1
Reggie Stubblefield,23441,S,KANSAS ST,1,0,3.0,0,0,199,66.4,70.4,74.0,,66.5,28.2,0.0,0,0,2,2,50.0,1,1
Darion Dunn,23963,CB,TEXAS,1,0,,0,0,311,71.8,72.1,74.4,,60.0,77.9,,0,0,4,4,0.0,0,0
Luc Bequette,25776,DI,CAL,1,0,3.3,0,0,130,,72.9,75.8,72.7,65.1,32.3,25.0,1,0,17,18,17.6,3,3
Jeremiah Moon,26453,LB,FLORIDA,1,0,6.3,0,0,163,65.5,75.6,74.9,64.1,75.8,63.7,0.0,0,0,12,12,8.3,1,3
Demario McCall,28012,CB,OHIO STATE,1,0,,0,0,260,63.9,64.6,72.1,,60.3,,,0,0,8,8,0.0,0,0
Brenden Schooler,28253,S,TEXAS,1,1,,0,0,311,64.9,66.7,74.4,,65.6,76.2,0.0,0,0,15,15,0.0,0,0
Richard Moore,28853,LB,SMU,1,0,0.3,0,0,287,50.9,66.2,70.8,72.8,71.0,81.1,0.0,0,0,8,9,37.5,3,3
Jack Jones,29050,CB,ARIZONA ST,1,0,-0.5,0,1,110,64.9,70.7,76.3,,82.4,60.7,33.3,1,0,21,22,9.5,2,2
Adeeb Atariwa,30482,ED,VIRGINIA,1,1,2.5,0,0,335,,62.3,75.5,58.8,62.7,48.2,25.0,1,0,17,17,11.8,2,2
Marshaun Cameron,30624,CB,COLO STATE,1,1,32.0,0,0,144,37.0,41.8,76.6,,63.4,52.8,33.3,1,1,27,30,0.0,0,1
Brian Cavicante,33444,LB,MARSHALL,1,3,6.5,0,0,214,38.8,58.6,75.5,68.0,72.9,81.7,0.0,0,0,23,23,0.0,0,2
Brock Nichols,33753,S,USF,1,0,,0,0,327,64.7,64.6,68.8,,60.0,76.4,,0,0,2,2,0.0,0,0
Meiko Dotson,33902,CB,FLORIDA ST,1,0,,0,0,167,55.7,47.3,70.5,,50.5,21.4,100.0,1,0,3,3,0.0,0,0
Denzel Feaster,34561,LB,UTSA,1,1,3.3,0,0,331,48.5,63.3,70.8,60.0,76.4,49.1,0.0,0,0,7,7,28.6,2,3
Ferrod Gardner,34595,LB,LA LAFAYET,1,2,4.0,0,0,207,51.4,57.0,69.2,59.5,65.5,77.9,0.0,0,0,11,13,9.1,1,1
John Petrishen,35069,LB,PITTSBURGH,1,2,1.0,0,0,268,66.4,77.3,73.2,72.5,77.1,81.5,0.0,0,0,6,6,16.7,1,1
Cristian Williams,36151,S,TULSA,1,1,3.0,0,0,320,53.8,60.2,76.6,,73.9,82.5,0.0,0,0,18,18,11.1,2,2
Scott Patchan,36449,ED,COLO STATE,1,1,0.5,0,0,144,60.4,79.9,77.9,90.7,60.3,75.2,0.0,0,0,31,34,6.5,2,2
Elijah Taylor,36723,ED,TULSA,1,1,,0,0,320,,60.1,0.0,58.3,71.0,70.8,0.0,0,1,9,9,0.0,0,0
Thad Mangum,36819,DI,USF,1,2,9.0,0,0,327,,55.3,75.8,57.2,55.1,42.5,16.7,1,0,29,29,6.9,2,3
Micah Dew-Treadway,37050,DI,MINNESOTA,1,1,,0,0,225,,45.0,76.4,65.4,39.2,69.7,0.0,0,0,12,12,0.0,0,0
Tony Fair,37101,DI,AUBURN,1,0,,0,0,115,,65.6,72.4,63.7,63.1,14.0,100.0,2,0,6,6,0.0,0,0
Cameron Goode,38410,ED,CAL,1,0,4.5,0,0,130,64.9,66.6,80.6,73.5,52.0,39.1,33.3,1,0,19,20,5.3,1,2
Josh Drayden,38498,CB,CAL,1,0,0.0,0,0,130,77.6,78.3,78.5,58.9,70.3,29.1,0.0,0,0,17,18,5.9,1,1
Viane Moala,38501,DI,UTAH,1,0,2.0,0,0,328,,75.5,76.1,82.5,61.0,72.4,0.0,0,0,17,17,11.8,2,2
Demetris Robertson,38547,WR,AUBURN,1,0,,0,0,115,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
De'Vante Cross,39851,CB,VIRGINIA,1,0,4.5,0,0,335,46.0,43.9,76.1,,44.7,37.9,33.3,1,0,22,22,4.5,1,2
Derrion Rakestraw,39968,S,TULANE,1,0,,0,0,319,55.2,56.2,71.4,60.0,60.7,28.9,,0,0,6,6,0.0,0,0
Brandon Martin,40066,LB,BALL ST,1,0,15.0,0,0,117,59.1,54.6,73.3,,48.3,78.6,0.0,0,0,15,15,6.7,1,2
Kumehnnu Gwilly,40495,LB,C MICHIGAN,1,1,1.0,0,0,134,50.0,57.8,76.1,57.7,65.6,75.2,0.0,0,0,16,16,6.3,1,1
Jahaziel Lee,40537,DI,LA MONROE,1,0,2.5,0,0,209,,77.1,74.4,74.1,70.0,72.2,0.0,0,0,13,13,15.4,2,2
Prather Hudson,40617,S,ILLINOIS,1,3,7.0,0,0,187,66.9,71.8,74.7,,72.0,82.8,0.0,0,0,23,23,0.0,0,1
Justin Rice,40640,LB,UTAH ST,1,2,-2.0,0,0,329,49.4,48.1,76.9,58.9,51.4,66.6,0.0,0,0,14,14,7.1,1,1
Aaron Hansford,40694,LB,TEXAS A&M,1,2,13.3,0,0,312,73.0,81.6,71.3,65.9,77.4,61.1,0.0,0,0,12,13,16.7,2,3
Malik Staples,40902,LB,W KENTUCKY,1,0,0.0,0,0,346,59.4,68.8,75.3,82.5,67.8,29.8,33.3,1,0,10,11,20.0,2,2
Chris Redmon,41160,ED,TOLEDO,1,0,,0,0,316,,60.6,67.3,,60.0,,,0,0,2,2,0.0,0,0
Eric Sutton,41489,CB,TEXAS ST,1,0,4.0,0,0,314,56.9,60.8,73.0,,65.2,78.9,0.0,0,0,9,9,22.2,2,2
Ty Shelby,41752,ED,LA MONROE,1,0,4.0,0,0,209,60.0,64.5,78.6,66.5,59.6,52.1,0.0,0,0,18,19,5.6,1,2
Sam Hammond,41836,ED,NEVADA,1,0,,0,0,239,60.2,53.8,79.0,61.9,44.0,29.4,100.0,1,0,19,20,0.0,0,0
Kadarius Smith,41840,ED,SMU,1,0,,0,0,287,,47.8,67.9,58.0,52.6,,,0,0,4,4,0.0,0,0
Ben Davis,41960,ED,TEXAS,1,0,,0,0,311,60.0,61.6,66.0,,60.0,,,0,0,1,1,0.0,0,0
Kenny Turnier,42019,DI,TCU,1,0,1.0,0,0,305,,82.1,69.9,60.0,78.3,69.7,0.0,0,0,6,6,16.7,1,1
Dru Mathis,42027,LB,OREGON,1,1,2.0,0,0,264,49.5,60.8,69.7,59.1,75.5,75.8,0.0,0,0,4,4,25.0,1,1
Freddie Johnson,42129,CB,TEMPLE,1,0,,0,0,306,44.0,46.6,71.2,,61.8,27.3,,0,0,11,11,0.0,0,0
Avien Peah,42158,ED,UMASS,1,1,0.0,0,0,216,52.9,62.9,80.8,65.1,73.3,64.4,33.3,1,0,17,17,5.9,1,1
Nick Grant,42242,S,VIRGINIA,1,0,14.0,0,0,335,64.7,65.4,75.9,,64.2,46.6,50.0,1,0,20,21,5.0,1,1
Alonzo McCoy,42383,CB,C MICHIGAN,1,1,,0,0,134,73.9,66.4,79.2,56.7,41.3,45.8,50.0,1,0,21,21,0.0,0,0
Keyshon Camp,42384,DI,PITTSBURGH,1,0,,0,0,268,,53.2,74.4,63.6,49.3,,,0,0,9,9,0.0,0,0
Chris Moore,42400,S,GA STATE,1,0,3.8,0,0,175,60.6,64.9,74.3,,65.8,61.8,14.3,1,0,31,31,12.9,4,6
Raleigh Texada,42440,CB,BAYLOR,1,0,,1,0,118,48.0,49.5,76.8,,63.3,78.2,,0,3,20,20,0.0,0,0
Greg Eisworth II,42444,S,IOWA STATE,1,1,,0,0,193,53.8,53.8,77.7,59.2,57.1,29.5,50.0,1,0,18,18,0.0,0,0
JoJo Domann,42446,LB,NEBRASKA,1,0,3.5,0,0,238,68.1,68.0,77.6,60.0,62.9,80.5,0.0,0,0,14,14,7.1,1,2
D.J. Ford,42473,S,E CAROLINA,1,0,2.7,0,0,156,67.5,64.2,75.5,59.4,57.8,57.0,40.0,2,0,19,19,10.5,2,3
Tomon Fox,42486,ED,N CAROLINA,1,0,,0,0,245,63.3,59.8,81.8,66.0,51.2,75.2,,0,0,33,34,0.0,0,0
Jay Lenard,42492,S,S JOSE ST,1,1,10.0,0,0,285,84.7,77.8,80.3,,55.0,55.6,33.3,2,0,29,30,6.9,2,3
Devin Harper,42494,LB,OKLA STATE,1,0,8.8,0,0,262,61.6,68.3,76.1,72.8,68.4,50.2,0.0,0,0,27,28,7.4,2,5
Cedric Boswell,42504,CB,MIAMI OH,1,0,8.0,0,0,221,30.3,35.8,75.2,,63.1,72.9,25.0,1,1,20,21,0.0,0,3
Keir Thomas,42509,ED,FLORIDA ST,1,2,6.0,0,0,167,60.0,68.5,0.0,68.7,69.7,77.2,0.0,0,1,21,22,0.0,0,1
Tyrez Lindsey,42510,S,MEMPHIS,1,0,,0,0,218,65.5,65.4,75.0,,60.4,,,0,0,7,7,0.0,0,0
Bricen Garner,42520,S,W MICHIGAN,1,3,2.0,0,0,347,60.8,40.5,77.2,,26.4,27.0,50.0,4,0,40,41,0.0,0,1
James Skalski,42552,LB,CLEMSON,1,1,3.8,0,0,140,71.7,62.0,0.0,56.7,55.4,57.2,28.6,2,1,29,29,6.9,2,4
Jordan Fox,42554,ED,STANFORD,1,0,6.0,0,0,300,63.1,50.4,78.2,55.3,46.1,26.3,66.7,2,0,19,20,0.0,0,1
Ja'Quain Blakely,42579,ED,TENNESSEE,1,0,0.0,0,0,307,,63.3,77.0,59.7,64.7,32.2,50.0,1,0,8,8,12.5,1,1
Aaron Ramseur,42585,LB,E CAROLINA,1,0,1.0,0,0,156,61.9,69.7,74.3,57.8,71.9,73.6,0.0,0,0,13,13,7.7,1,1
Andrzej Hughes-Murray,42597,ED,OREGON ST,1,1,3.5,0,0,265,50.0,71.3,80.7,75.8,67.1,63.0,12.5,1,0,25,26,12.0,3,6
Taylor Riggins,42599,ED,BUFFALO,1,0,,0,0,126,,82.7,77.4,84.3,64.9,75.4,,0,0,12,13,0.0,0,0
Tayler Hawkins,42606,CB,S DIEGO ST,1,0,,0,0,284,78.9,76.2,0.0,,62.6,80.3,,0,1,18,18,0.0,0,0
Therran Coleman,42611,CB,W MICHIGAN,1,1,11.0,0,0,347,71.5,68.8,77.0,,59.2,59.8,25.0,1,0,30,31,0.0,0,2
Caesar Williams,42613,CB,WISCONSIN,1,0,4.5,0,0,349,52.0,53.5,75.8,,63.1,58.6,33.3,1,1,12,12,8.3,1,2
Calvin Swenson,42636,S,MINNESOTA,1,0,12.5,0,0,225,26.1,26.1,74.4,,51.5,79.4,0.0,0,0,9,9,0.0,0,2
Brandon Bouyer-Randle,42637,LB,TEXAS TECH,1,1,0.5,0,0,315,60.4,68.5,74.0,63.6,75.3,65.6,0.0,0,0,23,23,8.7,2,2
Joe Headen,42645,CB,DOMINION,1,1,8.7,0,0,263,54.6,60.3,75.9,60.0,65.2,81.9,0.0,0,0,19,19,0.0,0,3
Lawson Hall,42652,LB,NEVADA,1,1,2.0,0,0,239,68.2,59.1,73.7,57.9,48.0,34.0,50.0,3,0,21,22,4.8,1,2
Clifford Chattman,42657,S,UTSA,1,0,4.0,0,0,331,56.7,58.1,73.5,59.6,63.1,80.7,0.0,0,0,4,4,25.0,1,1
Eric Kendzior,42672,ED,LA TECH,1,1,,0,0,208,60.4,64.9,75.3,62.6,62.0,73.0,0.0,0,0,3,3,0.0,0,0
Mike Palmer,42674,S,BOSTON COL,1,1,,0,0,121,76.7,75.5,74.1,,65.0,76.4,0.0,0,0,13,13,0.0,0,0
Isaiah Graham-Mobley,42679,LB,BOSTON COL,1,2,3.3,0,0,121,65.6,73.8,72.5,67.8,71.3,69.6,0.0,0,0,20,20,10.0,2,4
Tyreek Maddox-Williams,42694,LB,RUTGERS,1,0,0.0,0,0,278,61.6,72.9,76.0,67.2,75.8,78.4,0.0,0,0,15,15,6.7,1,1
Demetrius Cain,42697,LB,W KENTUCKY,1,0,28.0,0,0,346,57.1,60.1,76.1,54.0,68.6,78.4,0.0,0,0,19,19,0.0,0,1
Drew Harvey,42699,LB,UMASS,1,0,1.5,0,0,216,61.7,55.6,0.0,,67.9,76.1,0.0,0,1,5,5,40.0,2,2
Jeremy Darvin,42713,DI,W KENTUCKY,1,1,3.5,0,0,346,60.0,71.7,75.3,77.7,63.6,30.5,25.0,1,0,13,13,7.7,1,2
Ryan Bowman,42714,ED,WASHINGTON,1,0,1.8,0,0,340,60.7,57.4,78.9,62.3,53.5,28.3,37.5,3,0,21,21,19.0,4,5
