player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Colby Reeder,30285,LB,IOWA STATE,1,2,0.0,0,0,193,65.3,66.0,74.8,56.2,65.6,79.8,0.0,0,0,24,25,4.2,1,1
Kyle Pugh,35900,LB,N ILLINOIS,1,0,5.0,0,0,254,65.1,65.3,72.7,54.8,64.9,80.9,0.0,0,0,17,17,11.8,2,4
Jordan Carmouche,39951,LB,ARK STATE,1,2,3.3,0,0,113,59.1,67.9,79.1,76.5,68.0,58.1,0.0,0,0,25,27,8.0,2,3
Bricen Garner,42520,S,W MICHIGAN,1,1,15.0,0,0,347,86.6,84.8,79.0,,71.4,86.8,0.0,0,0,31,33,3.2,1,2
Brandon Bouyer-Randle,42637,LB,UCONN,1,1,2.0,0,0,146,50.6,69.0,74.1,71.4,77.7,82.1,0.0,0,0,19,19,21.1,4,5
Clifford Chattman,42657,S,UTSA,1,0,,0,0,331,63.8,64.0,81.4,,61.8,81.7,,0,1,12,12,0.0,0,0
Anthony Watts,42807,DI,MARSHALL,1,0,-4.0,0,0,214,49.3,48.2,75.1,54.1,66.9,69.7,0.0,0,0,5,5,20.0,1,1
Justin Clark,43185,CB,WISCONSIN,1,0,0.0,0,0,349,46.2,45.8,74.7,,55.1,77.7,0.0,0,1,16,16,6.3,1,1
Jaydon Grant,43354,S,OREGON ST,1,1,7.0,0,0,265,63.4,68.6,77.6,59.5,77.1,85.2,0.0,0,0,22,22,9.1,2,4
Jon-Michael Terry,43635,LB,TULSA,1,2,1.0,0,0,320,47.5,60.8,78.5,61.1,70.6,81.4,0.0,0,0,27,27,7.4,2,2
Tyrone Hopper,43714,ED,MISSOURI,1,0,,0,0,229,,54.7,72.5,56.4,57.5,,,0,0,4,4,0.0,0,0
Sione Tupou,44093,LB,TEXAS ST,1,1,2.0,0,0,314,47.6,58.0,75.1,55.7,67.5,27.4,20.0,1,0,39,40,5.1,2,3
Semisi Fakasiieiki,44340,LB,PURDUE,1,1,4.0,0,0,273,54.1,61.6,74.2,,72.3,67.0,0.0,0,0,12,12,8.3,1,2
Antwaine Richardson,49364,S,KENT STATE,1,2,,0,0,201,56.1,56.9,77.9,,59.7,81.6,0.0,0,0,26,27,0.0,0,0
George Nyakwol,52203,S,RICE,1,0,11.5,0,0,275,51.9,54.5,77.7,55.9,60.5,59.8,0.0,0,0,30,34,3.3,1,2
Kenneth Orji,52209,ED,RICE,1,0,,0,0,275,60.0,51.2,75.1,55.8,52.4,19.3,100.0,1,0,6,6,0.0,0,0
Trey Schuman,52216,ED,RICE,1,0,,0,0,275,,58.5,0.0,73.5,52.2,73.7,,0,1,6,7,0.0,0,0
Alii Matau,52219,LB,S JOSE ST,1,1,3.0,0,0,285,57.5,68.1,75.5,66.4,71.0,67.4,20.0,1,0,25,26,8.0,2,3
Tre White,52261,S,S JOSE ST,1,0,,0,0,285,72.4,74.1,65.2,,60.0,74.8,,0,0,2,2,0.0,0,0
Gabe Reid,52273,ED,UTAH,1,0,4.0,0,0,328,,61.0,75.6,63.7,57.2,71.1,50.0,1,0,11,11,9.1,1,1
Ryan Johnson,52282,ED,NWESTERN,1,1,1.0,0,0,256,,60.8,75.9,62.2,59.1,73.7,0.0,0,0,31,31,3.2,1,1
Darrien Grant,52293,DI,USF,1,1,,0,0,327,,54.7,73.5,57.8,55.0,69.7,0.0,0,0,14,14,0.0,0,0
Mekhi LaPointe,52315,S,USF,1,0,10.3,0,0,327,47.9,49.6,79.2,56.9,59.6,47.7,25.0,1,0,27,27,0.0,0,3
Tyler Bentley,52790,DI,PITTSBURGH,1,0,,0,0,268,,67.8,71.7,58.2,67.9,,,0,0,8,8,0.0,0,0
Xavier Peters,52819,ED,FAU,1,1,,0,0,165,,60.0,72.5,57.8,60.9,73.0,0.0,0,0,9,9,0.0,0,0
Cole Pearce,52970,LB,BALL ST,1,2,1.2,0,0,117,66.8,63.1,76.6,84.2,48.7,67.8,12.5,1,0,53,53,7.5,4,5
DeShawn Pace,53549,LB,CINCINNATI,1,1,6.0,0,0,138,78.0,72.7,0.0,65.6,66.0,70.4,16.7,1,1,22,23,13.6,3,4
Ja'von Hicks,53569,S,CINCINNATI,1,0,7.5,1,0,138,89.6,84.6,0.0,,55.3,84.1,0.0,0,1,30,31,3.3,1,2
Eric Phillips,53572,ED,CINCINNATI,1,0,2.0,0,0,138,,61.4,3.1,67.3,57.9,74.9,0.0,0,1,24,25,4.2,1,1
Ivan Pace Jr.,53587,LB,CINCINNATI,1,1,1.8,0,0,138,73.4,91.6,0.0,92.7,73.5,57.8,33.3,3,1,33,34,15.2,5,5
Ryan Mullaney,53704,ED,CINCINNATI,1,0,,0,0,138,,31.9,0.0,55.9,49.4,,,0,1,7,7,0.0,0,0
Carrington Valentine,53750,CB,KENTUCKY,1,0,21.0,0,0,202,57.6,58.0,77.8,,59.6,46.5,0.0,0,0,35,35,0.0,0,1
Jaheim Thomas,54193,LB,CINCINNATI,1,0,3.0,0,0,138,42.8,64.8,76.3,90.4,67.6,73.1,0.0,0,0,11,11,0.0,0,1
Isaiah Norman,54967,S,MARSHALL,1,0,,0,0,214,67.5,67.3,78.5,,62.6,76.4,,0,0,15,16,0.0,0,0
Aapri Washington,55013,CB,E CAROLINA,1,1,,0,0,156,61.0,64.7,66.7,,62.7,73.1,0.0,0,0,3,3,0.0,0,0
Tim Terry,55020,LB,AKRON,1,0,1.3,0,0,102,57.1,53.4,71.5,,52.8,62.0,25.0,1,0,12,12,25.0,3,3
Isaiah King,55037,CB,BUFFALO,1,0,,0,0,126,56.0,47.4,70.7,,50.4,74.2,,0,0,4,5,0.0,0,0
Chibueze Onwuka,55044,DI,BOSTON COL,1,1,1.4,0,0,121,,76.6,77.5,56.8,83.3,63.0,18.2,2,0,23,25,30.4,7,8
Devonni Reed,55046,S,S CAROLINA,1,1,4.0,0,0,289,67.4,69.3,75.1,59.2,69.2,82.1,0.0,0,0,17,17,11.8,2,3
Troy Brown,55050,LB,OLE MISS,1,1,2.6,0,0,226,62.2,60.4,76.1,60.7,57.5,70.7,14.3,1,0,29,30,6.9,2,5
Jabari Taylor,55075,ED,CINCINNATI,1,0,-1.0,0,0,138,,65.8,5.9,71.3,60.0,72.9,0.0,0,1,25,26,4.0,1,1
Wilson Huber,55090,LB,CINCINNATI,1,0,3.0,0,0,138,61.4,70.0,77.2,68.4,73.1,78.8,0.0,0,0,25,26,4.0,1,1
Jordan Swann,55103,CB,JAMES MAD,1,0,,0,0,197,49.9,46.9,74.5,,45.7,28.1,100.0,1,0,14,14,0.0,0,0
Ian Swenson,55104,LB,UCONN,1,0,6.0,0,0,146,79.9,78.7,73.7,57.3,69.2,81.0,0.0,0,0,19,19,0.0,0,1
Caleb Thomas,55105,DI,LA MONROE,1,0,-1.0,0,0,209,,74.8,0.0,62.2,82.7,43.7,25.0,1,1,25,25,12.0,3,3
Dorian Hall,55168,S,FIU,1,0,4.0,0,0,166,62.7,61.6,76.3,,56.8,80.1,0.0,0,0,12,12,0.0,0,1
Chris Bacon,55196,S,BOWL GREEN,1,0,11.2,0,0,122,68.9,67.6,79.6,56.8,63.3,67.5,16.7,1,0,31,32,3.2,1,5
Jaylon Jones,55197,CB,GA STATE,1,0,,0,0,175,71.8,68.5,72.7,,55.4,74.2,,0,0,19,19,0.0,0,0
Zachary Ford,55353,S,TOLEDO,1,0,8.0,0,0,316,66.9,67.5,77.1,,66.9,62.2,0.0,0,0,20,23,0.0,0,1
Nate Givhan,55355,ED,TOLEDO,1,1,3.0,0,0,316,60.4,59.5,78.7,58.4,59.4,74.8,0.0,0,0,11,14,9.1,1,1
Mike Allen,55430,ED,W KENTUCKY,1,1,1.0,0,0,346,,75.7,74.7,63.6,77.1,74.2,0.0,0,0,9,9,11.1,1,1
Tyler Williams,55432,DI,WAKE,1,0,,0,0,339,,64.5,74.3,59.7,65.5,23.1,100.0,1,0,13,13,0.0,0,0
DJ Taylor,55438,LB,BOWL GREEN,1,1,5.5,0,0,122,52.9,65.7,72.4,76.9,68.8,50.6,12.5,1,0,22,23,9.1,2,6
Chase Monroe,55439,LB,CHARLOTTE,1,4,,0,0,136,65.4,65.4,76.4,,62.3,79.5,0.0,0,0,25,25,0.0,0,0
Azizi Hearn,55569,CB,UCLA,1,0,,0,0,324,73.4,72.8,78.4,60.0,54.8,81.4,,0,0,7,8,0.0,0,0
Timarcus Davis,55574,CB,ARIZONA ST,1,0,,0,0,110,63.3,57.6,0.0,59.1,49.2,45.2,100.0,1,1,20,21,0.0,0,0
Wylan Free,55596,S,GA SOUTHRN,1,0,7.0,0,0,174,88.4,82.3,78.9,,64.7,84.7,0.0,0,0,24,25,12.5,3,6
Wesley McCormick,55609,CB,W VIRGINIA,1,0,,0,0,343,54.4,48.5,74.5,,36.3,28.1,100.0,1,0,12,12,0.0,0,0
Cedrick Dort Jr.,55614,CB,WISCONSIN,1,0,,0,0,349,66.2,66.5,76.1,,62.0,,,0,0,8,8,0.0,0,0
