player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Mason White,43872,S,OREGON ST,1,0,,0,0,265,78.0,76.2,73.2,,60.9,76.2,,0,0,5,5,0.0,0,0
Shaun Myers,62235,LB,COLORADO,1,0,2.3,0,0,143,58.4,72.2,75.3,55.3,81.2,65.1,0.0,0,0,33,33,18.2,6,8
Mister Williams,70521,LB,S DIEGO ST,1,1,9.5,0,0,284,62.8,62.7,77.8,53.6,63.9,82.3,0.0,0,0,26,27,3.8,1,2
Calvin Pitcher,70877,LB,UAB,1,1,0.0,0,0,321,57.8,54.8,73.0,59.0,55.3,57.6,0.0,0,0,15,15,6.7,1,1
Domani Jackson,71370,CB,ALABAMA,1,0,,0,0,103,64.1,64.5,70.9,,60.0,,,0,0,3,3,0.0,0,0
Keanu Tanuvasa,71398,DI,BYU,1,2,0.0,0,0,128,,67.1,78.8,57.1,70.6,43.3,25.0,1,0,32,32,3.1,1,1
Solomone Langi,72318,DI,S JOSE ST,1,1,1.3,0,0,285,,74.6,73.4,62.0,70.3,74.3,0.0,0,0,15,16,20.0,3,3
Raider Damuni,72338,S,BYU,1,1,2.7,0,0,128,73.7,70.9,73.6,,61.4,53.9,33.3,2,0,20,20,10.0,2,3
Justin Flowe,72388,LB,UNLV,1,0,,0,0,325,72.9,59.8,72.5,55.0,60.0,76.5,,0,0,2,2,0.0,0,0
Justin Sinclair,74258,S,HAWAII,1,0,0.0,0,0,180,65.0,68.3,72.8,,67.9,76.8,0.0,0,0,9,10,11.1,1,1
Zion Branch,74395,S,GEORGIA,1,0,,0,0,173,60.0,55.1,75.0,,49.6,78.6,,0,0,18,18,0.0,0,0
Bam Booker,76122,ED,BOWL GREEN,1,0,,0,0,122,,52.7,75.3,65.7,45.7,,,0,0,14,14,0.0,0,0
Brendon Harris,83446,S,MIDDLE TN,1,0,1.0,0,0,224,58.5,67.0,76.1,,75.8,30.0,0.0,0,0,22,22,9.1,2,2
Jayden Dunlap,85725,CB,BYU,1,0,,0,0,128,60.7,61.3,70.3,,60.0,74.2,,0,0,6,6,0.0,0,0
Kalib Perry,86267,LB,LOUISVILLE,1,1,,0,0,210,42.8,38.7,76.8,61.6,42.7,76.5,0.0,0,0,9,10,0.0,0,0
Jalil Tucker,86578,CB,OREGON ST,1,0,,0,0,265,57.4,56.9,76.1,65.7,47.4,28.3,100.0,1,1,18,19,0.0,0,0
Jackson Schulz,86773,S,KENTUCKY,1,0,,0,0,202,65.7,65.4,70.7,,60.0,76.4,,0,0,4,4,0.0,0,0
Ceyair Wright,86877,CB,NEBRASKA,1,2,0.0,0,0,238,60.0,64.5,79.1,61.3,75.4,53.3,0.0,0,0,25,25,4.0,1,1
David Reese,90079,ED,SYRACUSE,1,0,8.5,0,0,304,52.9,44.3,0.0,51.3,57.6,30.8,0.0,0,1,14,15,7.1,1,2
Ose Egbase,90529,ED,UNLV,1,0,7.0,0,0,325,60.0,60.8,77.1,61.3,67.9,73.6,0.0,0,0,11,12,0.0,0,1
Jett Elad,97543,S,RUTGERS,1,0,27.5,0,0,278,72.8,68.2,77.4,57.5,56.9,54.2,33.3,1,0,25,25,0.0,0,2
Mohamed Toure,97751,LB,MIAMI FL,1,0,3.3,0,0,220,52.3,56.3,74.3,56.6,66.1,54.1,20.0,1,0,12,12,25.0,3,4
Zaylin Wood,97761,DI,VANDERBILT,1,2,,0,0,333,,62.5,76.8,58.1,65.5,28.8,33.3,1,0,12,12,0.0,0,0
Mark Davis,97886,CB,VANDERBILT,1,0,15.0,0,0,333,74.4,75.3,73.3,,63.7,58.6,0.0,0,0,7,7,0.0,0,1
Shammond Cooper,97918,LB,AKRON,1,0,5.0,0,0,102,33.2,48.0,76.1,75.6,71.3,80.4,0.0,0,0,10,10,10.0,1,2
Jalar Holley,97977,DI,CHARLOTTE,1,0,,0,0,136,,55.3,73.0,64.7,50.5,28.1,100.0,1,0,8,8,0.0,0,0
