player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Mason White,43872,S,OREGON ST,1,1,5.5,0,0,265,65.1,67.8,76.7,59.0,70.5,79.5,0.0,0,0,21,21,4.8,1,2
James Camden,53418,LB,W MICHIGAN,1,3,3.5,0,0,347,84.7,78.0,74.4,61.9,65.2,54.4,16.7,1,0,26,27,7.7,2,2
Malik Denkins,55516,ED,C MICHIGAN,1,0,,0,0,134,,65.4,70.6,64.9,60.1,,,0,0,2,2,0.0,0,0
Mister Williams,70521,LB,S DIEGO ST,1,9,3.0,0,0,284,65.4,73.4,75.7,59.4,74.7,59.0,12.5,2,0,39,39,7.7,3,5
Ben Florentine,70644,DI,WYOMING,1,1,0.0,0,0,351,60.0,74.9,77.4,65.9,74.7,73.8,0.0,0,0,34,34,5.9,2,2
Korey Foreman,70831,ED,FRESNO ST,1,0,4.0,0,0,169,,67.4,76.2,63.1,66.0,71.5,0.0,0,0,10,11,0.0,0,1
Calvin Pitcher,70877,LB,UAB,1,2,2.0,0,0,321,60.9,68.0,73.2,56.5,72.1,78.6,0.0,0,0,15,15,6.7,1,2
Tate Romney,70946,LB,ARIZONA ST,1,0,2.0,0,0,110,64.2,67.7,72.6,60.0,64.5,75.8,0.0,0,0,6,6,0.0,0,1
Domani Jackson,71370,CB,ALABAMA,1,0,3.5,0,0,103,62.7,66.4,72.8,,71.7,81.1,0.0,0,0,7,7,14.3,1,2
Keanu Tanuvasa,71398,DI,BYU,1,0,0.0,0,0,128,,71.0,75.6,68.2,66.6,72.4,0.0,0,0,12,12,8.3,1,1
DJ Harvey,72089,CB,USC,1,0,,0,0,326,60.0,61.3,66.9,,60.0,,,0,0,2,2,0.0,0,0
Solomone Langi,72318,DI,S JOSE ST,1,3,1.0,0,0,285,,68.5,76.2,58.4,69.1,74.7,20.0,1,0,22,22,4.5,1,1
Raider Damuni,72338,S,BYU,1,0,3.0,0,0,128,64.7,62.0,74.6,,56.5,28.5,50.0,1,0,11,11,9.1,1,1
Justin Flowe,72388,LB,UNLV,1,0,,0,0,325,60.2,61.9,65.4,,60.0,,,0,0,1,1,0.0,0,0
Jadon Pearson,72538,LB,FRESNO ST,1,0,3.0,0,0,169,65.5,70.7,76.4,56.2,72.7,80.2,0.0,0,0,27,28,7.4,2,3
Marco Notarainni,73389,LB,BOISE ST,1,0,2.3,0,0,120,69.8,64.5,74.8,55.5,60.7,37.8,20.0,1,0,36,36,11.1,4,4
Gio De Leon,73658,LB,BUFFALO,1,0,,0,0,126,60.0,64.4,68.9,,62.1,,,0,0,6,6,0.0,0,0
Zion Branch,74395,S,GEORGIA,1,0,,0,0,173,58.3,59.0,75.1,,60.0,76.4,,0,1,3,4,0.0,0,0
Silas Walters,75263,S,MIAMI OH,1,0,11.8,0,0,221,63.1,64.3,76.7,60.0,60.7,76.5,20.0,1,0,28,29,3.6,1,4
Brendon Harris,83446,S,MIDDLE TN,1,0,,0,0,224,50.6,46.6,74.0,58.4,53.6,28.2,100.0,1,0,6,6,0.0,0,0
Jayden Dunlap,85725,CB,BYU,1,0,,0,0,128,62.6,63.5,71.0,,60.0,,,0,0,8,8,0.0,0,0
Gracen Halton,85774,DI,OKLAHOMA,1,0,0.5,0,0,261,60.7,63.5,76.6,52.8,71.8,73.2,0.0,0,0,12,13,16.7,2,2
Kalib Perry,86267,LB,LOUISVILLE,1,0,4.0,0,0,210,64.0,39.4,73.4,56.7,30.0,76.5,0.0,0,0,8,8,12.5,1,1
Blake Ruffin,86298,S,LOUISVILLE,1,0,,0,0,210,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Jalil Tucker,86578,CB,OREGON ST,1,0,17.0,0,0,265,56.5,54.5,75.5,,51.5,77.7,0.0,0,0,28,28,0.0,0,1
Jackson Schulz,86773,S,KENTUCKY,1,0,13.0,0,0,202,60.0,64.2,68.7,,62.4,74.8,0.0,0,0,6,6,0.0,0,1
Chance Tucker,90524,CB,NOTRE DAME,1,0,,0,0,258,61.9,62.7,69.1,,60.0,,,0,0,3,3,0.0,0,0
Ose Egbase,90529,ED,UNLV,1,0,,0,0,325,60.0,74.9,73.2,71.1,65.4,73.4,,0,0,5,5,0.0,0,0
Solomon Brown,97386,S,BUFFALO,1,2,10.7,0,0,126,67.8,72.5,74.6,,74.3,83.0,0.0,0,0,14,14,0.0,0,3
Marvae Myers,97517,CB,MARSHALL,1,0,3.5,0,0,214,87.8,85.3,73.2,58.3,64.3,77.1,0.0,0,0,7,7,28.6,2,2
Mohamed Toure,97751,LB,MIAMI FL,1,0,2.0,0,0,220,62.9,65.9,72.2,56.0,68.9,43.0,0.0,0,0,5,5,20.0,1,1
Shammond Cooper,97918,LB,AKRON,1,0,,0,0,102,64.3,70.8,74.9,59.3,72.7,,,0,0,13,13,0.0,0,0
Anthonie Cooper,97970,DI,ARIZONA ST,1,0,,0,0,110,,65.1,71.8,60.1,65.4,70.2,,0,0,3,4,0.0,0,0
Jalar Holley,97977,DI,CHARLOTTE,1,0,1.0,0,0,136,,66.0,73.1,58.9,66.1,69.7,0.0,0,0,12,12,8.3,1,1
Myles Farmer,98122,S,APP STATE,1,0,15.5,0,0,108,,67.4,73.6,59.8,67.9,79.6,0.0,0,0,11,11,0.0,0,2
Immanuel Hickman Sr.,98192,DI,VA TECH,1,2,,0,0,337,,71.9,74.9,57.3,73.9,72.4,0.0,0,0,14,14,0.0,0,0
Quindarius Dunnigan,98193,ED,MICH STATE,1,1,5.0,0,0,223,61.2,64.9,76.2,58.9,59.9,58.7,33.3,2,0,18,18,5.6,1,3
Zukudo Igwenagu,98305,ED,UMASS,1,0,3.0,0,0,216,,68.6,74.6,57.2,69.2,70.8,0.0,0,0,21,21,4.8,1,1
Jalen Catalon,98867,S,MISSOURI,1,0,3.0,0,0,229,73.2,70.7,72.9,47.4,68.5,59.8,0.0,0,0,12,12,0.0,0,1
Isaiah Gibson Sr.,98952,DI,SO MISS,1,0,,0,0,296,60.0,62.6,75.9,57.1,64.8,,,0,0,13,13,0.0,0,0
Will Jones II,99276,S,N TEXAS,1,1,15.0,0,0,251,86.6,78.4,77.2,67.6,51.4,56.9,33.3,1,0,21,21,0.0,0,1
Logan Wilson,99280,CB,CINCINNATI,1,1,5.5,0,0,138,65.5,67.5,76.2,,69.4,78.8,0.0,0,0,31,32,3.2,1,2
Deshawn McCuin,99502,CB,S DIEGO ST,1,0,,0,0,284,,45.7,66.9,,46.8,21.7,100.0,1,0,4,4,0.0,0,0
Nate Temple,99726,ED,PITTSBURGH,1,0,,0,0,268,60.0,60.1,71.5,57.7,60.8,,,0,0,4,4,0.0,0,0
Cecil Powell,99735,S,SM HOUSTON,1,0,4.8,0,0,281,79.1,79.6,0.0,67.8,77.3,81.4,0.0,0,1,19,20,15.8,3,4
Jordan Huff,99745,S,GA STATE,1,0,22.0,0,0,175,62.2,64.3,69.1,60.0,60.0,76.4,0.0,0,0,2,2,0.0,0,1
Antonio Clary,99757,S,VIRGINIA,1,0,,0,0,335,45.6,43.0,67.5,,60.0,,,0,0,0,1,,0,0
Rico Watson III,99809,ED,USF,1,1,10.3,0,0,327,57.8,66.4,73.9,65.2,69.9,62.6,20.0,1,0,45,45,0.0,0,3
Ben Smiley,99845,ED,UCONN,1,2,3.7,0,0,146,,70.1,74.0,59.7,69.5,77.2,0.0,0,0,16,16,6.3,1,3
Blaine Spires,100324,ED,PITTSBURGH,1,0,,0,0,268,,59.5,72.9,57.3,61.0,,,0,0,5,5,0.0,0,0
Siale Taupaki,100432,DI,UCLA,1,0,,0,0,324,,66.9,75.5,58.4,69.9,,,0,0,16,17,0.0,0,0
