player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Mason White,43872,CB,OREGON ST,1,0,,0,0,265,54.8,57.7,74.3,,63.3,72.5,,0,0,18,18,0.0,0,0
Zaid Hamdan,52925,DI,KENT STATE,1,1,3.0,0,0,201,60.0,67.3,75.4,60.5,67.9,73.4,0.0,0,0,15,16,0.0,0,1
DeShawn Pace,53549,LB,UCF,1,1,0.0,0,0,323,59.8,50.8,75.5,61.8,44.2,21.2,57.1,4,0,28,28,7.1,2,2
Eric Phillips,53572,ED,CINCINNATI,1,1,1.0,0,0,138,,65.1,77.0,64.0,62.5,73.6,0.0,0,0,16,16,6.3,1,1
Jaheim Thomas,54193,LB,WISCONSIN,1,1,5.0,0,0,349,62.3,75.5,76.0,55.3,84.4,81.4,0.0,0,0,20,20,10.0,2,5
Cheikhsaliou Fall,54240,ED,CAL,1,0,4.5,0,0,130,,58.8,74.8,59.0,58.9,73.8,0.0,0,0,6,6,16.7,1,2
Jaiden Cameron,62277,ED,NWESTERN,1,0,,0,0,256,60.0,50.7,73.1,63.1,54.0,,,0,0,3,3,0.0,0,0
Barry Brown,62724,LB,COAST CAR,1,2,11.5,0,0,141,61.2,57.3,74.0,59.2,55.0,60.2,20.0,1,0,11,12,0.0,0,2
Kam Butler,63872,ED,VIRGINIA,1,0,3.7,0,0,335,,63.7,78.1,70.1,54.9,75.2,0.0,0,0,23,24,8.7,2,3
Will Whitson,64470,DI,COAST CAR,1,2,4.0,0,0,141,60.0,72.5,76.0,72.8,65.0,76.8,0.0,0,0,18,19,5.6,1,2
Josh Minkins,66051,S,CINCINNATI,1,2,6.3,0,0,138,69.7,69.1,75.6,,65.0,84.7,0.0,0,0,28,28,3.6,1,3
Ty Hamilton,66298,DI,OHIO STATE,1,0,1.0,0,0,260,58.3,54.8,77.1,55.2,58.0,49.2,20.0,1,0,27,27,14.8,4,4
Korey Foreman,70831,ED,FRESNO ST,1,0,2.0,0,1,169,60.0,58.9,0.0,51.5,77.8,29.9,0.0,0,1,10,10,10.0,1,1
Tuasivi Nomura,70879,LB,FRESNO ST,1,1,4.5,0,0,169,49.6,52.4,74.7,55.0,61.6,79.5,0.0,0,0,23,24,8.7,2,2
Keyon Ware-Hudson,71322,DI,OREGON,1,0,3.0,0,0,264,,58.4,72.8,57.8,59.1,70.8,0.0,0,0,9,9,0.0,0,1
Domani Jackson,71370,CB,ALABAMA,1,0,4.0,0,0,103,64.3,65.8,75.9,,65.6,77.0,0.0,0,0,11,12,9.1,1,1
William Nimmo Jr.,71391,S,S DIEGO ST,1,0,,0,0,284,64.4,64.5,74.4,,62.1,,,0,0,13,13,0.0,0,0
Akili Arnold,71406,S,USC,1,2,6.5,0,0,326,61.9,65.9,81.1,57.9,74.7,69.9,0.0,0,0,26,26,3.8,1,2
Easton Mascarenas-Arnold,71410,LB,USC,1,2,1.0,0,0,326,39.5,55.6,75.9,68.5,78.1,69.0,0.0,0,0,27,27,7.4,2,2
DJ Harvey,72089,CB,S JOSE ST,1,0,6.7,0,0,285,76.1,78.8,76.3,55.4,81.6,82.0,0.0,0,0,27,27,0.0,0,3
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,8.7,0,0,340,47.0,51.7,75.1,57.2,59.6,58.6,25.0,1,0,29,29,3.4,1,3
Raider Damuni,72338,S,BYU,1,0,,0,0,128,51.3,52.9,74.5,,61.6,21.8,,0,0,6,6,0.0,0,0
Logan Pili,72354,LB,UTAH ST,1,1,,0,0,329,60.0,40.8,71.8,60.0,40.7,24.7,66.7,2,0,12,13,0.0,0,0
Noa Pola-Gates,72535,CB,NEW MEXICO,1,2,5.2,0,0,241,30.1,46.2,73.1,,69.3,29.1,0.0,0,0,23,23,0.0,0,5
Jadon Pearson,72538,LB,UTAH ST,1,0,2.5,0,0,329,48.0,53.4,70.0,56.2,72.3,32.0,0.0,0,0,2,2,50.0,1,2
Keith Conley Jr.,72821,ED,UNLV,1,1,,0,0,325,,71.1,76.1,67.0,67.8,42.5,50.0,1,0,10,11,0.0,0,0
Henry Ikahihifo,73151,ED,NEVADA,1,0,18.0,0,0,239,61.4,63.0,80.6,57.4,65.9,73.0,0.0,0,0,20,20,0.0,0,1
Lincoln Tuioti-Mariner,73243,S,AIR FORCE,1,2,5.3,0,1,101,55.8,67.3,79.1,58.5,81.3,83.8,0.0,0,0,31,31,12.9,4,6
Marco Notarainni,73389,LB,BOISE ST,1,0,,0,0,120,54.9,53.7,75.0,63.5,52.2,75.8,,0,0,5,6,0.0,0,0
Taariq Al-Uqdah,74119,LB,WASH STATE,1,3,8.5,0,0,341,59.0,67.1,76.7,61.8,73.8,63.8,0.0,0,0,21,22,9.5,2,4
Justin Sinclair,74258,S,HAWAII,1,2,,0,0,180,64.6,69.9,75.4,,76.2,62.1,33.3,1,0,34,36,0.0,0,0
Zion Branch,74395,S,USC,1,2,,0,0,326,81.2,80.8,75.4,,66.8,82.9,0.0,0,0,13,13,0.0,0,0
