player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Mason White,43872,S,OREGON ST,1,0,1.0,0,0,265,82.0,60.7,73.8,,30.8,27.2,66.7,2,0,13,14,7.7,1,1
James Camden,53418,LB,W MICHIGAN,1,1,5.0,0,0,347,48.8,59.6,73.3,65.6,72.7,42.2,0.0,0,0,13,13,7.7,1,2
Shaun Myers,62235,LB,COLORADO,1,0,-3.0,0,0,143,,68.8,68.2,,64.3,73.0,0.0,0,0,2,2,50.0,1,1
Mister Williams,70521,LB,S DIEGO ST,1,1,5.0,0,0,284,64.6,68.3,73.9,59.3,70.8,81.1,0.0,0,0,19,19,10.5,2,2
Ben Florentine,70644,DI,WYOMING,1,1,,0,0,351,60.0,67.4,77.8,61.6,70.1,72.2,0.0,0,0,14,15,0.0,0,0
Korey Foreman,70831,ED,FRESNO ST,1,1,3.0,0,0,169,,70.0,75.5,66.4,66.6,74.4,0.0,0,0,11,11,9.1,1,1
Calvin Pitcher,70877,LB,UAB,1,1,,0,0,321,53.9,47.7,73.5,60.0,49.7,51.9,50.0,1,0,5,5,0.0,0,0
Tate Romney,70946,LB,ARIZONA ST,1,0,4.3,0,0,110,63.3,49.7,0.0,57.1,57.0,49.1,25.0,1,1,12,12,16.7,2,3
Domani Jackson,71370,CB,ALABAMA,1,0,15.0,0,0,103,52.6,52.8,73.6,,58.5,60.1,33.3,1,0,5,5,0.0,0,2
Keanu Tanuvasa,71398,DI,BYU,1,0,,0,0,128,,40.9,0.0,63.0,50.5,,,0,1,7,7,0.0,0,0
Aaron Smith,71596,CB,NEW MEXICO,1,0,,0,0,241,,60.0,66.2,,60.0,,,0,0,2,2,0.0,0,0
Solomone Langi,72318,DI,S JOSE ST,1,0,,0,0,285,,60.8,72.2,57.6,62.0,,,0,0,5,5,0.0,0,0
Raider Damuni,72338,S,BYU,1,1,,0,0,128,77.6,83.8,65.3,,62.8,77.7,0.0,0,0,1,1,0.0,0,0
Justin Flowe,72388,LB,UNLV,1,1,,0,0,325,,61.0,66.3,,60.5,73.1,0.0,0,0,2,2,0.0,0,0
Jadon Pearson,72538,LB,FRESNO ST,1,3,4.0,0,0,169,56.2,46.6,76.7,59.9,42.6,34.2,16.7,1,0,21,21,9.5,2,2
Marco Notarainni,73389,LB,BOISE ST,1,1,,0,0,120,63.6,74.4,75.7,69.8,74.3,75.7,0.0,0,0,15,15,0.0,0,0
Justin Sinclair,74258,S,HAWAII,1,0,6.0,0,0,180,57.3,59.3,72.6,,63.6,80.1,0.0,0,1,4,4,0.0,0,1
Silas Walters,75263,S,MIAMI OH,1,0,,0,0,221,61.6,61.1,79.0,,57.6,39.6,,0,0,20,20,0.0,0,0
Aneesh Vyas,75285,DI,WYOMING,1,0,,0,0,351,,58.9,76.4,52.9,66.7,,100.0,1,0,10,11,0.0,0,0
Bam Booker,76122,ED,BOWL GREEN,1,2,2.0,0,0,122,61.8,58.9,76.1,61.3,51.7,74.7,0.0,0,0,18,18,5.6,1,1
Moroni Anae,81437,LB,UTAH,1,0,,0,0,328,60.9,72.9,69.8,67.5,60.0,73.2,,0,0,0,1,,0,0
Brendon Harris,83446,S,MIDDLE TN,1,0,7.5,0,0,224,57.5,61.2,79.1,59.5,68.2,48.6,0.0,0,0,25,25,8.0,2,2
Jayden Dunlap,85725,CB,BYU,1,0,,0,0,128,45.2,42.5,68.7,,60.0,,,0,0,2,2,0.0,0,0
Gracen Halton,85774,DI,OKLAHOMA,1,0,,0,0,261,,73.2,76.2,68.9,69.3,,100.0,1,0,17,17,0.0,0,0
Jalil Tucker,86578,CB,OREGON ST,1,0,13.0,0,0,265,63.0,62.7,76.1,56.9,61.9,78.8,0.0,0,0,23,26,0.0,0,1
Ceyair Wright,86877,CB,NEBRASKA,1,0,-2.0,0,0,238,59.0,61.5,80.5,,69.4,29.2,0.0,0,0,22,22,4.5,1,1
Chance Tucker,90524,CB,NOTRE DAME,1,0,,0,0,258,61.0,62.4,70.1,,60.2,,,0,0,5,6,0.0,0,0
Ose Egbase,90529,ED,UNLV,1,0,,0,0,325,,53.2,74.0,58.0,53.1,23.1,100.0,1,0,22,22,0.0,0,0
Marvae Myers,97517,CB,MARSHALL,1,0,,0,0,214,65.9,66.9,77.8,,66.4,27.9,,0,1,32,32,0.0,0,0
Jett Elad,97543,S,RUTGERS,1,1,5.5,0,0,278,52.9,58.8,77.5,60.0,70.8,66.6,0.0,0,0,24,24,4.2,1,2
Shammond Cooper,97918,LB,AKRON,1,4,2.8,0,0,102,65.0,70.7,78.2,59.3,71.3,70.2,11.1,1,0,28,28,10.7,3,4
Jalar Holley,97977,DI,CHARLOTTE,1,0,5.0,0,0,136,,56.4,75.0,60.0,56.1,69.7,0.0,0,0,21,21,0.0,0,1
Richie Hagarty,98121,ED,NWESTERN,1,0,,0,0,256,56.8,43.1,75.5,62.1,52.1,,,0,0,12,12,0.0,0,0
Myles Farmer,98122,S,APP STATE,1,0,,0,0,108,,61.0,65.7,,60.0,,,0,0,1,1,0.0,0,0
Immanuel Hickman Sr.,98192,DI,VA TECH,1,0,,0,0,337,,60.7,73.7,57.2,61.9,,,0,0,9,9,0.0,0,0
Quindarius Dunnigan,98193,ED,MICH STATE,1,1,3.0,0,0,223,,72.6,76.0,66.7,70.2,49.4,33.3,1,0,13,13,7.7,1,1
Zukudo Igwenagu,98305,ED,UMASS,1,0,3.0,0,0,216,,54.5,74.3,55.6,55.8,73.6,0.0,0,0,15,15,13.3,2,2
Jalen Catalon,98867,S,MISSOURI,1,1,6.0,0,0,229,74.6,76.6,76.7,65.4,72.8,83.7,0.0,0,0,31,31,3.2,1,2
Isaiah Gibson Sr.,98952,DI,SO MISS,1,0,2.0,0,0,296,,58.7,76.8,67.7,49.7,70.2,0.0,0,0,15,15,6.7,1,1
Brandon Mack II,99105,ED,HOUSTON,1,0,-2.0,0,0,182,60.2,62.0,76.7,54.3,66.0,72.2,0.0,0,0,8,8,12.5,1,1
Will Jones II,99276,S,N TEXAS,1,1,7.3,0,0,251,66.2,66.5,78.5,,64.9,60.9,22.2,2,0,44,44,0.0,0,6
Logan Wilson,99280,CB,CINCINNATI,1,1,,0,0,138,76.0,77.4,76.5,,73.1,79.9,0.0,0,1,20,21,0.0,0,0
Virdel Edwards II,99286,CB,HAWAII,1,0,8.5,0,0,180,67.4,66.4,77.1,,56.1,58.9,33.3,1,0,15,15,0.0,0,2
Deshawn McCuin,99502,S,S DIEGO ST,1,0,,0,0,284,74.3,74.3,74.9,,60.9,74.2,,0,0,9,9,0.0,0,0
Nate Temple,99726,ED,PITTSBURGH,1,0,0.0,0,0,268,60.0,50.9,74.9,56.1,50.1,74.1,0.0,0,0,10,10,10.0,1,1
Cecil Powell,99735,S,SM HOUSTON,1,0,16.8,0,1,281,77.0,74.8,0.0,60.0,71.7,66.4,16.7,1,1,31,31,9.7,3,5
Jordan Huff,99745,S,GA STATE,1,1,,0,0,175,61.2,59.2,74.9,60.0,55.2,80.7,0.0,0,0,24,24,0.0,0,0
Rico Watson III,99809,ED,USF,1,0,5.0,0,0,327,41.9,50.5,79.2,56.1,66.0,48.8,0.0,0,0,13,13,7.7,1,1
Siale Taupaki,100432,DI,UCLA,1,0,1.5,0,0,324,60.0,54.9,74.1,63.2,57.4,33.0,0.0,0,0,13,13,15.4,2,2
De'Jon Benton,100445,DI,HAWAII,1,1,,0,0,180,61.1,67.8,0.0,68.1,66.6,44.6,0.0,0,1,17,17,0.0,0,0
Levani Damuni,100457,LB,UTAH,1,1,,0,0,328,71.5,79.4,74.0,71.1,67.2,80.2,0.0,0,0,5,6,0.0,0,0
Sitiveni Havili Kaufusi,100595,DI,OKLA STATE,1,0,1.0,0,0,262,,67.8,76.2,71.4,59.9,41.6,33.3,1,0,16,17,12.5,2,2
Naki Fahina,101179,DI,UTAH ST,1,0,,0,0,329,60.0,62.2,75.5,55.4,66.8,,,0,0,13,13,0.0,0,0
Javin Wright,101373,LB,NEBRASKA,1,3,3.0,0,0,238,62.1,74.2,75.9,56.6,90.3,79.0,0.0,0,0,22,22,4.5,1,3
Jalen Hunt,101456,ED,CINCINNATI,1,1,,0,0,138,,64.3,77.4,57.9,70.3,70.8,0.0,0,0,10,11,0.0,0,0
Tate Hallock,101668,S,W MICHIGAN,1,0,2.0,0,0,347,56.8,62.6,75.8,68.5,68.0,36.9,0.0,0,0,15,15,6.7,1,1
Rushawn Lawrence,101911,DI,MINNESOTA,1,0,1.0,0,0,225,,69.1,74.7,61.5,71.2,28.1,0.0,0,0,5,6,20.0,1,1
Brendan Harrington,102848,LB,GA SOUTHRN,1,1,4.0,0,0,174,68.3,68.9,79.8,59.4,66.7,85.7,0.0,0,0,46,46,13.0,6,8
Logan Lutui,103655,ED,BYU,1,0,3.7,0,0,128,72.9,62.3,0.0,56.5,71.6,78.9,0.0,0,2,24,25,4.2,1,3
Noah Holmes,104560,LB,E CAROLINA,1,0,,0,0,156,60.0,65.8,66.0,60.0,60.6,,,0,0,3,3,0.0,0,0
Clay Patterson,106446,DI,STANFORD,1,0,1.0,0,0,300,,68.2,74.8,59.2,71.0,73.8,0.0,0,0,13,13,15.4,2,2
Marques White,108130,ED,UMASS,1,1,5.0,0,0,216,60.0,63.1,79.9,74.8,50.1,74.7,0.0,0,0,23,23,0.0,0,1
Tra Thomas,116043,ED,NC STATE,1,0,,0,0,248,60.0,61.7,78.7,61.4,59.7,,,0,0,18,18,0.0,0,0
Elijah Culp,121345,CB,JAMES MAD,1,1,4.0,0,0,197,57.2,58.0,76.7,60.0,61.7,71.4,33.3,1,1,24,24,4.2,1,1
Sam Howard,121351,LB,TULANE,1,0,3.2,0,0,319,70.2,72.9,0.0,69.5,73.5,82.1,0.0,0,1,37,37,8.1,3,5
Tyrese Hopkins,121461,LB,LA MONROE,1,0,,0,0,209,,61.6,66.1,,60.0,,,0,0,2,2,0.0,0,0
Kenneth Harris,121523,CB,OKLA STATE,1,0,19.0,0,0,262,44.1,44.2,78.4,60.0,48.6,28.0,50.0,1,1,34,35,0.0,0,1
Corbet Mims,121534,ED,JVILLE ST,1,0,,0,0,196,,67.0,71.2,65.1,61.6,,,0,0,2,2,0.0,0,0
Channing Canada,121668,CB,TCU,1,0,1.0,0,0,305,65.2,68.2,77.3,,74.2,77.0,0.0,0,0,38,38,2.6,1,1
Isaiah Cash,121669,CB,VA TECH,1,0,,0,0,337,64.6,65.2,75.9,,62.1,,,0,0,12,12,0.0,0,0
Immanuel Bush,121724,DI,JAMES MAD,1,1,0.5,0,0,197,,73.3,74.4,65.4,71.1,28.7,25.0,1,0,13,13,15.4,2,2
Kerion Martin,121739,LB,MARSHALL,1,1,2.5,0,0,214,49.5,60.9,72.9,67.2,70.0,79.9,0.0,0,0,15,15,13.3,2,2
Daytione Smith,121749,S,MARSHALL,1,0,29.0,0,0,214,89.1,88.6,75.1,59.2,72.7,82.6,0.0,0,0,20,20,0.0,0,3
Jacob Busic,121837,ED,UCLA,1,0,,0,0,324,,59.6,75.3,55.5,63.1,,,0,0,9,9,0.0,0,0
Jori Benson,122053,DI,W MICHIGAN,1,0,,0,0,347,,68.5,68.6,59.9,64.7,,,0,0,3,3,0.0,0,0
DeMonte Capehart,122144,DI,CLEMSON,1,0,,0,0,140,61.1,63.1,74.0,56.1,62.0,69.7,,0,0,9,9,0.0,0,0
Fred Davis II,122146,CB,NWESTERN,1,1,,0,0,256,64.8,66.0,75.2,,65.6,78.2,0.0,0,0,21,21,0.0,0,0
Malcolm Greene,122148,CB,UMASS,1,0,7.0,0,0,216,46.8,38.1,76.4,,28.5,26.9,50.0,2,2,27,27,0.0,0,2
Tyler Venables,122163,S,CLEMSON,1,0,,0,0,140,63.6,63.7,71.9,,60.0,,,0,0,3,3,0.0,0,0
Tre Williams,122165,DI,MICHIGAN,1,0,0.3,0,0,222,,78.9,75.0,62.3,79.6,73.6,0.0,0,0,14,14,14.3,2,3
Jamar Rucks,122252,ED,KENNESAW,1,3,,0,0,200,,70.7,76.8,62.3,71.2,78.1,0.0,0,0,10,10,0.0,0,0
Tony Anyanwu,122261,ED,RICE,1,0,2.3,0,0,275,64.2,83.7,80.7,80.6,79.7,78.0,0.0,0,0,22,25,13.6,3,4
A.J. McCarty,122274,S,TEXAS TECH,1,1,,0,0,315,60.3,62.7,76.0,56.8,69.9,37.7,0.0,0,0,9,9,0.0,0,0
Gary Smith III,122388,DI,UCLA,1,0,,0,0,324,60.0,56.2,75.0,56.4,56.3,27.6,100.0,1,0,13,13,0.0,0,0
Stephen Dix Jr.,122396,LB,ARKANSAS,1,5,2.7,0,0,111,57.7,71.9,75.2,58.0,78.2,83.8,0.0,0,0,30,30,6.7,2,3
Jadarius Green-McKnight,122399,S,MARSHALL,1,0,1.0,0,0,214,65.4,70.2,75.5,64.7,69.8,73.1,0.0,0,0,20,20,5.0,1,1
Marques Watson-Trent,122461,LB,NEBRASKA,1,0,2.0,0,0,238,52.3,65.0,73.2,,71.8,60.9,25.0,1,0,14,14,21.4,3,3
Jason Moore,122491,DI,GA TECH,1,1,,0,0,176,,46.9,73.2,64.2,43.0,70.2,0.0,0,0,11,11,0.0,0,0
Kenean Caldwell,122551,DI,KANSAS,1,0,0.7,0,0,198,,70.9,76.3,55.8,74.4,73.8,0.0,0,0,18,20,16.7,3,3
Karon Prunty,122574,CB,WAKE,1,0,,0,0,339,71.5,71.6,77.7,,63.7,77.0,,0,0,24,25,0.0,0,0
Cody Stufflebean,122619,ED,KANSAS ST,1,0,,0,0,199,,63.5,77.4,65.2,56.9,,,0,0,10,10,0.0,0,0
Courtline Flowers,122635,CB,LA LAFAYET,1,1,-1.5,0,0,207,54.1,57.1,76.8,,66.4,82.5,0.0,0,0,40,40,5.0,2,2
Jordan Lawson,122647,ED,LA LAFAYET,1,0,2.5,0,0,207,50.4,58.1,78.8,63.2,58.6,75.7,0.0,0,0,25,25,4.0,1,2
Dominique Ratcliff,122655,DI,INDIANA,1,0,,0,0,190,61.7,78.2,72.7,79.4,56.3,69.7,,0,0,7,7,0.0,0,0
Tyree Skipper,122660,S,LA LAFAYET,1,2,7.3,0,0,207,66.3,73.7,76.7,,83.0,72.1,0.0,0,0,33,33,3.0,1,6
Ben Bell,122665,ED,VA TECH,1,1,3.0,0,0,337,60.0,68.2,0.0,82.3,60.4,74.7,0.0,0,1,27,28,0.0,0,1
Kershawn Fisher,122670,ED,W MICHIGAN,1,0,-7.0,0,0,347,61.0,66.7,77.2,57.3,70.5,75.7,0.0,0,0,8,8,12.5,1,1
Keveion'ta Spears,122687,DI,SMU,1,0,0.0,0,0,287,,79.5,73.9,61.7,82.1,69.7,0.0,0,0,11,12,9.1,1,1
Cedric Woods,122690,CB,LA TECH,1,0,,0,0,208,67.8,68.2,76.5,,62.7,74.2,,0,0,11,11,0.0,0,0
Jared Dawson,122703,DI,NOTRE DAME,1,0,,0,0,258,60.0,65.6,73.8,61.2,64.8,69.7,,0,0,8,10,0.0,0,0
Mason Reiger,122721,ED,WISCONSIN,1,2,3.5,0,0,349,60.0,71.3,78.5,59.9,74.3,78.8,0.0,0,0,26,27,11.5,3,4
Tahj Chambers,122740,LB,OLE MISS,1,0,2.0,0,0,226,54.4,73.9,70.7,58.2,90.8,49.2,0.0,0,0,8,8,25.0,2,3
Jalen Brooks,122823,LB,MO STATE,1,1,6.0,0,0,230,95.6,95.7,74.0,57.7,64.7,63.5,33.3,1,0,9,10,0.0,0,1
Ja'Qurious Conley,122827,S,CHARLOTTE,1,2,4.7,0,0,136,62.2,62.9,71.5,,62.2,58.9,16.7,1,0,43,44,2.3,1,3
Tony Grimes,122837,CB,PURDUE,1,0,,0,0,273,77.0,73.5,0.0,57.2,62.1,80.1,,0,1,14,14,0.0,0,0
Devan Boykin,122855,CB,INDIANA,1,0,6.5,0,0,190,69.2,69.9,77.5,64.5,63.3,78.0,0.0,0,0,10,10,0.0,0,2
Josh Pierre-Louis,122880,S,MARSHALL,1,0,1.0,0,0,214,30.2,29.9,0.0,68.8,54.9,46.2,50.0,1,1,12,12,8.3,1,1
Jordan Botelho,122894,ED,NOTRE DAME,1,1,4.0,0,0,258,,64.7,77.2,57.2,68.4,77.0,0.0,0,0,8,9,12.5,1,1
Noah Arinze,122917,ED,COAST CAR,1,1,2.0,0,0,141,,66.1,76.5,52.8,72.8,76.0,0.0,0,0,22,23,13.6,3,3
Joshua Eaton,122924,CB,MICH STATE,1,0,,0,0,223,70.9,70.6,74.7,,63.7,77.0,,0,0,23,25,0.0,0,0
DJ Graham II,122926,CB,KANSAS,1,0,3.0,0,0,198,79.1,79.7,76.6,,71.2,47.3,0.0,0,0,33,34,3.0,1,1
Shane Whitter,122949,LB,N TEXAS,1,0,9.3,0,0,251,39.6,51.0,76.0,53.8,63.1,81.2,0.0,0,0,44,44,4.5,2,6
Jeff Roberson,122986,LB,MINNESOTA,1,0,,0,0,225,,61.5,63.9,,60.0,,,0,0,1,1,0.0,0,0
